local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
24,24,0.0001272040226,127.2040226,0,1,113.41176470588232,,False,,0.0,4.318,3.034574e-07,0.3034574,0.0,4.261,2.157452e-07,0.2157452,0.0,4.164,5.270039e-05,52.70039,0.0,4.23,4.221959e-07,0.4221959,0.945098039215686,3.514,3.853252e-05,38.53252,0.0,4.329,5.397597e-06,5.397597,0.0,3.995,2.896413e-05,28.96413,0.0,4.294,6.679871e-07,0.6679871000000001
25,25,0.0001072620917999,107.2620918,0,1,113.41176470588232,,False,,0.0,4.318,2.880521e-07,0.2880521,0.0,4.261,6.188502e-05,61.88502,0.0,4.164,2.142464e-06,2.142464,0.945098039215686,3.804,2.520792e-05,25.20792,0.0,3.977,1.607683e-06,1.607683,0.0,4.329,1.458365e-05,14.58365,0.0,3.995,3.662247e-07,0.3662247,0.0,4.294,1.181078e-06,1.181078
26,26,0.0001103379675,110.3379675,0,1,97.88235294117646,,False,,0.0,4.318,2.903849e-07,0.2903849,0.0,4.261,2.105918e-07,0.2105918,0.0,4.164,4.477729e-05,44.77729,0.0,4.23,3.147087e-07,0.3147087,0.8156862745098039,3.553,3.33226e-05,33.3226,0.0,4.329,5.17072e-06,5.17072,0.0,3.995,2.555331e-05,25.55331,0.0,4.294,6.983621e-07,0.6983621
27,27,9.18964441e-05,91.8964441,0,1,97.88235294117646,,False,,0.0,4.318,2.886287e-07,0.2886287,0.0,4.261,5.338721e-05,53.38721,0.0,4.164,2.102969e-06,2.102969,0.8156862745098039,3.841,2.136096e-05,21.36096,0.0,3.977,1.56221e-06,1.56221,0.0,4.329,1.169109e-05,11.69109,0.0,3.995,3.343694e-07,0.3343694,0.0,4.294,1.169007e-06,1.169007
28,28,9.36360442e-05,93.6360442,0,1,81.88235294117646,,False,,0.0,4.318,2.778519e-07,0.2778519,0.0,4.261,2.023487e-07,0.2023487,0.0,4.164,3.694919e-05,36.94919,0.0,4.23,2.22988e-07,0.222988,0.6823529411764705,3.594,2.825138e-05,28.25138,0.0,4.329,4.906509e-06,4.906509,0.0,3.995,2.208974e-05,22.08974,0.0,4.294,7.360366e-07,0.7360366
29,29,7.75045745e-05,77.5045745,0,1,81.88235294117646,,False,,0.0,4.318,2.822163e-07,0.2822163,0.0,4.261,4.529375e-05,45.29375,0.0,4.164,2.062908e-06,2.062908,0.6823529411764705,3.877,1.782155e-05,17.82155,0.0,3.977,1.513003e-06,1.513003,0.0,4.329,9.06994e-06,9.06994,0.0,3.995,3.065992e-07,0.3065992,0.0,4.294,1.154608e-06,1.154608
30,30,9.43335854e-05,94.3335854,0,1,82.82352941176471,,False,,0.0,4.318,2.771149e-07,0.2771149,0.0,4.261,2.037327e-07,0.2037327,0.0,4.164,3.732859e-05,37.32859,0.0,4.23,2.210479e-07,0.2210479,0.6901960784313725,3.592,2.843667e-05,28.43667,0.0,4.329,4.911215e-06,4.911214999999999,0.0,3.995,2.22202e-05,22.2202,0.0,4.294,7.350149e-07,0.7350149
31,31,7.82638349e-05,78.26383489999999,0,1,82.82352941176471,,False,,0.0,4.318,2.818403e-07,0.2818403,0.0,4.261,4.574996e-05,45.74996,0.0,4.164,2.066035e-06,2.0660350000000003,0.6901960784313725,3.875,1.79728e-05,17.9728,0.0,3.977,1.518322e-06,1.518322,0.0,4.329,9.207168e-06,9.207168,0.0,3.995,3.090476e-07,0.3090476,0.0,4.294,1.158662e-06,1.158662
32,32,0.0001015004811999,101.5004812,0,1,88.94117647058823,,False,,0.0,4.318,2.854876e-07,0.2854875999999999,0.0,4.261,2.04177e-07,0.204177,0.0,4.164,4.058168e-05,40.58168,0.0,4.23,2.658255e-07,0.2658255,0.7411764705882352,3.575,3.067716e-05,30.67716,0.0,4.329,5.02204e-06,5.02204,0.0,3.995,2.373193e-05,23.73193,0.0,4.294,7.321811e-07,0.7321811
33,33,8.411075520000001e-05,84.1107552,0,1,88.94117647058823,,False,,0.0,4.318,2.905768e-07,0.2905767999999999,0.0,4.261,4.899702e-05,48.99702,0.0,4.164,2.083269e-06,2.083269,0.7411764705882352,3.86,1.94795e-05,19.4795,0.0,3.977,1.539329e-06,1.539329,0.0,4.329,1.024596e-05,10.24596,0.0,3.995,3.183644e-07,0.3183644,0.0,4.294,1.156736e-06,1.156736
34,34,0.0001314577561,131.45775609999998,0,1,117.6470588235294,,False,,0.0,4.318,3.075787e-07,0.3075787,0.0,4.261,2.178799e-07,0.2178799,0.0,4.164,5.476152e-05,54.76152,0.0,4.23,4.430194e-07,0.4430194,0.980392156862745,3.504,3.979765e-05,39.79765,0.0,4.329,5.452589e-06,5.452589,0.0,3.995,2.981629e-05,29.81629,0.0,4.294,6.612291e-07,0.6612291
35,35,0.0001102727918999,110.2727919,0,1,117.6470588235294,,False,,0.0,4.318,2.937022e-07,0.2937021999999999,0.0,4.261,6.35101e-05,63.5101,0.0,4.164,2.139848e-06,2.139848,0.980392156862745,3.797,2.599692e-05,25.99692,0.0,3.977,1.623712e-06,1.6237119999999998,0.0,4.329,1.513464e-05,15.13464,0.0,3.995,3.773387e-07,0.3773387,0.0,4.294,1.196531e-06,1.196531
36,36,0.0001026587702999,102.6587703,0,1,90.35294117647058,,False,,0.0,4.318,2.864221e-07,0.2864221,0.0,4.261,2.063661e-07,0.2063661,0.0,4.164,4.112401e-05,41.124010000000006,0.0,4.23,2.69822e-07,0.269822,0.7529411764705882,3.572,3.099878e-05,30.99878,0.0,4.329,5.048839e-06,5.048839,0.0,3.995,2.399421e-05,23.99421,0.0,4.294,7.303211e-07,0.7303211000000001
37,37,8.53194967e-05,85.3194967,0,1,90.35294117647058,,False,,0.0,4.318,2.923037e-07,0.2923037,0.0,4.261,4.966367e-05,49.66367,0.0,4.164,2.0861e-06,2.0861,0.7529411764705882,3.857,1.978827e-05,19.78827,0.0,3.977,1.541375e-06,1.541375,0.0,4.329,1.046308e-05,10.46308,0.0,3.995,3.22723e-07,0.322723,0.0,4.294,1.161975e-06,1.161975
38,38,7.22223696e-05,72.2223696,0,1,62.58823529411765,,False,,0.0,4.318,2.592329e-07,0.2592329,0.0,4.261,1.915292e-07,0.1915292,0.0,4.164,2.714565e-05,27.14565,0.0,4.23,1.184884e-07,0.1184884,0.5215686274509804,3.649,2.169298e-05,21.69298,0.0,4.329,4.515525e-06,4.515525,0.0,3.995,1.751171e-05,17.51171,0.0,4.294,7.872541e-07,0.7872541
39,39,0.0001009433559,100.9433559,0,1,116.23529411764704,,False,,0.0,4.318,3.589244e-07,0.3589244,0.0,4.261,5.608588e-07,0.5608588000000001,0.968627450980392,3.734,4.337314e-05,43.37314,0.0,4.23,5.040627e-07,0.5040627,0.0,3.977,2.340931e-05,23.40931,0.0,4.329,1.658537e-06,1.6585370000000002,0.0,3.995,2.958777e-05,29.58777,0.0,4.294,1.490753e-06,1.490753
40,40,5.945110299999999e-05,59.45110299999999,0,1,62.58823529411765,,False,,0.0,4.318,2.755394e-07,0.2755394,0.0,4.261,3.503632e-05,35.03632,0.0,4.164,1.986396e-06,1.986396,0.5215686274509804,3.926,1.331355e-05,13.31355,0.0,3.977,1.437002e-06,1.437002,0.0,4.329,5.997397e-06,5.997396999999999,0.0,3.995,2.715816e-07,0.2715816,0.0,4.294,1.133317e-06,1.133317
41,41,5.445157764e-05,54.45157764,0,1,46.11764705882353,,False,,0.0,4.318,2.410041e-07,0.2410041,0.0,4.261,1.79473e-07,0.179473,0.0,4.164,1.923048e-05,19.23048,0.0,4.23,5.418084e-08,0.05418084,0.3843137254901961,3.699,1.619145e-05,16.19145,0.0,4.329,4.126923e-06,4.126923,0.0,3.995,1.360003e-05,13.60003,0.0,4.294,8.280367e-07,0.8280367
42,42,0.0001137486185,113.7486185,0,1,116.23529411764704,,False,,0.0,4.318,1.217602e-06,1.217602,0.968627450980392,3.837,5.856141e-05,58.56141,0.0,4.164,2.776104e-06,2.776104,0.0,4.23,2.912583e-05,29.12583,0.0,3.977,1.924372e-06,1.924372,0.0,4.329,1.855877e-05,18.55877,0.0,3.995,4.273595e-07,0.4273595,0.0,4.294,1.157171e-06,1.157171
43,43,9.96995013e-05,99.6995013,0,1,112.4705882352941,,False,,0.0,4.318,3.58964e-07,0.358964,0.0,4.261,5.551235e-07,0.5551235,0.9372549019607842,3.737,4.272702e-05,42.72702,0.0,4.23,4.931738e-07,0.4931738,0.0,3.977,2.312645e-05,23.12645,0.0,4.329,1.666812e-06,1.666812,0.0,3.995,2.92776e-05,29.2776,0.0,4.294,1.494358e-06,1.494358
44,44,4.61616065e-05,46.161606500000005,0,1,46.11764705882353,,False,,0.0,4.318,2.663973e-07,0.2663973,0.0,4.261,2.726171e-05,27.26171,0.0,4.164,1.933328e-06,1.933328,0.3843137254901961,3.966,1.003805e-05,10.03805,0.0,3.977,1.374777e-06,1.374777,0.0,4.329,3.895064e-06,3.895064,0.0,3.995,2.572162e-07,0.2572162,0.0,4.294,1.135064e-06,1.135064
45,45,4.881334913e-05,48.81334912999999,0,2,40.47058823529412,,False,,0.0,4.318,2.364818e-07,0.2364818,0.0,4.261,1.732922e-07,0.1732922,0.0,4.164,1.673453e-05,16.73453,0.0,4.23,3.867653e-08,0.03867653,0.3372549019607843,3.716,1.448398e-05,14.48398,0.0,4.329,3.977613e-06,3.977613,0.0,3.995,1.231577e-05,12.31577,0.0,4.294,8.530056e-07,0.8530056
46,46,0.0001099061622,109.9061622,0,2,112.4705882352941,,False,,0.0,4.318,1.180244e-06,1.180244,0.9372549019607842,3.846,5.667946e-05,56.67946,0.0,4.164,2.752815e-06,2.752815,0.0,4.23,2.80652e-05,28.0652,0.0,3.977,1.892569e-06,1.892569,0.0,4.329,1.775695e-05,17.75695,0.0,3.995,4.239922e-07,0.4239922,0.0,4.294,1.154932e-06,1.154932
47,47,3.91506117e-05,39.1506117,0,1,40.47058823529412,,False,,0.0,4.318,2.590567e-07,0.2590567,0.0,4.261,2.310576e-05,23.10576,0.0,4.164,1.892065e-06,1.892065,0.3372549019607843,3.989,8.322692e-06,8.322692,0.0,3.977,1.332871e-06,1.332871,0.0,4.329,2.870136e-06,2.870136,0.0,3.995,2.4731e-07,0.24731,0.0,4.294,1.120721e-06,1.120721
48,48,4.6560753059999993e-05,46.56075306,0,1,38.58823529411765,,False,,0.0,4.318,2.345416e-07,0.2345416,0.0,4.261,1.715932e-07,0.1715932,0.0,4.164,1.574534e-05,15.74534,0.0,4.23,3.316806e-08,0.03316806,0.3215686274509804,3.723,1.378021e-05,13.78021,0.0,4.329,3.928308e-06,3.928308,0.0,3.995,1.180573e-05,11.80573,0.0,4.294,8.618622e-07,0.8618621999999999
49,49,0.0001017050429,101.7050429,0,1,115.29411764705884,,False,,0.0,4.318,3.610486e-07,0.3610486,0.0,4.261,5.643819e-07,0.5643819,0.9607843137254904,3.732,4.374857e-05,43.74857,0.0,4.23,5.148174e-07,0.5148174000000001,0.0,3.977,2.350321e-05,23.50321,0.0,4.329,1.641428e-06,1.641428,0.0,3.995,2.988095e-05,29.88095,0.0,4.294,1.490637e-06,1.490637
50,50,3.83426692e-05,38.3426692,0,1,38.58823529411765,,False,,0.0,4.318,2.542223e-07,0.2542223,0.0,4.261,2.265921e-05,22.65921,0.0,4.164,1.884174e-06,1.884174,0.3215686274509804,3.992,8.107033e-06,8.107033000000001,0.0,3.977,1.326468e-06,1.3264680000000002,0.0,4.329,2.757522e-06,2.7575220000000003,0.0,3.995,2.437469e-07,0.2437468999999999,0.0,4.294,1.110293e-06,1.110293
51,51,6.310659002e-05,63.10659002,0,1,54.11764705882352,,False,,0.0,4.318,2.500478e-07,0.2500478,0.0,4.261,1.860408e-07,0.1860408,0.0,4.164,2.300592e-05,23.00592,0.0,4.23,8.255882e-08,0.08255882,0.4509803921568627,3.674,1.889443e-05,18.89443,0.0,4.329,4.327886e-06,4.327886,0.0,3.995,1.554309e-05,15.54309,0.0,4.294,8.166166e-07,0.8166166
52,52,0.0001134047997,113.4047997,0,1,115.29411764705884,,False,,0.0,4.318,1.200689e-06,1.200689,0.9607843137254904,3.839,5.85322e-05,58.5322,0.0,4.164,2.76797e-06,2.76797,0.0,4.23,2.901811e-05,29.01811,0.0,3.977,1.920538e-06,1.920538,0.0,4.329,1.836787e-05,18.36787,0.0,3.995,4.327297e-07,0.4327297,0.0,4.294,1.164693e-06,1.164693
53,53,5.2930229600000006e-05,52.9302296,0,1,54.11764705882352,,False,,0.0,4.318,2.743574e-07,0.2743574,0.0,4.261,3.120253e-05,31.20253,0.0,4.164,1.970751e-06,1.970751,0.4509803921568627,3.945,1.174058e-05,11.74058,0.0,3.977,1.410634e-06,1.410634,0.0,4.329,4.92588e-06,4.92588,0.0,3.995,2.663112e-07,0.2663112,0.0,4.294,1.139186e-06,1.139186
54,54,0.0001104240921,110.4240921,0,1,97.41176470588236,,False,,0.0,4.318,2.946188e-07,0.2946188,0.0,4.261,2.080303e-07,0.2080303,0.0,4.164,4.480291e-05,44.80291,0.0,4.23,3.089052e-07,0.3089052,0.8117647058823529,3.553,3.330928e-05,33.30928,0.0,4.329,5.175851e-06,5.175851,0.0,3.995,2.561914e-05,25.61914,0.0,4.294,7.053568e-07,0.7053568
55,55,9.19212964e-05,91.9212964,0,1,97.41176470588236,,False,,0.0,4.318,2.915776e-07,0.2915776,0.0,4.261,5.336184e-05,53.36184,0.0,4.164,2.103015e-06,2.103015,0.8117647058823529,3.841,2.142553e-05,21.42553,0.0,3.977,1.571079e-06,1.571079,0.0,4.329,1.165806e-05,11.65806,0.0,3.995,3.356788e-07,0.3356788,0.0,4.294,1.174516e-06,1.174516
56,56,0.0001023477979,102.3477979,0,1,89.88235294117646,,False,,0.0,4.318,2.876739e-07,0.2876739,0.0,4.261,2.048265e-07,0.2048265,0.0,4.164,4.093383e-05,40.93383,0.0,4.23,2.683585e-07,0.2683585,0.7490196078431371,3.573,3.09427e-05,30.9427,0.0,4.329,5.0445e-06,5.044499999999999,0.0,3.995,2.392662e-05,23.92662,0.0,4.294,7.39289e-07,0.739289
57,57,8.38463846e-05,83.84638460000001,0,1,89.88235294117646,,False,,0.0,4.318,2.900189e-07,0.2900188999999999,0.0,4.261,4.883656e-05,48.836560000000006,0.0,4.164,2.083775e-06,2.083775,0.7490196078431371,3.861,1.94102e-05,19.4102,0.0,3.977,1.540322e-06,1.540322,0.0,4.329,1.019604e-05,10.19604,0.0,3.995,3.203537e-07,0.3203537,0.0,4.294,1.169115e-06,1.169115
58,58,0.0001199982239,119.9982239,0,1,106.8235294117647,,False,,0.0,4.318,3.021155e-07,0.3021155,0.0,4.261,2.112515e-07,0.2112515,0.0,4.164,4.924503e-05,49.24503,0.0,4.23,3.747178e-07,0.3747178,0.8901960784313725,3.531,3.632412e-05,36.32412,0.0,4.329,5.317384e-06,5.317384,0.0,3.995,2.752483e-05,27.52483,0.0,4.294,6.987751e-07,0.6987751
59,59,0.0001002296799,100.2296799,0,2,106.8235294117647,,False,,0.0,4.318,2.928807e-07,0.2928807,0.0,4.261,5.801376e-05,58.01376,0.0,4.164,2.1276e-06,2.1276,0.8901960784313725,3.821,2.348008e-05,23.48008,0.0,3.977,1.59925e-06,1.59925,0.0,4.329,1.317959e-05,13.17959,0.0,3.995,3.548502e-07,0.3548502,0.0,4.294,1.181669e-06,1.181669
60,60,9.68634487e-05,96.8634487,0,1,84.70588235294117,,False,,0.0,4.318,2.825058e-07,0.2825058,0.0,4.261,2.029545e-07,0.2029544999999999,0.0,4.164,3.846241e-05,38.46241,0.0,4.23,2.383149e-07,0.2383149,0.7058823529411764,3.586,2.922445e-05,29.22445,0.0,4.329,4.980536e-06,4.980536,0.0,3.995,2.273336e-05,22.73336,0.0,4.294,7.389175e-07,0.7389175
61,61,8.01998267e-05,80.1998267,0,1,84.70588235294117,,False,,0.0,4.318,2.870057e-07,0.2870057,0.0,4.261,4.67881e-05,46.7881,0.0,4.164,2.075282e-06,2.075282,0.7058823529411764,3.87,1.850391e-05,18.50391,0.0,3.977,1.528592e-06,1.528592,0.0,4.329,9.541784e-06,9.541784,0.0,3.995,3.13022e-07,0.3130219999999999,0.0,4.294,1.162131e-06,1.162131
