local_sample_row,sample_index,label,converged,iterations_executed,final_loss_mae,final_loss_mse,final_max_abs_ratio_error,final_output_power_sum,initial_loss_mae,final_learning_rate,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,final_ratio_0,final_ratio_1,final_ratio_2,final_ratio_3,final_ratio_4,final_ratio_5,final_ratio_6,final_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,initial_coefficient_0,initial_coefficient_1,initial_coefficient_2,initial_coefficient_3,initial_coefficient_4,initial_coefficient_5,initial_coefficient_6,initial_coefficient_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,initial_voltage_0,initial_voltage_1,initial_voltage_2,initial_voltage_3,initial_voltage_4,initial_voltage_5,initial_voltage_6,initial_voltage_7,final_voltage_0,final_voltage_1,final_voltage_2,final_voltage_3,final_voltage_4,final_voltage_5,final_voltage_6,final_voltage_7,final_output_power_0,final_output_power_1,final_output_power_2,final_output_power_3,final_output_power_4,final_output_power_5,final_output_power_6,final_output_power_7
12,12,5,True,3,0.016623651765515286,0.00065910015155306,0.05235141274513583,0.0001247820897,0.0687146915949343,0.40516875,0.06483756744142573,0.07742901883495817,0.04877717787966585,0.030396385087095676,3.0256891446439334e-05,0.3971919413289439,0.38130703529230336,3.061724416086822e-05,0.056296035888554294,0.12547505846105414,0.04317551511561198,0.03255373435215038,0.00587132898448326,0.39881164131521996,0.32895562254716754,0.008861063335758514,-0.008541531552871434,0.048046039626095965,-0.005601662764053869,0.0021573492650547033,0.0058410720930368205,0.0016196999862760353,-0.05235141274513583,0.008830446091597645,0.06483756744142573,0.07742901883495817,0.04877717787966585,0.030396385087095676,3.0256891446439334e-05,0.3971919413289439,0.38130703529230336,3.061724416086822e-05,0.0262164297582424,0.04155097012933041,0.027352428919918757,0.03958298351782641,0.0,0.3797047198574412,0.49990094625595416,0.0,4.095,3.985,4.021,4.083,3.977,3.979,3.674,4.294,4.216,4.049,4.084,4.072,3.977,3.987,3.619,4.294,7.024737e-06,1.565704e-05,5.387531e-06,4.062123e-06,7.326367e-07,4.976455e-05,4.104777e-05,1.105702e-06
13,13,7,True,2,0.019563601802493967,0.0005703811412170113,0.04091612032299427,9.533236e-05,0.08486283873738915,0.385875,0.04834660371108418,0.04902863356385846,0.04909149411048511,0.06033345504605443,0.0748635582667312,0.07940948517895438,0.1619243424553631,0.477002427667469,0.02473907076254065,0.020950189421514373,0.042304145203160816,0.0934152684356078,0.11577967858972547,0.08044658707704289,0.16514371405470293,0.4572213464557051,-0.02360753294854353,-0.02807844414234409,-0.006787348907324291,0.03308181338955336,0.04091612032299427,0.001037101898088505,0.0032193715993398264,-0.019781081211763862,0.04834660371108418,0.04902863356385846,0.04909149411048511,0.06033345504605443,0.0748635582667312,0.07940948517895438,0.1619243424553631,0.477002427667469,0.01700809961088791,0.01886545480983218,0.010786528808952128,0.06488463814727377,0.07225772721673471,0.08590120689599931,0.17770456819336689,0.5546777004628847,4.131,4.011,4.02,4.047,3.817,4.185,3.794,3.933,4.252,4.165,4.132,4.041,3.821,4.179,3.785,3.897,2.358434e-06,1.997231e-06,4.032954e-06,8.905498e-06,1.103755e-05,7.669163e-06,1.574354e-05,4.358799e-05
14,14,3,True,6,0.019392358074127994,0.0008608647315225385,0.07143033470319463,0.0001609347327,0.059572770287669885,0.22334927343750002,0.04332587238347743,0.11049569897558079,8.44328482849516e-05,0.31087688132551633,0.09340951898694935,0.4093170030963374,0.01401319698863665,0.018477395395217106,0.04297919960443691,0.10936669608051611,0.07151476755147958,0.2869205374459232,0.09954861658026663,0.3786334309424058,0.003386619475212885,0.0076501323197587165,-0.00034667277904051885,-0.001129002895064679,0.07143033470319463,-0.02395634387959311,0.00613909759331728,-0.030683572153931582,-0.010626577513423765,-0.01082726307545839,0.04332587238347743,0.11049569897558079,8.44328482849516e-05,0.31087688132551633,0.09340951898694935,0.4093170030963374,0.01401319698863665,0.018477395395217106,0.02545321791750751,0.04432873652632236,0.0,0.36711303345639834,0.059093217968258505,0.5268033444340984,0.033818610631719634,0.04285613197210568,4.15,3.966,4.164,3.85,3.797,3.972,3.962,4.254,4.219,4.035,4.164,3.816,3.837,3.912,3.917,4.201,6.916846e-06,1.76009e-05,1.150921e-05,4.617548e-05,1.602083e-05,6.093527e-05,5.450247e-07,1.231172e-06
15,15,4,False,20,0.039566128627183964,0.0038725397467495567,0.15497030764297534,0.00028889299789999995,0.08897173543952919,0.21057918294796998,0.0849536169525226,0.059846100319066294,0.293971584038735,1.9222478827610666e-05,0.29123793634693734,0.21055526020832951,1.953873194803199e-05,0.05939674092363345,0.08211469358011741,0.05879851752543983,0.23811844004544497,0.15498953012180294,0.2429244409180608,0.17472216483928846,0.0033137455977087227,0.045018467372137036,-0.0028389233724051832,-0.0010475827936264615,-0.055853143993290055,0.15497030764297534,-0.04831349542887653,-0.03583309536904106,0.0032942068657606906,-0.014378273551496415,0.0849536169525226,0.059846100319066294,0.293971584038735,1.9222478827610666e-05,0.29123793634693734,0.21055526020832951,1.953873194803199e-05,0.05939674092363345,0.050122133045394174,0.03986775218876025,0.6180768358245677,0.0,0.5985165246742864,0.4769034557879255,0.0,0.19252208729228817,4.083,3.995,3.773,4.23,3.666,4.085,3.995,4.186,4.124,4.058,3.614,4.23,3.513,3.938,3.995,4.081,2.372236e-05,1.698648e-05,6.879075e-05,4.477539e-05,7.017917e-05,5.047601e-05,9.573179e-07,1.300552e-05
16,16,6,True,4,0.019624827810322418,0.0007547333448970744,0.05735550125694122,0.00013846971540000001,0.08441893579917273,0.202584375,0.06191597100123281,0.0574747874306206,0.06865461959388248,0.16164861986452259,0.3231106175636056,2.5992281083046173e-05,0.32714322987388034,2.6162391172588768e-05,0.10493680844237512,0.051736511332498916,0.05765853549230303,0.18741693752336547,0.3187011677789582,0.002332924560918105,0.2697877286169391,0.007429386252641925,0.0430208374411423,-0.005738276098121685,-0.010996084101579456,0.025768317658842882,-0.004409449784647412,0.002306932279835059,-0.05735550125694122,0.007403223861469336,0.06191597100123281,0.0574747874306206,0.06865461959388248,0.16164861986452259,0.3231106175636056,2.5992281083046173e-05,0.32714322987388034,2.6162391172588768e-05,0.039257299360284575,0.03052502966761815,0.008005181239735084,0.17664012243429728,0.3413297677608984,0.0,0.41275783858947535,0.0,4.097,3.996,3.963,3.952,3.649,4.329,3.699,4.294,4.166,4.106,4.141,3.94,3.639,4.329,3.66,4.294,1.453057e-05,7.16394e-06,7.983961e-06,2.595157e-05,4.413046e-05,3.230394e-07,3.735743e-05,1.028745e-06
17,17,6,True,2,0.01728201900653871,0.0006194667769158732,0.055384599699459136,0.00013598000139999997,0.08784791393837131,0.385875,0.05808337829026772,0.05758950910051627,0.07815917650185387,0.16603492346691962,0.3216815917223092,2.342646460140859e-05,0.3184043793124339,2.3615141097971004e-05,0.06987148038079077,0.05917605469299547,0.06441570017515827,0.20388225999827064,0.3296295009451295,0.002477852599875029,0.2630197796129748,0.007527371594805706,0.011788102090523056,0.0015865455924791994,-0.013743476326695606,0.03784733653135103,0.007947909222820293,0.0024544261352736204,-0.055384599699459136,0.007503756453707735,0.05808337829026772,0.05758950910051627,0.07815917650185387,0.16603492346691962,0.3216815917223092,2.342646460140859e-05,0.3184043793124339,2.3615141097971004e-05,0.03171592047318919,0.03159963518117869,0.008077937153601385,0.19440962449918206,0.3462672058058875,0.0,0.39439038506875534,0.0,4.099,3.996,3.935,3.949,3.65,4.329,3.704,4.294,4.195,4.1,4.14,3.927,3.637,4.329,3.668,4.294,9.501124e-06,8.04676e-06,8.759247e-06,2.772391e-05,4.482302e-05,3.369384e-07,3.576543e-05,1.023572e-06
18,18,5,True,3,0.015084260583113308,0.00041721246837352066,0.04342135862624347,0.00012162623969999999,0.07007982207079604,0.40516875,0.06625309382212059,0.07148802805028832,0.05602168864113148,0.03156651086616789,2.7528679371784498e-05,0.3971201058948109,0.37749515799899513,2.7886047113964172e-05,0.05157872195567023,0.10106412917409302,0.053780376801372085,0.03190159466880238,0.005873121636925853,0.4126352185498012,0.33407379937275167,0.009093037840583672,-0.014674371866450361,0.029576101123804696,-0.0022413118397593967,0.00033508380263448656,0.005845592957554068,0.015515112654990282,-0.04342135862624347,0.009065151793469709,0.06625309382212059,0.07148802805028832,0.05602168864113148,0.03156651086616789,2.7528679371784498e-05,0.3971201058948109,0.37749515799899513,2.7886047113964172e-05,0.025411837111095247,0.037395742183766886,0.031114906273238752,0.04173943784538371,0.0,0.3817362630799721,0.49676332155954245,0.0,4.094,3.988,4.0,4.082,3.977,3.979,3.676,4.294,4.22,4.071,4.073,4.069,3.977,3.986,3.621,4.294,6.273326e-06,1.229205e-05,6.541105e-06,3.880071e-06,7.143257e-07,5.018727e-05,4.063214e-05,1.105952e-06
19,19,4,False,20,0.039061792412686626,0.003777161235881759,0.15289683264163087,0.0002820911431,0.08848319999541171,0.442216284190737,0.08568305488950856,0.061231601745691956,0.28748705871641206,2.228961775920557e-05,0.29685741547805056,0.21175746537527926,2.3725322442934346e-05,0.05693738885485557,0.0827862220109526,0.06060952432646582,0.23305531424180329,0.15291912225939008,0.24773510870288648,0.1763311299084881,0.0033740623315585408,0.04318951621845514,-0.002896832878555952,-0.0006220774192261386,-0.05443174447460877,0.15289683264163087,-0.049122306775164076,-0.035426335466791165,0.0033503370091156064,-0.013747872636400427,0.08568305488950856,0.061231601745691956,0.28748705871641206,2.228961775920557e-05,0.29685741547805056,0.21175746537527926,2.3725322442934346e-05,0.05693738885485557,0.04963968405628864,0.03997856833241355,0.5888794003498339,0.0,0.595440204075053,0.4700468458402417,0.0,0.18218828348829924,4.082,3.994,3.777,4.23,3.663,4.084,3.995,4.188,4.126,4.057,3.628,4.23,3.515,3.941,3.995,4.087,2.335326e-05,1.709741e-05,6.574284e-05,4.313713e-05,6.988388e-05,4.974145e-05,9.517931e-07,1.218338e-05
20,20,0,True,3,0.01793949871468719,0.000553206211144245,0.049277470726101946,0.000166597543,0.034646220732357264,0.40516875,0.3832653429455259,0.3301817489222903,0.00013561718797458242,0.007594963810163911,0.09402752599553095,0.05869945003576631,0.06844677929219979,0.05764857181054814,0.43254281367162783,0.3435386799191871,0.008907334245619698,0.00794683988826894,0.09128501973165355,0.04485623176327397,0.044082474853785816,0.026840605926583203,0.049277470726101946,0.013356930996896776,0.008771717057645114,0.0003518760781050286,-0.002742506263877398,-0.013843218272492339,-0.024364304438413975,-0.030807965883964936,0.3832653429455259,0.3301817489222903,0.00013561718797458242,0.007594963810163911,0.09402752599553095,0.05869945003576631,0.06844677929219979,0.05764857181054814,0.2787196848987845,0.31991455430664334,0.0,0.005626429509733281,0.1047951984790029,0.0849989859948486,0.11129572418142505,0.10367469061188739,3.932,3.853,4.164,4.17,3.796,4.204,3.875,4.188,3.976,3.858,4.164,4.185,3.788,4.18,3.837,4.148,7.206057e-05,5.72327e-05,1.48394e-06,1.323924e-06,1.520786e-05,7.472938e-06,7.344032e-06,4.471579e-06
21,21,7,True,2,0.01331346411452962,0.00035256468199237716,0.03479771107829735,9.9246306e-05,0.08186782799568582,0.385875,0.05967570274096723,0.052545463369670406,0.04115987319225478,0.06445738865307199,0.07180544947996037,0.08003439247710098,0.16138202432953938,0.46893970575743493,0.05023444399028817,0.05431129094114596,0.034102226434503266,0.09925509973136934,0.08849576728830592,0.07901269393341452,0.16009139927082022,0.4344970784101526,-0.009441258750679062,0.001765827571475552,-0.007057646757751515,0.03479771107829735,0.016690317808345553,-0.0010216985436864584,-0.0012906250587191581,-0.03444262734728232,0.05967570274096723,0.052545463369670406,0.04115987319225478,0.06445738865307199,0.07180544947996037,0.08003439247710098,0.16138202432953938,0.46893970575743493,0.023356426510811053,0.027535013863214275,0.007787194799944528,0.06797340395417381,0.0561009456134939,0.08813600095455355,0.1792643943610394,0.5498466199427695,4.098,3.999,4.043,4.042,3.821,4.184,3.795,3.937,4.228,4.121,4.141,4.038,3.841,4.178,3.784,3.899,4.985583e-06,5.390195e-06,3.38452e-06,9.850702e-06,8.782878e-06,7.841718e-06,1.588848e-05,4.312223e-05
