input_channel,switch_mzi,port,feature_coefficient,upload_voltage,mode,target_leak_power,p_on_leak,p_off_leak,scan_path,local_sample_row,sample_index
5,5,44,0.0002314686717,3.973,scan-leak-inverse,214.50154759141543,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,1,1
6,6,46,0.0624659284949,4.166,scan-leak-inverse,184.14717280176149,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,1,1
7,7,42,0.0642028227448,3.821,scan-leak-inverse,225.67604074453934,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,1,1
8,8,49,0.0578919053078,4.149,scan-leak-inverse,201.9960428722892,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,1,1
1,1,43,3.26168374158e-05,4.318,scan-leak-inverse,236.3671889187832,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,2,2
2,2,45,0.345546215773,3.724,scan-leak-inverse,147.0278470428906,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,2,2
3,3,41,0.262013673782,3.697,scan-leak-inverse,149.18212795873166,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,2,2
4,4,48,0.217885673046,3.851,scan-leak-inverse,134.14167661427928,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,2,2
5,5,44,0.00014526292216,3.975,scan-leak-inverse,214.52002583062747,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,2,2
6,6,46,0.0563939958811,4.174,scan-leak-inverse,185.33738019156354,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,2,2
7,7,42,0.059667006135,3.829,scan-leak-inverse,226.76486222572018,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,2,2
8,8,49,0.0583156608045,4.148,scan-leak-inverse,201.90555799079112,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,2,2
1,1,43,0.377824693918,3.799,scan-leak-inverse,147.39928592616928,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,3,3
2,2,45,0.33141374588,3.734,scan-leak-inverse,150.18037156439644,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,3,3
3,3,41,0.000204316718737,4.163,scan-leak-inverse,201.88383544727495,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,3,3
4,4,48,0.0104544525966,4.112,scan-leak-inverse,169.541759625001,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,3,3
5,5,44,0.0771631747484,3.764,scan-leak-inverse,198.01120355449902,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,3,3
6,6,46,0.0668829903007,4.161,scan-leak-inverse,183.28134968795962,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,3,3
7,7,42,0.0722815841436,3.807,scan-leak-inverse,223.73673637907117,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,3,3
8,8,49,0.0637750849128,4.14,scan-leak-inverse,200.73980239037002,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,3,3
1,1,43,0.0841851308942,4.034,scan-leak-inverse,216.54974657048433,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,4,4
2,2,45,0.0608657002449,3.964,scan-leak-inverse,210.53141809537746,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,4,4
3,3,41,0.290374070406,3.675,scan-leak-inverse,143.47323602338363,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,4,4
4,4,48,2.31218364206e-05,4.23,scan-leak-inverse,171.3219640417837,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,4,4
5,5,44,0.297050505877,3.545,scan-leak-inverse,150.87826026509788,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,4,4
6,6,46,0.209460422397,4.008,scan-leak-inverse,155.33362297664274,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,4,4
7,7,42,2.5633336918e-05,3.995,scan-leak-inverse,241.08175672479695,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,4,4
8,8,49,0.0580153763294,4.149,scan-leak-inverse,201.96967799715503,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,4,4
1,1,43,3.09886454488e-05,4.318,scan-leak-inverse,236.36757234880665,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,5,5
2,2,45,0.346715629101,3.723,scan-leak-inverse,146.76698647002488,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,5,5
3,3,41,0.264586389065,3.695,scan-leak-inverse,148.66424544369534,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,5,5
4,4,48,0.218158856034,3.85,scan-leak-inverse,134.0950553755315,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,5,5
5,5,44,0.00012334738858,3.975,scan-leak-inverse,214.52472343460528,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,5,5
6,6,46,0.0551868341863,4.176,scan-leak-inverse,185.57400547402656,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,5,5
7,7,42,0.0549744330347,3.838,scan-leak-inverse,227.8913130576561,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,5,5
8,8,49,0.0602234564722,4.145,scan-leak-inverse,201.49818471478952,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,5,5
1,1,43,0.0785397663713,4.041,scan-leak-inverse,217.87919806960664,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,6,6
2,2,45,0.0654622614384,3.959,scan-leak-inverse,209.506064991014,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,6,6
3,3,41,0.300817131996,3.667,scan-leak-inverse,141.37106831106604,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,6,6
4,4,48,2.45972569246e-05,4.23,scan-leak-inverse,171.32171224743854,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,6,6
5,5,44,0.286758214235,3.554,scan-leak-inverse,153.08441737196938,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,6,6
6,6,46,0.21403747797,4.003,scan-leak-inverse,154.43643822295525,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,6,6
7,7,42,2.87119764835e-05,3.995,scan-leak-inverse,241.0810176982489,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,6,6
8,8,49,0.0543317869306,4.154,scan-leak-inverse,202.7562380602896,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,6,6
1,1,43,0.0821578502655,4.037,scan-leak-inverse,217.02715972246665,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,7,7
2,2,45,0.0635116994381,3.962,scan-leak-inverse,209.9411760921322,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,7,7
3,3,41,0.0774903446436,3.874,scan-leak-inverse,186.32631037507784,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,7,7
4,4,48,0.0445003062487,4.043,scan-leak-inverse,163.73151542528942,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,7,7
5,5,44,6.78123687976e-05,3.976,scan-leak-inverse,214.53662738980154,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,7,7
6,6,46,0.362373530865,3.88,scan-leak-inverse,125.35991884122845,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,7,7
7,7,42,0.369786739349,3.52,scan-leak-inverse,152.3207088770324,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,7,7
8,8,49,0.000111734851089,4.294,scan-leak-inverse,214.33389315961037,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,7,7
1,1,43,0.381147801876,3.797,scan-leak-inverse,146.61671274801802,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,8,8
2,2,45,0.329399049282,3.736,scan-leak-inverse,150.62978914509375,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,8,8
3,3,41,0.000135435257107,4.163,scan-leak-inverse,201.89770114971938,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,8,8
4,4,48,0.00807543098927,4.139,scan-leak-inverse,169.94776197219505,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,8,8
5,5,44,0.0832963138819,3.756,scan-leak-inverse,196.696562563217,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,8,8
6,6,46,0.068569727242,4.158,scan-leak-inverse,182.95071907990172,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,8,8
7,7,42,0.0697367116809,3.811,scan-leak-inverse,224.34763228660557,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,8,8
8,8,49,0.0596395209432,4.146,scan-leak-inverse,201.62287297855377,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,8,8
1,1,43,0.0611656270921,4.062,scan-leak-inverse,221.97070986074016,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,9,9
2,2,45,0.063919775188,3.961,scan-leak-inverse,209.85014679449833,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,9,9
3,3,41,0.0645623728633,3.888,scan-leak-inverse,188.92868561035593,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,9,9
4,4,48,0.163718357682,3.898,scan-leak-inverse,143.3858369494459,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,9,9
5,5,44,0.324533581734,3.522,scan-leak-inverse,144.98725122361424,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,9,9
6,6,46,2.36042287725e-05,4.329,scan-leak-inverse,196.38698514899514,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,9,9
7,7,42,0.322052955627,3.558,scan-leak-inverse,163.77919002070587,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,9,9
8,8,49,2.3782482458e-05,4.294,scan-leak-inverse,214.35267370573905,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,9,9
1,1,43,0.393203645945,3.788,scan-leak-inverse,143.77762947789404,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,10,10
2,2,45,0.345258206129,3.724,scan-leak-inverse,147.09209324132686,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,10,10
3,3,41,0.000126134444145,4.163,scan-leak-inverse,201.8995733850345,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,10,10
4,4,48,0.00693844957277,4.152,scan-leak-inverse,170.14179851326418,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,10,10
5,5,44,0.0749541372061,3.767,scan-leak-inverse,198.4847116946496,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,10,10
6,6,46,0.0630519092083,4.166,scan-leak-inverse,184.0323101015752,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,10,10
7,7,42,0.0589171387255,3.831,scan-leak-inverse,226.94486768311387,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,10,10
8,8,49,0.0575502961874,4.149,scan-leak-inverse,202.06898696627448,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,10,10
1,1,43,3.31618939526e-05,4.318,scan-leak-inverse,236.3670605610435,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,11,11
2,2,45,0.343531191349,3.725,scan-leak-inverse,147.47733775160526,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,11,11
3,3,41,0.260054171085,3.699,scan-leak-inverse,149.57657198899355,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,11,11
4,4,48,0.219018548727,3.85,scan-leak-inverse,133.94834075547587,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,11,11
5,5,44,0.000134584814077,3.975,scan-leak-inverse,214.52231468765316,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,11,11
6,6,46,0.0574703924358,4.173,scan-leak-inverse,185.1263872153158,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,11,11
7,7,42,0.0691558197141,3.812,scan-leak-inverse,224.48707523725986,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,11,11
8,8,49,0.0506021231413,4.16,scan-leak-inverse,203.55263642828857,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,11,11
1,1,43,0.0648375675082,4.057,scan-leak-inverse,221.1059886065023,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,12,12
2,2,45,0.0774290189147,3.947,scan-leak-inverse,206.83664508971034,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,12,12
3,3,41,0.0487771779299,3.924,scan-leak-inverse,192.10621423408904,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,12,12
4,4,48,0.0303963851184,4.068,scan-leak-inverse,166.13848182941894,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,12,12
5,5,44,3.02568914776e-05,3.977,scan-leak-inverse,214.54467742239618,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,12,12
6,6,46,0.397191941738,3.852,scan-leak-inverse,118.53488757720838,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,12,12
7,7,42,0.381307035685,3.51,scan-leak-inverse,149.55526503322608,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,12,12
8,8,49,3.06172441924e-05,4.294,scan-leak-inverse,214.35121427309352,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,12,12
1,1,43,0.0483466051519,4.077,scan-leak-inverse,224.98951721437516,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,13,13
2,2,45,0.049028635025,3.977,scan-leak-inverse,213.1719075958633,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,13,13
3,3,41,0.0490914955735,3.922,scan-leak-inverse,192.04294271202693,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,13,13
4,4,48,0.0603334568441,4.016,scan-leak-inverse,161.02943979663473,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,13,13
5,5,44,0.0748635604978,3.767,scan-leak-inverse,198.50412685073766,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,13,13
6,6,46,0.0794094875455,4.144,scan-leak-inverse,180.8259321895488,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,13,13
7,7,42,0.161924347281,3.701,scan-leak-inverse,202.21801670122437,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,13,13
8,8,49,0.477002441883,3.775,scan-leak-inverse,112.50300376854123,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,13,13
1,1,43,0.0433258675039,4.083,scan-leak-inverse,226.17187260803615,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,14,14
2,2,45,0.110495686531,3.911,scan-leak-inverse,199.46047650105467,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,14,14
3,3,41,8.44328387757e-05,4.164,scan-leak-inverse,201.9079678359916,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,14,14
4,4,48,0.310876846313,3.772,scan-leak-inverse,118.27186084698876,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,14,14
5,5,44,0.0934095084667,3.743,scan-leak-inverse,194.5287949870064,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,14,14
6,6,46,0.409316956997,3.842,scan-leak-inverse,116.15816772858464,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,14,14
7,7,42,0.0140131954104,3.93,scan-leak-inverse,237.72404644567055,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,14,14
8,8,49,0.0184773933142,4.223,scan-leak-inverse,210.41225805962915,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,14,14
1,1,43,0.0849536210299,4.033,scan-leak-inverse,216.36877147865056,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,15,15
2,2,45,0.0598461031914,3.965,scan-leak-inverse,210.758859210593,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,15,15
3,3,41,0.293971598148,3.672,scan-leak-inverse,142.74906078049884,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,15,15
4,4,48,1.92224797502e-05,4.23,scan-leak-inverse,171.32262950356673,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,15,15
5,5,44,0.291237950325,3.55,scan-leak-inverse,152.1241840288398,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,15,15
6,6,46,0.210555270314,4.007,scan-leak-inverse,155.11901320337859,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,15,15
7,7,42,1.95387328858e-05,3.995,scan-leak-inverse,241.0832197327535,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,15,15
8,8,49,0.0593967437744,4.147,scan-leak-inverse,201.67471339955213,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,15,15
1,1,43,0.0619159638882,4.061,scan-leak-inverse,221.7940097779775,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,16,16
2,2,45,0.0574747808278,3.968,scan-leak-inverse,211.28782916108602,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,16,16
3,3,41,0.0686546117067,3.884,scan-leak-inverse,188.10492599795214,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,16,16
4,4,48,0.161648601294,3.9,scan-leak-inverse,143.73906028674503,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,16,16
5,5,44,0.323110580444,3.523,scan-leak-inverse,145.29227215755378,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,16,16
6,6,46,2.5992278097e-05,4.329,scan-leak-inverse,196.3865170486169,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,16,16
7,7,42,0.327143192291,3.554,scan-leak-inverse,162.55728016392663,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,16,16
8,8,49,2.6162388167e-05,4.294,scan-leak-inverse,214.3521655223934,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,16,16
1,1,43,0.0580833777785,4.065,scan-leak-inverse,222.69656218684102,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,17,17
2,2,45,0.0575895085931,3.968,scan-leak-inverse,211.26223688343433,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,17,17
3,3,41,0.0781591758132,3.873,scan-leak-inverse,186.1916759790621,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,17,17
4,4,48,0.166034922004,3.896,scan-leak-inverse,142.9904935237031,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,17,17
5,5,44,0.321681588888,3.525,scan-leak-inverse,145.5985771075674,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,17,17
6,6,46,2.3426464395e-05,4.329,scan-leak-inverse,196.38701999399248,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,17,17
7,7,42,0.318404376507,3.561,scan-leak-inverse,164.65503039596723,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,17,17
8,8,49,2.36151408899e-05,4.294,scan-leak-inverse,214.3527094383303,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,17,17
1,1,43,0.0662530958652,4.055,scan-leak-inverse,220.77263966355451,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,18,18
2,2,45,0.0714880302548,3.953,scan-leak-inverse,208.16189910221664,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,18,18
3,3,41,0.0560216903687,3.897,scan-leak-inverse,190.64790816080955,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,18,18
4,4,48,0.0315665118396,4.066,scan-leak-inverse,165.93878873127392,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,18,18
5,5,44,2.75286802207e-05,3.977,scan-leak-inverse,214.54526221564367,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,18,18
6,6,46,0.397120118141,3.852,scan-leak-inverse,118.54896628679703,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,18,18
7,7,42,0.37749516964,3.513,scan-leak-inverse,150.4703023881783,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,18,18
8,8,49,2.78860479739e-05,4.294,scan-leak-inverse,214.35179746780864,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,18,18
1,1,43,0.085683055222,4.032,scan-leak-inverse,216.1969938412164,0.8805110919999946,236.37487000000004,Scandata-backup-04\1Col\power_data\43.txt,19,19
2,2,45,0.0612316019833,3.964,scan-leak-inverse,210.44979653796386,1.039097829999994,224.10870599999998,Scandata-backup-04\1Col\power_data\45.txt,19,19
3,3,41,0.287487059832,3.677,scan-leak-inverse,144.05438556094776,0.6269352370000004,201.92496400000002,Scandata-backup-04\1Col\power_data\41.txt,19,19
4,4,48,2.22896178457e-05,4.23,scan-leak-inverse,171.32210606768786,0.6665322360000001,171.32591,Scandata-backup-04\1Col\power_data\48.txt,19,19
5,5,44,0.29685741663,3.546,scan-leak-inverse,150.9196490276152,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt,19,19
6,6,46,0.211757466197,4.005,scan-leak-inverse,154.88336130884272,0.37372683820000385,196.391612,Scandata-backup-04\1Col\power_data\46.txt,19,19
7,7,42,2.3725322535e-05,3.995,scan-leak-inverse,241.0822147431044,1.038195726200002,241.08791,Scandata-backup-04\1Col\power_data\42.txt,19,19
8,8,49,0.0569373890758,4.15,scan-leak-inverse,202.19986155738735,0.8268781760000037,214.357752,Scandata-backup-04\1Col\power_data\49.txt,19,19
