local_sample_row,sample_index,label,active_input_channel,upload_voltage,component_output_power_sum,component_output_power_0,component_output_power_1,component_output_power_2,component_output_power_3,component_output_power_4,component_output_power_5,component_output_power_6,component_output_power_7
2,2,1,3,4.002,1.01505145e-05,1.962496e-07,1.879525e-06,1.516966e-06,1.913206e-06,3.071454e-06,8.047609e-07,1.053422e-07,6.630108e-07
2,2,1,4,3.804,6.98250163e-05,3.678376e-07,1.343265e-05,1.127711e-05,2.741962e-05,1.280452e-05,4.512088e-07,3.748667e-06,3.234029e-07
2,2,1,5,3.977,2.7733470399999997e-06,7.928537e-07,1.472815e-07,3.713968e-07,4.875394e-08,9.395892e-08,6.742198e-07,2.442198e-08,6.204604e-07
2,2,1,6,4.18,9.7408503e-06,7.913847e-07,1.296347e-07,2.757514e-07,2.740074e-06,1.861283e-06,2.431554e-06,9.780158e-07,5.331527e-07
2,2,1,7,3.838,2.7710976799999997e-06,7.923236e-07,1.4735e-07,3.71045e-07,4.850062e-08,9.396492e-08,6.738968e-07,2.411814e-08,6.198986e-07
2,2,1,8,4.136,8.745045059999999e-06,8.183804e-07,1.547676e-07,3.876419e-07,4.500266e-08,1.070342e-07,8.455993e-07,8.52259e-07,5.53436e-06
3,3,0,1,3.979,6.326182795999999e-05,2.557419e-05,6.635588e-06,2.939051e-05,2.461751e-08,2.288819e-07,7.37015e-07,4.068475e-08,6.303408e-07
3,3,0,2,3.858,7.356582645e-05,2.015223e-05,3.997791e-05,1.14506e-05,3.039272e-07,2.401543e-07,7.269243e-07,1.921165e-08,6.94869e-07
3,3,0,3,4.164,2.77254849e-06,7.921724e-07,1.473524e-07,3.719079e-07,4.852448e-08,9.382448e-08,6.73895e-07,2.445703e-08,6.204148e-07
3,3,0,4,4.172,3.1765621699999996e-06,5.100883e-07,4.196068e-07,3.705014e-08,5.629991e-07,3.940424e-07,6.607063e-07,2.503873e-08,5.670304e-07
3,3,0,5,3.806,1.5760171e-05,1.175518e-06,6.304889e-07,1.534772e-06,1.837449e-06,5.123849e-06,1.038957e-06,4.16429e-06,2.548471e-07
3,3,0,6,4.171,1.0868082100000001e-05,7.941723e-07,1.288769e-07,2.715444e-07,3.074954e-06,2.080917e-06,2.880059e-06,1.106625e-06,5.309335e-07
3,3,0,7,3.832,1.13999241e-05,8.408498e-07,1.512507e-07,4.319896e-07,1.980692e-06,3.995099e-07,1.948624e-06,4.761621e-06,8.853871e-07
3,3,0,8,4.14,8.351728130000001e-06,8.226575e-07,1.549755e-07,3.879966e-07,4.555583e-08,1.070115e-07,8.404142e-07,8.22682e-07,5.170435e-06
4,4,4,1,4.122,2.3097973929999998e-05,7.215763e-06,2.840196e-06,1.155659e-05,2.843402e-08,8.432775e-08,7.109062e-07,3.423506e-08,6.275219e-07
4,4,4,2,4.054,2.0895033269999998e-05,4.424393e-06,1.153317e-05,3.373457e-06,8.384183e-08,8.281067e-08,7.110893e-07,2.250957e-08,6.637619e-07
4,4,4,3,3.609,0.00010096874849999999,7.482731e-06,1.964612e-05,2.41353e-05,1.818885e-05,2.926771e-05,1.201381e-06,3.564659e-07,6.901906e-07
4,4,4,4,4.23,2.78177746e-06,7.934804e-07,1.4791e-07,3.731349e-07,4.921187e-08,9.34193e-08,6.771269e-07,2.486079e-08,6.226333e-07
4,4,4,5,3.5,8.76534055e-05,2.14339e-06,3.189924e-06,5.154263e-06,1.442877e-05,2.909038e-05,3.559093e-06,3.001958e-05,6.80055e-08
4,4,4,6,3.932,6.192301117000001e-05,7.985103e-07,8.685047e-08,1.984944e-07,1.710514e-05,1.080249e-05,2.563144e-05,6.961815e-06,3.38271e-07
4,4,4,7,3.995,2.7948640300000003e-06,7.998068e-07,1.479979e-07,3.753405e-07,4.912323e-08,9.35331e-08,6.812772e-07,2.45273e-08,6.23258e-07
4,4,4,8,4.081,1.524334099e-05,8.349948e-07,1.587185e-07,3.956479e-07,4.611799e-08,1.112986e-07,9.465222e-07,1.380711e-06,1.136933e-05
5,5,1,1,4.318,2.79144402e-06,7.978451e-07,1.472729e-07,3.737505e-07,4.944708e-08,9.356984e-08,6.810582e-07,2.5032e-08,6.234684e-07
5,5,1,2,3.885,6.485704866e-05,1.741033e-05,3.538682e-05,1.014262e-05,2.635175e-07,2.107698e-07,7.30254e-07,1.990496e-08,6.928324e-07
5,5,1,3,3.99,1.15992503e-05,2.491972e-07,2.172866e-06,1.847142e-06,2.201534e-06,3.522023e-06,8.227794e-07,1.12597e-07,6.711117e-07
5,5,1,4,3.804,6.969834170000001e-05,3.641239e-07,1.34171e-05,1.127297e-05,2.734053e-05,1.278874e-05,4.497281e-07,3.74125e-06,3.238997e-07
5,5,1,5,3.977,2.7792579e-06,7.959619e-07,1.477957e-07,3.727145e-07,4.908614e-08,9.363595e-08,6.762603e-07,2.443051e-08,6.193729e-07
5,5,1,6,4.181,9.6404726e-06,7.916961e-07,1.301011e-07,2.763016e-07,2.711611e-06,1.842431e-06,2.385701e-06,9.682351e-07,5.343957e-07
5,5,1,7,3.847,9.7025485e-06,8.358817e-07,1.513213e-07,4.261075e-07,1.689904e-06,3.244064e-07,1.464853e-06,3.979056e-06,8.310186e-07
5,5,1,8,4.133,9.04194239e-06,8.218159e-07,1.559004e-07,3.891863e-07,4.564199e-08,1.069227e-07,8.493744e-07,8.782187e-07,5.794882e-06
6,6,4,1,4.1,2.809596588e-05,9.389176e-06,3.351124e-06,1.385847e-05,2.655793e-08,9.698692e-08,7.112109e-07,3.529583e-08,6.271443e-07
6,6,4,2,4.021,2.7799405510000002e-05,6.370664e-06,1.536642e-05,4.453745e-06,1.096918e-07,9.934473e-08,7.103818e-07,2.191678e-08,6.672414e-07
6,6,4,3,3.501,0.0001320541609,1.073794e-05,2.563503e-05,3.211597e-05,2.339189e-05,3.780265e-05,1.283649e-06,4.060074e-07,6.810245e-07
6,6,4,4,4.23,2.78096263e-06,7.953881e-07,1.480393e-07,3.738824e-07,4.901397e-08,9.376296e-08,6.754887e-07,2.4559e-08,6.208282e-07
6,6,4,5,3.427,0.0001084977565,2.369387e-06,3.923484e-06,6.052796e-06,1.822936e-05,3.578848e-05,4.288598e-06,3.772356e-05,1.220915e-07
6,6,4,6,3.864,8.162915864000001e-05,8.014031e-07,7.465704e-08,2.036456e-07,2.224891e-05,1.398175e-05,3.483977e-05,9.200567e-06,2.784559e-07
6,6,4,7,3.995,2.7924740199999997e-06,7.980995e-07,1.477279e-07,3.741222e-07,4.915558e-08,9.365966e-08,6.808272e-07,2.473088e-08,6.241511e-07
6,6,4,8,4.059,1.836428259e-05,8.372036e-07,1.582564e-07,3.978062e-07,4.704899e-08,1.123011e-07,9.872423e-07,1.613534e-06,1.421089e-05
7,7,5,1,4.163,1.515492488e-05,3.921322e-06,1.999401e-06,7.771659e-06,3.175835e-08,6.628144e-08,7.04446e-07,3.277899e-08,6.272781e-07
7,7,5,2,4.1,1.2880618509999999e-05,2.266745e-06,6.996988e-06,2.111485e-06,5.619117e-08,6.734196e-08,7.040465e-07,2.387978e-08,6.539411e-07
7,7,5,3,4.041,6.119949980000001e-06,1.12688e-07,1.041216e-06,6.367574e-07,1.083537e-06,1.736251e-06,7.708143e-07,8.260008e-08,6.560862e-07
7,7,5,4,4.085,9.806450400000001e-06,2.10813e-07,1.934904e-06,7.533729e-07,3.564465e-06,1.855496e-06,6.26329e-07,3.717111e-07,4.893594e-07
7,7,5,5,3.977,2.7922731700000002e-06,7.991401e-07,1.473788e-07,3.737045e-07,4.942361e-08,9.350039e-08,6.807065e-07,2.484157e-08,6.235777e-07
7,7,5,6,3.988,4.678903647e-05,7.960545e-07,9.668677e-08,2.027533e-07,1.308962e-05,8.304144e-06,1.865456e-05,5.260892e-06,3.843259e-07
7,7,5,7,3.605,5.23399739e-05,9.108984e-07,1.640763e-07,4.991962e-07,8.230444e-06,2.437178e-06,1.585281e-05,2.202652e-05,2.218851e-06
7,7,5,8,4.294,2.7922945899999996e-06,7.99849e-07,1.482219e-07,3.753013e-07,4.922843e-08,9.362117e-08,6.782846e-07,2.461019e-08,6.23178e-07
8,8,0,1,3.977,6.393285276e-05,2.591336e-05,6.684985e-06,2.965565e-05,2.551325e-08,2.318376e-07,7.445747e-07,4.154651e-08,6.353857e-07
8,8,0,2,3.859,7.319989833999999e-05,1.997968e-05,3.981373e-05,1.141381e-05,3.013505e-07,2.394416e-07,7.333089e-07,1.980844e-08,6.987689e-07
8,8,0,3,4.164,2.79993143e-06,8.019566e-07,1.482017e-07,3.761109e-07,4.941148e-08,9.34189e-08,6.824206e-07,2.467935e-08,6.237319e-07
8,8,0,4,4.182,2.88875297e-06,5.614385e-07,3.301377e-07,4.832076e-08,3.864315e-07,3.041013e-07,6.694564e-07,1.107541e-08,5.777914e-07
8,8,0,5,3.799,1.6800956e-05,1.202062e-06,6.692875e-07,1.604913e-06,2.007936e-06,5.492493e-06,1.075456e-06,4.502876e-06,2.459325e-07
8,8,0,6,4.169,1.1148384100000001e-05,7.973234e-07,1.288023e-07,2.710074e-07,3.166064e-06,2.129174e-06,2.979573e-06,1.144719e-06,5.31721e-07
8,8,0,7,3.835,1.1063194500000001e-05,8.451498e-07,1.51361e-07,4.32106e-07,1.924165e-06,3.832478e-07,1.851106e-06,4.601462e-06,8.745969e-07
8,8,0,8,4.146,7.76517906e-06,8.230221e-07,1.553924e-07,3.89037e-07,4.583466e-08,1.064136e-07,8.286611e-07,7.707212e-07,4.646097e-06
9,9,6,1,4.192,2.79645351e-06,8.004794e-07,1.474216e-07,3.735581e-07,4.969855e-08,9.351812e-08,6.820388e-07,2.494834e-08,6.247906e-07
9,9,6,2,4.105,1.210689126e-05,2.066729e-06,6.547448e-06,1.992149e-06,5.397074e-08,6.62798e-08,7.02626e-07,2.437992e-08,6.533088e-07
9,9,6,3,4.144,2.32359768e-06,5.901114e-07,1.04479e-07,1.443797e-07,4.673444e-08,8.395993e-08,6.928027e-07,3.259251e-08,6.28538e-07
9,9,6,4,3.932,3.656393737e-05,7.941077e-08,7.241483e-06,5.176719e-06,1.440597e-05,6.887162e-06,5.36036e-07,1.863206e-06,3.739506e-07
9,9,6,5,3.635,5.112904507e-05,1.716537e-06,1.90342e-06,3.455776e-06,7.885159e-06,1.711489e-05,2.250769e-06,1.673783e-05,6.466407e-08
9,9,6,6,4.329,2.77927441e-06,7.96579e-07,1.479215e-07,3.722005e-07,4.91719e-08,9.365946e-08,6.759484e-07,2.454575e-08,6.192479e-07
9,9,6,7,3.666,3.89102066e-05,8.89291e-07,1.607225e-07,4.827681e-07,6.257898e-06,1.739952e-06,1.108166e-05,1.652385e-05,1.774065e-06
9,9,6,8,4.294,2.78257486e-06,7.969103e-07,1.483167e-07,3.725755e-07,4.887223e-08,9.367619e-08,6.76427e-07,2.438134e-08,6.214156e-07
10,10,0,1,3.974,6.493137053e-05,2.640163e-05,6.778745e-06,3.007408e-05,2.475368e-08,2.362084e-07,7.402497e-07,4.193505e-08,6.337687e-07
10,10,0,2,3.848,7.678277346000001e-05,2.111136e-05,4.169252e-05,1.195772e-05,3.189023e-07,2.508147e-07,7.317493e-07,1.953896e-08,7.001682e-07
10,10,0,3,4.164,2.7811731300000003e-06,7.970311e-07,1.478931e-07,3.734105e-07,4.908297e-08,9.344638e-08,6.756102e-07,2.474718e-08,6.199517e-07
10,10,0,4,4.185,2.8032617009999998e-06,5.702121e-07,3.069551e-07,5.448516e-08,3.436153e-07,2.789108e-07,6.638083e-07,8.177241e-09,5.770977e-07
10,10,0,5,3.807,1.55616539e-05,1.176692e-06,6.260634e-07,1.527102e-06,1.809231e-06,5.043617e-06,1.034727e-06,4.086834e-06,2.573875e-07
10,10,0,6,4.175,1.03475878e-05,7.961844e-07,1.301107e-07,2.741768e-07,2.921625e-06,1.978792e-06,2.662416e-06,1.050236e-06,5.340469e-07
10,10,0,7,3.847,9.699296899999999e-06,8.372867e-07,1.516654e-07,4.263569e-07,1.688604e-06,3.234182e-07,1.469088e-06,3.973342e-06,8.295357e-07
10,10,0,8,4.148,7.598104700000001e-06,8.232799e-07,1.553911e-07,3.877261e-07,4.56002e-08,1.061889e-07,8.274647e-07,7.569798e-07,4.495474e-06
11,11,1,1,4.318,2.78903847e-06,7.991566e-07,1.477873e-07,3.733963e-07,4.910277e-08,9.356202e-08,6.772517e-07,2.494848e-08,6.238333e-07
11,11,1,2,3.887,6.430223647e-05,1.723407e-05,3.508506e-05,1.007035e-05,2.61051e-07,2.088588e-07,7.299647e-07,2.004487e-08,6.928371e-07
11,11,1,3,4.006,9.653470300000001e-06,1.81596e-07,1.778681e-06,1.409188e-06,1.811872e-06,2.905606e-06,8.02158e-07,1.02439e-07,6.619303e-07
11,11,1,4,3.803,6.99565861e-05,3.668836e-07,1.345899e-05,1.13066e-05,2.747831e-05,1.28156e-05,4.488672e-07,3.758802e-06,3.225333e-07
11,11,1,5,3.977,2.78828373e-06,7.961175e-07,1.480515e-07,3.740502e-07,4.975115e-08,9.336438e-08,6.7887e-07,2.5077e-08,6.23002e-07
11,11,1,6,4.179,9.8567035e-06,7.958688e-07,1.304876e-07,2.759963e-07,2.777026e-06,1.8825e-06,2.470417e-06,9.880195e-07,5.363883e-07
11,11,1,7,3.827,1.19645209e-05,8.447223e-07,1.523067e-07,4.332063e-07,2.079128e-06,4.251242e-07,2.110565e-06,5.01616e-06,9.033084e-07
11,11,1,8,4.147,7.69680775e-06,8.230612e-07,1.556231e-07,3.878403e-07,4.571805e-08,1.063829e-07,8.300209e-07,7.676363e-07,4.580525e-06
12,12,5,1,4.216,7.710674599999999e-06,1.177055e-06,1.121145e-06,3.973831e-06,3.63795e-08,5.851436e-08,6.907709e-07,2.987304e-08,6.231058e-07
12,12,5,2,4.049,2.18056846e-05,4.679126e-06,1.205056e-05,3.508922e-06,8.753019e-08,8.489932e-08,7.089139e-07,2.317179e-08,6.625614e-07
12,12,5,3,4.084,2.78473438e-06,7.982842e-07,1.479737e-07,3.724873e-07,4.914932e-08,9.335813e-08,6.771884e-07,2.486193e-08,6.214314e-07
12,12,5,4,4.072,1.13357841e-05,1.79806e-07,2.257266e-06,9.723801e-07,4.220706e-06,2.153157e-06,6.179774e-07,4.59753e-07,4.747386e-07
12,12,5,5,3.977,2.7815397899999997e-06,7.972672e-07,1.481307e-07,3.721247e-07,4.87155e-08,9.344283e-08,6.771918e-07,2.439876e-08,6.202683e-07
12,12,5,6,3.987,4.692204037e-05,7.930502e-07,9.680317e-08,2.02563e-07,1.313524e-05,8.315799e-06,1.87076e-05,5.289758e-06,3.81227e-07
12,12,5,7,3.619,4.89313926e-05,9.07707e-07,1.636625e-07,4.967651e-07,7.722637e-06,2.260619e-06,1.463381e-05,2.064122e-05,2.104972e-06
12,12,5,8,4.294,2.79422624e-06,7.988367e-07,1.478554e-07,3.740369e-07,4.968041e-08,9.327173e-08,6.821019e-07,2.5157e-08,6.232862e-07
13,13,7,1,4.252,4.55119324e-06,3.037186e-07,6.653776e-07,2.14241e-06,4.073425e-08,6.374872e-08,6.842883e-07,2.801067e-08,6.229051e-07
13,13,7,2,4.165,5.2310589800000005e-06,4.847858e-07,2.420562e-06,8.72527e-07,3.616173e-08,6.199903e-08,6.914906e-07,2.385812e-08,6.396747e-07
13,13,7,3,4.132,2.22592897e-06,4.786074e-07,1.150885e-07,5.910539e-08,7.743972e-08,1.329769e-07,6.97457e-07,3.685586e-08,6.283982e-07
13,13,7,4,4.041,1.56554061e-05,1.191473e-07,3.144399e-06,1.635586e-06,6.020211e-06,2.988358e-06,6.000513e-07,6.99932e-07,4.477215e-07
13,13,7,5,3.821,1.35918811e-05,1.136061e-06,5.542411e-07,1.39726e-06,1.48902e-06,4.347124e-06,9.687212e-07,3.418871e-06,2.805828e-07
13,13,7,6,4.179,9.8490915e-06,7.928068e-07,1.304014e-07,2.74948e-07,2.774018e-06,1.884459e-06,2.468648e-06,9.877687e-07,5.360416e-07
13,13,7,7,3.785,1.75682435e-05,8.538346e-07,1.540273e-07,4.470562e-07,2.99095e-06,6.889104e-07,3.84559e-06,7.507506e-06,1.080369e-06
13,13,7,8,3.897,4.828234462e-05,8.634413e-07,1.664039e-07,4.145365e-07,5.716672e-08,1.191882e-07,1.338782e-06,3.650976e-06,4.167185e-05
14,14,3,1,4.219,7.39231613e-06,1.074397e-06,1.075098e-06,3.801663e-06,3.707891e-08,5.861301e-08,6.920511e-07,3.002861e-08,6.233865e-07
14,14,3,2,4.035,2.466008965e-05,5.478809e-06,1.364484e-05,3.956876e-06,9.847644e-08,9.119444e-08,7.068758e-07,2.220637e-08,6.608116e-07
14,14,3,3,4.164,2.77557133e-06,7.957768e-07,1.480305e-07,3.721505e-07,4.908916e-08,9.346356e-08,6.752342e-07,2.431731e-08,6.175093e-07
14,14,3,4,3.816,6.61949798e-05,3.204826e-07,1.279911e-05,1.057996e-05,2.602644e-05,1.214622e-05,4.555264e-07,3.540621e-06,3.266198e-07
14,14,3,5,3.837,1.14460498e-05,1.09479e-06,4.746207e-07,1.252036e-06,1.150408e-06,3.577788e-06,9.018058e-07,2.682609e-06,3.119923e-07
14,14,3,6,3.912,6.745554771e-05,7.977546e-07,8.336971e-08,1.98858e-07,1.854536e-05,1.168018e-05,2.823751e-05,7.594704e-06,3.178114e-07
14,14,3,7,3.917,4.09531618e-06,8.215332e-07,1.496261e-07,4.029579e-07,6.155452e-07,9.121688e-08,1.418868e-07,1.215378e-06,6.571721e-07
14,14,3,8,4.201,3.82814864e-06,8.161329e-07,1.528212e-07,3.837721e-07,4.627904e-08,1.014985e-07,7.578769e-07,3.81628e-07,1.18814e-06
15,15,4,1,4.124,2.25684939e-05,6.987121e-06,2.786843e-06,1.130629e-05,2.911806e-08,8.309397e-08,7.107528e-07,3.510077e-08,6.301743e-07
15,15,4,2,4.058,2.0102228770000002e-05,4.204552e-06,1.110978e-05,3.238106e-06,8.153244e-08,8.092589e-08,7.052824e-07,2.308284e-08,6.589672e-07
15,15,4,3,3.614,9.93251592e-05,7.322601e-06,1.93741e-05,2.373278e-05,1.789276e-05,2.87651e-05,1.194832e-06,3.520011e-07,6.909851e-07
15,15,4,4,4.23,2.7833815699999997e-06,7.982138e-07,1.485504e-07,3.729118e-07,4.905932e-08,9.349743e-08,6.765802e-07,2.454102e-08,6.200276e-07
15,15,4,5,3.513,8.387217634e-05,2.107638e-06,3.064289e-06,4.98301e-06,1.374764e-05,2.783049e-05,3.413369e-06,2.866367e-05,6.207034e-08
15,15,4,6,3.938,6.0052262959999994e-05,7.940439e-07,8.703496e-08,1.975415e-07,1.665136e-05,1.047935e-05,2.472431e-05,6.781279e-06,3.373436e-07
15,15,4,7,3.995,2.78282885e-06,7.984318e-07,1.477781e-07,3.73655e-07,4.927443e-08,9.339539e-08,6.748509e-07,2.479403e-08,6.206492e-07
15,15,4,8,4.081,1.5197658099999999e-05,8.326439e-07,1.586342e-07,3.951645e-07,4.64775e-08,1.108276e-07,9.405064e-07,1.375024e-06,1.133838e-05
16,16,6,1,4.166,1.465824104e-05,3.735833e-06,1.947801e-06,7.523352e-06,3.172631e-08,6.435594e-08,6.978213e-07,3.236319e-08,6.249883e-07
16,16,6,2,4.106,1.199362188e-05,2.049534e-06,6.482177e-06,1.973897e-06,5.357456e-08,6.588294e-08,6.970205e-07,2.304328e-08,6.484926e-07
16,16,6,3,4.141,2.2781522599999997e-06,5.58938e-07,1.042399e-07,1.194657e-07,5.108796e-08,9.279358e-08,6.913515e-07,3.286492e-08,6.274107e-07
16,16,6,4,3.94,3.471164456e-05,7.271016e-08,6.895875e-06,4.844867e-06,1.36902e-05,6.530269e-06,5.391391e-07,1.760491e-06,3.780933e-07
16,16,6,5,3.639,5.002594392000001e-05,1.699315e-06,1.869595e-06,3.403379e-06,7.694453e-06,1.677847e-05,2.213573e-06,1.629908e-05,6.807892e-08
16,16,6,6,4.329,2.79004027e-06,7.999606e-07,1.479811e-07,3.755545e-07,4.963578e-08,9.327029e-08,6.767651e-07,2.49721e-08,6.219008e-07
16,16,6,7,3.66,4.010595320000001e-05,8.937896e-07,1.618331e-07,4.852075e-07,6.448952e-06,1.799597e-06,1.148615e-05,1.70215e-05,1.808924e-06
16,16,6,8,4.294,2.79147529e-06,7.991678e-07,1.484792e-07,3.737985e-07,4.978439e-08,9.327451e-08,6.79036e-07,2.508469e-08,6.228502e-07
17,17,6,1,4.195,1.0308842510000001e-05,2.070874e-06,1.447489e-06,5.348802e-06,3.455724e-08,5.896796e-08,6.93994e-07,3.079561e-08,6.233627e-07
17,17,6,2,4.1,1.28491064e-05,2.270248e-06,6.981585e-06,2.101048e-06,5.667019e-08,6.716049e-08,6.99607e-07,2.256622e-08,6.502215e-07
17,17,6,3,4.14,2.2636088100000002e-06,5.482699e-07,1.051878e-07,1.11174e-07,5.318253e-08,9.669154e-08,6.907583e-07,3.341144e-08,6.249333e-07
17,17,6,4,3.927,3.7631050919999993e-05,8.389062e-08,7.464964e-06,5.360392e-06,1.483168e-05,7.056955e-06,5.323379e-07,1.930641e-06,3.701904e-07
17,17,6,5,3.637,5.0470396650000005e-05,1.701914e-06,1.878137e-06,3.422714e-06,7.76404e-06,1.693634e-05,2.227167e-06,1.647419e-05,6.589465e-08
17,17,6,6,4.329,2.7735062500000002e-06,7.947364e-07,1.47985e-07,3.722125e-07,4.87987e-08,9.352543e-08,6.740256e-07,2.436522e-08,6.178574e-07
17,17,6,7,3.668,3.8489077500000006e-05,8.899158e-07,1.608782e-07,4.821745e-07,6.203783e-06,1.720671e-06,1.08985e-05,1.63773e-05,1.755855e-06
17,17,6,8,4.294,2.78025739e-06,7.968814e-07,1.482641e-07,3.740225e-07,4.920632e-08,9.325404e-08,6.748827e-07,2.467123e-08,6.190751e-07
18,18,5,1,4.22,7.27534332e-06,1.043404e-06,1.063516e-06,3.733531e-06,3.680261e-08,5.884549e-08,6.89156e-07,2.933552e-08,6.207527e-07
18,18,5,2,4.071,1.7627920730000003e-05,3.53647e-06,9.702049e-06,2.861586e-06,7.25809e-08,7.575178e-08,7.016245e-07,2.246825e-08,6.553903e-07
18,18,5,3,4.073,3.85315205e-06,1.500059e-07,5.49947e-07,1.938308e-07,5.796918e-07,9.297659e-07,7.41094e-07,6.415875e-08,6.446579e-07
18,18,5,4,4.069,1.17441384e-05,1.710313e-07,2.346341e-06,1.037469e-06,4.392298e-06,2.234253e-06,6.12725e-07,4.792622e-07,4.707589e-07
18,18,5,5,3.977,2.77999155e-06,7.942163e-07,1.481399e-07,3.723874e-07,4.91233e-08,9.337292e-08,6.756404e-07,2.480673e-08,6.223046e-07
18,18,5,6,3.986,4.717492326e-05,7.908085e-07,9.551216e-08,2.018172e-07,1.320217e-05,8.353547e-06,1.884548e-05,5.30687e-06,3.787184e-07
18,18,5,7,3.621,4.85135254e-05,9.027366e-07,1.63923e-07,4.937648e-07,7.653075e-06,2.236826e-06,1.448167e-05,2.048798e-05,2.09355e-06
18,18,5,8,4.294,2.77989383e-06,7.975926e-07,1.482007e-07,3.733412e-07,4.953269e-08,9.308035e-08,6.751883e-07,2.459319e-08,6.183648e-07
19,19,4,1,4.126,2.221526458e-05,6.852325e-06,2.754858e-06,1.113648e-05,2.854766e-08,8.14707e-08,7.038107e-07,3.391842e-08,6.238541e-07
19,19,4,2,4.057,2.02214961e-05,4.246599e-06,1.116148e-05,3.266722e-06,8.133055e-08,8.08484e-08,7.044814e-07,2.225325e-08,6.577815e-07
19,19,4,3,3.628,9.53175001e-05,6.934034e-06,1.854469e-05,2.274104e-05,1.719011e-05,2.76969e-05,1.176735e-06,3.443519e-07,6.896392e-07
19,19,4,4,4.23,2.78306107e-06,7.953943e-07,1.480103e-07,3.728083e-07,4.933951e-08,9.29188e-08,6.77938e-07,2.479046e-08,6.218614e-07
19,19,4,5,3.515,8.33124812e-05,2.102587e-06,3.044824e-06,4.958078e-06,1.366888e-05,2.770468e-05,3.370344e-06,2.840195e-05,6.11382e-08
19,19,4,6,3.941,5.9141204690000005e-05,7.942031e-07,8.813679e-08,1.973409e-07,1.641625e-05,1.033442e-05,2.42872e-05,6.682396e-06,3.412579e-07
19,19,4,7,3.995,2.78908674e-06,7.976299e-07,1.478178e-07,3.740732e-07,4.919238e-08,9.320408e-08,6.797767e-07,2.496588e-08,6.224268e-07
19,19,4,8,4.087,1.4370387849999999e-05,8.316087e-07,1.581998e-07,3.933017e-07,4.638455e-08,1.101858e-07,9.335023e-07,1.313025e-06,1.058418e-05
