local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
16,16,6,8,8,49,4.294,sequential-input-sum
17,17,6,1,1,43,4.195,sequential-input-sum
17,17,6,2,2,45,4.1,sequential-input-sum
17,17,6,3,3,41,4.14,sequential-input-sum
17,17,6,4,4,48,3.927,sequential-input-sum
17,17,6,5,5,44,3.637,sequential-input-sum
17,17,6,6,6,46,4.329,sequential-input-sum
17,17,6,7,7,42,3.668,sequential-input-sum
17,17,6,8,8,49,4.294,sequential-input-sum
18,18,5,1,1,43,4.22,sequential-input-sum
18,18,5,2,2,45,4.071,sequential-input-sum
18,18,5,3,3,41,4.073,sequential-input-sum
18,18,5,4,4,48,4.069,sequential-input-sum
18,18,5,5,5,44,3.977,sequential-input-sum
18,18,5,6,6,46,3.986,sequential-input-sum
18,18,5,7,7,42,3.621,sequential-input-sum
18,18,5,8,8,49,4.294,sequential-input-sum
19,19,4,1,1,43,4.126,sequential-input-sum
19,19,4,2,2,45,4.057,sequential-input-sum
19,19,4,3,3,41,3.628,sequential-input-sum
19,19,4,4,4,48,4.23,sequential-input-sum
19,19,4,5,5,44,3.515,sequential-input-sum
19,19,4,6,6,46,3.941,sequential-input-sum
19,19,4,7,7,42,3.995,sequential-input-sum
19,19,4,8,8,49,4.087,sequential-input-sum
20,20,0,1,1,43,3.976,sequential-input-sum
20,20,0,2,2,45,3.858,sequential-input-sum
20,20,0,3,3,41,4.164,sequential-input-sum
20,20,0,4,4,48,4.185,sequential-input-sum
20,20,0,5,5,44,3.788,sequential-input-sum
20,20,0,6,6,46,4.18,sequential-input-sum
20,20,0,7,7,42,3.837,sequential-input-sum
20,20,0,8,8,49,4.148,sequential-input-sum
21,21,7,1,1,43,4.228,sequential-input-sum
21,21,7,2,2,45,4.121,sequential-input-sum
21,21,7,3,3,41,4.141,sequential-input-sum
21,21,7,4,4,48,4.038,sequential-input-sum
21,21,7,5,5,44,3.841,sequential-input-sum
21,21,7,6,6,46,4.178,sequential-input-sum
21,21,7,7,7,42,3.784,sequential-input-sum
21,21,7,8,8,49,3.899,sequential-input-sum
22,22,4,1,1,43,4.118,sequential-input-sum
22,22,4,2,2,45,4.053,sequential-input-sum
22,22,4,3,3,41,3.605,sequential-input-sum
22,22,4,4,4,48,4.23,sequential-input-sum
22,22,4,5,5,44,3.503,sequential-input-sum
22,22,4,6,6,46,3.929,sequential-input-sum
22,22,4,7,7,42,3.995,sequential-input-sum
22,22,4,8,8,49,4.082,sequential-input-sum
23,23,0,1,1,43,3.947,sequential-input-sum
23,23,0,2,2,45,3.845,sequential-input-sum
23,23,0,3,3,41,4.164,sequential-input-sum
23,23,0,4,4,48,4.2,sequential-input-sum
23,23,0,5,5,44,3.779,sequential-input-sum
23,23,0,6,6,46,4.171,sequential-input-sum
23,23,0,7,7,42,3.838,sequential-input-sum
23,23,0,8,8,49,4.146,sequential-input-sum
24,24,1,1,1,43,4.318,sequential-input-sum
24,24,1,2,2,45,3.871,sequential-input-sum
24,24,1,3,3,41,3.96,sequential-input-sum
24,24,1,4,4,48,3.785,sequential-input-sum
24,24,1,5,5,44,3.977,sequential-input-sum
24,24,1,6,6,46,4.168,sequential-input-sum
24,24,1,7,7,42,3.84,sequential-input-sum
24,24,1,8,8,49,4.122,sequential-input-sum
25,25,3,1,1,43,4.23,sequential-input-sum
25,25,3,2,2,45,4.073,sequential-input-sum
25,25,3,3,3,41,4.164,sequential-input-sum
25,25,3,4,4,48,3.796,sequential-input-sum
25,25,3,5,5,44,3.715,sequential-input-sum
25,25,3,6,6,46,3.977,sequential-input-sum
25,25,3,7,7,42,3.995,sequential-input-sum
25,25,3,8,8,49,4.112,sequential-input-sum
26,26,1,1,1,43,4.318,sequential-input-sum
26,26,1,2,2,45,3.885,sequential-input-sum
26,26,1,3,3,41,3.982,sequential-input-sum
26,26,1,4,4,48,3.809,sequential-input-sum
26,26,1,5,5,44,3.977,sequential-input-sum
26,26,1,6,6,46,4.179,sequential-input-sum
26,26,1,7,7,42,3.839,sequential-input-sum
26,26,1,8,8,49,4.138,sequential-input-sum
27,27,3,1,1,43,4.209,sequential-input-sum
27,27,3,2,2,45,4.076,sequential-input-sum
27,27,3,3,3,41,4.164,sequential-input-sum
27,27,3,4,4,48,3.76,sequential-input-sum
27,27,3,5,5,44,3.715,sequential-input-sum
27,27,3,6,6,46,3.945,sequential-input-sum
27,27,3,7,7,42,3.995,sequential-input-sum
27,27,3,8,8,49,4.119,sequential-input-sum
28,28,4,1,1,43,4.1,sequential-input-sum
28,28,4,2,2,45,4.039,sequential-input-sum
28,28,4,3,3,41,3.611,sequential-input-sum
28,28,4,4,4,48,4.23,sequential-input-sum
28,28,4,5,5,44,3.561,sequential-input-sum
28,28,4,6,6,46,4.008,sequential-input-sum
28,28,4,7,7,42,3.988,sequential-input-sum
28,28,4,8,8,49,4.175,sequential-input-sum
29,29,7,1,1,43,4.228,sequential-input-sum
29,29,7,2,2,45,4.122,sequential-input-sum
29,29,7,3,3,41,4.131,sequential-input-sum
29,29,7,4,4,48,4.03,sequential-input-sum
29,29,7,5,5,44,3.843,sequential-input-sum
29,29,7,6,6,46,4.176,sequential-input-sum
29,29,7,7,7,42,3.783,sequential-input-sum
29,29,7,8,8,49,3.905,sequential-input-sum
30,30,2,1,1,43,4.002,sequential-input-sum
30,30,2,2,2,45,4.261,sequential-input-sum
30,30,2,3,3,41,4.039,sequential-input-sum
30,30,2,4,4,48,3.774,sequential-input-sum
30,30,2,5,5,44,3.977,sequential-input-sum
30,30,2,6,6,46,4.177,sequential-input-sum
30,30,2,7,7,42,3.841,sequential-input-sum
30,30,2,8,8,49,4.136,sequential-input-sum
31,31,7,1,1,43,4.23,sequential-input-sum
31,31,7,2,2,45,4.142,sequential-input-sum
31,31,7,3,3,41,4.136,sequential-input-sum
31,31,7,4,4,48,4.029,sequential-input-sum
31,31,7,5,5,44,3.837,sequential-input-sum
31,31,7,6,6,46,4.179,sequential-input-sum
31,31,7,7,7,42,3.789,sequential-input-sum
31,31,7,8,8,49,3.899,sequential-input-sum
32,32,1,1,1,43,4.318,sequential-input-sum
32,32,1,2,2,45,3.885,sequential-input-sum
32,32,1,3,3,41,3.992,sequential-input-sum
32,32,1,4,4,48,3.805,sequential-input-sum
32,32,1,5,5,44,3.977,sequential-input-sum
32,32,1,6,6,46,4.182,sequential-input-sum
32,32,1,7,7,42,3.837,sequential-input-sum
32,32,1,8,8,49,4.14,sequential-input-sum
33,33,2,1,1,43,4.01,sequential-input-sum
33,33,2,2,2,45,4.261,sequential-input-sum
33,33,2,3,3,41,4.062,sequential-input-sum
33,33,2,4,4,48,3.769,sequential-input-sum
33,33,2,5,5,44,3.977,sequential-input-sum
33,33,2,6,6,46,4.177,sequential-input-sum
33,33,2,7,7,42,3.831,sequential-input-sum
33,33,2,8,8,49,4.128,sequential-input-sum
34,34,1,1,1,43,4.318,sequential-input-sum
34,34,1,2,2,45,3.885,sequential-input-sum
34,34,1,3,3,41,3.98,sequential-input-sum
34,34,1,4,4,48,3.803,sequential-input-sum
34,34,1,5,5,44,3.977,sequential-input-sum
34,34,1,6,6,46,4.183,sequential-input-sum
34,34,1,7,7,42,3.844,sequential-input-sum
34,34,1,8,8,49,4.14,sequential-input-sum
35,35,1,1,1,43,4.318,sequential-input-sum
35,35,1,2,2,45,3.845,sequential-input-sum
35,35,1,3,3,41,3.79,sequential-input-sum
35,35,1,4,4,48,3.912,sequential-input-sum
35,35,1,5,5,44,3.976,sequential-input-sum
35,35,1,6,6,46,4.209,sequential-input-sum
35,35,1,7,7,42,3.88,sequential-input-sum
35,35,1,8,8,49,4.189,sequential-input-sum
36,36,7,1,1,43,4.239,sequential-input-sum
36,36,7,2,2,45,4.133,sequential-input-sum
36,36,7,3,3,41,4.113,sequential-input-sum
36,36,7,4,4,48,4.03,sequential-input-sum
36,36,7,5,5,44,3.845,sequential-input-sum
36,36,7,6,6,46,4.175,sequential-input-sum
36,36,7,7,7,42,3.789,sequential-input-sum
36,36,7,8,8,49,3.901,sequential-input-sum
37,37,4,1,1,43,4.099,sequential-input-sum
37,37,4,2,2,45,4.04,sequential-input-sum
37,37,4,3,3,41,3.513,sequential-input-sum
37,37,4,4,4,48,4.23,sequential-input-sum
37,37,4,5,5,44,3.425,sequential-input-sum
37,37,4,6,6,46,3.873,sequential-input-sum
37,37,4,7,7,42,3.995,sequential-input-sum
37,37,4,8,8,49,4.042,sequential-input-sum
38,38,2,1,1,43,3.998,sequential-input-sum
38,38,2,2,2,45,4.261,sequential-input-sum
38,38,2,3,3,41,4.064,sequential-input-sum
38,38,2,4,4,48,3.743,sequential-input-sum
38,38,2,5,5,44,3.977,sequential-input-sum
38,38,2,6,6,46,4.19,sequential-input-sum
38,38,2,7,7,42,3.831,sequential-input-sum
38,38,2,8,8,49,4.125,sequential-input-sum
39,39,3,1,1,43,4.225,sequential-input-sum
39,39,3,2,2,45,4.088,sequential-input-sum
39,39,3,3,3,41,4.164,sequential-input-sum
39,39,3,4,4,48,3.801,sequential-input-sum
39,39,3,5,5,44,3.726,sequential-input-sum
39,39,3,6,6,46,3.978,sequential-input-sum
39,39,3,7,7,42,3.995,sequential-input-sum
39,39,3,8,8,49,4.146,sequential-input-sum
40,40,5,1,1,43,4.218,sequential-input-sum
40,40,5,2,2,45,4.06,sequential-input-sum
40,40,5,3,3,41,4.066,sequential-input-sum
40,40,5,4,4,48,4.071,sequential-input-sum
40,40,5,5,5,44,3.977,sequential-input-sum
40,40,5,6,6,46,3.991,sequential-input-sum
40,40,5,7,7,42,3.618,sequential-input-sum
40,40,5,8,8,49,4.294,sequential-input-sum
41,41,1,1,1,43,4.318,sequential-input-sum
41,41,1,2,2,45,3.883,sequential-input-sum
41,41,1,3,3,41,3.984,sequential-input-sum
41,41,1,4,4,48,3.806,sequential-input-sum
41,41,1,5,5,44,3.977,sequential-input-sum
41,41,1,6,6,46,4.178,sequential-input-sum
41,41,1,7,7,42,3.839,sequential-input-sum
41,41,1,8,8,49,4.146,sequential-input-sum
42,42,2,1,1,43,4.002,sequential-input-sum
42,42,2,2,2,45,4.261,sequential-input-sum
42,42,2,3,3,41,4.036,sequential-input-sum
42,42,2,4,4,48,3.779,sequential-input-sum
42,42,2,5,5,44,3.977,sequential-input-sum
42,42,2,6,6,46,4.176,sequential-input-sum
42,42,2,7,7,42,3.834,sequential-input-sum
42,42,2,8,8,49,4.134,sequential-input-sum
43,43,4,1,1,43,4.143,sequential-input-sum
43,43,4,2,2,45,4.077,sequential-input-sum
43,43,4,3,3,41,3.665,sequential-input-sum
43,43,4,4,4,48,4.23,sequential-input-sum
43,43,4,5,5,44,3.548,sequential-input-sum
43,43,4,6,6,46,3.964,sequential-input-sum
43,43,4,7,7,42,3.995,sequential-input-sum
43,43,4,8,8,49,4.099,sequential-input-sum
44,44,4,1,1,43,4.142,sequential-input-sum
44,44,4,2,2,45,4.065,sequential-input-sum
44,44,4,3,3,41,3.656,sequential-input-sum
44,44,4,4,4,48,4.23,sequential-input-sum
44,44,4,5,5,44,3.551,sequential-input-sum
44,44,4,6,6,46,3.971,sequential-input-sum
44,44,4,7,7,42,3.995,sequential-input-sum
44,44,4,8,8,49,4.1,sequential-input-sum
45,45,6,1,1,43,4.191,sequential-input-sum
45,45,6,2,2,45,4.098,sequential-input-sum
45,45,6,3,3,41,4.144,sequential-input-sum
45,45,6,4,4,48,3.933,sequential-input-sum
45,45,6,5,5,44,3.638,sequential-input-sum
45,45,6,6,6,46,4.329,sequential-input-sum
45,45,6,7,7,42,3.663,sequential-input-sum
45,45,6,8,8,49,4.294,sequential-input-sum
46,46,3,1,1,43,4.226,sequential-input-sum
46,46,3,2,2,45,4.074,sequential-input-sum
46,46,3,3,3,41,4.164,sequential-input-sum
46,46,3,4,4,48,3.808,sequential-input-sum
46,46,3,5,5,44,3.72,sequential-input-sum
46,46,3,6,6,46,3.983,sequential-input-sum
46,46,3,7,7,42,3.995,sequential-input-sum
46,46,3,8,8,49,4.134,sequential-input-sum
47,47,5,1,1,43,4.219,sequential-input-sum
47,47,5,2,2,45,4.06,sequential-input-sum
47,47,5,3,3,41,4.067,sequential-input-sum
47,47,5,4,4,48,4.072,sequential-input-sum
47,47,5,5,5,44,3.977,sequential-input-sum
47,47,5,6,6,46,3.99,sequential-input-sum
47,47,5,7,7,42,3.619,sequential-input-sum
47,47,5,8,8,49,4.294,sequential-input-sum
48,48,5,1,1,43,4.217,sequential-input-sum
48,48,5,2,2,45,4.053,sequential-input-sum
48,48,5,3,3,41,4.071,sequential-input-sum
48,48,5,4,4,48,4.077,sequential-input-sum
48,48,5,5,5,44,3.977,sequential-input-sum
48,48,5,6,6,46,3.99,sequential-input-sum
48,48,5,7,7,42,3.617,sequential-input-sum
48,48,5,8,8,49,4.294,sequential-input-sum
49,49,6,1,1,43,4.199,sequential-input-sum
49,49,6,2,2,45,4.109,sequential-input-sum
49,49,6,3,3,41,4.14,sequential-input-sum
49,49,6,4,4,48,3.937,sequential-input-sum
49,49,6,5,5,44,3.635,sequential-input-sum
49,49,6,6,6,46,4.329,sequential-input-sum
49,49,6,7,7,42,3.662,sequential-input-sum
49,49,6,8,8,49,4.294,sequential-input-sum
50,50,0,1,1,43,3.973,sequential-input-sum
50,50,0,2,2,45,3.849,sequential-input-sum
50,50,0,3,3,41,4.164,sequential-input-sum
50,50,0,4,4,48,4.181,sequential-input-sum
50,50,0,5,5,44,3.811,sequential-input-sum
50,50,0,6,6,46,4.176,sequential-input-sum
50,50,0,7,7,42,3.845,sequential-input-sum
50,50,0,8,8,49,4.148,sequential-input-sum
51,51,4,1,1,43,4.1,sequential-input-sum
51,51,4,2,2,45,4.028,sequential-input-sum
51,51,4,3,3,41,3.521,sequential-input-sum
51,51,4,4,4,48,4.23,sequential-input-sum
51,51,4,5,5,44,3.431,sequential-input-sum
51,51,4,6,6,46,3.876,sequential-input-sum
51,51,4,7,7,42,3.995,sequential-input-sum
51,51,4,8,8,49,4.059,sequential-input-sum
52,52,1,1,1,43,4.318,sequential-input-sum
52,52,1,2,2,45,3.887,sequential-input-sum
52,52,1,3,3,41,3.987,sequential-input-sum
52,52,1,4,4,48,3.805,sequential-input-sum
52,52,1,5,5,44,3.977,sequential-input-sum
52,52,1,6,6,46,4.181,sequential-input-sum
52,52,1,7,7,42,3.843,sequential-input-sum
52,52,1,8,8,49,4.133,sequential-input-sum
53,53,5,1,1,43,4.221,sequential-input-sum
53,53,5,2,2,45,4.068,sequential-input-sum
53,53,5,3,3,41,4.055,sequential-input-sum
53,53,5,4,4,48,4.077,sequential-input-sum
53,53,5,5,5,44,3.977,sequential-input-sum
53,53,5,6,6,46,3.993,sequential-input-sum
53,53,5,7,7,42,3.615,sequential-input-sum
53,53,5,8,8,49,4.294,sequential-input-sum
54,54,7,1,1,43,4.235,sequential-input-sum
54,54,7,2,2,45,4.124,sequential-input-sum
54,54,7,3,3,41,4.134,sequential-input-sum
54,54,7,4,4,48,4.044,sequential-input-sum
54,54,7,5,5,44,3.84,sequential-input-sum
54,54,7,6,6,46,4.18,sequential-input-sum
54,54,7,7,7,42,3.785,sequential-input-sum
54,54,7,8,8,49,3.895,sequential-input-sum
55,55,3,1,1,43,4.22,sequential-input-sum
55,55,3,2,2,45,4.068,sequential-input-sum
55,55,3,3,3,41,4.164,sequential-input-sum
55,55,3,4,4,48,3.765,sequential-input-sum
55,55,3,5,5,44,3.716,sequential-input-sum
55,55,3,6,6,46,3.943,sequential-input-sum
55,55,3,7,7,42,3.995,sequential-input-sum
55,55,3,8,8,49,4.122,sequential-input-sum
56,56,7,1,1,43,4.245,sequential-input-sum
56,56,7,2,2,45,4.177,sequential-input-sum
56,56,7,3,3,41,4.131,sequential-input-sum
56,56,7,4,4,48,4.044,sequential-input-sum
56,56,7,5,5,44,3.827,sequential-input-sum
56,56,7,6,6,46,4.174,sequential-input-sum
56,56,7,7,7,42,3.78,sequential-input-sum
56,56,7,8,8,49,3.869,sequential-input-sum
57,57,4,1,1,43,4.124,sequential-input-sum
57,57,4,2,2,45,4.059,sequential-input-sum
57,57,4,3,3,41,3.602,sequential-input-sum
57,57,4,4,4,48,4.23,sequential-input-sum
57,57,4,5,5,44,3.51,sequential-input-sum
57,57,4,6,6,46,3.926,sequential-input-sum
57,57,4,7,7,42,3.995,sequential-input-sum
57,57,4,8,8,49,4.088,sequential-input-sum
58,58,6,1,1,43,4.194,sequential-input-sum
58,58,6,2,2,45,4.101,sequential-input-sum
58,58,6,3,3,41,4.142,sequential-input-sum
58,58,6,4,4,48,3.927,sequential-input-sum
58,58,6,5,5,44,3.637,sequential-input-sum
58,58,6,6,6,46,4.329,sequential-input-sum
58,58,6,7,7,42,3.667,sequential-input-sum
58,58,6,8,8,49,4.294,sequential-input-sum
59,59,4,1,1,43,4.146,sequential-input-sum
59,59,4,2,2,45,4.069,sequential-input-sum
59,59,4,3,3,41,3.672,sequential-input-sum
59,59,4,4,4,48,4.23,sequential-input-sum
59,59,4,5,5,44,3.561,sequential-input-sum
59,59,4,6,6,46,3.978,sequential-input-sum
59,59,4,7,7,42,3.995,sequential-input-sum
59,59,4,8,8,49,4.108,sequential-input-sum
60,60,3,1,1,43,4.222,sequential-input-sum
60,60,3,2,2,45,4.073,sequential-input-sum
60,60,3,3,3,41,4.164,sequential-input-sum
60,60,3,4,4,48,3.792,sequential-input-sum
60,60,3,5,5,44,3.716,sequential-input-sum
60,60,3,6,6,46,3.971,sequential-input-sum
60,60,3,7,7,42,3.995,sequential-input-sum
60,60,3,8,8,49,4.12,sequential-input-sum
61,61,0,1,1,43,3.977,sequential-input-sum
61,61,0,2,2,45,3.853,sequential-input-sum
61,61,0,3,3,41,4.164,sequential-input-sum
61,61,0,4,4,48,4.185,sequential-input-sum
61,61,0,5,5,44,3.789,sequential-input-sum
61,61,0,6,6,46,4.181,sequential-input-sum
61,61,0,7,7,42,3.844,sequential-input-sum
61,61,0,8,8,49,4.146,sequential-input-sum
62,62,7,1,1,43,4.235,sequential-input-sum
62,62,7,2,2,45,4.142,sequential-input-sum
62,62,7,3,3,41,4.133,sequential-input-sum
62,62,7,4,4,48,4.045,sequential-input-sum
62,62,7,5,5,44,3.837,sequential-input-sum
62,62,7,6,6,46,4.18,sequential-input-sum
62,62,7,7,7,42,3.784,sequential-input-sum
62,62,7,8,8,49,3.895,sequential-input-sum
63,63,0,1,1,43,3.977,sequential-input-sum
63,63,0,2,2,45,3.857,sequential-input-sum
63,63,0,3,3,41,4.164,sequential-input-sum
63,63,0,4,4,48,4.191,sequential-input-sum
63,63,0,5,5,44,3.8,sequential-input-sum
63,63,0,6,6,46,4.176,sequential-input-sum
63,63,0,7,7,42,3.838,sequential-input-sum
63,63,0,8,8,49,4.136,sequential-input-sum
64,64,2,1,1,43,4.004,sequential-input-sum
64,64,2,2,2,45,4.261,sequential-input-sum
64,64,2,3,3,41,4.04,sequential-input-sum
64,64,2,4,4,48,3.779,sequential-input-sum
64,64,2,5,5,44,3.977,sequential-input-sum
64,64,2,6,6,46,4.176,sequential-input-sum
64,64,2,7,7,42,3.833,sequential-input-sum
64,64,2,8,8,49,4.133,sequential-input-sum
65,65,1,1,1,43,4.318,sequential-input-sum
65,65,1,2,2,45,3.886,sequential-input-sum
65,65,1,3,3,41,3.983,sequential-input-sum
65,65,1,4,4,48,3.806,sequential-input-sum
65,65,1,5,5,44,3.977,sequential-input-sum
65,65,1,6,6,46,4.181,sequential-input-sum
65,65,1,7,7,42,3.837,sequential-input-sum
65,65,1,8,8,49,4.14,sequential-input-sum
66,66,7,1,1,43,4.233,sequential-input-sum
66,66,7,2,2,45,4.108,sequential-input-sum
66,66,7,3,3,41,4.138,sequential-input-sum
66,66,7,4,4,48,4.044,sequential-input-sum
66,66,7,5,5,44,3.833,sequential-input-sum
66,66,7,6,6,46,4.182,sequential-input-sum
66,66,7,7,7,42,3.785,sequential-input-sum
66,66,7,8,8,49,3.898,sequential-input-sum
67,67,3,1,1,43,4.215,sequential-input-sum
67,67,3,2,2,45,4.077,sequential-input-sum
67,67,3,3,3,41,4.164,sequential-input-sum
67,67,3,4,4,48,3.783,sequential-input-sum
67,67,3,5,5,44,3.719,sequential-input-sum
67,67,3,6,6,46,3.963,sequential-input-sum
67,67,3,7,7,42,3.995,sequential-input-sum
67,67,3,8,8,49,4.126,sequential-input-sum
68,68,2,1,1,43,4.016,sequential-input-sum
68,68,2,2,2,45,4.261,sequential-input-sum
68,68,2,3,3,41,4.019,sequential-input-sum
68,68,2,4,4,48,3.775,sequential-input-sum
68,68,2,5,5,44,3.977,sequential-input-sum
68,68,2,6,6,46,4.189,sequential-input-sum
68,68,2,7,7,42,3.832,sequential-input-sum
68,68,2,8,8,49,4.111,sequential-input-sum
69,69,7,1,1,43,4.236,sequential-input-sum
69,69,7,2,2,45,4.128,sequential-input-sum
69,69,7,3,3,41,4.135,sequential-input-sum
69,69,7,4,4,48,4.038,sequential-input-sum
