local_sample_row,sample_index,label,source_voltage_file,source_voltage_row,input_voltage_0,input_voltage_1,input_voltage_2,input_voltage_3,input_voltage_4,input_voltage_5,input_voltage_6,input_voltage_7
48,48,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,48,4.217,4.053,4.071,4.077,3.977,3.99,3.617,4.294
49,49,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,49,4.199,4.109,4.14,3.937,3.635,4.329,3.662,4.294
50,50,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,50,3.973,3.849,4.164,4.181,3.811,4.176,3.845,4.148
51,51,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,51,4.1,4.028,3.521,4.23,3.431,3.876,3.995,4.059
52,52,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,52,4.318,3.887,3.987,3.805,3.977,4.181,3.843,4.133
53,53,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,53,4.221,4.068,4.055,4.077,3.977,3.993,3.615,4.294
54,54,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,54,4.235,4.124,4.134,4.044,3.84,4.18,3.785,3.895
55,55,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,55,4.22,4.068,4.164,3.765,3.716,3.943,3.995,4.122
56,56,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,56,4.245,4.177,4.131,4.044,3.827,4.174,3.78,3.869
57,57,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,57,4.124,4.059,3.602,4.23,3.51,3.926,3.995,4.088
58,58,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,58,4.194,4.101,4.142,3.927,3.637,4.329,3.667,4.294
59,59,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,59,4.146,4.069,3.672,4.23,3.561,3.978,3.995,4.108
60,60,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,60,4.222,4.073,4.164,3.792,3.716,3.971,3.995,4.12
61,61,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,61,3.977,3.853,4.164,4.185,3.789,4.181,3.844,4.146
62,62,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,62,4.235,4.142,4.133,4.045,3.837,4.18,3.784,3.895
63,63,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,63,3.977,3.857,4.164,4.191,3.8,4.176,3.838,4.136
64,64,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,64,4.004,4.261,4.04,3.779,3.977,4.176,3.833,4.133
65,65,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,65,4.318,3.886,3.983,3.806,3.977,4.181,3.837,4.14
66,66,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,66,4.233,4.108,4.138,4.044,3.833,4.182,3.785,3.898
67,67,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,67,4.215,4.077,4.164,3.783,3.719,3.963,3.995,4.126
68,68,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,68,4.016,4.261,4.019,3.775,3.977,4.189,3.832,4.111
69,69,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,69,4.236,4.128,4.135,4.038,3.834,4.179,3.785,3.899
70,70,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,70,4.25,4.127,4.15,4.037,3.837,4.175,3.785,3.898
71,71,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,71,4.204,4.093,4.12,3.906,3.595,4.329,3.635,4.294
72,72,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,72,4.003,4.261,4.039,3.776,3.977,4.175,3.838,4.135
73,73,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,73,4.233,4.134,4.133,4.034,3.84,4.177,3.785,3.9
74,74,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,74,4.117,4.046,3.594,4.23,3.488,3.923,3.995,4.084
75,75,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,75,4.239,4.128,4.133,4.033,3.835,4.179,3.784,3.902
76,76,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,76,4.203,4.11,4.164,3.78,3.731,3.976,3.995,4.132
77,77,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,77,4.097,3.995,3.936,3.948,3.653,4.329,3.704,4.294
78,78,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,78,4.318,3.886,3.988,3.804,3.977,4.18,3.841,4.14
79,79,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,79,4.217,4.076,4.164,3.792,3.718,3.969,3.995,4.124
80,80,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,80,4.189,4.097,4.143,3.929,3.637,4.329,3.667,4.294
81,81,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,81,4.234,4.075,4.164,3.802,3.724,3.981,3.995,4.13
82,82,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,82,4.318,3.882,3.993,3.802,3.977,4.181,3.839,4.148
83,83,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,83,4.149,4.069,3.688,4.23,3.556,4.005,3.995,4.15
84,84,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,84,4.318,3.885,3.986,3.823,3.977,4.168,3.828,4.141
85,85,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,85,4.216,4.172,4.107,4.013,3.843,4.167,3.782,3.895
86,86,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,86,4.193,4.091,4.144,3.935,3.636,4.329,3.664,4.294
87,87,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,87,4.188,4.096,4.146,3.929,3.636,4.329,3.667,4.294
88,88,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,88,3.978,3.856,4.164,4.184,3.796,4.176,3.84,4.142
89,89,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,89,4.217,4.055,4.064,4.08,3.977,3.99,3.617,4.294
90,90,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,90,4.126,4.045,3.585,4.23,3.498,3.926,3.995,4.084
91,91,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,91,4.014,4.261,4.052,3.78,3.977,4.172,3.826,4.118
92,92,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,92,4.318,3.884,4.017,3.8,3.977,4.181,3.845,4.134
93,93,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,93,4.13,4.057,3.636,4.23,3.52,3.948,3.995,4.086
94,94,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,94,4.226,4.119,4.131,4.023,3.859,4.177,3.783,3.902
95,95,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,95,4.222,4.081,4.164,3.797,3.72,3.971,3.995,4.131
96,96,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,96,4.229,4.102,4.133,4.029,3.843,4.183,3.782,3.903
97,97,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,97,4.099,4.032,3.522,4.23,3.404,3.867,3.995,4.078
98,98,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,98,4.098,4.045,3.532,4.23,3.436,3.881,3.995,4.055
99,99,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,99,4.14,4.048,3.633,4.23,3.537,3.952,3.995,4.095
