sample_index,label,prediction,correct,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,measured_output_power_sum
22,4,4,1,2.5022844799999997e-05,3.807906444000001e-05,4.623368660000001e-05,5.01825215e-05,6.952486704e-05,3.4269976e-05,3.8616543709999994e-05,1.4818839229999999e-05,0.00031674834332
23,0,0,1,5.74479792e-05,5.13492846e-05,4.9479634500000004e-05,8.050936419999999e-06,9.94051529e-06,9.420423e-06,1.2024324859700001e-05,8.7709743e-06,0.0002064840721697
24,1,1,1,2.3700665400000006e-05,5.58477084e-05,2.7752280499999995e-05,3.797146806e-05,2.1544902369999997e-05,8.9375023e-06,1.071495055e-05,1.11360733e-05,0.00019760555088
25,3,3,1,9.922035900000001e-06,2.7025195300000005e-05,2.33414687e-05,4.911987897e-05,3.218860232e-05,3.08586149e-05,3.9393879689999996e-05,1.09294434e-05,0.00022277911918
26,1,1,1,2.20950095e-05,5.1668277499999996e-05,2.50605559e-05,3.423386187e-05,1.9117066149999998e-05,8.377042699999999e-06,1.0046582099999999e-05,9.640763300000001e-06,0.00018023915901999997
27,3,3,1,9.9293615e-06,2.788710386e-05,2.4582000699999997e-05,5.3308267339999996e-05,3.634254112999999e-05,2.9462172e-05,2.204910906e-05,1.0402689699999999e-05,0.00021396324529
28,4,4,1,2.71648081e-05,3.9238199890000005e-05,4.7329338999999994e-05,4.1355304130000006e-05,6.038671835e-05,2.38660449e-05,2.947981481e-05,6.221769080000001e-06,0.00027504199826
29,7,7,1,6.4514228e-06,1.0550133309999999e-05,9.112903330000001e-06,1.4250871839999999e-05,1.007563679e-05,1.27750442e-05,1.56458996e-05,4.44648653e-05,0.00012332677717
30,2,2,1,2.6706023799999997e-05,2.30398741e-05,4.16426275e-05,3.618695428e-05,1.8630396670000005e-05,8.3293153e-06,1.053924862e-05,9.7175275e-06,0.00017479196777
31,7,7,1,5.915355309999999e-06,9.3373938e-06,8.858455599999998e-06,1.374301439e-05,9.76778928e-06,1.10316306e-05,1.544947413e-05,4.55209684e-05,0.00011962408151000001
32,1,1,1,4.849572410000001e-05,7.21080855e-05,4.22816512e-05,3.308223701e-05,1.7691475199999996e-05,8.3469686e-06,1.0139168939999999e-05,9.5506352e-06,0.00024169594575
33,2,2,1,2.5572846099999998e-05,2.2737716799999997e-05,4.0467181699999994e-05,3.65636067e-05,1.8269733559999996e-05,8.6594111e-06,1.120489997e-05,1.04700988e-05,0.00017394549473
34,1,1,1,2.20887855e-05,5.20538546e-05,2.5587151300000002e-05,3.2603328050000006e-05,1.897213137e-05,7.1435718e-06,5.713930449999999e-06,9.2317946e-06,0.00017339454767
35,1,1,1,2.8390587299999995e-05,6.077749689999999e-05,3.1341862500000006e-05,2.8949340229999996e-05,2.4990369560000006e-05,6.2890387e-06,5.99006546e-06,6.0391375999999995e-06,0.00019276789825
36,7,7,1,5.72929476e-06,9.838149599999999e-06,8.3886032e-06,1.377891059e-05,9.64701696e-06,1.12049167e-05,1.512007206e-05,4.5115924999999994e-05,0.00011882288886999999
37,4,4,1,4.01036864e-05,6.945999587e-05,8.59479022e-05,8.649176064e-05,0.00012402111427,4.33795605e-05,4.9371196609999994e-05,2.01715256e-05,0.00051894674209
38,2,2,1,2.7410813700000002e-05,2.44426759e-05,4.3590445099999997e-05,4.0992594719999996e-05,1.9602243459999996e-05,8.653876e-06,1.697751043e-05,1.08972902e-05,0.00019256744951
39,3,3,1,8.672778699999999e-06,2.4592438879999997e-05,2.1164101400000002e-05,4.54852988e-05,3.174567017e-05,2.52172968e-05,1.9362032610000002e-05,7.9620628e-06,0.00018420168016
40,5,5,1,8.771881300000001e-06,1.540050626e-05,9.7550326e-06,2.570968371e-05,1.3984493740000001e-05,3.70956835e-05,2.6540724500000002e-05,6.132714099999999e-06,0.00014339071971
41,1,1,1,2.2255268e-05,5.20409523e-05,2.5455210899999998e-05,3.416968098000001e-05,1.905032986e-05,8.3787766e-06,1.003479328e-05,8.920695099999999e-06,0.00018030570702
42,2,2,1,2.6644725600000004e-05,2.28584316e-05,4.1343436599999996e-05,3.584150432e-05,1.8474814179999997e-05,8.5928194e-06,1.08341413e-05,9.9001763e-06,0.00017449004929999997
43,4,4,1,1.97765681e-05,3.088351366e-05,3.77198552e-05,4.266946846e-05,5.926060500000001e-05,2.92653373e-05,3.267421846000001e-05,1.281797995e-05,0.00026506754613
44,4,4,1,2.0657171599999996e-05,3.255195496999999e-05,3.87317896e-05,4.2436130180000004e-05,5.9404454729999995e-05,2.8479010499999998e-05,3.2137063999999996e-05,1.27293439e-05,0.00026712691947999997
45,6,6,1,1.1508376170000001e-05,2.46493759e-05,1.99007123e-05,2.8424717068999997e-05,2.5419864272e-05,1.74444447e-05,3.511051288e-05,5.381140020000001e-06,0.000167839143311
46,3,3,1,9.2589865e-06,2.5588802369999997e-05,2.1177996200000002e-05,4.4578096359999995e-05,3.155536219999999e-05,2.4734663800000004e-05,1.9575657970000002e-05,9.0016333e-06,0.00018547119870000002
47,5,5,1,8.7692747e-06,1.526677798e-05,9.422583800000002e-06,2.226688827e-05,1.4165768210000001e-05,9.23365111e-05,1.4673932249999998e-05,7.6243359e-06,0.00018452607221
48,5,5,1,9.1948631e-06,1.593066874e-05,9.852040899999999e-06,2.5420480969999997e-05,1.3773253200000002e-05,3.7259257299999995e-05,2.660561469e-05,6.1488157e-06,0.0001441849946
49,6,6,1,8.63374346e-06,1.7243902900000003e-05,1.67962113e-05,2.8310893920000002e-05,2.562287956e-05,1.7514931999999998e-05,3.54000458e-05,5.37295922e-06,0.00015489556816
50,0,0,1,5.248992709999999e-05,4.96626219e-05,4.508848727e-05,7.17306358e-06,8.084795e-06,8.749134499999998e-06,9.82807616e-06,8.6169813e-06,0.00018969308680999997
51,4,4,1,3.08940063e-05,4.610958170999999e-05,5.53548943e-05,6.249794462000001e-05,8.548718543e-05,4.2250284999999997e-05,4.807972007e-05,1.77389858e-05,0.00038841260323
52,1,1,1,5.4692735e-06,1.66680407e-05,1.54458315e-05,3.374599502e-05,1.869267966e-05,8.0902091e-06,9.91314988e-06,9.968210600000001e-06,0.00011799338996
53,5,5,1,8.2709241e-06,1.4517819699999997e-05,9.3790574e-06,2.5533539849999997e-05,1.4041814500000001e-05,3.70009894e-05,2.6617986790000003e-05,6.1476304e-06,0.00014150976214
54,7,7,1,6.2631661e-06,1.00135164e-05,8.516002610000001e-06,1.278892744e-05,9.211080409999999e-06,1.11554474e-05,1.546192505e-05,4.62813708e-05,0.00011969143621
55,3,3,1,9.9212834e-06,2.858062755e-05,2.4119162e-05,5.232279554e-05,3.5763542849999994e-05,2.9697212300000002e-05,2.1921872389999998e-05,1.01079318e-05,0.00021243442783
56,7,7,1,5.661230999999999e-06,3.8258636e-06,6.0526819500000005e-06,7.68981404e-06,7.19403911e-06,1.18772035e-05,1.613401319e-05,5.15942561e-05,0.00011002910248999998
57,4,4,1,2.41367928e-05,3.69110012e-05,4.4980307299999994e-05,5.050775636e-05,6.943305255000001e-05,3.4502925199999996e-05,3.785510739e-05,1.408241514e-05,0.00031240935794
58,6,6,1,9.187892769999999e-06,1.84108109e-05,1.7720588e-05,2.887452773e-05,2.578391357e-05,1.7092493800000003e-05,3.4815533830000005e-05,5.34177453e-06,0.00015722753513
59,4,4,1,1.96793161e-05,3.111548623e-05,3.701135579999999e-05,4.0660370480000004e-05,5.6952981910000004e-05,2.74285483e-05,3.079992691e-05,1.1860552649999999e-05,0.00025550853837999997
60,3,3,1,9.509795400000001e-06,2.6622368429999996e-05,2.2335476600000004e-05,4.731725811e-05,3.312614214e-05,2.62061421e-05,2.057357248e-05,1.03035914e-05,0.00019599434666
61,0,0,1,5.14659462e-05,4.88924977e-05,4.449318452e-05,7.5021016e-06,9.122303540000001e-06,8.6603536e-06,1.0975288373999998e-05,8.749729000000001e-06,0.00018986140453399998
62,7,7,1,5.7233217e-06,8.740726600000002e-06,8.09622828e-06,9.826242929999998e-06,8.720019659999998e-06,8.0101799e-06,8.10768485e-06,4.58469998e-05,0.00010307140372
63,0,0,1,5.104662400000001e-05,4.80978805e-05,4.4240368229999996e-05,7.41245931e-06,8.582482219999998e-06,9.0310931e-06,1.0808633039e-05,9.6547242e-06,0.00018887426459900003
64,2,2,1,2.63116164e-05,2.26571287e-05,4.0944087700000006e-05,3.579730193000001e-05,1.8340632750000003e-05,8.6279612e-06,1.0904040830000001e-05,9.9929554e-06,0.00017357572491
65,1,1,1,2.19877574e-05,5.14532884e-05,2.52891073e-05,3.41077909e-05,1.8990199270000003e-05,8.314670099999998e-06,1.013758974e-05,9.4437855e-06,0.00017972418861
66,7,7,1,6.898343100000001e-06,1.13220655e-05,9.050609709999998e-06,1.2845777420000001e-05,9.44156024e-06,1.10755973e-05,1.570358269e-05,4.5685809900000005e-05,0.00012202334586
67,3,3,1,9.5647809e-06,2.68025703e-05,2.3091453400000002e-05,4.870728733e-05,3.371023417000001e-05,2.7152411500000003e-05,2.0715664029999996e-05,9.728612e-06,0.00019947301363000002
68,2,2,1,2.4528082800000004e-05,2.29231681e-05,3.99066348e-05,3.617452594e-05,1.895197675e-05,8.1333827e-06,1.106358015e-05,1.21772409e-05,0.00017385859214
69,7,7,1,5.6262202e-06,5.361305099999999e-06,7.450470839999999e-06,1.329867001e-05,9.67116023e-06,1.1181955000000001e-05,1.571346971e-05,4.53956664e-05,0.00011369891749000001
70,7,7,1,6.038166000000001e-06,9.8423713e-06,8.0792718e-06,1.3431434680000001e-05,9.595475190000002e-06,1.13843523e-05,1.569448874e-05,4.56404659e-05,0.00011970602591
71,6,6,1,9.0542455e-06,2.0339364900000003e-05,1.85716357e-05,3.3941937960000006e-05,3.0699597749999995e-05,1.98792153e-05,4.1922477270000006e-05,5.539702839999999e-06,0.00017994817722
72,2,2,1,2.64778913e-05,2.2868138600000002e-05,4.129574390000001e-05,3.6076727719999994e-05,1.853252643e-05,8.502978300000001e-06,1.0663181380000001e-05,9.792454199999999e-06,0.00017420964183
73,7,7,1,6.0120158e-06,9.637192600000001e-06,8.66684031e-06,1.3501108559999999e-05,9.5546565e-06,1.12998766e-05,1.550794692e-05,4.5191658799999994e-05,0.00011937129608999999
74,4,4,1,2.5835760399999998e-05,3.905183186000001e-05,4.69720149e-05,5.2194445440000005e-05,7.217620672000001e-05,3.51345875e-05,4.020234869e-05,1.455530079e-05,0.00032612249630000004
75,7,7,1,6.1239417e-06,1.00412928e-05,8.62352633e-06,1.673750274e-05,1.050078853e-05,1.43966836e-05,2.747977306e-05,4.14791158e-05,0.00013538262456
76,3,3,1,8.6827955e-06,2.4053621339999998e-05,2.3053644800000002e-05,4.7768336780000006e-05,3.251115865e-05,2.5520029900000003e-05,1.94803412e-05,9.199268499999999e-06,0.00019026919667000002
77,6,6,1,2.254979016e-05,3.4621407900000004e-05,3.22478539e-05,2.9079382720000003e-05,2.942993221e-05,1.46378864e-05,3.0230337859999997e-05,5.20182045e-06,0.0001979984116
78,1,1,1,2.18749889e-05,5.1535315e-05,2.52321097e-05,3.412345333e-05,1.889558481e-05,8.2091115e-06,9.94928314e-06,9.4491489e-06,0.00017926899528000002
79,3,3,1,9.502137999999999e-06,2.6335538730000004e-05,2.2479308299999997e-05,4.73470926e-05,3.308341999e-05,2.64054357e-05,2.0475740539999998e-05,9.9093629e-06,0.00019553803676
80,6,6,1,7.9302936e-06,1.9432662799999997e-05,1.5835278e-05,5.9949303849999996e-05,1.706098293e-05,1.88840247e-05,4.990183311000001e-05,5.2898315200000006e-06,0.00019428421051000003
81,3,3,1,8.3643696e-06,2.458312334e-05,1.89383824e-05,4.097970403e-05,2.172095358e-05,2.4067888e-05,1.0256067380000001e-05,9.8629994e-06,0.00015877348773000002
82,1,1,1,2.2262321699999994e-05,5.2139134200000007e-05,2.5416274099999996e-05,3.4248091850000006e-05,1.877196679e-05,8.2355018e-06,1.002921968e-05,8.7661946e-06,0.00017986870471999999
83,4,4,1,3.9840953e-05,2.54821672e-05,3.49723523e-05,3.826283566e-05,5.4938791309999997e-05,2.43031932e-05,3.011930414e-05,7.968757790000001e-06,0.0002558883546
84,1,1,1,4.86168567e-05,7.066674450000001e-05,4.1464802099999993e-05,3.19579964e-05,1.7371900049999998e-05,9.3146563e-06,1.05132851e-05,9.4608635e-06,0.00023936710465
85,7,7,1,5.533033220000001e-06,8.432705600000001e-06,9.465109347e-06,1.54437179e-05,1.0570849450000002e-05,1.19286579e-05,1.599142631e-05,4.6208141200000004e-05,0.000123573640927
86,6,6,1,9.672490789999998e-06,1.89574231e-05,1.7714941200000004e-05,2.828954325e-05,2.558697761e-05,1.73294143e-05,3.509898115e-05,5.36650336e-06,0.00015801627476
87,6,6,1,8.10927173e-06,1.74444369e-05,1.2788066600000002e-05,2.8760647179999996e-05,2.583867465e-05,1.71170599e-05,3.4854766769999994e-05,5.341760869999999e-06,0.0001502546846
88,0,0,1,5.0455599700000004e-05,4.7816784200000006e-05,4.3208939690000004e-05,6.66821959e-06,5.71620575e-06,7.2249364e-06,1.1032621684999999e-05,9.1544729e-06,0.00018127777991500002
89,5,5,1,9.076118e-06,1.5721797649999996e-05,9.8041426e-06,2.533209165e-05,1.3831256409999998e-05,3.71572883e-05,2.653153942e-05,6.1341775e-06,0.00014358841153
90,4,4,1,2.8491594400000003e-05,4.7348595059999994e-05,6.81861433e-05,7.126611688999999e-05,0.00010311304852,3.5149107e-05,3.942244405e-05,1.45886619e-05,0.00040756571112000005
91,2,2,1,2.4756901400000003e-05,2.2069987599999998e-05,3.9208897500000007e-05,3.568245921e-05,1.807813757e-05,9.069520300000001e-06,1.141954198e-05,1.14401571e-05,0.00017172560266
92,1,1,1,2.1202195300000003e-05,7.90781981e-05,4.80036146e-05,7.074446627000001e-05,5.066885312e-05,1.0167898199999999e-05,2.1335218129999996e-05,9.3232681e-06,0.00031052371182
93,4,4,1,1.6387292200000003e-05,6.425288442e-05,5.15937675e-05,3.458565401e-05,4.763117529000001e-05,3.15586289e-05,3.6134298e-05,1.4216471370000001e-05,0.00029636017169
94,7,7,1,5.632200060000001e-06,1.3106892500000001e-05,9.564214039999998e-06,2.1467186560000002e-05,7.44006335e-06,9.8551647e-06,1.8156966590000003e-05,4.4816303299999996e-05,0.0001300389911
95,3,3,1,9.400526399999998e-06,1.166727644e-05,1.0542801899999999e-05,1.898758154e-05,1.9823735860000002e-05,2.69811179e-05,1.9901408149999998e-05,4.9382542000000005e-05,0.00016668699019
96,7,7,1,7.1194806e-06,1.2317491800000002e-05,9.66417183e-06,1.35804075e-05,9.43213788e-06,1.11190216e-05,1.5470276619999997e-05,4.4618050799999995e-05,0.00012332103863
97,4,4,1,3.07550136e-05,4.552127486e-05,5.52497911e-05,6.463182030999999e-05,8.813331939e-05,4.367887509999999e-05,5.088789998e-05,1.52609032e-05,0.00039411889753999995
98,4,4,1,2.9671959e-05,4.322376146999999e-05,5.3733665e-05,6.137900044999999e-05,8.379256114e-05,4.1407700100000005e-05,4.7339760900000005e-05,1.82572765e-05,0.00037880568456
99,4,4,1,2.11258782e-05,3.475096657e-05,4.2381510600000004e-05,4.5995792649999994e-05,6.338289522999999e-05,3.08357522e-05,3.4122684010000004e-05,1.319854292e-05,0.00028579402238
