mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,label,active_input_channel
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,71,71,6,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,71,71,6,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,71,71,6,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,71,71,6,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,71,71,6,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,71,71,6,1
4,48,4.23,8.304996428072716,7.340057012164848,7.474496785265444,9.135496070879988,80,80,6,5
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,82,82,1,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,82,82,1,3
3,41,3.993,7.761267380442675,,6.985140642398408,8.537394118486942,82,82,1,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,82,82,1,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,82,82,1,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,82,82,1,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,82,82,1,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,82,82,1,3
2,45,4.261,8.36593487650073,7.268047534230565,7.529341388850658,9.202528364150805,84,84,1,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,88,88,0,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,88,88,0,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,88,88,0,4
4,48,4.184,8.214682046112587,,7.393213841501328,9.036150250723846,88,88,0,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,88,88,0,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,88,88,0,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,88,88,0,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,88,88,0,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,88,88,0,7
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,88,88,0,7
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,88,88,0,7
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,88,88,0,7
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,88,88,0,7
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,88,88,0,7
7,42,3.84,7.526820946314106,,6.774138851682696,8.279503040945517,88,88,0,7
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,88,88,0,7
3,41,4.164,8.093643218673503,6.669059604140851,7.2842788968061525,8.903007540540854,90,90,4,4
4,48,4.23,8.304996428072716,7.110935946010309,7.474496785265444,9.135496070879988,92,92,1,5
4,48,4.23,8.304996428072716,7.1142091040982365,7.474496785265444,9.135496070879988,92,92,1,6
8,49,4.294,8.343622807807465,7.225496479087579,7.5092605270267185,9.177985088588212,95,95,3,1
