local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
14,14,3,2,2,45,3.966,sequential-input-sum
14,14,3,3,3,41,4.164,sequential-input-sum
14,14,3,4,4,48,3.85,sequential-input-sum
14,14,3,5,5,44,3.797,sequential-input-sum
14,14,3,6,6,46,3.972,sequential-input-sum
14,14,3,7,7,42,3.962,sequential-input-sum
14,14,3,8,8,49,4.254,sequential-input-sum
15,15,4,1,1,43,4.083,sequential-input-sum
15,15,4,2,2,45,3.995,sequential-input-sum
15,15,4,3,3,41,3.773,sequential-input-sum
15,15,4,4,4,48,4.23,sequential-input-sum
15,15,4,5,5,44,3.666,sequential-input-sum
15,15,4,6,6,46,4.085,sequential-input-sum
15,15,4,7,7,42,3.995,sequential-input-sum
15,15,4,8,8,49,4.186,sequential-input-sum
16,16,6,1,1,43,4.097,sequential-input-sum
16,16,6,2,2,45,3.996,sequential-input-sum
16,16,6,3,3,41,3.963,sequential-input-sum
16,16,6,4,4,48,3.952,sequential-input-sum
16,16,6,5,5,44,3.649,sequential-input-sum
16,16,6,6,6,46,4.329,sequential-input-sum
16,16,6,7,7,42,3.699,sequential-input-sum
16,16,6,8,8,49,4.294,sequential-input-sum
17,17,6,1,1,43,4.099,sequential-input-sum
17,17,6,2,2,45,3.996,sequential-input-sum
17,17,6,3,3,41,3.935,sequential-input-sum
17,17,6,4,4,48,3.949,sequential-input-sum
17,17,6,5,5,44,3.65,sequential-input-sum
17,17,6,6,6,46,4.329,sequential-input-sum
17,17,6,7,7,42,3.704,sequential-input-sum
17,17,6,8,8,49,4.294,sequential-input-sum
18,18,5,1,1,43,4.094,sequential-input-sum
18,18,5,2,2,45,3.988,sequential-input-sum
18,18,5,3,3,41,4.0,sequential-input-sum
18,18,5,4,4,48,4.082,sequential-input-sum
18,18,5,5,5,44,3.977,sequential-input-sum
18,18,5,6,6,46,3.979,sequential-input-sum
18,18,5,7,7,42,3.676,sequential-input-sum
18,18,5,8,8,49,4.294,sequential-input-sum
19,19,4,1,1,43,4.082,sequential-input-sum
19,19,4,2,2,45,3.994,sequential-input-sum
19,19,4,3,3,41,3.777,sequential-input-sum
19,19,4,4,4,48,4.23,sequential-input-sum
19,19,4,5,5,44,3.663,sequential-input-sum
19,19,4,6,6,46,4.084,sequential-input-sum
19,19,4,7,7,42,3.995,sequential-input-sum
19,19,4,8,8,49,4.188,sequential-input-sum
