sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
34,1,1,1,5.836371e-05,1.650848e-05,7.860586e-05,7.800661e-06,5.406527e-06,6.289004e-06,2.024384e-06,2.431053e-06,0.3289399514722675,0.09304238215975132,0.44302543093706437,0.04396480365610085,0.03047137903011142,0.035445050881256455,0.011409500436508145,0.013701501426939966,2,2,7.860586e-05,0.000177429679,False
35,1,1,1,5.801065e-05,1.611856e-05,7.780831e-05,7.488284e-06,5.397824e-06,6.973308e-06,2.123486e-06,2.48583e-06,0.3288469050405311,0.09137181827319815,0.4410745601011919,0.04244908508117955,0.030598824808091268,0.03952982346680094,0.012037475859982558,0.014091507369024538,2,2,7.780831e-05,0.00017640625200000001,False
36,7,7,1,5.764817e-05,2.000483e-06,1.971399e-06,6.864958e-06,9.572682e-07,2.133937e-05,1.092636e-05,3.26114e-05,0.4291871947065354,0.014893476875816075,0.014676948226756706,0.05110920374052095,0.007126804776973399,0.15887033963272032,0.08134609991529132,0.24278993212538588,0,0,5.764817e-05,0.0001343194082,False
37,4,4,1,6.763151e-05,7.333695e-06,5.139205e-06,3.791732e-05,1.754207e-05,1.619906e-05,1.927004e-05,4.093052e-06,0.38618782212244596,0.04187668884164011,0.029345764812744608,0.21651456889724718,0.10016830629420363,0.09249948288646563,0.11003531903712364,0.023372047108129356,0,0,6.763151e-05,0.00017512595199999998,False
38,2,2,1,7.140537e-05,5.649343e-05,2.180841e-05,7.422675e-06,5.512307e-06,6.27353e-06,2.063859e-06,2.453718e-06,0.4117166104301574,0.32573577465074915,0.12574522958246906,0.04279844206849805,0.03178344084892256,0.036172580676101886,0.011900015809536093,0.01414790593356585,0,0,7.140537e-05,0.000173433299,False
39,3,3,1,4.203205e-05,3.165709e-06,4.98005e-06,2.326341e-05,1.790924e-05,2.576962e-05,4.101778e-05,4.554885e-06,0.25835233315629613,0.019458206445887964,0.03061015431640885,0.14298984348066562,0.11008013977562517,0.15839440264158308,0.2521180661873894,0.0279968539961438,0,0,4.203205e-05,0.000162692744,False
40,5,5,1,7.114633e-05,8.513038e-07,3.391523e-06,4.387159e-06,3.693118e-06,6.18514e-05,7.484152e-06,3.031459e-06,0.4565448736417785,0.0054628030117894475,0.021763349416451777,0.028152329871426834,0.023698679758382163,0.3968994549341772,0.0480256849391369,0.019452824426857047,0,0,7.114633e-05,0.00015583644480000002,False
41,1,1,1,5.851208e-05,1.620487e-05,7.833657e-05,7.523831e-06,5.382023e-06,7.009517e-06,2.089244e-06,2.269107e-06,0.32996667257702006,0.09138398487018706,0.4417627495723415,0.042429075843857085,0.03035079629784125,0.03952870930006344,0.011781855830138046,0.012796155708551537,2,2,7.833657e-05,0.000177327242,False
42,2,2,1,7.048365e-05,5.578366e-05,2.088995e-05,6.625345e-06,5.672036e-06,7.964614e-06,2.005643e-06,2.809802e-06,0.4092302538338674,0.3238816568322179,0.12128769638173957,0.038466958168127556,0.03293201660292613,0.046242795441336734,0.011644825345879779,0.016313797393904945,0,0,7.048365e-05,0.0001722347,False
43,4,4,1,6.773345e-05,7.248824e-06,4.887767e-06,3.812055e-05,1.743028e-05,1.673164e-05,2.013441e-05,3.789635e-06,0.3846818198783943,0.04116859259786976,0.02775932873198633,0.21649986157157686,0.09899262227732351,0.09502480273410163,0.11435031702914497,0.02152265517960267,0,0,6.773345e-05,0.000176076556,False
44,4,4,1,6.897443e-05,7.632732e-06,5.059258e-06,3.795161e-05,1.744408e-05,1.611847e-05,1.945484e-05,3.659153e-06,0.39124533912907233,0.04329533161522788,0.028697752369268904,0.21527384169676056,0.09894847982643232,0.09142918993881904,0.11035416274555429,0.02075590267886465,0,0,6.897443e-05,0.000176294573,False
45,6,6,1,7.261454e-05,1.471741e-06,4.201891e-06,3.458244e-05,1.524953e-05,1.02678e-05,3.782268e-05,1.544606e-06,0.40850860375257153,0.008279593329316874,0.023638635258592788,0.19455090232282787,0.08578948800313205,0.057763701892357286,0.21277956449190907,0.008689510949292586,0,0,7.261454e-05,0.000177755228,False
46,3,3,1,4.226986e-05,3.381934e-06,5.084851e-06,2.346467e-05,1.677625e-05,2.523706e-05,4.05141e-05,5.005907e-06,0.2613531775927867,0.020910388567860965,0.03143946931539066,0.1450812958847305,0.10372701129341304,0.15603992594486504,0.2504973702849245,0.03095136111602863,0,0,4.226986e-05,0.000161734632,False
47,5,5,1,7.102254e-05,8.038031e-07,3.15923e-06,4.234461e-06,3.746503e-06,6.216469e-05,7.458905e-06,3.03345e-06,0.4563738929641306,0.005165046898120461,0.020300458049924298,0.02720963585890881,0.024074134198971118,0.3994554627334979,0.04792914350992824,0.01949222578651851,0,0,7.102254e-05,0.0001556235821,False
48,5,5,1,6.985544e-05,7.573325e-07,2.748889e-06,3.905533e-06,3.814553e-06,6.272001e-05,7.553664e-06,3.067779e-06,0.4523636330151051,0.004904266311978166,0.01780101041229229,0.025291102550358036,0.024701942374261307,0.4061566513122489,0.048915344168119344,0.019866049855636815,0,0,6.985544e-05,0.0001544232005,False
49,6,6,1,7.245465e-05,1.151898e-06,3.563851e-06,3.510645e-05,1.513159e-05,1.163553e-05,4.125042e-05,1.831092e-06,0.3978281874791589,0.00632474925351055,0.019568107551079024,0.19275968308904562,0.08308332209703263,0.06388743593764344,0.22649450133778917,0.010054013254740557,0,0,7.245465e-05,0.00018212548100000002,False
