local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
20,20,9.08822678e-05,90.8822678,0,1,83.76470588235294,,False,,0.0,4.318,8.698876e-07,0.8698876000000001,0.0,4.261,2.470583e-05,24.70583,0.0,4.164,8.483398e-07,0.8483398,0.0,4.23,1.999969e-05,19.99969,0.6980392156862745,3.589,3.984822e-06,3.984822,0.0,4.329,6.207631e-07,0.6207631,0.0,3.995,3.896105e-05,38.96105,0.0,4.294,8.918853e-07,0.8918853
21,21,7.97978767e-05,79.79787670000002,0,1,83.76470588235294,,False,,0.0,4.318,4.779983e-07,0.4779983,0.0,4.261,1.357358e-06,1.357358,0.0,4.164,1.839702e-05,18.39702,0.6980392156862745,3.871,4.170294e-06,4.170294,0.0,3.977,4.347295e-06,4.347295000000001,0.0,4.329,4.938966e-05,49.389660000000006,0.0,3.995,6.835479e-07,0.6835479,0.0,4.294,9.747035e-07,0.9747035
22,22,9.25284877e-05,92.5284877,0,1,85.17647058823529,,False,,0.0,4.318,8.938324e-07,0.8938324000000001,0.0,4.261,2.523403e-05,25.23403,0.0,4.164,8.654404e-07,0.8654404,0.0,4.23,2.03413e-05,20.3413,0.7098039215686274,3.585,4.010653e-06,4.0106530000000005,0.0,4.329,6.359801e-07,0.6359800999999999,0.0,3.995,3.965366e-05,39.65366,0.0,4.294,8.935918e-07,0.8935918
23,23,8.11315206e-05,81.1315206,0,1,85.17647058823529,,False,,0.0,4.318,4.746358e-07,0.4746358,0.0,4.261,1.361227e-06,1.3612270000000002,0.0,4.164,1.874638e-05,18.74638,0.7098039215686274,3.868,4.224314e-06,4.224314000000001,0.0,3.977,4.480804e-06,4.480804,0.0,4.329,5.017289e-05,50.17289,0.0,3.995,7.028345e-07,0.7028344999999999,0.0,4.294,9.684353e-07,0.9684353
24,24,0.0001212399597,121.2399597,0,1,113.41176470588232,,False,,0.0,4.318,1.449412e-06,1.449412,0.0,4.261,3.456441e-05,34.564409999999995,0.0,4.164,1.153444e-06,1.153444,0.0,4.23,2.678597e-05,26.78597,0.945098039215686,3.514,4.384204e-06,4.384204,0.0,4.329,9.383118e-07,0.9383118,0.0,3.995,5.104066e-05,51.04066,0.0,4.294,9.235479e-07,0.9235479
25,25,0.000106931359,106.931359,0,1,113.41176470588232,,False,,0.0,4.318,4.807151e-07,0.4807151,0.0,4.261,1.498417e-06,1.498417,0.0,4.164,2.484374e-05,24.84374,0.945098039215686,3.804,5.029364e-06,5.029364,0.0,3.977,6.433278e-06,6.433278,0.0,4.329,6.654583e-05,66.54583,0.0,3.995,1.102088e-06,1.1020880000000002,0.0,4.294,9.979269e-07,0.9979269
26,26,0.0001051008479,105.1008479,0,1,97.88235294117646,,False,,0.0,4.318,1.132806e-06,1.132806,0.0,4.261,2.929974e-05,29.29974,0.0,4.164,9.919326e-07,0.9919326,0.0,4.23,2.324011e-05,23.24011,0.8156862745098039,3.553,4.18168e-06,4.181679999999999,0.0,4.329,7.692526e-07,0.7692526,0.0,3.995,4.458186e-05,44.58186,0.0,4.294,9.034667e-07,0.9034667
27,27,9.17341266e-05,91.7341266,0,1,97.88235294117646,,False,,0.0,4.318,4.782585e-07,0.4782585,0.0,4.261,1.420644e-06,1.420644,0.0,4.164,2.134963e-05,21.34963,0.8156862745098039,3.841,4.561606e-06,4.561606,0.0,3.977,5.253474e-06,5.253474000000001,0.0,4.329,5.682715e-05,56.82715,0.0,3.995,8.615039e-07,0.8615039,0.0,4.294,9.818602e-07,0.9818602
28,28,5.68700278e-06,5.68700278,0,1,81.88235294117646,,False,,0.0,4.318,4.469518e-07,0.4469517999999999,0.0,4.261,5.960977e-07,0.5960977000000001,0.0,4.164,1.200338e-07,0.1200338,0.0,4.23,9.442577e-07,0.9442577,0.6823529411764705,3.594,2.169343e-06,2.169343,0.0,4.329,9.002998e-08,0.09002998,0.0,3.995,3.259908e-07,0.3259908,0.0,4.294,9.94298e-07,0.994298
29,29,7.7666488e-05,77.66648800000002,0,1,81.88235294117646,,False,,0.0,4.318,4.770672e-07,0.4770671999999999,0.0,4.261,1.348109e-06,1.348109,0.0,4.164,1.793533e-05,17.93533,0.6823529411764705,3.877,4.111001e-06,4.111001000000001,0.0,3.977,4.213097e-06,4.213096999999999,0.0,4.329,4.796185e-05,47.961850000000005,0.0,3.995,6.521459e-07,0.6521459000000001,0.0,4.294,9.678879e-07,0.9678879
30,30,8.97517053e-05,89.7517053,0,1,82.82352941176471,,False,,0.0,4.318,8.426723e-07,0.8426723,0.0,4.261,2.437687e-05,24.37687,0.0,4.164,8.383066e-07,0.8383066,0.0,4.23,1.974122e-05,19.74122,0.6901960784313725,3.592,3.978712e-06,3.978712,0.0,4.329,6.129666e-07,0.6129665999999999,0.0,3.995,3.846906e-05,38.46906,0.0,4.294,8.918978e-07,0.8918978000000001
31,31,7.819324220000001e-05,78.1932422,0,1,82.82352941176471,,False,,0.0,4.318,4.795476e-07,0.4795476,0.0,4.261,1.353243e-06,1.353243,0.0,4.164,1.803119e-05,18.03119,0.6901960784313725,3.875,4.111856e-06,4.111856,0.0,3.977,4.217074e-06,4.217074,0.0,4.329,4.836327e-05,48.36327,0.0,3.995,6.649992e-07,0.6649992,0.0,4.294,9.720624e-07,0.9720624
32,32,9.66427468e-05,96.6427468,0,1,88.94117647058823,,False,,0.0,4.318,9.635003e-07,0.9635003,0.0,4.261,2.65207e-05,26.5207,0.0,4.164,9.044077e-07,0.9044077,0.0,4.23,2.124282e-05,21.24282,0.7411764705882352,3.575,4.06087e-06,4.06087,0.0,4.329,6.763931e-07,0.6763931,0.0,3.995,4.137483e-05,41.37483,0.0,4.294,8.992257e-07,0.8992256999999999
33,33,8.41899065e-05,84.1899065,0,2,88.94117647058823,,False,,0.0,4.318,4.788641e-07,0.4788640999999999,0.0,4.261,1.386598e-06,1.386598,0.0,4.164,1.94907e-05,19.4907,0.7411764705882352,3.86,4.332308e-06,4.332308,0.0,3.977,4.696755e-06,4.696755,0.0,4.329,5.208549e-05,52.08549,0.0,3.995,7.463539e-07,0.7463539,0.0,4.294,9.728375e-07,0.9728375
34,34,0.0001250888093,125.08880929999998,0,1,117.6470588235294,,False,,0.0,4.318,1.529146e-06,1.529146,0.0,4.261,3.597728e-05,35.97728,0.0,4.164,1.192516e-06,1.192516,0.0,4.23,2.769413e-05,27.69413,0.980392156862745,3.504,4.444473e-06,4.444473,0.0,4.329,9.843881e-07,0.9843881,0.0,3.995,5.233577e-05,52.33577,0.0,4.294,9.311062e-07,0.9311062
35,35,0.0001097719445,109.7719445,0,1,117.6470588235294,,False,,0.0,4.318,4.824245e-07,0.4824245,0.0,4.261,1.517984e-06,1.517984,0.0,4.164,2.558545e-05,25.58545,0.980392156862745,3.797,5.117494e-06,5.117494,0.0,3.977,6.668767e-06,6.668767,0.0,4.329,6.824331e-05,68.24331,0.0,3.995,1.151859e-06,1.151859,0.0,4.294,1.004656e-06,1.004656
36,36,9.77197794e-05,97.7197794,0,1,90.35294117647058,,False,,0.0,4.318,9.851161e-07,0.9851161,0.0,4.261,2.686441e-05,26.86441,0.0,4.164,9.133569e-07,0.9133569,0.0,4.23,2.146378e-05,21.46378,0.7529411764705882,3.572,4.076161e-06,4.076161,0.0,4.329,6.8923e-07,0.68923,0.0,3.995,4.182861e-05,41.828610000000005,0.0,4.294,8.991154e-07,0.8991154
37,37,8.518030340000001e-05,85.1803034,0,1,90.35294117647058,,False,,0.0,4.318,4.779606e-07,0.4779606,0.0,4.261,1.392961e-06,1.392961,0.0,4.164,1.971407e-05,19.71407,0.7529411764705882,3.857,4.353306e-06,4.353306,0.0,3.977,4.763458e-06,4.763458,0.0,4.329,5.273443e-05,52.73443,0.0,3.995,7.633465e-07,0.7633464999999999,0.0,4.294,9.807713e-07,0.9807713
38,38,6.880621710000001e-05,68.8062171,0,1,62.58823529411765,,False,,0.0,4.318,4.886463e-07,0.4886463,0.0,4.261,1.750522e-05,17.50522,0.0,4.164,6.295653e-07,0.6295653,0.0,4.23,1.494923e-05,14.94923,0.5215686274509804,3.649,3.66409e-06,3.66409,0.0,4.329,4.012927e-07,0.4012927,0.0,3.995,3.028961e-05,30.28961,0.0,4.294,8.785628e-07,0.8785628
39,39,0.00010510680203,105.10680203,0,1,116.23529411764704,,False,,0.0,4.318,4.845514e-07,0.4845513999999999,0.0,4.261,5.490687e-06,5.490687,0.968627450980392,3.734,4.915795e-05,49.15795,0.0,4.23,9.412893e-07,0.9412893,0.0,3.977,4.786259e-05,47.86259,0.0,4.329,5.003773e-08,0.05003773,0.0,3.995,1.169116e-07,0.1169116,0.0,4.294,1.002785e-06,1.002785
40,40,5.95653455e-05,59.56534550000001,0,1,62.58823529411765,,False,,0.0,4.318,4.712449e-07,0.4712449,0.0,4.261,1.236685e-06,1.236685,0.0,4.164,1.36213e-05,13.6213,0.5215686274509804,3.926,3.499275e-06,3.499275,0.0,3.977,2.977927e-06,2.977927,0.0,4.329,3.639715e-05,36.39715,0.0,3.995,4.090078e-07,0.4090078,0.0,4.294,9.527558e-07,0.9527558
41,41,5.2058087100000005e-05,52.0580871,0,1,46.11764705882353,,False,,0.0,4.318,2.530351e-07,0.2530351,0.0,4.261,1.2235e-05,12.235,0.0,4.164,4.732398e-07,0.4732398,0.0,4.23,1.123554e-05,11.23554,0.3843137254901961,3.699,3.392053e-06,3.392053,0.0,4.329,2.51493e-07,0.251493,0.0,3.995,2.334636e-05,23.34636,0.0,4.294,8.713662e-07,0.8713662
42,42,0.0001072117314999,107.2117315,0,1,116.23529411764704,,False,,0.0,4.318,2.798422e-06,2.798422,0.968627450980392,3.837,5.710836e-05,57.10836,0.0,4.164,6.132114e-07,0.6132114,0.0,4.23,1.65282e-05,16.5282,0.0,3.977,6.44298e-06,6.44298,0.0,4.329,6.374861e-07,0.6374861,0.0,3.995,2.160359e-05,21.60359,0.0,4.294,1.479482e-06,1.479482
43,43,0.0001038228977,103.8228977,0,1,112.4705882352941,,False,,0.0,4.318,4.742134e-07,0.4742134,0.0,4.261,5.406052e-06,5.406052,0.9372549019607842,3.737,4.863307e-05,48.63307,0.0,4.23,9.40199e-07,0.940199,0.0,3.977,4.720182e-05,47.20182,0.0,4.329,5.09861e-08,0.0509861,0.0,3.995,1.129182e-07,0.1129182,0.0,4.294,1.003639e-06,1.003639
44,44,4.62750531e-05,46.2750531,0,1,46.11764705882353,,False,,0.0,4.318,4.738726e-07,0.4738726,0.0,4.261,1.147127e-06,1.147127,0.0,4.164,1.040202e-05,10.40202,0.3843137254901961,3.966,3.031425e-06,3.031425,0.0,3.977,2.145038e-06,2.145038,0.0,4.329,2.787341e-05,27.87341,0.0,3.995,2.529296e-07,0.2529296,0.0,4.294,9.492309e-07,0.9492309
45,45,4.66184613e-05,46.61846130000001,0,1,40.47058823529412,,False,,0.0,4.318,1.873216e-07,0.1873216,0.0,4.261,1.062646e-05,10.62646,0.0,4.164,4.21514e-07,0.421514,0.0,4.23,9.997432e-06,9.997432,0.3372549019607843,3.716,3.308081e-06,3.308081,0.0,4.329,2.075125e-07,0.2075125,0.0,3.995,2.10008e-05,21.0008,0.0,4.294,8.693402e-07,0.8693402
46,46,0.0001034001483,103.40014829999998,0,1,112.4705882352941,,False,,0.0,4.318,2.705253e-06,2.705253,0.9372549019607842,3.846,5.497551e-05,54.97551,0.0,4.164,5.913932e-07,0.5913932,0.0,4.23,1.591174e-05,15.911740000000002,0.0,3.977,6.251078e-06,6.251078,0.0,4.329,6.198581e-07,0.6198581000000001,0.0,3.995,2.08687e-05,20.8687,0.0,4.294,1.476616e-06,1.476616
47,47,3.91422795e-05,39.1422795,0,1,40.47058823529412,,False,,0.0,4.318,4.697932e-07,0.4697931999999999,0.0,4.261,1.094269e-06,1.094269,0.0,4.164,8.698657e-06,8.698656999999999,0.3372549019607843,3.989,2.769676e-06,2.769676,0.0,3.977,1.744574e-06,1.7445739999999998,0.0,4.329,2.32361e-05,23.2361,0.0,3.995,1.817588e-07,0.1817588,0.0,4.294,9.474515e-07,0.9474515
48,48,4.44981024e-05,44.4981024,0,1,38.58823529411765,,False,,0.0,4.318,1.642367e-07,0.1642366999999999,0.0,4.261,9.956751e-06,9.956751,0.0,4.164,4.02176e-07,0.402176,0.0,4.23,9.531786e-06,9.531786,0.3215686274509804,3.723,3.271597e-06,3.271597,0.0,4.329,1.908198e-07,0.1908198,0.0,3.995,2.010812e-05,20.10812,0.0,4.294,8.726159e-07,0.8726159
49,49,0.00010597809928,105.97809928,0,2,115.29411764705884,,False,,0.0,4.318,4.881875e-07,0.4881875,0.0,4.261,5.539689e-06,5.539689,0.9607843137254904,3.732,4.948708e-05,49.48708,0.0,4.23,9.423371e-07,0.9423371,0.0,3.977,4.83466e-05,48.3466,0.0,4.329,4.953008e-08,0.04953008,0.0,3.995,1.196396e-07,0.1196396,0.0,4.294,1.005036e-06,1.005036
50,50,3.83800569e-05,38.3800569,0,1,38.58823529411765,,False,,0.0,4.318,4.716365e-07,0.4716365,0.0,4.261,1.085433e-06,1.085433,0.0,4.164,8.492477e-06,8.492477,0.3215686274509804,3.992,2.744176e-06,2.744176,0.0,3.977,1.712863e-06,1.712863,0.0,4.329,2.274936e-05,22.74936,0.0,3.995,1.740259e-07,0.1740259,0.0,4.294,9.500855e-07,0.9500855
51,51,6.01160413e-05,60.11604129999999,0,1,54.11764705882352,,False,,0.0,4.318,3.62092e-07,0.3620919999999999,0.0,4.261,1.477848e-05,14.77848,0.0,4.164,5.486783e-07,0.5486783,0.0,4.23,1.304018e-05,13.04018,0.4509803921568627,3.674,3.533097e-06,3.533097,0.0,4.329,3.239436e-07,0.3239436,0.0,3.995,2.665743e-05,26.65743,0.0,4.294,8.721404e-07,0.8721404
52,52,0.0001061405513,106.1405513,0,2,115.29411764705884,,False,,0.0,4.318,2.779609e-06,2.779609,0.9607843137254904,3.839,5.650854e-05,56.50854,0.0,4.164,6.048662e-07,0.6048662,0.0,4.23,1.631167e-05,16.31167,0.0,3.977,6.410564e-06,6.410564,0.0,4.329,6.311231e-07,0.6311231,0.0,3.995,2.141813e-05,21.41813,0.0,4.294,1.476049e-06,1.476049
53,53,5.29685999e-05,52.9685999,0,1,54.11764705882352,,False,,0.0,4.318,4.723691e-07,0.4723691,0.0,4.261,1.19592e-06,1.19592,0.0,4.164,1.201623e-05,12.01623,0.4509803921568627,3.945,3.271329e-06,3.271329,0.0,3.977,2.54407e-06,2.54407,0.0,4.329,3.218808e-05,32.18808000000001,0.0,3.995,3.292759e-07,0.3292759,0.0,4.294,9.513259e-07,0.9513259
54,54,0.0001051902102,105.1902102,0,1,97.41176470588236,,False,,0.0,4.318,1.129271e-06,1.129271,0.0,4.261,2.936613e-05,29.36613,0.0,4.164,9.883232e-07,0.9883232,0.0,4.23,2.319514e-05,23.19514,0.8117647058823529,3.553,4.190366e-06,4.190366,0.0,4.329,7.677181e-07,0.7677181,0.0,3.995,4.465405e-05,44.65405,0.0,4.294,8.992119e-07,0.8992119
55,55,9.16498984e-05,91.6498984,0,1,97.41176470588236,,False,,0.0,4.318,4.798382e-07,0.4798382,0.0,4.261,1.427759e-06,1.427759,0.0,4.164,2.117686e-05,21.17686,0.8117647058823529,3.841,4.554962e-06,4.554962,0.0,3.977,5.272248e-06,5.272247999999999,0.0,4.329,5.689837e-05,56.89837,0.0,3.995,8.592557e-07,0.8592557,0.0,4.294,9.806055e-07,0.9806055
56,56,9.73648152e-05,97.3648152,0,1,89.88235294117646,,False,,0.0,4.318,9.788729e-07,0.9788729,0.0,4.261,2.675894e-05,26.758940000000003,0.0,4.164,9.089251e-07,0.9089251,0.0,4.23,2.13999e-05,21.3999,0.7490196078431371,3.573,4.069044e-06,4.069044,0.0,4.329,6.829172e-07,0.6829172,0.0,3.995,4.167034e-05,41.67034,0.0,4.294,8.95876e-07,0.895876
57,57,8.3808623e-05,83.808623,0,1,89.88235294117646,,False,,0.0,4.318,4.801336e-07,0.4801336,0.0,4.261,1.38342e-06,1.38342,0.0,4.164,1.942441e-05,19.42441,0.7490196078431371,3.861,4.295878e-06,4.295877999999999,0.0,3.977,4.658949e-06,4.658949000000001,0.0,4.329,5.185544e-05,51.85544,0.0,3.995,7.378653e-07,0.7378653,0.0,4.294,9.725271e-07,0.9725271
58,58,0.0001141213298,114.1213298,0,1,106.8235294117647,,False,,0.0,4.318,1.305456e-06,1.3054560000000002,0.0,4.261,3.227059e-05,32.27059,0.0,4.164,1.075299e-06,1.075299,0.0,4.23,2.513971e-05,25.13971,0.8901960784313725,3.531,4.311185e-06,4.311185,0.0,4.329,8.597008e-07,0.8597008,0.0,3.995,4.824651e-05,48.24651,0.0,4.294,9.12879e-07,0.912879
59,59,9.95412358e-05,99.5412358,0,1,106.8235294117647,,False,,0.0,4.318,4.824264e-07,0.4824264,0.0,4.261,1.466626e-06,1.466626,0.0,4.164,2.315781e-05,23.15781,0.8901960784313725,3.821,4.799491e-06,4.799491,0.0,3.977,5.862536e-06,5.862536,0.0,4.329,6.17875e-05,61.7875,0.0,3.995,9.911424e-07,0.9911424,0.0,4.294,9.93704e-07,0.993704
60,60,9.2193202e-05,92.193202,0,1,84.70588235294117,,False,,0.0,4.318,8.82278e-07,0.882278,0.0,4.261,2.504193e-05,25.04193,0.0,4.164,8.616538e-07,0.8616537999999999,0.0,4.23,2.028493e-05,20.284930000000003,0.7058823529411764,3.586,3.98906e-06,3.98906,0.0,4.329,6.301788e-07,0.6301788,0.0,3.995,3.96127e-05,39.6127,0.0,4.294,8.904714e-07,0.8904714
61,61,8.01215955e-05,80.1215955,0,1,84.70588235294117,,False,,0.0,4.318,4.792304e-07,0.4792303999999999,0.0,4.261,1.361029e-06,1.3610289999999998,0.0,4.164,1.850425e-05,18.504250000000003,0.7058823529411764,3.87,4.176623e-06,4.176623,0.0,3.977,4.393654e-06,4.393654,0.0,4.329,4.955004e-05,49.55004,0.0,3.995,6.884513e-07,0.6884513,0.0,4.294,9.683178e-07,0.9683178
