global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,grad_norm,max_abs_grad,accepted,rejected,lr_used
5,5,optimized,,1,0.05623115529411895,0.05331841571899545,0.23966414310107367,0.14305506593506756,True,True,0.025
5,5,optimized,,2,0.05339466477389757,0.05088779578541834,0.22195370152020735,0.130432316170104,True,True,0.05
5,5,optimized,,3,0.05074644596345844,0.049177754521687135,0.19193805426036514,0.11707043269496273,True,True,0.0125
5,5,optimized,,4,0.04909494918198284,0.04746869004659263,0.18696234580426738,0.10857455848669023,True,False,0.05
5,5,optimized,,5,0.047500577877454264,0.04604685302372274,0.1700720904250109,0.09861501061403044,True,False,0.025
5,5,optimized,,6,0.04599383648750887,0.045136278438394774,0.15361170092748647,0.08986558107651342,True,True,0.0125
5,5,optimized,,7,0.04515337554372164,0.04425882917700658,0.14320509235805845,0.08655042130383757,True,True,0.05
5,5,optimized,,8,0.044173782646539865,0.04334132536653881,0.128003841511603,0.07923999069571433,True,False,0.025
5,5,optimized,,9,0.04333870126668353,0.04271839867696862,0.1181136029138467,0.07315255517230174,True,True,0.025
5,5,optimized,,10,0.042758328484362625,0.042189074215976216,0.10527258867711059,0.06482157958386153,True,True,0.025
5,5,optimized,,11,0.04231509055923317,0.04178889120213721,0.09772638813900685,0.06076239993569426,True,True,0.025
5,5,optimized,,12,0.04172494030147374,0.04134816026508962,0.08696338718236868,0.05462372688775487,True,True,0.025
5,5,optimized,,13,0.04121870536280367,0.04105292589175113,0.07775130548179371,0.04666858742222248,True,True,0.025
5,5,optimized,,14,0.04109386667086213,0.04074076046925463,0.33889666265195223,0.331273648791808,True,True,0.025
8,6,optimized,,0,0.07798790109480878,0.07628724285585986,0.9651888730207127,0.9658638210135461,0.12748898943544215,0.09429178868489241,True,True,0.0125
8,6,optimized,,1,0.0763158681711755,0.07454392887559519,0.9658549678713738,0.9666257003568482,0.11322870404463342,0.08797088323740408,True,False,0.05
8,6,optimized,,2,0.07435801556212139,0.07354589146246063,0.9666902220386272,0.9670432699917254,0.09619663143791184,0.0737737394464527,True,True,0.0125
8,6,optimized,,3,0.07329908965752395,0.07252116074807093,0.9671478983915682,0.9674787663286234,0.08138352476561772,0.059202744819332534,True,False,0.0125
8,6,optimized,,4,0.07247294758388086,0.0715684420013353,0.9674788810945195,0.967849270851859,0.0766888687025537,0.05650453669275252,True,True,0.0125
8,6,optimized,,5,0.071729172260873,0.07126736746876554,0.9677888480456258,0.9679789178631028,0.06804727432258156,0.04933756388700559,True,True,0.025
8,6,optimized,,6,0.07129009220817507,0.07070685317167642,0.9679504455525618,0.9682058512217958,0.057337473594286,0.038108944764896485,True,False,0.025
8,6,optimized,,7,0.07072897066054935,0.07054788410307744,0.9682013117059165,0.9682636972233828,0.05422843960201032,0.035486892090401526,True,True,0.025
8,6,optimized,,8,0.07056605779609595,0.07023212889746601,0.9682615239955347,0.9683965827929132,0.050351924693115356,0.03612817605211412,True,True,0.1
8,6,optimized,,9,0.07008657953969308,0.07025404300291262,0.9684631271658783,0.9683850036953273,0.04498243135911486,0.03536136817509873,True,True,0.025
8,7,optimized,,0,0.058333691686000055,0.05799822568596173,0.97342106175619,0.9736076867294654,0.06700266842557501,0.04105314903372571,True,True,0.05
8,7,optimized,,1,0.05811775422384567,0.05780071852450894,0.9735519906267407,0.9737268127773195,0.060768226839488855,0.04202028863219903,True,True,0.1
8,7,optimized,,2,0.057770119808206885,0.05755735554579088,0.9737397996350118,0.9738858362205799,0.058228467832725575,0.040026313923205575,True,True,0.025
8,7,optimized,,3,0.05755563844695275,0.057299925107012005,0.9738765847523936,0.9740337236007165,0.05719057610046246,0.039416489740621424,True,True,0.1
8,7,optimized,,4,0.057238722163471,0.057093182075612856,0.9740499169676324,0.9741201674863663,0.055546841729617644,0.03893947974726614,True,True,0.0125
8,7,optimized,,5,0.057169753882405125,0.05619870257269944,0.9740946165943655,0.9746608926046249,0.27468416434851606,0.27133305107493144,True,True,0.0125
8,7,optimized,,6,0.05602388105245433,0.05609081130282386,0.9747442486583221,0.9747097379492534,0.05130833842968826,0.03465483695190444,True,True,0.1
8,7,optimized,,7,0.05609061037993126,0.05580251843569879,0.9747061850597323,0.9748676477384768,0.04982329060221838,0.03329774957887483,True,True,0.0125
8,7,optimized,,8,0.055875273993565504,0.05550927796470854,0.9748258091714683,0.975011364539796,0.04826071891511198,0.032574440785499544,True,True,0.05
8,7,optimized,,9,0.055563285355954006,0.05541433012846804,0.9749934101146434,0.9750800706523857,0.048283296823172346,0.033744766252106324,True,True,0.025
8,8,optimized,,0,0.05946828223401569,0.05920141365638759,0.977105841391915,0.9770916973639535,0.056321209625661256,0.03657976281012983,True,True,0.0125
8,8,optimized,,1,0.05907813751821979,0.05871626826187089,0.9771561128266675,0.9771665291246838,0.05724461173468085,0.03644050764324689,True,True,0.1
8,8,optimized,,2,0.058860015586811226,0.05847410400718098,0.9771213042710423,0.9771820634044694,0.0560767589553039,0.03527052793941074,True,True,0.05
8,8,optimized,,3,0.05839524990650647,0.05838779172730398,0.9772084813350769,0.9771984842918238,0.05449551065783936,0.03330040425062184,True,True,0.05
