sample_index,label,prediction,correct,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7
210,1,1,1,3.51554699591e-05,0.351281911135,0.262680441141,0.221738532186,0.000156620561029,0.052410505712,0.0599935986102,0.0517032928765,0.0336292758584,0.697920799255,0.0581039637327,0.0215125773102,0.0224186163396,0.0405704341829,0.0257858727127,0.100058436394
211,5,5,1,0.0641085356474,0.0749142542481,0.0654835402966,0.0273775849491,2.22499293159e-05,0.385950744152,0.382120847702,2.22688158829e-05,0.0720098763704,0.0856501758099,0.0605454482138,0.0162090156227,0.0470713563263,0.626629114151,0.0407653190196,0.0511196739972
212,7,7,1,0.0514290779829,0.0484517626464,0.0539450198412,0.0662090852857,0.0733199715614,0.0785351544619,0.161042079329,0.467067867517,0.0510328188539,0.0580903813243,0.0503522455692,0.0354418568313,0.0523624271154,0.0377861596644,0.0602135621011,0.654720544815
213,7,7,1,0.0537755712867,0.055107627064,0.0631766617298,0.0703662037849,0.0529529191554,0.0791125893593,0.165775164962,0.459733277559,0.0530829764903,0.0724322274327,0.0593544617295,0.0286265630275,0.0453712008893,0.0439963825047,0.0517320372164,0.645404160023
214,2,2,1,0.305088162422,4.35977126472e-05,0.266067743301,0.254065781832,0.000273665762506,0.0566860102117,0.0551553666592,0.0626197382808,0.0440137535334,0.072433874011,0.652099192142,0.0230521541089,0.0330742634833,0.0360876023769,0.0254479367286,0.113791242242
215,2,2,1,0.30265262723,3.70997258869e-05,0.264586418867,0.252142369747,0.000120313241496,0.0614370852709,0.0647036060691,0.0543204881251,0.0433251932263,0.0723967254162,0.649682283401,0.0219944808632,0.0318315736949,0.0460527911782,0.0280355010182,0.106681488454
216,6,6,1,0.108185023069,0.0923112258315,0.0124608837068,0.132781773806,0.338280320168,4.7869169066e-05,0.315854460001,7.84110015957e-05,0.150258019567,0.0364046022296,0.0316090174019,0.0502183511853,0.0273808725178,0.0284859128296,0.631010293961,0.0446328856051
217,5,5,1,0.0646292567253,0.0710561275482,0.0504677705467,0.0279791969806,3.40581500495e-05,0.399616241455,0.386181503534,3.58933139069e-05,0.0742056518793,0.0742598474026,0.0551930814981,0.020979071036,0.0410586334765,0.641858756542,0.0399305671453,0.0525143444538
218,7,7,1,0.0512130856514,0.0475421212614,0.0523981079459,0.067088842392,0.0756855458021,0.0797532349825,0.16104747355,0.465271681547,0.0506962500513,0.0566350445151,0.0497885160148,0.0373649559915,0.0526510514319,0.0379852727056,0.0614070817828,0.653471827507
219,7,7,1,0.0501080453396,0.0517241284251,0.0581763498485,0.0689209625125,0.072150580585,0.0803754478693,0.163111656904,0.455432862043,0.0507416278124,0.0644114091992,0.0515561513603,0.0354705378413,0.0534054636955,0.0399898737669,0.0613402053714,0.643084704876
220,1,1,1,2.99029306916e-05,0.344880670309,0.264130085707,0.220172822475,9.73566056928e-05,0.0530844405293,0.0605592280626,0.0570454448462,0.0321717634797,0.692880213261,0.0592061020434,0.0209083203226,0.0224989727139,0.0406014360487,0.024488247931,0.10724503547
221,1,1,1,2.98728391499e-05,0.34506264329,0.26495680213,0.218991801143,0.000102624180727,0.0541340559721,0.0600000023842,0.0567220710218,0.0321972109377,0.692824482918,0.0590505562723,0.0210558045655,0.0231636241078,0.04099265486,0.0240045469254,0.106711141765
222,0,0,1,0.376152932644,0.328779071569,0.000177616326255,0.00836140289903,0.0937258675694,0.0625305175781,0.066484645009,0.0637879297137,0.649345695972,0.0310391299427,0.0169093348086,0.0348468646407,0.0566360242665,0.0345032587647,0.0521942786872,0.12452531606
223,3,3,1,0.0427374355495,0.0692858472466,2.68301264441e-05,0.336608976126,0.199576497078,0.309198915958,0.000103254591522,0.0424622371793,0.0701355785131,0.0664040446281,0.0393916517496,0.625808537006,0.0601122006774,0.0259007196873,0.0304626021534,0.0817845910788
224,0,0,1,0.383067011833,0.342418670654,0.00013341079466,0.00699475826696,0.0740057677031,0.0645544081926,0.0634495690465,0.0653763711452,0.666882395744,0.0340745039284,0.017377179116,0.0299554597586,0.0501394569874,0.0376123934984,0.0399461053312,0.124012589455
225,1,1,1,2.89514973701e-05,0.344493001699,0.26459223032,0.219226822257,8.96238416317e-05,0.0541817471385,0.0619829334319,0.0554047562182,0.0320726111531,0.692391574383,0.059160310775,0.0207372643054,0.0227307956666,0.0423911958933,0.0248329844326,0.105683326721
226,4,4,1,0.0846251919866,0.0571257285774,0.294335126877,1.98102370632e-05,0.292852699757,0.208445936441,2.03810195671e-05,0.0625751838088,0.0649103522301,0.0572854653001,0.0520382858813,0.0500355102122,0.65527755022,0.00881538912654,0.0168814025819,0.0947559922934
227,1,1,1,3.00225783576e-05,0.345594227314,0.263970851898,0.217185124755,0.000104965081846,0.0564909316599,0.0603595115244,0.0562643781304,0.0324829295278,0.691257417202,0.0582966543734,0.0214977841824,0.0237984955311,0.0427267663181,0.0234883837402,0.106451496482
228,2,2,1,0.305751264095,2.45689225267e-05,0.255630135536,0.252795398235,3.56124728569e-05,0.0636606961489,0.0633172988892,0.058785032481,0.044657047838,0.0697885081172,0.648503482342,0.0234025605023,0.0298383496702,0.0463608391583,0.0253064930439,0.112142652273
229,1,1,1,3.02616699628e-05,0.345793515444,0.263274312019,0.220229208469,8.97145800991e-05,0.0540700107813,0.0628140345216,0.0536989159882,0.0324188098311,0.693216919899,0.0589315183461,0.0208809990436,0.0222609918565,0.043067574501,0.0254920031875,0.103731155396
230,2,2,1,0.304355353117,4.088670903e-05,0.266995698214,0.255912303925,0.000229114317335,0.0589712932706,0.0551625303924,0.0583328567445,0.0435282662511,0.0732303038239,0.654154717922,0.0238687451929,0.0333267189562,0.0381295271218,0.025311190635,0.108450613916
231,7,7,1,0.0137592554092,0.142948225141,0.111280314624,0.102571502328,0.0234542153776,0.0866768732667,0.122131340206,0.39717823267,0.0415814332664,0.230762019753,0.0409797765315,0.0295613482594,0.0407893545926,0.0423375628889,0.0271574873477,0.546831011772
232,5,5,1,0.0629938989878,0.0749330669641,0.0625779554248,0.0262744072825,2.6823796361e-05,0.388412028551,0.384754896164,2.69454849331e-05,0.0721918344498,0.0836312025785,0.057737596333,0.0163850262761,0.0464484356344,0.631314694881,0.0406656488776,0.0516255497932
233,2,2,1,0.302691042423,2.43433587457e-05,0.262014269829,0.252838879824,3.20842846122e-05,0.0599118322134,0.0638476982713,0.0586397722363,0.0431290604174,0.0719582363963,0.650866210461,0.0214915201068,0.02987812832,0.044473066926,0.0264450274408,0.111758753657
234,6,6,1,0.0648202225566,0.0563107654452,0.0652872547507,0.155567958951,0.324597746134,3.17663434544e-05,0.333352476358,3.17894628097e-05,0.0630531683564,0.0648636594415,0.0598780103028,0.0337789468467,0.0479371361434,0.0307275764644,0.654639065266,0.0451223999262
235,4,4,1,0.0817417651415,0.0630135089159,0.302809268236,4.33097484347e-05,0.278443962336,0.211247086525,0.000111551169539,0.0625894665718,0.0653183609247,0.0656724646688,0.0520796626806,0.0470786318183,0.648129940033,0.0106294052675,0.0156342610717,0.0954572483897
236,1,1,1,3.40823135048e-05,0.344540417194,0.264241337776,0.218546837568,0.000193043684703,0.0553617328405,0.0582856871188,0.0587968602777,0.0323628038168,0.690107405186,0.0585721991956,0.0221580434591,0.0242861025035,0.0400287397206,0.0234292782843,0.109055392444
237,5,5,1,0.0526973381639,0.0739453807473,0.0634204298258,0.0280524026603,3.85200874007e-05,0.390729814768,0.391074359417,4.17940464104e-05,0.0629726871848,0.0886510163546,0.0534857623279,0.0173045676202,0.0453739948571,0.636876344681,0.0423476025462,0.0529880076647
238,2,2,1,0.30376496911,3.67704233213e-05,0.261128097773,0.255841702223,0.000182006508112,0.0617793649435,0.0597435794771,0.0575235448778,0.0438476540148,0.0718294680119,0.649920940399,0.0243383906782,0.0319291241467,0.0425398387015,0.0262523032725,0.109342135489
239,2,2,1,0.303594738245,2.83008030237e-05,0.265665352345,0.253678172827,5.32525373274e-05,0.0631141215563,0.0572737082839,0.0565924160182,0.0430999919772,0.072908565402,0.654231250286,0.0235874280334,0.0325900837779,0.0428280979395,0.0237334575504,0.107021182775
240,0,0,1,0.388501822948,0.335394412279,0.000171074760146,0.00810793228447,0.0842469781637,0.0668274015188,0.0625670775771,0.0541833229363,0.665742218494,0.0320375114679,0.0186314433813,0.0345526225865,0.0551206842065,0.0381012521684,0.045971788466,0.109842434525
241,4,4,1,0.0777674168348,0.0656225904822,0.29680493474,2.28451135627e-05,0.292772591114,0.214771702886,2.41691977863e-05,0.052213832736,0.0655938461423,0.0656774267554,0.0464985109866,0.0514477416873,0.65986841917,0.0107049969956,0.0174053218216,0.0828037336469
242,0,0,1,0.38307800889,0.330620765686,9.06677232706e-05,0.00491198850796,0.078901194036,0.0678430125117,0.0673845782876,0.0671698525548,0.66114038229,0.0288375355303,0.0159985702485,0.0288524515927,0.0548672042787,0.0405503325164,0.0414219684899,0.128331542015
243,0,0,1,0.37524291873,0.325453728437,0.000203572330065,0.0102894986048,0.0915997475386,0.0642965883017,0.0697606503963,0.0631532520056,0.642760694027,0.0321830734611,0.0186526644975,0.0365205667913,0.0540496855974,0.037026103586,0.0536708571017,0.12513640523
244,2,2,1,0.3002576828,2.77513445326e-05,0.269315987825,0.256886690855,5.15672800248e-05,0.0709953084588,0.0543504916131,0.048114541918,0.0416411831975,0.0750518888235,0.656499266624,0.0268318466842,0.0352935120463,0.0470554791391,0.022194603458,0.0954321697354
245,4,4,1,0.0856069475412,0.0572646707296,0.300041019917,2.34332601394e-05,0.290583491325,0.214334577322,2.64562386292e-05,0.0521194413304,0.0648586526513,0.0586101859808,0.0539035983384,0.0502316392958,0.661780238152,0.010764782317,0.0172167923301,0.0826340839267
246,7,7,1,0.0406556166708,0.0591724738479,0.0568073578179,0.0662266165018,0.0655210837722,0.0685454756021,0.167163386941,0.475908011198,0.0482328869402,0.0733272731304,0.0427306964993,0.0288995895535,0.0456866025925,0.0358508564532,0.0608927309513,0.664379358292
247,1,1,1,3.1391322409e-05,0.349126935005,0.26558637619,0.218051418662,0.000117343966849,0.0542439669371,0.0598793625832,0.0529631711543,0.0330159775913,0.696317374706,0.0582938268781,0.020933130756,0.0235644206405,0.0416562817991,0.0244848821312,0.101734161377
248,2,2,1,0.3024276793,2.65609705821e-05,0.259892463684,0.248668283224,4.84855481773e-05,0.0625705569983,0.062155675143,0.0642102435231,0.0435918904841,0.0705454275012,0.645301878452,0.0222128052264,0.0312598645687,0.0440965630114,0.0243302546442,0.118661388755
249,4,4,1,0.0843815132976,0.0594492144883,0.294649451971,1.83393076441e-05,0.292348951101,0.210909292102,1.85419285117e-05,0.0582246780396,0.0662502199411,0.0590127781034,0.0511630177498,0.0504892282188,0.656913220882,0.00953181833029,0.0169574636966,0.0896823182702
250,0,0,1,0.389298170805,0.32750415802,0.000124561323901,0.0075418674387,0.0847142487764,0.0680636614561,0.0694110989571,0.0533422343433,0.661085426807,0.0295075606555,0.0187426265329,0.033192101866,0.0546609126031,0.0423974990845,0.0491900332272,0.111223772168
251,2,2,1,0.306435406208,3.33354510076e-05,0.262979924679,0.256437420845,9.39284072956e-05,0.0619759224355,0.0580276250839,0.054016366601,0.0441871136427,0.0722628310323,0.655621886253,0.0241427086294,0.031791485846,0.0427552722394,0.0252949949354,0.103943713009
252,7,7,1,0.0439830087125,0.0576842650771,0.0546769984066,0.068501830101,0.0714803934097,0.0750377550721,0.163598522544,0.465037167072,0.0505547001958,0.0693967565894,0.0441443286836,0.0344810895622,0.0492167174816,0.037257950753,0.0620021261275,0.652946293354
253,4,4,1,0.0819863602519,0.0618901774287,0.298145055771,2.24598643399e-05,0.288545936346,0.214260816574,2.37532931351e-05,0.0551255196333,0.0657304078341,0.062534160912,0.0503308326006,0.0503050424159,0.657909333706,0.0105483215302,0.016520768404,0.0861211717129
254,3,3,1,0.0434064865112,0.0588986389339,2.46016261372e-05,0.342629164457,0.207846626639,0.301622003317,4.96235661558e-05,0.0455228686333,0.0640821829438,0.0592398904264,0.043091326952,0.632498145103,0.0605936348438,0.0224269703031,0.0326190963387,0.0854487940669
255,3,3,1,0.0404100194573,0.064108774066,1.71267383848e-05,0.337272703648,0.218376159668,0.284071356058,1.78822228918e-05,0.0557259470224,0.0654692798853,0.061879709363,0.0377088971436,0.624258100986,0.0615209788084,0.0167572163045,0.0346758030355,0.0977300405502
256,0,0,1,0.390040904284,0.336494475603,9.69797474681e-05,0.00506081897765,0.0788888409734,0.0642964169383,0.0657134950161,0.0594080239534,0.672590255737,0.0295907240361,0.0165246240795,0.0280678272247,0.0540079213679,0.0391500033438,0.0430307090282,0.117037959397
257,0,0,1,0.383466809988,0.345790535212,0.000132284258143,0.00774746434763,0.0757688730955,0.0609514936805,0.0606670640409,0.0654754787683,0.669601380825,0.0351728312671,0.0174877103418,0.0306258630008,0.0494253560901,0.0339170210063,0.0408508144319,0.122918955982
258,3,3,1,0.0398569628596,0.0645722001791,2.27392683882e-05,0.337987810373,0.211552888155,0.297497659922,3.67484135495e-05,0.0484729781747,0.0649006441236,0.063350699842,0.0381027944386,0.629202783108,0.0615995749831,0.0208548344672,0.0329426676035,0.0890460461378
259,1,1,1,3.07367481582e-05,0.344278603792,0.264039605856,0.220073401928,0.000116950890515,0.055676471442,0.063550516963,0.0522336550057,0.0321106798947,0.691828846931,0.0591772198677,0.0212956089526,0.0229409821332,0.0445668026805,0.0258288122714,0.102250985801
260,6,6,1,0.0694954246283,0.0565547645092,0.0647709369659,0.159302324057,0.321214467287,3.34324213327e-05,0.328593611717,3.49863948941e-05,0.0662747845054,0.0644727870822,0.0636298283935,0.0348918326199,0.046767834574,0.0299394801259,0.649288117886,0.04473535344
261,5,5,1,0.0591016225517,0.0741621702909,0.0593878589571,0.0337338484824,3.72714785044e-05,0.395322114229,0.378214746714,4.03633530368e-05,0.0681160315871,0.08749704808,0.0589784793556,0.0221133977175,0.0424646548927,0.628144323826,0.0407157503068,0.0519702844322
262,2,2,1,0.302829921246,4.34738503827e-05,0.252988576889,0.248217344284,0.00029566680314,0.064205750823,0.0669393762946,0.064479932189,0.0450954847038,0.0681667998433,0.635610222816,0.0237096585333,0.0318239741027,0.0464764609933,0.0276999659836,0.121417410672
263,5,5,1,0.0624260492623,0.0773936584592,0.0514216460288,0.0279153734446,3.35205331794e-05,0.396643280983,0.384131848812,3.46510132658e-05,0.0761597901583,0.0800130367279,0.0523584596813,0.0205593537539,0.0412336587906,0.637631118298,0.0398689098656,0.0521757230163
264,2,7,0,0.16109533608,0.00747865438461,0.128717690706,0.131397858262,0.0260763335973,0.0833848118782,0.132320642471,0.329528689384,0.0470786951482,0.0462519414723,0.263731092215,0.0297489538789,0.047344096005,0.0464383848011,0.0417936071754,0.477613270283
265,3,3,1,0.0479787923396,0.0728007405996,2.14478877751e-05,0.340557664633,0.182949066162,0.325623750687,5.72955032112e-05,0.0300112757832,0.0764127522707,0.0689478740096,0.0435816645622,0.629797756672,0.0573849640787,0.0327779352665,0.0266440082341,0.064452983439
266,0,0,1,0.380169004202,0.329509973526,0.00091250683181,0.0206657573581,0.0553132295609,0.0804540514946,0.0691262856126,0.063849337399,0.629221856594,0.0470127537847,0.0322914719582,0.0403989627957,0.0391155593097,0.0508587174118,0.0358011722565,0.12529951334
267,4,4,1,0.0849065110087,0.053190421313,0.294157058001,2.58785021288e-05,0.300820291042,0.212956726551,3.58706129191e-05,0.05390721187,0.0626536458731,0.0539693422616,0.0530053749681,0.0524073280394,0.663939833641,0.010005434975,0.0188160892576,0.085202910006
268,2,2,1,0.152578949928,0.0011820262298,0.325649559498,0.313097208738,0.00153257569764,0.0311018377542,0.153311446309,0.021546471864,0.00808799546212,0.148973077536,0.559057176113,0.0108496081084,0.0190152227879,0.0673254206777,0.108190923929,0.078500546515
269,0,0,1,0.384368121624,0.338120251894,0.000128954605316,0.0079845264554,0.0812100097537,0.0616072751582,0.0619935356081,0.06458735466,0.664525330067,0.0329524837434,0.0178535804152,0.032193955034,0.0516240745783,0.0340068712831,0.0440501794219,0.12279355526
270,7,7,1,0.045206554234,0.0658809319139,0.0513306520879,0.0701853260398,0.0735592767596,0.0791496187449,0.160622686148,0.45406499505,0.0570709854364,0.0732691586018,0.0410798788071,0.0385691300035,0.0494684055448,0.0385108813643,0.0617415420711,0.640290021896
271,1,1,1,3.02494845528e-05,0.347460031509,0.264397650957,0.218541622162,0.000104460348666,0.0544351302087,0.0598204880953,0.0552103258669,0.0327379517257,0.694336175919,0.0584381222725,0.0211589541286,0.0232438966632,0.0413699224591,0.0240298081189,0.104685112834
272,1,1,1,2.95196987281e-05,0.344576299191,0.264868050814,0.219142451882,9.68926033238e-05,0.0558587051928,0.0612697638571,0.0541583076119,0.032090652734,0.692486822605,0.0591637827456,0.0213782321662,0.0233477856964,0.0432045273483,0.0243651550263,0.103963010013
273,2,2,1,0.301743656397,3.72041286028e-05,0.262103229761,0.24997612834,0.00017623907479,0.059712883085,0.0599400512874,0.0663105845451,0.043508477509,0.0712346211076,0.644577145576,0.0224657356739,0.0323029235005,0.0401693880558,0.0252144634724,0.120527356863
274,1,1,1,2.98654304061e-05,0.347062706947,0.263921141624,0.219184488058,9.84247235465e-05,0.0543006956577,0.058805141598,0.0565975047648,0.032656647265,0.694121778011,0.0585685633123,0.0214387476444,0.0231151431799,0.0405020713806,0.0234776549041,0.106119386852
275,5,5,1,0.0699230358005,0.0764871537685,0.0534336082637,0.0281087979674,3.7544141378e-05,0.392344474792,0.379625558853,3.98959055019e-05,0.0808616951108,0.077999047935,0.0578266568482,0.0198606867343,0.042422555387,0.629564642906,0.0396592095494,0.05180542171
276,3,3,1,0.040643516928,0.0649587213993,1.77319670911e-05,0.333178758621,0.220522254705,0.283463388681,1.86803536053e-05,0.0571969561279,0.0665183588862,0.0614866092801,0.0367812216282,0.621617913246,0.0628255978227,0.0164242293686,0.0347434170544,0.0996025949717
277,3,3,1,0.0425909087062,0.0612866654992,1.63138174685e-05,0.335736662149,0.221421822906,0.284981012344,1.67069847521e-05,0.0539498738945,0.0658622086048,0.0585646815598,0.0392697453499,0.625350058079,0.0630333051085,0.0168966148049,0.0354299843311,0.0955934375525
278,7,7,1,0.061682227999,0.0459123700857,0.0402303673327,0.0608320795,0.0716929584742,0.0773533284664,0.163793027401,0.478503704071,0.0610888712108,0.0443922020495,0.0483723692596,0.0357768572867,0.0456079058349,0.0383934825659,0.0582396052778,0.668128669262
279,6,6,1,0.0670965462923,0.0588897913694,0.0625081658363,0.156013354659,0.32600915432,3.31408373313e-05,0.329415649176,3.41446648235e-05,0.0671155527234,0.0646025538445,0.0588748119771,0.0351430252194,0.0472418107092,0.0298850033432,0.652287423611,0.044849820435
280,5,5,1,0.0444558858871,0.0977263003588,0.0172988753766,0.0748514682055,0.000115021917736,0.437352269888,0.328041523695,0.000158623064635,0.0782840996981,0.0976011455059,0.0380319617689,0.0768120363355,0.0160011611879,0.607610821724,0.0338194295764,0.0518394000828
281,6,6,1,0.0535148531199,0.0830791965127,0.072142072022,0.136805415154,0.303225964308,0.000900579849258,0.349942922592,0.000389045715565,0.0700539797544,0.0885013192892,0.044247880578,0.0274541452527,0.0532380230725,0.0420237630606,0.621732532978,0.0527483262122
282,1,1,1,2.96790713037e-05,0.345127254725,0.264188230038,0.219010353088,0.000100853743788,0.0538229756057,0.0603093877435,0.0574112720788,0.0322699956596,0.692322850227,0.0588743500412,0.0209783483297,0.0229039043188,0.0408642850816,0.0240935701877,0.107692644
283,3,3,1,0.041711397469,0.0712289363146,1.31367341965e-05,0.325966060162,0.221103355289,0.2851767838,1.31785427584e-05,0.054787248373,0.0719913467765,0.0637407153845,0.034381724894,0.617556393147,0.0646367073059,0.0169851426035,0.0342906005681,0.0964174047112
284,1,1,1,3.0136838177e-05,0.34675437212,0.264123439789,0.218283638358,0.000100307916,0.055237300694,0.058193963021,0.0572768226266,0.0326336733997,0.693320095539,0.0584420971572,0.0216613821685,0.0235930364579,0.0406174585223,0.0228708423674,0.106861360371
285,0,0,1,0.384656101465,0.337780147791,0.000284201378236,0.0115022351965,0.080296382308,0.0610824674368,0.0619899481535,0.0624085180461,0.658300459385,0.036548614502,0.0210863742977,0.0350567288697,0.0491519980133,0.0335788168013,0.0461221002042,0.120154857635
286,5,5,1,0.0649372711778,0.0717457532883,0.0591102614999,0.0306706894189,2.6708617952e-05,0.390067011118,0.383415281773,2.69815882348e-05,0.0717705488205,0.0814973190427,0.0612661875784,0.0194382444024,0.0429036952555,0.629983603954,0.0414275452495,0.0517128743231
287,1,1,1,3.27333291352e-05,0.345444083214,0.264086931944,0.219556599855,0.000156713998877,0.0527727864683,0.0601178482175,0.0578323081136,0.0324373058975,0.692036151886,0.0587517507374,0.0210620425642,0.0230100546032,0.0397798605263,0.0247472729534,0.108175508678
288,3,3,1,0.0331971086562,0.0682438537478,2.16019088839e-05,0.331461697817,0.223068341613,0.276590049267,2.90573007078e-05,0.0673882588744,0.0615243650973,0.0664917677641,0.0312192495912,0.617348134518,0.0620258562267,0.0142762046307,0.0348432511091,0.112271159887
289,1,1,1,3.12840602419e-05,0.347574919462,0.265404731035,0.216352790594,0.000106317071186,0.0560854971409,0.061328087002,0.0531163886189,0.0328069254756,0.693659067154,0.058136202395,0.0208937283605,0.0239530708641,0.0436320230365,0.0243324488401,0.102586425841
290,5,5,1,0.0623057819903,0.076174236834,0.065979026258,0.0265660248697,2.15349664359e-05,0.385405510664,0.383526355028,2.1543017283e-05,0.0714188292623,0.0869910344481,0.0587445795536,0.0156287010759,0.0474568046629,0.627721369267,0.0408608876169,0.0511777587235
291,5,5,1,0.0694157630205,0.0772749707103,0.0401157997549,0.0308724176139,3.30619732267e-05,0.401262819767,0.380990743637,3.44741201843e-05,0.0848670899868,0.0720915049314,0.0521245747805,0.0257105566561,0.0350886434317,0.638765275478,0.0392588786781,0.0520934350789
292,6,6,1,0.0582471080124,0.0668594539165,0.0614640042186,0.15930390358,0.329972237349,2.41328380071e-05,0.324104845524,2.43617541855e-05,0.0657131373882,0.0733276382089,0.0511522255838,0.0375580340624,0.0465762577951,0.028326369822,0.653286159039,0.0440601296723
294,5,5,1,0.0657427757978,0.0756699517369,0.0653515011072,0.0271545480937,1.97767731152e-05,0.383580803871,0.382460862398,1.97795980057e-05,0.0738035440445,0.0853842571378,0.0610444992781,0.0157979112118,0.0468290150166,0.625170707703,0.0410138554871,0.0509562715888
296,7,7,1,0.0380750820041,0.0917626917362,0.114456303418,0.0759989097714,0.0465726479888,0.09557633847,0.155557230115,0.382000774145,0.0492523238063,0.142345964909,0.0602669417858,0.024766728282,0.0679497420788,0.0547921918333,0.0471536964178,0.553472399712
297,4,4,1,0.0725644081831,0.0747307017446,0.297622442245,5.43544229004e-05,0.278496861458,0.211142554879,0.000277999002719,0.0651107206941,0.0668769851327,0.0755825489759,0.0432141497731,0.0475452765822,0.639692366123,0.0112294955179,0.0163593422621,0.0994998663664
298,6,6,1,0.0566135384142,0.061212785542,0.0746250525117,0.161029905081,0.324834406376,2.21651243919e-05,0.321639895439,2.22300786845e-05,0.0575791411102,0.0775118470192,0.0588286519051,0.0341854467988,0.0514183677733,0.0279432274401,0.64891397953,0.0436192527413
299,2,2,1,0.302891254425,6.30941067357e-05,0.252442926168,0.241409316659,0.000647720647976,0.0666333213449,0.0613341368735,0.0745781958103,0.0461270362139,0.0663423612714,0.626470088959,0.0252120606601,0.0359372496605,0.0424010492861,0.0247428230941,0.13276733458
300,2,2,1,0.306699872017,4.7379071475e-05,0.265841662884,0.257049232721,0.000253829930443,0.0564503110945,0.0613978505135,0.0522598512471,0.044377733022,0.0728976503015,0.655607998371,0.0222908686846,0.0315331928432,0.0410283915699,0.0297145880759,0.102549612522
301,5,5,1,0.0636919662356,0.0763943567872,0.0649945959449,0.0264915414155,2.3187863917e-05,0.386864334345,0.38151678443,2.32029524341e-05,0.0729132518172,0.0859858095646,0.0589511729777,0.0160245262086,0.0474829375744,0.62728458643,0.0402654781938,0.0510922819376
302,0,0,1,0.389802098274,0.33926409483,0.000195436019567,0.0110956113786,0.0835861042142,0.0541161410511,0.0591284632683,0.0628120601177,0.666631579399,0.035156968981,0.0206421595067,0.033667601645,0.0484202802181,0.0282955691218,0.0481391847134,0.119046665728
303,6,6,1,0.0643223077059,0.0623083785176,0.0645803287625,0.165808051825,0.326305776834,2.30397490668e-05,0.316628783941,2.32379370573e-05,0.0659765377641,0.0714985430241,0.0597172491252,0.0386579185724,0.0467781834304,0.0268646068871,0.647242903709,0.0432640127838
304,5,5,1,0.0624132975936,0.0771607980132,0.0605110116303,0.028153276071,2.31288340728e-05,0.389243096113,0.382472187281,2.31446119869e-05,0.0732560679317,0.0855790823698,0.0570153333247,0.0179047249258,0.0445863716304,0.629775881767,0.0405634902418,0.0513190552592
