mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,label,iteration
5,44,3.665,7.08533598803478,,6.376802389231302,7.793869586838258,26,226,4,0
6,46,4.086,7.955515334638281,,7.159963801174452,8.751066868102109,26,226,4,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,26,226,4,0
8,49,4.184,8.129883052600475,,7.316894747340427,8.942871357860522,26,226,4,0
1,43,4.107,8.063575343296998,,7.257217808967298,8.869932877626699,26,226,4,15
2,45,4.052,7.955589795724234,,7.16003081615181,8.751148775296658,26,226,4,15
3,41,3.562,6.923524770632809,,6.231172293569528,7.61587724769609,26,226,4,15
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,26,226,4,15
5,44,3.469,6.70642033901573,,6.035778305114157,7.377062372917303,26,226,4,15
6,46,3.909,7.61089315788082,,6.849803842092738,8.371982473668902,26,226,4,15
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,26,226,4,15
8,49,4.061,7.890883144505383,,7.101794830054845,8.679971458955922,26,226,4,15
1,43,4.318,8.477847171257958,7.513534390824707,7.630062454132162,9.325631888383754,29,229,1,0
1,43,4.172,8.19119462679208,,7.372075164112872,9.010314089471288,35,235,4,4
2,45,4.084,8.01841775067566,,7.216575975608094,8.820259525743225,35,235,4,4
3,41,3.717,7.224801115228004,,6.5023210037052035,7.947281226750805,35,235,4,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,35,235,4,4
5,44,3.626,7.009939506852418,,6.308945556167176,7.71093345753766,35,235,4,4
6,46,4.029,7.84453531161469,,7.0600817804532205,8.62898884277616,35,235,4,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,35,235,4,4
8,49,4.135,8.034671707099179,,7.231204536389261,8.838138877809097,35,235,4,4
1,43,4.139,8.126403298248423,,7.313762968423581,8.939043628073266,53,253,4,13
2,45,4.064,7.97915027883102,,7.1812352509479185,8.777065306714123,53,253,4,13
3,41,3.637,7.069303647049839,,6.362373282344855,7.776234011754823,53,253,4,13
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,53,253,4,13
5,44,3.543,6.849480328951494,,6.164532296056345,7.534428361846643,53,253,4,13
6,46,3.958,7.706297037322152,,6.935667333589937,8.476926741054367,53,253,4,13
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,53,253,4,13
8,49,4.098,7.962777425802281,,7.166499683222053,8.75905516838251,53,253,4,13
1,43,4.249,8.342374393393948,,7.508136954054553,9.176611832733343,55,255,3,1
2,45,4.097,8.043941607374677,,7.239547446637209,8.848335768112145,55,255,3,1
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,55,255,3,1
4,48,3.819,7.498057058820261,,6.748251352938235,8.247862764702287,55,255,3,1
5,44,3.706,7.1645989554316225,,6.44813905988846,7.881058850974785,55,255,3,1
6,46,4.018,7.823118114189086,,7.040806302770177,8.605429925607995,55,255,3,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,55,255,3,1
8,49,4.176,8.114338343130875,,7.302904508817788,8.925772177443962,55,255,3,1
1,43,4.093,8.03608811300575,,7.232479301705175,8.839696924306326,64,264,2,2
2,45,4.205,8.255985955335738,,7.430387359802165,9.081584550869312,64,264,2,2
3,41,4.097,7.9634140890742895,,7.167072680166861,8.759755497981718,64,264,2,2
4,48,3.94,7.73562315049799,,6.962060835448192,8.50918546554779,64,264,2,2
5,44,3.882,7.50484974230587,,6.754364768075283,8.255334716536456,64,264,2,2
6,46,4.167,8.113223788408641,,7.301901409567777,8.924546167249506,64,264,2,2
7,42,3.791,7.430775574863744,,6.68769801737737,8.173853132350118,64,264,2,2
8,49,3.954,7.682972655349492,,6.914675389814543,8.451269920884442,64,264,2,2
1,43,4.092,8.034124739413517,,7.230712265472166,8.837537213354869,75,275,5,0
2,45,3.985,7.824043765044689,,7.0416393885402195,8.606448141549157,75,275,5,0
3,41,4.007,7.788479437373853,,7.009631493636467,8.56732738111124,75,275,5,0
4,48,4.086,8.022273145414921,,7.220045830873429,8.824500459956413,75,275,5,0
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,75,275,5,0
6,46,3.981,7.751078450121143,,6.975970605109028,8.526186295133257,75,275,5,0
7,42,3.675,7.203402858777172,,6.483062572899454,7.923743144654889,75,275,5,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,75,275,5,0
1,43,4.1,8.049831728151373,,7.244848555336236,8.85481490096651,96,298,6,0
2,45,3.994,7.841714127374777,,7.057542714637299,8.625885540112254,96,298,6,0
3,41,3.945,7.667968899535776,,6.901172009582198,8.434765789489353,96,298,6,0
4,48,3.952,7.759183424052807,,6.983265081647526,8.535101766458087,96,298,6,0
5,44,3.648,7.052470855211699,,6.34722376969053,7.757717940732869,96,298,6,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,96,298,6,0
7,42,3.702,7.2563258185559425,,6.5306932367003485,7.9819584004115365,96,298,6,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,96,298,6,0
1,43,3.986,7.826007138636921,-107.25320764598062,7.043406424773229,8.608607852500613,97,299,2,2
2,45,4.261,8.36593487650073,-107.25320764598062,7.529341388850658,9.202528364150805,97,299,2,2
3,41,3.893,7.5668955452199675,-107.25320764598062,6.810205990697971,8.323585099741964,97,299,2,2
4,48,3.823,7.505910483338533,-107.25320764598062,6.7553194350046795,8.256501531672386,97,299,2,2
5,44,3.977,7.688507837493675,-107.25320764598062,6.919657053744308,8.457358621243042,97,299,2,2
6,46,4.179,8.136588003782029,-107.25320764598062,7.322929203403826,8.950246804160232,97,299,2,2
7,42,3.855,7.556222590635646,-107.25320764598062,6.800600331572081,8.311844849699211,97,299,2,2
8,49,4.139,8.042444061833978,-107.25320764598062,7.23819965565058,8.846688468017376,97,299,2,2
1,43,3.969,7.792629787568976,,7.013366808812078,8.571892766325874,111,315,0,2
2,45,3.858,7.574695318831219,,6.817225786948097,8.332164850714342,111,315,0,2
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,111,315,0,2
4,48,4.171,8.189158416428203,,7.370242574785383,9.008074258071023,111,315,0,2
5,44,3.815,7.375322454120787,,6.637790208708708,8.112854699532866,111,315,0,2
6,46,4.154,8.087912555087472,,7.2791212995787244,8.89670381059622,111,315,0,2
7,42,3.831,7.509179959721182,,6.758261963749064,8.2600979556933,111,315,0,2
8,49,4.174,8.110452165763476,,7.299406949187128,8.921497382339824,111,315,0,2
1,43,4.231,8.30703366873377,,7.476330301860393,9.137737035607147,112,316,3,6
2,45,4.071,7.992893893976643,,7.193604504578979,8.792183283374309,112,316,3,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,112,316,3,6
4,48,3.809,7.478423497524581,,6.7305811477721225,8.22626584727704,112,316,3,6
5,44,3.737,7.224529491756063,,6.502076542580457,7.946982440931669,112,316,3,6
6,46,3.989,7.7666545937034,,6.98998913433306,8.54332005307374,112,316,3,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,112,316,3,6
8,49,4.109,7.98415140132298,,7.185736261190682,8.782566541455278,112,316,3,6
1,43,4.224,8.293290053588146,,7.463961048229331,9.122619058946961,113,317,3,6
2,45,4.083,8.016454377083429,,7.214808939375086,8.818099814791772,113,317,3,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,113,317,3,6
4,48,3.791,7.443083087192356,,6.698774778473121,8.187391395911591,113,317,3,6
5,44,3.718,7.187797872718503,,6.469018085446653,7.906577659990353,113,317,3,6
6,46,3.972,7.733555288591103,,6.960199759731992,8.506910817450214,113,317,3,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,113,317,3,6
8,49,4.131,8.02689935236438,,7.224209417127941,8.829589287600818,113,317,3,6
1,43,4.095,8.040014860190212,-107.25320764598062,7.236013374171191,8.844016346209234,119,325,6,0
2,45,3.996,7.8456408745592405,-107.25320764598062,7.061076787103317,8.630204962015165,119,325,6,0
3,41,3.956,7.689349801410273,-107.25320764598062,6.920414821269246,8.458284781551301,119,325,6,0
4,48,3.951,7.75722006792324,-107.25320764598062,6.981498061130916,8.532942074715564,119,325,6,0
5,44,3.649,7.0544040983189396,-107.25320764598062,6.3489636884870455,7.759844508150834,119,325,6,0
6,46,4.329,8.428640695949365,-107.25320764598062,7.585776626354429,9.271504765544302,119,325,6,0
7,42,3.703,7.258285928177378,-107.25320764598062,6.5324573353596405,7.984114520995116,119,325,6,0
8,49,4.294,8.343622807807465,-107.25320764598062,7.5092605270267185,9.177985088588212,119,325,6,0
1,43,4.188,8.222608604267792,,7.400347743841013,9.044869464694571,119,325,6,2
2,45,4.098,8.04590498096691,,7.2413144828702185,8.8504954790636,119,325,6,2
3,41,4.148,8.062543725037868,,7.256289352534081,8.868798097541655,119,325,6,2
4,48,3.929,7.714026233072742,,6.942623609765468,8.485428856380016,119,325,6,2
5,44,3.636,7.029271937924818,,6.326344744132337,7.7321991317173,119,325,6,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,119,325,6,2
7,42,3.667,7.187721981805684,,6.468949783625115,7.906494179986252,119,325,6,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,119,325,6,2
1,43,4.096,8.041978233782444,,7.2377804104042,8.846176057160688,120,327,5,0
2,45,3.986,7.826007138636921,,7.043406424773229,8.608607852500613,120,327,5,0
3,41,3.972,7.720449295045906,,6.9484043655413155,8.492494224550496,120,327,5,0
4,48,4.086,8.022273145414921,,7.220045830873429,8.824500459956413,120,327,5,0
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,120,327,5,0
6,46,3.985,7.758866521912272,,6.982979869721045,8.5347531741035,120,327,5,0
7,42,3.674,7.201442749155737,,6.4812984742401625,7.921587024071311,120,327,5,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,120,327,5,0
1,43,4.154,8.155853902131904,,7.340268511918714,8.971439292345094,128,335,4,13
2,45,4.053,7.957553169316468,,7.161797852384821,8.753308486248116,128,335,4,13
3,41,3.681,7.15482725454783,,6.439344529093047,7.870309980002613,128,335,4,13
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,128,335,4,13
5,44,3.579,6.919077080812136,,6.2271693727309225,7.61098478889335,128,335,4,13
6,46,3.98,7.74913143217336,,6.974218288956024,8.524044575390697,128,335,4,13
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,128,335,4,13
8,49,4.132,8.028842441048077,,7.225958196943269,8.831726685152885,128,335,4,13
1,43,3.999,7.851530995335938,,7.0663778958023435,8.636684094869532,140,350,2,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,140,350,2,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,140,350,2,4
4,48,3.748,7.358658773620932,,6.622792896258838,8.094524650983026,140,350,2,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,140,350,2,4
6,46,4.177,8.132693967886464,,7.319424571097818,8.94596336467511,140,350,2,4
7,42,3.831,7.509179959721182,,6.758261963749064,8.2600979556933,140,350,2,4
8,49,4.135,8.034671707099179,,7.231204536389261,8.838138877809097,140,350,2,4
7,42,3.995,7.8306379376366815,6.7967127695698135,7.047574143873013,8.613701731400349,145,358,3,0
7,42,3.995,7.8306379376366815,6.878541721767861,7.047574143873013,8.613701731400349,179,406,3,0
1,43,4.229,8.303106921549306,,7.472796229394375,9.133417613704236,183,415,7,2
2,45,4.116,8.081245705627085,,7.273121135064376,8.889370276189794,183,415,7,2
3,41,4.131,8.02950051305001,,7.226550461745009,8.83245056435501,183,415,7,2
4,48,4.038,7.928032051195657,,7.135228846076091,8.720835256315222,183,415,7,2
5,44,3.828,7.400454614514907,,6.660409153063417,8.140500075966399,183,415,7,2
6,46,4.173,8.124905896095335,,7.312415306485802,8.937396485704868,183,415,7,2
7,42,3.791,7.430775574863744,,6.68769801737737,8.173853132350118,183,415,7,2
8,49,3.903,7.583875132480797,,6.825487619232717,8.342262645728876,183,415,7,2
