local_sample_row,sample_index,label,input_channel,target_ratio,final_ratio,ratio_error,initial_coefficient,optimized_coefficient,initial_voltage,final_voltage,final_output_power,converged,final_loss_mae
10,210,1,3,0.26268042598652275,0.2766505455146095,0.013970119528086744,0.26268042598652275,0.05590104345889756,3.79,4.0,4.214876e-05,True,0.015228538696349724
10,210,1,4,0.2217385193935305,0.19950898078460183,-0.02222953860892868,0.2217385193935305,0.3973662588715319,3.906,3.797,3.039595e-05,True,0.015228538696349724
10,210,1,5,0.00015662055199329596,0.008411684232355563,0.008255063680362267,0.00015662055199329596,0.0,3.976,3.977,1.281552e-06,True,0.015228538696349724
10,210,1,6,0.052410502688349625,0.04801267396340743,-0.004397828724942196,0.052410502688349625,0.07972186337752321,4.217,4.184,7.314913e-06,True,0.015228538696349724
10,210,1,7,0.05999359514906822,0.04892705224749206,-0.01106654290157616,0.05999359514906822,0.11080292791328071,3.883,3.837,7.454222e-06,True,0.015228538696349724
10,210,1,8,0.05170328989364993,0.02848304534369808,-0.023220244549951852,0.05170328989364993,0.10621367394032317,4.193,4.146,4.3395e-06,True,0.015228538696349724
11,211,5,1,0.06410853399722077,0.08203084841642376,0.017922314419202987,0.06410853399722077,0.03240881827855455,4.095,4.192,1.037548e-05,True,0.01820860065321914
11,211,5,2,0.07491425231977727,0.11480269211382046,0.03988843979404319,0.07491425231977727,0.04015345429641226,3.986,4.057,1.452055e-05,True,0.01820860065321914
11,211,5,3,0.06548353861102761,0.06838563424247877,0.0029020956314511626,0.06548353861102761,0.04663802995767341,3.972,4.027,8.649597e-06,True,0.01820860065321914
11,211,5,4,0.027377584244390067,0.014692266780588787,-0.01268531746380128,0.027377584244390067,0.018805782465111196,4.087,4.097,1.858317e-06,True,0.01820860065321914
11,211,5,5,2.2249928743177965e-05,0.0037951059522734845,0.0037728560235303064,2.2249928743177965e-05,0.0,3.977,3.977,4.800151e-07,True,0.01820860065321914
11,211,5,6,0.3859507342174742,0.38346584091596086,-0.002484893301513358,0.3859507342174742,0.3777414730535021,3.984,3.988,4.850178e-05,True,0.01820860065321914
11,211,5,7,0.3821208378660573,0.3244566460184952,-0.05766419184756205,0.3821208378660573,0.5072663669700678,3.674,3.616,4.103814e-05,True,0.01820860065321914
11,211,5,8,2.2268815309691814e-05,0.008370965559958478,0.008348696744648786,2.2268815309691814e-05,0.0,4.294,4.294,1.058782e-06,True,0.01820860065321914
12,212,7,1,0.05142907702500773,0.04186444826984538,-0.009564628755162348,0.05142907702500773,0.021310497015095173,4.119,4.235,4.034714e-06,True,0.013487789691202318
12,212,7,2,0.04845176174396171,0.04399613786318505,-0.004455623880776659,0.04845176174396171,0.024998405618638316,4.014,4.134,4.240157e-06,True,0.013487789691202318
12,212,7,3,0.053945018836447055,0.04843235113793872,-0.005512667698508333,0.053945018836447055,0.011649344225055366,4.006,4.13,4.6677e-06,True,0.013487789691202318
12,212,7,4,0.06620908405252271,0.10116565318813264,0.03495656913560993,0.06620908405252271,0.07602772998591996,4.04,4.028,9.749907e-06,True,0.013487789691202318
12,212,7,5,0.07331997019577889,0.09231455982497822,0.018994589629199324,0.07331997019577889,0.05806261184911462,3.819,3.838,8.896877e-06,True,0.013487789691202318
12,212,7,6,0.0785351529991435,0.07796189087734845,-0.0005732621217950512,0.0785351529991435,0.08618186402428964,4.185,4.179,7.513629e-06,True,0.013487789691202318
12,212,7,7,0.1610420763295108,0.15995542194137308,-0.0010866543881377366,0.1610420763295108,0.1777759399492549,3.795,3.785,1.541581e-05,True,0.013487789691202318
12,212,7,8,0.4670678588176276,0.4343095368971984,-0.032758321920429156,0.4670678588176276,0.543993607332632,3.937,3.902,4.185687e-05,True,0.013487789691202318
13,213,7,1,0.05377557048538485,0.046898626502633475,-0.006876943982751377,0.05377557048538485,0.022376888691485863,4.11,4.231,4.605512e-06,True,0.01619833904989768
13,213,7,2,0.05510762624283575,0.06248788077680257,0.007380254533966818,0.05510762624283575,0.028899601688298665,3.998,4.114,6.136399e-06,True,0.01619833904989768
13,213,7,3,0.06317666078839826,0.04549096873603445,-0.01768569205236381,0.06317666078839826,0.009957439805951238,3.979,4.135,4.467278e-06,True,0.01619833904989768
13,213,7,4,0.07036620273636618,0.10913650072657806,0.03877029799021188,0.07036620273636618,0.08123125956300623,4.035,4.022,1.071736e-05,True,0.01619833904989768
13,213,7,5,0.05295291836634327,0.07159572204175528,0.01864280367541201,0.05295291836634327,0.04278967603163669,3.845,3.857,7.030802e-06,True,0.01619833904989768
13,213,7,6,0.07911258818043543,0.07841591831874214,-0.0006966698616932832,0.07911258818043543,0.08715259918581239,4.185,4.178,7.700555e-06,True,0.01619833904989768
13,213,7,7,0.16577516249176774,0.1629201392655948,-0.0028550232261729536,0.16577516249176774,0.18528877053597625,3.792,3.781,1.599899e-05,True,0.01619833904989768
13,213,7,8,0.4597332707084686,0.4230542436318593,-0.036679027076609305,0.4597332707084686,0.5423037644978326,3.941,3.903,4.154453e-05,True,0.01619833904989768
14,214,2,1,0.30508814223070135,0.35590728669186467,0.05081914446116331,0.30508814223070135,0.22554494465495223,3.965,3.998,5.645573e-05,True,0.018285582588729053
14,214,2,2,4.359770976182278e-05,0.006883002207561185,0.006839404497799363,4.359770976182278e-05,0.0,4.261,4.261,1.091815e-06,True,0.018285582588729053
14,214,2,3,0.2660677256921449,0.24132276094847246,-0.02474496474367241,0.2660677256921449,0.03329430383426655,3.788,4.066,3.827978e-05,True,0.018285582588729053
14,214,2,4,0.25406576501745687,0.26022409027510207,0.006158325257645203,0.25406576501745687,0.4569765219171117,3.885,3.764,4.1278e-05,True,0.018285582588729053
14,214,2,5,0.0002736657443942939,0.00959912188270257,0.009325456138308276,0.0002736657443942939,0.0,3.974,3.977,1.522659e-06,True,0.018285582588729053
14,214,2,6,0.05668600646011505,0.047769472043915046,-0.008916534416200002,0.05668600646011505,0.08332935026928694,4.208,4.182,7.577424e-06,True,0.018285582588729053
14,214,2,7,0.05515536300891587,0.04087990718123548,-0.014275455827680389,0.05515536300891587,0.10186171264378752,3.887,3.845,6.484568e-06,True,0.018285582588729053
14,214,2,8,0.06261973413650995,0.037414358769146484,-0.025205375367363468,0.06261973413650995,0.12560837624740093,4.183,4.13,5.934846e-06,True,0.018285582588729053
15,215,2,1,0.3026526247251008,0.3479770797154261,0.04532445499032528,0.3026526247251008,0.2147146635138688,3.966,4.004,5.450887e-05,True,0.01526237237384765
15,215,2,2,3.7099725579844754e-05,0.0065447093329202375,0.0065076096073403925,3.7099725579844754e-05,0.0,4.261,4.261,1.025196e-06,True,0.01526237237384765
15,215,2,3,0.2645864166771551,0.2625391154359276,-0.002047301241227484,0.2645864166771551,0.03901947326144299,3.789,4.049,4.112544e-05,True,0.01526237237384765
15,215,2,4,0.252142367660148,0.23840192640427763,-0.0137404412558704,0.252142367660148,0.44067775704570017,3.886,3.773,3.734447e-05,True,0.01526237237384765
15,215,2,5,0.00012031324050022953,0.009337738138225042,0.009217424897724813,0.00012031324050022953,0.0,3.976,3.977,1.46271e-06,True,0.01526237237384765
15,215,2,6,0.06143708476241702,0.05541899801832808,-0.006018086744088942,0.06143708476241702,0.09286667849046183,4.199,4.174,8.681109e-06,True,0.01526237237384765
15,215,2,7,0.06470360553358172,0.049493216831094394,-0.015210388702487324,0.06470360553358172,0.11665268301287941,3.879,3.832,7.752865e-06,True,0.01526237237384765
15,215,2,8,0.054320487675517413,0.030287216123800847,-0.024033271551716567,0.054320487675517413,0.11043894064367062,4.191,4.143,4.744341e-06,True,0.01526237237384765
16,216,6,1,0.10818502666583173,0.13851745235298496,0.030332425687153233,0.10818502666583173,0.04601433615677868,4.069,4.14,1.973765e-05,True,0.019213886563151414
16,216,6,2,0.09231122890057496,0.05908554842250544,-0.033225680478069515,0.09231122890057496,0.03341603180372683,3.976,4.091,8.419227e-06,True,0.019213886563151414
16,216,6,3,0.012460884121087491,0.028765324381592662,0.01630444026050517,0.012460884121087491,0.0,4.127,4.164,4.098833e-06,True,0.019213886563151414
16,216,6,4,0.13278177822060086,0.1527556399212774,0.019973861700676526,0.13278177822060086,0.12072384426846502,3.974,3.983,2.176648e-05,True,0.019213886563151414
16,216,6,5,0.3382803314148191,0.33927320919859577,0.0009928777837766578,0.3382803314148191,0.385745216624957,3.641,3.616,4.834377e-05,True,0.019213886563151414
16,216,6,6,4.786917065750815e-05,0.002421858979435772,0.002373989808778264,4.786917065750815e-05,0.0,4.329,4.329,3.450959e-07,True,0.019213886563151414
16,216,6,7,0.31585447050222565,0.2722246047276895,-0.04362986577453615,0.31585447050222565,0.433986655428923,3.705,3.65,3.878987e-05,True,0.019213886563151414
16,216,6,8,7.841100420263366e-05,0.006956362015918422,0.006877951011715788,7.841100420263366e-05,0.0,4.294,4.294,9.91227e-07,True,0.019213886563151414
17,217,5,1,0.06462925360669575,0.08285544417890514,0.018226190572209394,0.06462925360669575,0.032147249368687875,4.095,4.193,9.978053e-06,True,0.017322588861629074
17,217,5,2,0.0710561241194751,0.08185419235671057,0.010798068237235475,0.0710561241194751,0.0259992439000268,3.989,4.129,9.857475e-06,True,0.017322588861629074
17,217,5,3,0.05046776811144062,0.04637171539083558,-0.004096052720605037,0.05046776811144062,0.02857872660671097,4.016,4.08,5.584418e-06,True,0.017322588861629074
17,217,5,4,0.02797919563049871,0.02791677214009871,-6.242349040000081e-05,0.02797919563049871,0.03541647525385133,4.086,4.077,3.36194e-06,True,0.017322588861629074
17,217,5,5,3.4058148406066405e-05,0.0056588564449158935,0.005624798296509827,3.4058148406066405e-05,0.0,3.977,3.977,6.814805e-07,True,0.017322588861629074
17,217,5,6,0.3996162221720162,0.42564935668441106,0.026033134512394862,0.3996162221720162,0.40077916579892164,3.977,3.977,5.125978e-05,True,0.017322588861629074
17,217,5,7,0.3861814848992927,0.3210496056637814,-0.06513187923551134,0.3861814848992927,0.48529013368489854,3.672,3.626,3.866312e-05,True,0.017322588861629074
17,217,5,8,3.589331217491286e-05,0.008644057140341574,0.00860816382816666,3.589331217491286e-05,0.0,4.294,4.294,1.04098e-06,True,0.017322588861629074
18,218,7,1,0.05121308088180798,0.0413119318072213,-0.009901149074586682,0.05121308088180798,0.021141999966758047,4.12,4.236,3.976892e-06,True,0.013759162575752576
18,218,7,2,0.047542116833693304,0.04553635516004352,-0.0020057616736497835,0.047542116833693304,0.025288687807161977,4.019,4.132,4.383556e-06,True,0.013759162575752576
18,218,7,3,0.05239810306594414,0.04193395452362512,-0.010464148542319023,0.05239810306594414,0.009201125010032073,4.01,4.137,4.036771e-06,True,0.013759162575752576
18,218,7,4,0.06708883614386238,0.10245905330488173,0.035370217161019346,0.06708883614386238,0.07367754476115854,4.039,4.031,9.863218e-06,True,0.013759162575752576
18,218,7,5,0.0756855387533317,0.09535197189532271,0.019666433141991013,0.0756855387533317,0.05982089205970548,3.816,3.836,9.179055e-06,True,0.013759162575752576
18,218,7,6,0.07975322755489848,0.07929281816762157,-0.00046040938727691383,0.07975322755489848,0.08780489991612045,4.184,4.178,7.633121e-06,True,0.013759162575752576
18,218,7,7,0.16104745855127975,0.16009416010535837,-0.0009532984459213745,0.16104745855127975,0.17849821797200727,3.795,3.785,1.541146e-05,True,0.013759162575752576
18,218,7,8,0.46527163821518214,0.43401975503592566,-0.03125188317925648,0.46527163821518214,0.5445666325070558,3.938,3.902,4.17809e-05,True,0.013759162575752576
19,219,7,1,0.050108043659627614,0.049296982415335464,-0.0008110612442921508,0.050108043659627614,0.02323879958986196,4.124,4.228,4.772095e-06,True,0.014877930127977753
19,219,7,2,0.0517241266909452,0.03933107062071558,-0.01239305607022962,0.0517241266909452,0.024219679062534326,4.0,4.138,3.807365e-06,True,0.014877930127977753
19,219,7,3,0.058176347898021584,0.043531994840159065,-0.01464435305786252,0.058176347898021584,0.008995095333694626,3.993,4.138,4.214027e-06,True,0.014877930127977753
19,219,7,4,0.06892096020178697,0.10758996850758237,0.03866900830579541,0.06892096020178697,0.07782076773558111,4.037,4.026,1.041503e-05,True,0.014877930127977753
19,219,7,5,0.07215057816600756,0.09299329037212324,0.02084271220611568,0.07215057816600756,0.05790670751668659,3.821,3.838,9.002028e-06,True,0.014877930127977753
19,219,7,6,0.08037544517455245,0.08028842375354875,-8.702142100369681e-05,0.08037544517455245,0.08905280979172303,4.184,4.177,7.772159e-06,True,0.014877930127977753
19,219,7,7,0.16311165143535566,0.16220347091779735,-0.0009081805175583102,0.16311165143535566,0.18216169027560455,3.794,3.783,1.570178e-05,True,0.014877930127977753
19,219,7,8,0.4554328467737029,0.42476479857273824,-0.030668048200964637,0.4554328467737029,0.5366044506943137,3.943,3.905,4.11185e-05,True,0.014877930127977753
20,220,1,1,2.9902932142924327e-05,0.0010790188014383115,0.0010491158692953872,2.9902932142924327e-05,0.0,4.318,4.318,1.605734e-07,True,0.013479370155946788
20,220,1,2,0.3448806870476171,0.3663104915155908,0.021429804467973712,0.3448806870476171,0.22857478092574623,3.847,3.898,5.451223e-05,True,0.013479370155946788
20,220,1,3,0.2641300985264264,0.23477169875580162,-0.029358399770624766,0.2641300985264264,0.04266735035415744,3.789,4.039,3.493738e-05,True,0.013479370155946788
20,220,1,4,0.22017283316098182,0.24201300678451582,0.021840173623533993,0.22017283316098182,0.4151039815035931,3.907,3.787,3.601499e-05,True,0.013479370155946788
20,220,1,5,9.735661041795594e-05,0.009695743273402004,0.009598386662984048,9.735661041795594e-05,0.0,3.976,3.977,1.442865e-06,True,0.013479370155946788
20,220,1,6,0.053084443105727734,0.05159451961820673,-0.0014899234875210068,0.053084443105727734,0.08569546441554561,4.216,4.18,7.678001e-06,True,0.013479370155946788
20,220,1,7,0.060559231001812944,0.05015534316242986,-0.010403887839383084,0.060559231001812944,0.10956089438365443,3.882,3.838,7.463831e-06,True,0.013479370155946788
20,220,1,8,0.057045447614873165,0.044380178088614865,-0.0126652695262583,0.057045447614873165,0.13541683740759827,4.188,4.121,6.604404e-06,True,0.013479370155946788
21,221,1,1,2.9872842944916784e-05,0.001061956767364417,0.0010320839244195002,2.9872842944916784e-05,0.0,4.318,4.318,1.61421e-07,True,0.0173712801767121
21,221,1,2,0.3450626871264267,0.38645493652663465,0.04139224940020797,0.3450626871264267,0.25466338784952297,3.847,3.887,5.874245e-05,True,0.0173712801767121
21,221,1,3,0.26495683578985757,0.2838705614690907,0.018913725679233107,0.26495683578985757,0.058376924732752584,3.789,3.993,4.314928e-05,True,0.0173712801767121
