local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
14,114,0,4,4,48,4.181,sequential-input-sum
14,114,0,5,5,44,3.801,sequential-input-sum
14,114,0,6,6,46,4.177,sequential-input-sum
14,114,0,7,7,42,3.847,sequential-input-sum
14,114,0,8,8,49,4.15,sequential-input-sum
15,115,1,1,1,43,4.318,sequential-input-sum
15,115,1,2,2,45,3.886,sequential-input-sum
15,115,1,3,3,41,3.988,sequential-input-sum
15,115,1,4,4,48,3.803,sequential-input-sum
15,115,1,5,5,44,3.977,sequential-input-sum
15,115,1,6,6,46,4.18,sequential-input-sum
15,115,1,7,7,42,3.841,sequential-input-sum
15,115,1,8,8,49,4.14,sequential-input-sum
16,116,6,1,1,43,4.213,sequential-input-sum
16,116,6,2,2,45,4.096,sequential-input-sum
16,116,6,3,3,41,4.155,sequential-input-sum
16,116,6,4,4,48,3.928,sequential-input-sum
16,116,6,5,5,44,3.643,sequential-input-sum
16,116,6,6,6,46,4.329,sequential-input-sum
16,116,6,7,7,42,3.657,sequential-input-sum
16,116,6,8,8,49,4.294,sequential-input-sum
17,117,4,1,1,43,4.123,sequential-input-sum
17,117,4,2,2,45,4.062,sequential-input-sum
17,117,4,3,3,41,3.61,sequential-input-sum
17,117,4,4,4,48,4.23,sequential-input-sum
17,117,4,5,5,44,3.505,sequential-input-sum
17,117,4,6,6,46,3.932,sequential-input-sum
17,117,4,7,7,42,3.995,sequential-input-sum
17,117,4,8,8,49,4.07,sequential-input-sum
18,118,6,1,1,43,4.188,sequential-input-sum
18,118,6,2,2,45,4.099,sequential-input-sum
18,118,6,3,3,41,4.146,sequential-input-sum
18,118,6,4,4,48,3.927,sequential-input-sum
18,118,6,5,5,44,3.64,sequential-input-sum
18,118,6,6,6,46,4.329,sequential-input-sum
18,118,6,7,7,42,3.665,sequential-input-sum
18,118,6,8,8,49,4.294,sequential-input-sum
19,119,7,1,1,43,4.236,sequential-input-sum
19,119,7,2,2,45,4.131,sequential-input-sum
19,119,7,3,3,41,4.135,sequential-input-sum
19,119,7,4,4,48,4.032,sequential-input-sum
19,119,7,5,5,44,3.843,sequential-input-sum
19,119,7,6,6,46,4.18,sequential-input-sum
19,119,7,7,7,42,3.783,sequential-input-sum
19,119,7,8,8,49,3.899,sequential-input-sum
20,120,3,1,1,43,4.214,sequential-input-sum
20,120,3,2,2,45,4.077,sequential-input-sum
20,120,3,3,3,41,4.164,sequential-input-sum
20,120,3,4,4,48,3.782,sequential-input-sum
20,120,3,5,5,44,3.717,sequential-input-sum
20,120,3,6,6,46,3.961,sequential-input-sum
20,120,3,7,7,42,3.995,sequential-input-sum
20,120,3,8,8,49,4.123,sequential-input-sum
21,121,1,1,1,43,4.318,sequential-input-sum
21,121,1,2,2,45,3.889,sequential-input-sum
21,121,1,3,3,41,3.989,sequential-input-sum
21,121,1,4,4,48,3.802,sequential-input-sum
21,121,1,5,5,44,3.977,sequential-input-sum
21,121,1,6,6,46,4.181,sequential-input-sum
21,121,1,7,7,42,3.838,sequential-input-sum
21,121,1,8,8,49,4.137,sequential-input-sum
22,122,7,1,1,43,4.235,sequential-input-sum
22,122,7,2,2,45,4.114,sequential-input-sum
22,122,7,3,3,41,4.133,sequential-input-sum
22,122,7,4,4,48,4.037,sequential-input-sum
22,122,7,5,5,44,3.828,sequential-input-sum
22,122,7,6,6,46,4.181,sequential-input-sum
22,122,7,7,7,42,3.79,sequential-input-sum
22,122,7,8,8,49,3.899,sequential-input-sum
23,123,1,1,1,43,4.318,sequential-input-sum
23,123,1,2,2,45,3.885,sequential-input-sum
23,123,1,3,3,41,3.986,sequential-input-sum
23,123,1,4,4,48,3.807,sequential-input-sum
23,123,1,5,5,44,3.977,sequential-input-sum
23,123,1,6,6,46,4.18,sequential-input-sum
23,123,1,7,7,42,3.835,sequential-input-sum
23,123,1,8,8,49,4.143,sequential-input-sum
24,124,2,1,1,43,4.007,sequential-input-sum
24,124,2,2,2,45,4.261,sequential-input-sum
24,124,2,3,3,41,4.042,sequential-input-sum
24,124,2,4,4,48,3.775,sequential-input-sum
24,124,2,5,5,44,3.977,sequential-input-sum
24,124,2,6,6,46,4.175,sequential-input-sum
24,124,2,7,7,42,3.837,sequential-input-sum
24,124,2,8,8,49,4.131,sequential-input-sum
25,125,0,1,1,43,3.973,sequential-input-sum
25,125,0,2,2,45,3.851,sequential-input-sum
25,125,0,3,3,41,4.164,sequential-input-sum
25,125,0,4,4,48,4.189,sequential-input-sum
25,125,0,5,5,44,3.805,sequential-input-sum
25,125,0,6,6,46,4.177,sequential-input-sum
25,125,0,7,7,42,3.848,sequential-input-sum
25,125,0,8,8,49,4.141,sequential-input-sum
26,126,2,1,1,43,4.003,sequential-input-sum
26,126,2,2,2,45,4.261,sequential-input-sum
26,126,2,3,3,41,4.039,sequential-input-sum
26,126,2,4,4,48,3.776,sequential-input-sum
26,126,2,5,5,44,3.977,sequential-input-sum
26,126,2,6,6,46,4.174,sequential-input-sum
26,126,2,7,7,42,3.843,sequential-input-sum
26,126,2,8,8,49,4.131,sequential-input-sum
27,127,5,1,1,43,4.23,sequential-input-sum
27,127,5,2,2,45,4.091,sequential-input-sum
27,127,5,3,3,41,4.053,sequential-input-sum
27,127,5,4,4,48,4.079,sequential-input-sum
27,127,5,5,5,44,3.977,sequential-input-sum
27,127,5,6,6,46,3.991,sequential-input-sum
27,127,5,7,7,42,3.616,sequential-input-sum
27,127,5,8,8,49,4.294,sequential-input-sum
28,128,5,1,1,43,4.218,sequential-input-sum
28,128,5,2,2,45,4.059,sequential-input-sum
28,128,5,3,3,41,4.063,sequential-input-sum
28,128,5,4,4,48,4.077,sequential-input-sum
28,128,5,5,5,44,3.977,sequential-input-sum
28,128,5,6,6,46,3.992,sequential-input-sum
28,128,5,7,7,42,3.616,sequential-input-sum
28,128,5,8,8,49,4.294,sequential-input-sum
29,129,1,1,1,43,4.318,sequential-input-sum
29,129,1,2,2,45,3.887,sequential-input-sum
29,129,1,3,3,41,3.979,sequential-input-sum
29,129,1,4,4,48,3.807,sequential-input-sum
29,129,1,5,5,44,3.977,sequential-input-sum
29,129,1,6,6,46,4.178,sequential-input-sum
29,129,1,7,7,42,3.837,sequential-input-sum
29,129,1,8,8,49,4.141,sequential-input-sum
30,130,5,1,1,43,4.219,sequential-input-sum
30,130,5,2,2,45,4.062,sequential-input-sum
30,130,5,3,3,41,4.063,sequential-input-sum
30,130,5,4,4,48,4.075,sequential-input-sum
30,130,5,5,5,44,3.977,sequential-input-sum
30,130,5,6,6,46,3.991,sequential-input-sum
30,130,5,7,7,42,3.618,sequential-input-sum
30,130,5,8,8,49,4.294,sequential-input-sum
31,131,6,1,1,43,4.202,sequential-input-sum
31,131,6,2,2,45,4.081,sequential-input-sum
31,131,6,3,3,41,4.132,sequential-input-sum
31,131,6,4,4,48,3.937,sequential-input-sum
31,131,6,5,5,44,3.64,sequential-input-sum
31,131,6,6,6,46,4.329,sequential-input-sum
31,131,6,7,7,42,3.647,sequential-input-sum
31,131,6,8,8,49,4.294,sequential-input-sum
32,132,0,1,1,43,3.974,sequential-input-sum
32,132,0,2,2,45,3.848,sequential-input-sum
32,132,0,3,3,41,4.164,sequential-input-sum
32,132,0,4,4,48,4.189,sequential-input-sum
32,132,0,5,5,44,3.801,sequential-input-sum
32,132,0,6,6,46,4.182,sequential-input-sum
32,132,0,7,7,42,3.853,sequential-input-sum
32,132,0,8,8,49,4.14,sequential-input-sum
33,133,3,1,1,43,4.153,sequential-input-sum
33,133,3,2,2,45,4.055,sequential-input-sum
33,133,3,3,3,41,4.164,sequential-input-sum
33,133,3,4,4,48,3.866,sequential-input-sum
33,133,3,5,5,44,3.977,sequential-input-sum
33,133,3,6,6,46,3.929,sequential-input-sum
33,133,3,7,7,42,3.794,sequential-input-sum
33,133,3,8,8,49,4.22,sequential-input-sum
34,134,4,1,1,43,4.114,sequential-input-sum
34,134,4,2,2,45,4.037,sequential-input-sum
34,134,4,3,3,41,3.546,sequential-input-sum
34,134,4,4,4,48,4.23,sequential-input-sum
34,134,4,5,5,44,3.463,sequential-input-sum
34,134,4,6,6,46,3.893,sequential-input-sum
34,134,4,7,7,42,3.995,sequential-input-sum
34,134,4,8,8,49,4.072,sequential-input-sum
35,135,4,1,1,43,4.118,sequential-input-sum
35,135,4,2,2,45,4.046,sequential-input-sum
35,135,4,3,3,41,3.541,sequential-input-sum
35,135,4,4,4,48,4.23,sequential-input-sum
35,135,4,5,5,44,3.409,sequential-input-sum
35,135,4,6,6,46,4.066,sequential-input-sum
35,135,4,7,7,42,3.925,sequential-input-sum
35,135,4,8,8,49,4.189,sequential-input-sum
36,136,6,1,1,43,4.188,sequential-input-sum
36,136,6,2,2,45,4.098,sequential-input-sum
36,136,6,3,3,41,4.141,sequential-input-sum
36,136,6,4,4,48,3.938,sequential-input-sum
36,136,6,5,5,44,3.634,sequential-input-sum
36,136,6,6,6,46,4.329,sequential-input-sum
36,136,6,7,7,42,3.665,sequential-input-sum
36,136,6,8,8,49,4.294,sequential-input-sum
37,137,5,1,1,43,4.217,sequential-input-sum
37,137,5,2,2,45,4.054,sequential-input-sum
37,137,5,3,3,41,4.058,sequential-input-sum
37,137,5,4,4,48,4.076,sequential-input-sum
37,137,5,5,5,44,3.977,sequential-input-sum
37,137,5,6,6,46,3.992,sequential-input-sum
37,137,5,7,7,42,3.618,sequential-input-sum
37,137,5,8,8,49,4.294,sequential-input-sum
38,138,4,1,1,43,4.098,sequential-input-sum
38,138,4,2,2,45,4.022,sequential-input-sum
38,138,4,3,3,41,3.491,sequential-input-sum
38,138,4,4,4,48,4.23,sequential-input-sum
38,138,4,5,5,44,3.4,sequential-input-sum
38,138,4,6,6,46,3.862,sequential-input-sum
38,138,4,7,7,42,3.995,sequential-input-sum
38,138,4,8,8,49,4.044,sequential-input-sum
39,139,6,1,1,43,4.213,sequential-input-sum
39,139,6,2,2,45,4.128,sequential-input-sum
39,139,6,3,3,41,4.104,sequential-input-sum
39,139,6,4,4,48,3.898,sequential-input-sum
39,139,6,5,5,44,3.624,sequential-input-sum
39,139,6,6,6,46,4.329,sequential-input-sum
39,139,6,7,7,42,3.651,sequential-input-sum
39,139,6,8,8,49,4.294,sequential-input-sum
40,140,5,1,1,43,4.202,sequential-input-sum
40,140,5,2,2,45,4.119,sequential-input-sum
40,140,5,3,3,41,4.068,sequential-input-sum
40,140,5,4,4,48,4.073,sequential-input-sum
40,140,5,5,5,44,3.977,sequential-input-sum
40,140,5,6,6,46,3.986,sequential-input-sum
40,140,5,7,7,42,3.614,sequential-input-sum
40,140,5,8,8,49,4.294,sequential-input-sum
41,141,4,1,1,43,4.132,sequential-input-sum
41,141,4,2,2,45,4.058,sequential-input-sum
41,141,4,3,3,41,3.66,sequential-input-sum
41,141,4,4,4,48,4.23,sequential-input-sum
41,141,4,5,5,44,3.542,sequential-input-sum
41,141,4,6,6,46,3.962,sequential-input-sum
41,141,4,7,7,42,3.995,sequential-input-sum
41,141,4,8,8,49,4.106,sequential-input-sum
42,142,5,1,1,43,4.189,sequential-input-sum
42,142,5,2,2,45,4.101,sequential-input-sum
42,142,5,3,3,41,4.076,sequential-input-sum
42,142,5,4,4,48,4.077,sequential-input-sum
42,142,5,5,5,44,3.977,sequential-input-sum
42,142,5,6,6,46,3.975,sequential-input-sum
42,142,5,7,7,42,3.632,sequential-input-sum
42,142,5,8,8,49,4.294,sequential-input-sum
43,143,1,1,1,43,4.318,sequential-input-sum
43,143,1,2,2,45,3.884,sequential-input-sum
43,143,1,3,3,41,4.0,sequential-input-sum
43,143,1,4,4,48,3.804,sequential-input-sum
43,143,1,5,5,44,3.977,sequential-input-sum
43,143,1,6,6,46,4.182,sequential-input-sum
43,143,1,7,7,42,3.835,sequential-input-sum
43,143,1,8,8,49,4.142,sequential-input-sum
44,144,4,1,1,43,4.195,sequential-input-sum
44,144,4,2,2,45,4.087,sequential-input-sum
44,144,4,3,3,41,3.747,sequential-input-sum
44,144,4,4,4,48,4.23,sequential-input-sum
44,144,4,5,5,44,3.636,sequential-input-sum
44,144,4,6,6,46,4.052,sequential-input-sum
44,144,4,7,7,42,3.995,sequential-input-sum
44,144,4,8,8,49,4.161,sequential-input-sum
45,145,4,1,1,43,4.125,sequential-input-sum
45,145,4,2,2,45,4.053,sequential-input-sum
45,145,4,3,3,41,3.625,sequential-input-sum
45,145,4,4,4,48,4.23,sequential-input-sum
45,145,4,5,5,44,3.519,sequential-input-sum
45,145,4,6,6,46,3.941,sequential-input-sum
45,145,4,7,7,42,3.995,sequential-input-sum
45,145,4,8,8,49,4.09,sequential-input-sum
46,146,7,1,1,43,4.237,sequential-input-sum
46,146,7,2,2,45,4.127,sequential-input-sum
46,146,7,3,3,41,4.13,sequential-input-sum
46,146,7,4,4,48,4.029,sequential-input-sum
46,146,7,5,5,44,3.846,sequential-input-sum
46,146,7,6,6,46,4.178,sequential-input-sum
46,146,7,7,7,42,3.783,sequential-input-sum
46,146,7,8,8,49,3.901,sequential-input-sum
47,147,2,1,1,43,4.02,sequential-input-sum
47,147,2,2,2,45,4.261,sequential-input-sum
47,147,2,3,3,41,4.05,sequential-input-sum
47,147,2,4,4,48,3.778,sequential-input-sum
47,147,2,5,5,44,3.977,sequential-input-sum
47,147,2,6,6,46,4.162,sequential-input-sum
47,147,2,7,7,42,3.834,sequential-input-sum
47,147,2,8,8,49,4.117,sequential-input-sum
48,148,3,1,1,43,4.21,sequential-input-sum
48,148,3,2,2,45,4.085,sequential-input-sum
48,148,3,3,3,41,4.164,sequential-input-sum
48,148,3,4,4,48,3.791,sequential-input-sum
48,148,3,5,5,44,3.728,sequential-input-sum
48,148,3,6,6,46,3.97,sequential-input-sum
48,148,3,7,7,42,3.995,sequential-input-sum
48,148,3,8,8,49,4.128,sequential-input-sum
49,149,2,1,1,43,4.005,sequential-input-sum
49,149,2,2,2,45,4.261,sequential-input-sum
49,149,2,3,3,41,4.038,sequential-input-sum
49,149,2,4,4,48,3.778,sequential-input-sum
49,149,2,5,5,44,3.977,sequential-input-sum
49,149,2,6,6,46,4.175,sequential-input-sum
49,149,2,7,7,42,3.831,sequential-input-sum
49,149,2,8,8,49,4.134,sequential-input-sum
50,150,7,1,1,43,4.214,sequential-input-sum
50,150,7,2,2,45,4.116,sequential-input-sum
50,150,7,3,3,41,4.12,sequential-input-sum
50,150,7,4,4,48,4.012,sequential-input-sum
50,150,7,5,5,44,3.864,sequential-input-sum
50,150,7,6,6,46,4.178,sequential-input-sum
50,150,7,7,7,42,3.779,sequential-input-sum
50,150,7,8,8,49,3.91,sequential-input-sum
51,151,1,1,1,43,4.318,sequential-input-sum
51,151,1,2,2,45,3.884,sequential-input-sum
51,151,1,3,3,41,3.989,sequential-input-sum
51,151,1,4,4,48,3.806,sequential-input-sum
51,151,1,5,5,44,3.977,sequential-input-sum
51,151,1,6,6,46,4.181,sequential-input-sum
51,151,1,7,7,42,3.838,sequential-input-sum
51,151,1,8,8,49,4.141,sequential-input-sum
52,152,1,1,1,43,4.318,sequential-input-sum
52,152,1,2,2,45,3.886,sequential-input-sum
52,152,1,3,3,41,3.992,sequential-input-sum
52,152,1,4,4,48,3.803,sequential-input-sum
52,152,1,5,5,44,3.977,sequential-input-sum
52,152,1,6,6,46,4.181,sequential-input-sum
52,152,1,7,7,42,3.84,sequential-input-sum
52,152,1,8,8,49,4.138,sequential-input-sum
53,153,1,1,1,43,4.318,sequential-input-sum
53,153,1,2,2,45,3.886,sequential-input-sum
53,153,1,3,3,41,3.994,sequential-input-sum
53,153,1,4,4,48,3.804,sequential-input-sum
53,153,1,5,5,44,3.977,sequential-input-sum
53,153,1,6,6,46,4.182,sequential-input-sum
53,153,1,7,7,42,3.836,sequential-input-sum
53,153,1,8,8,49,4.14,sequential-input-sum
54,154,5,1,1,43,4.219,sequential-input-sum
54,154,5,2,2,45,4.074,sequential-input-sum
54,154,5,3,3,41,4.064,sequential-input-sum
54,154,5,4,4,48,4.072,sequential-input-sum
54,154,5,5,5,44,3.977,sequential-input-sum
54,154,5,6,6,46,3.99,sequential-input-sum
54,154,5,7,7,42,3.618,sequential-input-sum
54,154,5,8,8,49,4.294,sequential-input-sum
55,155,0,1,1,43,3.974,sequential-input-sum
55,155,0,2,2,45,3.858,sequential-input-sum
55,155,0,3,3,41,4.164,sequential-input-sum
55,155,0,4,4,48,4.199,sequential-input-sum
55,155,0,5,5,44,3.799,sequential-input-sum
55,155,0,6,6,46,4.172,sequential-input-sum
55,155,0,7,7,42,3.843,sequential-input-sum
55,155,0,8,8,49,4.14,sequential-input-sum
56,156,2,1,1,43,4.003,sequential-input-sum
56,156,2,2,2,45,4.261,sequential-input-sum
56,156,2,3,3,41,4.036,sequential-input-sum
56,156,2,4,4,48,3.778,sequential-input-sum
56,156,2,5,5,44,3.977,sequential-input-sum
56,156,2,6,6,46,4.176,sequential-input-sum
56,156,2,7,7,42,3.839,sequential-input-sum
56,156,2,8,8,49,4.131,sequential-input-sum
57,157,5,1,1,43,4.217,sequential-input-sum
57,157,5,2,2,45,4.054,sequential-input-sum
57,157,5,3,3,41,4.063,sequential-input-sum
57,157,5,4,4,48,4.075,sequential-input-sum
57,157,5,5,5,44,3.977,sequential-input-sum
57,157,5,6,6,46,3.991,sequential-input-sum
57,157,5,7,7,42,3.618,sequential-input-sum
57,157,5,8,8,49,4.294,sequential-input-sum
58,158,0,1,1,43,3.973,sequential-input-sum
58,158,0,2,2,45,3.861,sequential-input-sum
58,158,0,3,3,41,4.164,sequential-input-sum
58,158,0,4,4,48,4.183,sequential-input-sum
58,158,0,5,5,44,3.786,sequential-input-sum
58,158,0,6,6,46,4.18,sequential-input-sum
58,158,0,7,7,42,3.843,sequential-input-sum
58,158,0,8,8,49,4.145,sequential-input-sum
59,159,1,1,1,43,4.318,sequential-input-sum
59,159,1,2,2,45,3.885,sequential-input-sum
59,159,1,3,3,41,4.017,sequential-input-sum
59,159,1,4,4,48,3.808,sequential-input-sum
59,159,1,5,5,44,3.977,sequential-input-sum
59,159,1,6,6,46,4.179,sequential-input-sum
59,159,1,7,7,42,3.824,sequential-input-sum
59,159,1,8,8,49,4.145,sequential-input-sum
60,160,1,1,1,43,4.318,sequential-input-sum
60,160,1,2,2,45,3.845,sequential-input-sum
60,160,1,3,3,41,3.787,sequential-input-sum
60,160,1,4,4,48,3.909,sequential-input-sum
60,160,1,5,5,44,3.976,sequential-input-sum
60,160,1,6,6,46,4.209,sequential-input-sum
60,160,1,7,7,42,3.891,sequential-input-sum
60,160,1,8,8,49,4.188,sequential-input-sum
61,161,1,1,1,43,4.318,sequential-input-sum
61,161,1,2,2,45,3.89,sequential-input-sum
61,161,1,3,3,41,4.014,sequential-input-sum
61,161,1,4,4,48,3.804,sequential-input-sum
61,161,1,5,5,44,3.977,sequential-input-sum
61,161,1,6,6,46,4.172,sequential-input-sum
61,161,1,7,7,42,3.838,sequential-input-sum
61,161,1,8,8,49,4.131,sequential-input-sum
62,162,0,1,1,43,3.974,sequential-input-sum
62,162,0,2,2,45,3.851,sequential-input-sum
62,162,0,3,3,41,4.164,sequential-input-sum
62,162,0,4,4,48,4.184,sequential-input-sum
62,162,0,5,5,44,3.804,sequential-input-sum
62,162,0,6,6,46,4.176,sequential-input-sum
62,162,0,7,7,42,3.847,sequential-input-sum
62,162,0,8,8,49,4.143,sequential-input-sum
63,163,0,1,1,43,3.974,sequential-input-sum
63,163,0,2,2,45,3.859,sequential-input-sum
63,163,0,3,3,41,4.164,sequential-input-sum
63,163,0,4,4,48,4.19,sequential-input-sum
63,163,0,5,5,44,3.783,sequential-input-sum
63,163,0,6,6,46,4.181,sequential-input-sum
63,163,0,7,7,42,3.841,sequential-input-sum
63,163,0,8,8,49,4.151,sequential-input-sum
64,164,3,1,1,43,4.179,sequential-input-sum
64,164,3,2,2,45,4.13,sequential-input-sum
64,164,3,3,3,41,4.164,sequential-input-sum
64,164,3,4,4,48,3.765,sequential-input-sum
64,164,3,5,5,44,3.771,sequential-input-sum
64,164,3,6,6,46,3.973,sequential-input-sum
64,164,3,7,7,42,3.941,sequential-input-sum
64,164,3,8,8,49,4.077,sequential-input-sum
65,165,1,1,1,43,4.318,sequential-input-sum
65,165,1,2,2,45,3.874,sequential-input-sum
65,165,1,3,3,41,4.004,sequential-input-sum
65,165,1,4,4,48,3.791,sequential-input-sum
65,165,1,5,5,44,3.977,sequential-input-sum
65,165,1,6,6,46,4.195,sequential-input-sum
65,165,1,7,7,42,3.835,sequential-input-sum
65,165,1,8,8,49,4.131,sequential-input-sum
66,166,6,1,1,43,4.19,sequential-input-sum
66,166,6,2,2,45,4.099,sequential-input-sum
66,166,6,3,3,41,4.141,sequential-input-sum
66,166,6,4,4,48,3.936,sequential-input-sum
66,166,6,5,5,44,3.634,sequential-input-sum
66,166,6,6,6,46,4.329,sequential-input-sum
66,166,6,7,7,42,3.665,sequential-input-sum
66,166,6,8,8,49,4.294,sequential-input-sum
67,167,4,1,1,43,4.104,sequential-input-sum
67,167,4,2,2,45,4.053,sequential-input-sum
67,167,4,3,3,41,3.554,sequential-input-sum
67,167,4,4,4,48,4.23,sequential-input-sum
67,167,4,5,5,44,3.457,sequential-input-sum
67,167,4,6,6,46,3.896,sequential-input-sum
67,167,4,7,7,42,3.995,sequential-input-sum
67,167,4,8,8,49,4.05,sequential-input-sum
68,168,2,1,1,43,4.02,sequential-input-sum
68,168,2,2,2,45,4.261,sequential-input-sum
68,168,2,3,3,41,4.038,sequential-input-sum
68,168,2,4,4,48,3.791,sequential-input-sum
68,168,2,5,5,44,3.977,sequential-input-sum
68,168,2,6,6,46,4.176,sequential-input-sum
68,168,2,7,7,42,3.828,sequential-input-sum
68,168,2,8,8,49,4.098,sequential-input-sum
69,169,3,1,1,43,4.217,sequential-input-sum
69,169,3,2,2,45,4.069,sequential-input-sum
69,169,3,3,3,41,4.164,sequential-input-sum
69,169,3,4,4,48,3.782,sequential-input-sum
