local_sample_row,sample_index,label,active_input_channel,upload_voltage,component_output_power_sum,component_output_power_0,component_output_power_1,component_output_power_2,component_output_power_3,component_output_power_4,component_output_power_5,component_output_power_6,component_output_power_7
1,101,5,4,4.077,1.06614707e-05,1.793198e-07,2.198579e-06,9.271055e-07,3.850757e-06,1.982675e-06,6.197715e-07,4.234957e-07,4.797672e-07
1,101,5,5,3.977,2.78413912e-06,7.975179e-07,1.494409e-07,3.635449e-07,5.208786e-08,9.782846e-08,6.785725e-07,2.4908e-08,6.202386e-07
1,101,5,6,3.991,4.5712421539999994e-05,7.895565e-07,9.572444e-08,1.978679e-07,1.279473e-05,8.143672e-06,1.813563e-05,5.176013e-06,3.792277e-07
1,101,5,7,3.618,4.8876945399999996e-05,9.027694e-07,1.650581e-07,4.860519e-07,7.732184e-06,2.225742e-06,1.464883e-05,2.061453e-05,2.10178e-06
1,101,5,8,4.294,2.7816054e-06,7.95388e-07,1.490929e-07,3.650779e-07,5.244017e-08,9.776802e-08,6.771081e-07,2.503481e-08,6.196955e-07
2,102,4,1,4.117,2.402109063e-05,7.628906e-06,2.969542e-06,1.192896e-05,3.117714e-08,9.103e-08,7.104665e-07,3.512509e-08,6.258839e-07
2,102,4,2,4.049,2.169996328e-05,4.635171e-06,1.19084e-05,3.57007e-06,9.71338e-08,9.645834e-08,7.093082e-07,2.196984e-08,6.614521e-07
2,102,4,3,3.614,9.857914869999999e-05,7.302184e-06,1.832642e-05,2.279208e-05,1.837555e-05,2.954821e-05,1.191177e-06,3.547671e-07,6.887606e-07
2,102,4,4,4.23,2.7829630500000003e-06,7.962627e-07,1.492035e-07,3.649744e-07,5.24608e-08,9.778999e-08,6.7687e-07,2.485406e-08,6.205476e-07
2,102,4,5,3.485,9.134775054e-05,2.237884e-06,3.480941e-06,5.398542e-06,1.544283e-05,2.966908e-05,3.652982e-06,3.138997e-05,7.552154e-08
2,102,4,6,3.926,6.31524991e-05,7.938115e-07,8.50095e-08,1.930281e-07,1.741304e-05,1.100783e-05,2.618808e-05,7.147755e-06,3.23945e-07
2,102,4,7,3.995,2.78390901e-06,7.960984e-07,1.491274e-07,3.657345e-07,5.272257e-08,9.768391e-08,6.778233e-07,2.496563e-08,6.197533e-07
2,102,4,8,4.096,1.3187928219999999e-05,8.296761e-07,1.589137e-07,3.853804e-07,4.921112e-08,1.135565e-07,9.121164e-07,1.222703e-06,9.516371e-06
3,103,7,1,4.226,6.653996059999999e-06,8.575088e-07,9.929289e-07,3.36956e-06,3.995804e-08,6.262886e-08,6.841062e-07,2.913696e-08,6.181683e-07
3,103,7,2,4.124,9.446470490000001e-06,1.42143e-06,4.94467e-06,1.600243e-06,5.13108e-08,6.968034e-08,6.920454e-07,2.389055e-08,6.432004e-07
3,103,7,3,4.129,2.21620057e-06,4.542341e-07,1.193987e-07,4.478823e-08,8.864853e-08,1.491622e-07,6.948718e-07,3.832141e-08,6.267756e-07
3,103,7,4,4.032,1.6954516229999998e-05,9.560623e-08,3.555683e-06,1.937049e-06,6.389692e-06,3.177639e-06,5.906648e-07,7.679329e-07,4.402493e-07
3,103,7,5,3.851,9.7926481e-06,1.06471e-06,4.291918e-07,1.137548e-06,9.092057e-07,2.943832e-06,8.436866e-07,2.126431e-06,3.38043e-07
3,103,7,6,4.182,9.4623382e-06,7.951932e-07,1.310533e-07,2.692637e-07,2.651286e-06,1.818973e-06,2.313708e-06,9.49913e-07,5.32948e-07
3,103,7,7,3.777,1.8683176099999997e-05,8.535927e-07,1.559e-07,4.401487e-07,3.191825e-06,7.263497e-07,4.204384e-06,7.999153e-06,1.111823e-06
3,103,7,8,3.903,4.676240603e-05,8.630451e-07,1.675676e-07,4.054817e-07,5.917643e-08,1.228632e-07,1.330998e-06,3.556534e-06,4.025674e-05
4,104,6,1,4.19,1.0900685660000001e-05,2.2986e-06,1.531983e-06,5.61641e-06,3.608477e-08,6.386561e-08,6.970511e-07,3.131908e-08,6.253721e-07
4,104,6,2,4.1,1.278155474e-05,2.252156e-06,6.877794e-06,2.14124e-06,6.301057e-08,7.543402e-08,6.981595e-07,2.355245e-08,6.502082e-07
4,104,6,3,4.14,2.26492919e-06,5.503433e-07,1.057243e-07,1.106956e-07,5.384001e-08,9.573096e-08,6.898304e-07,3.385472e-08,6.249099e-07
4,104,6,4,3.921,3.878781085e-05,9.587885e-08,8.004332e-06,5.812817e-06,1.491522e-05,7.077441e-06,5.23595e-07,1.991872e-06,3.66655e-07
4,104,6,5,3.641,4.9253683729999997e-05,1.712721e-06,1.922627e-06,3.406842e-06,7.71147e-06,1.622383e-05,2.181524e-06,1.602579e-05,6.887973e-08
4,104,6,6,4.329,2.78228725e-06,7.951134e-07,1.49524e-07,3.653253e-07,5.274025e-08,9.786222e-08,6.766826e-07,2.501148e-08,6.20028e-07
4,104,6,7,3.669,3.8000641600000005e-05,8.905274e-07,1.618371e-07,4.737091e-07,6.144137e-06,1.675494e-06,1.074091e-05,1.617278e-05,1.741247e-06
4,104,6,8,4.294,3.8012869599999995e-05,8.902695e-07,1.615966e-07,4.719125e-07,6.153149e-06,1.675131e-06,1.075726e-05,1.616259e-05,1.740961e-06
5,105,7,1,4.24,5.4230004399999995e-06,5.091781e-07,8.149457e-07,2.65785e-06,4.138593e-08,6.424273e-08,6.853442e-07,2.863548e-08,6.214183e-07
5,105,7,2,4.129,8.857940139999999e-06,1.279852e-06,4.602718e-06,1.49834e-06,4.982128e-08,6.916858e-08,6.931903e-07,2.302518e-08,6.418248e-07
5,105,7,3,4.115,2.3427552149999997e-06,3.532631e-07,1.683835e-07,5.537575e-09,1.624399e-07,2.651326e-07,7.09041e-07,4.463194e-08,6.343256e-07
5,105,7,4,4.07,1.15312465e-05,1.637893e-07,2.398526e-06,1.061325e-06,4.195776e-06,2.157174e-06,6.138671e-07,4.691098e-07,4.716793e-07
5,105,7,5,3.844,1.0587585999999998e-05,1.08721e-06,4.598227e-07,1.195171e-06,1.031928e-06,3.222402e-06,8.745526e-07,2.39064e-06,3.258597e-07
5,105,7,6,4.173,1.05635776e-05,7.963388e-07,1.307401e-07,2.658522e-07,2.986373e-06,2.030422e-06,2.744782e-06,1.08018e-06,5.288895e-07
5,105,7,7,3.786,1.73475828e-05,8.563287e-07,1.552778e-07,4.374314e-07,2.978731e-06,6.632959e-07,3.76754e-06,7.415841e-06,1.073137e-06
5,105,7,8,3.889,4.97453788e-05,8.67046e-07,1.674873e-07,4.073193e-07,6.10608e-08,1.225774e-07,1.36755e-06,3.752178e-06,4.300016e-05
6,106,0,1,3.974,6.466220699e-05,2.630276e-05,6.81681e-06,2.985751e-05,2.716363e-08,2.44859e-07,7.424543e-07,4.197256e-08,6.286775e-07
6,106,0,2,3.854,7.443040073e-05,2.038354e-05,4.021021e-05,1.178174e-05,3.390582e-07,2.802793e-07,7.25574e-07,1.883553e-08,6.911637e-07
6,106,0,3,4.164,2.78482489e-06,7.961785e-07,1.493038e-07,3.655141e-07,5.210252e-08,9.774251e-08,6.78279e-07,2.485866e-08,6.208458e-07
6,106,0,4,4.178,2.97875968e-06,5.335623e-07,3.739183e-07,3.694635e-08,4.423165e-07,3.429664e-07,6.62615e-07,1.571303e-08,5.707218e-07
6,106,0,5,3.826,1.28291919e-05,1.136342e-06,5.462369e-07,1.353229e-06,1.388996e-06,4.024153e-06,9.401734e-07,3.148883e-06,2.911786e-07
6,106,0,6,4.157,1.26144998e-05,7.95285e-07,1.280861e-07,2.575235e-07,3.588495e-06,2.417534e-06,3.581809e-06,1.328368e-06,5.173992e-07
6,106,0,7,3.835,1.0978825399999999e-05,8.431827e-07,1.531254e-07,4.223413e-07,1.924951e-06,3.723197e-07,1.824398e-06,4.568403e-06,8.701043e-07
6,106,0,8,4.156,6.85862338e-06,8.242271e-07,1.564696e-07,3.794216e-07,4.897588e-08,1.093379e-07,8.157324e-07,6.899809e-07,3.834478e-06
7,107,5,1,4.219,7.36442316e-06,1.069249e-06,1.088892e-06,3.75614e-06,3.993324e-08,6.279567e-08,6.91881e-07,3.029985e-08,6.252324e-07
7,107,5,2,4.058,1.995133612e-05,4.160925e-06,1.093003e-05,3.290566e-06,8.983556e-08,9.266473e-08,7.060029e-07,2.297393e-08,6.58338e-07
7,107,5,3,4.057,4.82547172e-06,1.261475e-07,7.259497e-07,3.591392e-07,8.212368e-07,1.315232e-06,7.556487e-07,7.385082e-08,6.48267e-07
7,107,5,4,4.077,1.06621759e-05,1.78601e-07,2.202538e-06,9.28223e-07,3.846935e-06,1.986133e-06,6.187121e-07,4.246092e-07,4.764246e-07
7,107,5,5,3.977,2.79189898e-06,7.996342e-07,1.492484e-07,3.652494e-07,5.247347e-08,9.799047e-08,6.790436e-07,2.495614e-08,6.233033e-07
7,107,5,6,3.992,4.5471086829999996e-05,7.962243e-07,9.705243e-08,1.989661e-07,1.271274e-05,8.103151e-06,1.805258e-05,5.127206e-06,3.83167e-07
7,107,5,7,3.617,2.7940004899999997e-06,8.015563e-07,1.493097e-07,3.657777e-07,5.259101e-08,9.79179e-08,6.807943e-07,2.476708e-08,6.212865e-07
7,107,5,8,4.294,2.78692941e-06,7.990516e-07,1.494202e-07,3.652755e-07,5.240927e-08,9.817349e-08,6.770192e-07,2.507215e-08,6.20508e-07
8,108,5,1,4.215,7.79571139e-06,1.214509e-06,1.144075e-06,3.989134e-06,3.90269e-08,6.248457e-08,6.940413e-07,2.973872e-08,6.227019e-07
8,108,5,2,4.06,1.955644312e-05,4.04599e-06,1.070751e-05,3.237876e-06,8.778603e-08,9.176219e-08,7.059322e-07,2.34281e-08,6.561586e-07
8,108,5,3,4.064,4.3645394700000006e-06,1.378571e-07,6.28053e-07,2.73039e-07,7.136612e-07,1.139911e-06,7.541655e-07,6.982517e-08,6.480275e-07
8,108,5,4,4.077,1.0664709200000001e-05,1.796694e-07,2.209692e-06,9.278484e-07,3.839126e-06,1.992411e-06,6.171783e-07,4.186307e-07,4.801534e-07
8,108,5,5,3.977,2.79423078e-06,7.996961e-07,1.490058e-07,3.657005e-07,5.32919e-08,9.790859e-08,6.818439e-07,2.500229e-08,6.217817e-07
8,108,5,6,3.991,4.573186065e-05,7.95265e-07,9.761145e-08,1.983948e-07,1.277973e-05,8.140265e-06,1.817449e-05,5.164065e-06,3.820394e-07
8,108,5,7,3.617,9.04819997e-05,9.116502e-07,1.007724e-07,2.613101e-07,4.320838e-06,2.42628e-06,6.986396e-05,8.977917e-06,3.619272e-06
8,108,5,8,4.294,2.79529759e-06,7.988848e-07,1.497506e-07,3.657767e-07,5.295194e-08,9.778165e-08,6.818142e-07,2.50583e-08,6.232794e-07
9,109,6,1,4.191,1.0754655769999999e-05,2.243028e-06,1.516413e-06,5.536989e-06,3.681009e-08,6.444814e-08,6.990617e-07,3.148084e-08,6.26425e-07
9,109,6,2,4.101,1.264989606e-05,2.202901e-06,6.804458e-06,2.123063e-06,6.185606e-08,7.554247e-08,7.056199e-07,2.394193e-08,6.525137e-07
9,109,6,3,4.141,2.29228682e-06,5.648976e-07,1.053209e-07,1.19809e-07,5.229472e-08,9.151489e-08,6.950813e-07,3.404261e-08,6.293258e-07
9,109,6,4,3.934,3.580615076e-05,8.009666e-08,7.397109e-06,5.260439e-06,1.377888e-05,6.555703e-06,5.348781e-07,1.823482e-06,3.75563e-07
9,109,6,5,3.636,5.054539609999999e-05,1.741083e-06,1.973716e-06,3.482515e-06,7.939243e-06,1.662542e-05,2.220519e-06,1.64969e-05,6.60001e-08
9,109,6,6,4.329,2.79801754e-06,8.006707e-07,1.495443e-07,3.672534e-07,5.292506e-08,9.791874e-08,6.800385e-07,2.543854e-08,6.242283e-07
9,109,6,7,3.665,3.88321762e-05,8.968308e-07,1.62275e-07,4.749324e-07,6.275666e-06,1.716303e-06,1.101913e-05,1.651474e-05,1.772299e-06
9,109,6,8,4.294,2.78328301e-06,7.984393e-07,1.491839e-07,3.65025e-07,5.246083e-08,9.779795e-08,6.754108e-07,2.496953e-08,6.199957e-07
10,110,6,1,4.189,1.1064649500000001e-05,2.355849e-06,1.552792e-06,5.707413e-06,3.606395e-08,6.393704e-08,6.932697e-07,3.126341e-08,6.240614e-07
10,110,6,2,4.104,1.2191590170000002e-05,2.093698e-06,6.550461e-06,2.043312e-06,6.104884e-08,7.448036e-08,6.978289e-07,2.300247e-08,6.477586e-07
10,110,6,3,4.141,2.27872032e-06,5.612405e-07,1.053374e-07,1.192787e-07,5.155046e-08,9.193138e-08,6.907493e-07,3.341338e-08,6.252192e-07
10,110,6,4,3.939,3.472895389e-05,7.507949e-08,7.188698e-06,5.057733e-06,1.334896e-05,6.375172e-06,5.375986e-07,1.765015e-06,3.806978e-07
10,110,6,5,3.634,5.104926613e-05,1.746429e-06,1.989644e-06,3.500622e-06,8.034736e-06,1.679231e-05,2.230953e-06,1.668965e-05,6.492213e-08
10,110,6,6,4.329,2.78388714e-06,7.973104e-07,1.495062e-07,3.645155e-07,5.255295e-08,9.769798e-08,6.775535e-07,2.521541e-08,6.195352e-07
10,110,6,7,3.663,3.9191196699999995e-05,8.908876e-07,1.628992e-07,4.743789e-07,6.325123e-06,1.736752e-06,1.116142e-05,1.665445e-05,1.785286e-06
10,110,6,8,4.294,2.78550047e-06,7.971146e-07,1.494766e-07,3.666029e-07,5.271507e-08,9.781061e-08,6.764615e-07,2.510489e-08,6.202143e-07
11,111,5,1,4.216,7.677235e-06,1.169736e-06,1.129308e-06,3.929086e-06,3.924785e-08,6.256529e-08,6.917368e-07,3.050946e-08,6.250456e-07
11,111,5,2,4.061,1.935175e-05,3.98508e-06,1.060509e-05,3.192139e-06,8.763253e-08,9.11177e-08,7.085249e-07,2.254247e-08,6.596234e-07
11,111,5,3,4.061,4.55689153e-06,1.335629e-07,6.677577e-07,3.07079e-07,7.567054e-07,1.210733e-06,7.5947e-07,7.133563e-08,6.502479e-07
11,111,5,4,4.076,1.07620683e-05,1.793037e-07,2.230008e-06,9.381256e-07,3.877435e-06,2.013008e-06,6.208283e-07,4.24303e-07,4.790567e-07
11,111,5,5,3.977,2.78925876e-06,8.019779e-07,1.49568e-07,3.657796e-07,5.2579e-08,9.805256e-08,6.787648e-07,2.50011e-08,6.175358e-07
11,111,5,6,3.991,4.574689832e-05,7.96666e-07,9.724202e-08,1.986045e-07,1.277746e-05,8.142302e-06,1.818199e-05,5.170686e-06,3.819478e-07
11,111,5,7,3.617,4.9174309999999995e-05,9.087472e-07,1.655681e-07,4.876067e-07,7.773765e-06,2.243353e-06,1.469681e-05,2.078578e-05,2.11268e-06
11,111,5,8,4.294,2.78986729e-06,7.990897e-07,1.489627e-07,3.661549e-07,5.257842e-08,9.804429e-08,6.784581e-07,2.521078e-08,6.213684e-07
12,112,7,1,4.236,5.756504060000001e-06,5.950686e-07,8.649994e-07,2.846415e-06,4.157698e-08,6.443118e-08,6.904063e-07,2.93498e-08,6.242568e-07
12,112,7,2,4.118,1.026903243e-05,1.608199e-06,5.427976e-06,1.732041e-06,5.38379e-08,7.14944e-08,7.023312e-07,2.388213e-08,6.492708e-07
12,112,7,3,4.123,2.2640821e-06,4.149317e-07,1.355451e-07,2.275348e-08,1.160884e-07,1.9022e-07,7.090563e-07,4.103102e-08,6.344561e-07
12,112,7,4,4.053,1.37865014e-05,1.290555e-07,2.886156e-06,1.414675e-06,5.116382e-06,2.585054e-06,6.056185e-07,5.91068e-07,4.584924e-07
12,112,7,5,3.847,1.02642656e-05,1.078011e-06,4.47926e-07,1.169716e-06,9.845509e-07,3.109099e-06,8.58808e-07,2.285642e-06,3.305127e-07
12,112,7,6,4.178,9.930249199999999e-06,7.934169e-07,1.312586e-07,2.671761e-07,2.792502e-06,1.912891e-06,2.498056e-06,1.003819e-06,5.311296e-07
12,112,7,7,3.779,1.8354916299999998e-05,8.556595e-07,1.552093e-07,4.395514e-07,3.141134e-06,7.096801e-07,4.07882e-06,7.870103e-06,1.104759e-06
12,112,7,8,3.889,4.968095762e-05,8.657264e-07,1.682362e-07,4.07444e-07,6.083322e-08,1.227168e-07,1.363172e-06,3.748039e-06,4.294479e-05
13,113,1,1,4.318,2.78828225e-06,7.97853e-07,1.49471e-07,3.651352e-07,5.271075e-08,9.794907e-08,6.790971e-07,2.517773e-08,6.208884e-07
13,113,1,2,3.886,6.407270381e-05,1.714989e-05,3.476548e-05,1.019289e-05,2.861708e-07,2.395068e-07,7.27426e-07,1.968511e-08,6.916551e-07
13,113,1,3,3.991,1.1396693800000001e-05,2.5293e-07,2.027652e-06,1.734118e-06,2.216483e-06,3.561366e-06,8.233937e-07,1.12673e-07,6.680781e-07
13,113,1,4,3.803,6.94875496e-05,3.981723e-07,1.39545e-05,1.164721e-05,2.662207e-05,1.23626e-05,4.471286e-07,3.731313e-06,3.245557e-07
13,113,1,5,3.977,2.79343344e-06,8.011419e-07,1.500043e-07,3.659256e-07,5.282855e-08,9.800488e-08,6.801412e-07,2.503221e-08,6.203548e-07
13,113,1,6,4.182,9.4820276e-06,7.974678e-07,1.32506e-07,2.720466e-07,2.648242e-06,1.827883e-06,2.316101e-06,9.526917e-07,5.350895e-07
13,113,1,7,3.841,1.0279354499999999e-05,8.442196e-07,1.534355e-07,4.211138e-07,1.806723e-06,3.408472e-07,1.623444e-06,4.239967e-06,8.496044e-07
13,113,1,8,4.139,8.382995179999999e-06,8.246727e-07,1.570555e-07,3.811306e-07,4.899238e-08,1.103285e-07,8.415724e-07,8.299531e-07,5.18929e-06
14,114,0,1,3.972,6.519611518e-05,2.654272e-05,6.856145e-06,3.00977e-05,2.771583e-08,2.480571e-07,7.462428e-07,4.266705e-08,6.348674e-07
14,114,0,2,3.851,7.536031029999999e-05,2.062126e-05,4.071222e-05,1.194994e-05,3.408444e-07,2.838121e-07,7.347292e-07,1.92828e-08,6.982218e-07
14,114,0,3,4.164,2.7918452999999997e-06,7.988518e-07,1.490446e-07,3.659391e-07,5.251382e-08,9.813333e-08,6.798867e-07,2.527735e-08,6.221986e-07
14,114,0,4,4.181,2.90033184e-06,5.459822e-07,3.463781e-07,4.09126e-08,3.955651e-07,3.190107e-07,6.656357e-07,1.167194e-08,5.751755e-07
14,114,0,5,3.801,1.63962449e-05,1.206943e-06,6.837059e-07,1.589393e-06,1.968629e-06,5.257365e-06,1.054186e-06,4.388771e-06,2.47252e-07
14,114,0,6,4.177,1.0059745200000001e-05,7.932627e-07,1.297087e-07,2.667659e-07,2.831759e-06,1.938712e-06,2.548032e-06,1.021793e-06,5.297119e-07
14,114,0,7,3.847,9.6306023e-06,8.38307e-07,1.526062e-07,4.190662e-07,1.687469e-06,3.137073e-07,1.442723e-06,3.94989e-06,8.268336e-07
14,114,0,8,4.15,7.35881283e-06,8.225015e-07,1.559021e-07,3.795532e-07,4.877403e-08,1.096908e-07,8.224757e-07,7.365015e-07,4.283414e-06
15,115,1,1,4.318,2.78550645e-06,7.971981e-07,1.490468e-07,3.649274e-07,5.265531e-08,9.781904e-08,6.785264e-07,2.49892e-08,6.203442e-07
15,115,1,2,3.886,6.412348549e-05,1.715589e-05,3.480322e-05,1.020396e-05,2.865692e-07,2.395988e-07,7.260475e-07,1.972669e-08,6.884733e-07
15,115,1,3,3.988,1.17711251e-05,2.675829e-07,2.102561e-06,1.817031e-06,2.300957e-06,3.677006e-06,8.237745e-07,1.147497e-07,6.67463e-07
15,115,1,4,3.803,6.94987038e-05,3.952481e-07,1.394431e-05,1.166707e-05,2.664078e-05,1.235352e-05,4.437146e-07,3.728695e-06,3.253661e-07
15,115,1,5,3.977,2.78473359e-06,7.967672e-07,1.497051e-07,3.642504e-07,5.259873e-08,9.800061e-08,6.77688e-07,2.512615e-08,6.205974e-07
15,115,1,6,4.18,9.6731022e-06,7.945707e-07,1.317983e-07,2.689496e-07,2.709739e-06,1.864015e-06,2.396233e-06,9.741752e-07,5.336214e-07
15,115,1,7,3.841,1.0277504199999999e-05,8.387648e-07,1.531041e-07,4.194204e-07,1.804664e-06,3.40461e-07,1.627403e-06,4.247649e-06,8.460379e-07
15,115,1,8,4.14,8.31253771e-06,8.222218e-07,1.574321e-07,3.798584e-07,4.884541e-08,1.108873e-07,8.39537e-07,8.221997e-07,5.131556e-06
16,116,6,1,4.213,7.99603953e-06,1.27914e-06,1.174275e-06,4.101e-06,3.893549e-08,6.204659e-08,6.899104e-07,3.041725e-08,6.203148e-07
16,116,6,2,4.096,1.340190428e-05,2.405822e-06,7.227578e-06,2.247034e-06,6.458345e-08,7.69005e-08,7.043139e-07,2.320223e-08,6.524702e-07
16,116,6,3,4.155,2.52944544e-06,6.993784e-07,1.206977e-07,2.520785e-07,4.085618e-08,7.73114e-08,6.861209e-07,2.789516e-08,6.251072e-07
16,116,6,4,3.928,3.721861491e-05,8.554191e-08,7.684967e-06,5.510421e-06,1.432151e-05,6.805798e-06,5.314047e-07,1.905776e-06,3.731963e-07
16,116,6,5,3.643,4.881161437e-05,1.713753e-06,1.902746e-06,3.389333e-06,7.633769e-06,1.606129e-05,2.164616e-06,1.587591e-05,7.019737e-08
16,116,6,6,4.329,2.79573269e-06,8.004778e-07,1.493566e-07,3.656515e-07,5.249278e-08,9.768474e-08,6.823926e-07,2.487217e-08,6.228045e-07
16,116,6,7,3.657,2.79440286e-06,7.992088e-07,1.493727e-07,3.666164e-07,5.276553e-08,9.777271e-08,6.820569e-07,2.496552e-08,6.216443e-07
16,116,6,8,4.294,2.7890245e-06,7.996995e-07,1.501108e-07,3.653689e-07,5.255334e-08,9.789216e-08,6.779668e-07,2.5114e-08,6.20319e-07
17,117,4,1,4.123,2.269795115e-05,7.048785e-06,2.835593e-06,1.132654e-05,3.076325e-08,8.740017e-08,7.086065e-07,3.548683e-08,6.247764e-07
17,117,4,2,4.062,1.921639695e-05,3.956091e-06,1.051452e-05,3.182144e-06,8.645317e-08,9.08856e-08,7.077442e-07,2.287228e-08,6.556867e-07
17,117,4,3,3.61,9.973025539999999e-05,7.403939e-06,1.849696e-05,2.308188e-05,1.854913e-05,2.994605e-05,1.20795e-06,3.5466e-07,6.896864e-07
17,117,4,4,4.23,2.79731948e-06,8.022013e-07,1.493098e-07,3.661754e-07,5.258489e-08,9.810974e-08,6.812767e-07,2.510225e-08,6.225594e-07
17,117,4,5,3.505,8.581066057e-05,2.170764e-06,3.281572e-06,5.149856e-06,1.438319e-05,2.799619e-05,3.447531e-06,2.931571e-05,6.584757e-08
17,117,4,6,3.932,6.144208624e-05,7.96652e-07,8.605754e-08,1.938028e-07,1.696461e-05,1.073981e-05,2.536529e-05,6.963219e-06,3.326449e-07
17,117,4,7,3.995,2.79044902e-06,8.001365e-07,1.498075e-07,3.663775e-07,5.284712e-08,9.766407e-08,6.781962e-07,2.521943e-08,6.202007e-07
17,117,4,8,4.07,1.666359787e-05,8.358468e-07,1.607786e-07,3.881387e-07,4.971487e-08,1.153282e-07,9.664387e-07,1.490232e-06,1.265712e-05
18,118,6,1,4.188,1.1193586200000002e-05,2.4043e-06,1.56989e-06,5.764905e-06,3.678421e-08,6.503033e-08,6.968168e-07,3.174386e-08,6.24116e-07
18,118,6,2,4.099,1.2953039129999999e-05,2.284529e-06,6.977008e-06,2.171976e-06,6.309848e-08,7.617935e-08,7.046858e-07,2.35344e-08,6.520281e-07
18,118,6,3,4.146,2.35098653e-06,6.111812e-07,1.067865e-07,1.622981e-07,4.406055e-08,7.997521e-08,6.88446e-07,3.168087e-08,6.265581e-07
18,118,6,4,3.927,3.731667531e-05,8.600881e-08,7.722556e-06,5.538639e-06,1.4334e-05,6.823142e-06,5.282984e-07,1.914168e-06,3.698631e-07
18,118,6,5,3.64,4.959526024e-05,1.726989e-06,1.93608e-06,3.427388e-06,7.78395e-06,1.630901e-05,2.175934e-06,1.617002e-05,6.588924e-08
18,118,6,6,4.329,2.77959817e-06,7.958782e-07,1.493645e-07,3.643929e-07,5.234861e-08,9.788535e-08,6.756582e-07,2.497891e-08,6.190915e-07
18,118,6,7,3.665,3.88093999e-05,8.913479e-07,1.616861e-07,4.727689e-07,6.265007e-06,1.717743e-06,1.10244e-05,1.650602e-05,1.770427e-06
18,118,6,8,4.294,2.79286684e-06,7.993627e-07,1.496066e-07,3.662527e-07,5.245154e-08,9.810832e-08,6.79981e-07,2.485388e-08,6.222501e-07
19,119,7,1,4.236,5.74981078e-06,5.942841e-07,8.640759e-07,2.845978e-06,4.123721e-08,6.40084e-08,6.881337e-07,2.904807e-08,6.230454e-07
19,119,7,2,4.131,8.60942708e-06,1.213748e-06,4.447383e-06,1.460637e-06,4.843435e-08,6.897794e-08,6.997649e-07,2.423159e-08,6.462503e-07
19,119,7,3,4.135,2.2458272e-06,5.114529e-07,1.088371e-07,7.928991e-08,6.691216e-08,1.141934e-07,6.993498e-07,3.574133e-08,6.300506e-07
19,119,7,4,4.032,1.69526943e-05,9.71157e-08,3.558351e-06,1.929608e-06,6.386333e-06,3.178105e-06,5.955492e-07,7.650137e-07,4.426187e-07
19,119,7,5,3.843,1.07389854e-05,1.093783e-06,4.672137e-07,1.206937e-06,1.05779e-06,3.277853e-06,8.73413e-07,2.438525e-06,3.234707e-07
19,119,7,6,4.18,9.6778383e-06,7.969211e-07,1.309393e-07,2.691341e-07,2.712864e-06,1.861804e-06,2.398232e-06,9.742994e-07,5.336444e-07
19,119,7,7,3.783,1.7773863700000003e-05,8.597936e-07,1.55929e-07,4.387853e-07,3.043426e-06,6.846738e-07,3.914142e-06,7.588658e-06,1.088456e-06
19,119,7,8,3.899,4.755843072e-05,8.649419e-07,1.674787e-07,4.063114e-07,5.978912e-08,1.225686e-07,1.33919e-06,3.614651e-06,4.09835e-05
