local_sample_row,sample_index,label,source_voltage_file,source_voltage_row,input_voltage_0,input_voltage_1,input_voltage_2,input_voltage_3,input_voltage_4,input_voltage_5,input_voltage_6,input_voltage_7
23,123,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,123,4.318,3.885,3.986,3.807,3.977,4.18,3.835,4.143
24,124,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,124,4.007,4.261,4.042,3.775,3.977,4.175,3.837,4.131
25,125,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,125,3.973,3.851,4.164,4.189,3.805,4.177,3.848,4.141
26,126,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,126,4.003,4.261,4.039,3.776,3.977,4.174,3.843,4.131
27,127,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,127,4.23,4.091,4.053,4.079,3.977,3.991,3.616,4.294
28,128,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,128,4.218,4.059,4.063,4.077,3.977,3.992,3.616,4.294
29,129,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,129,4.318,3.887,3.979,3.807,3.977,4.178,3.837,4.141
30,130,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,130,4.219,4.062,4.063,4.075,3.977,3.991,3.618,4.294
31,131,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,131,4.202,4.081,4.132,3.937,3.64,4.329,3.647,4.294
32,132,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,132,3.974,3.848,4.164,4.189,3.801,4.182,3.853,4.14
33,133,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,133,4.153,4.055,4.164,3.866,3.977,3.929,3.794,4.22
34,134,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,134,4.114,4.037,3.546,4.23,3.463,3.893,3.995,4.072
35,135,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,135,4.118,4.046,3.541,4.23,3.409,4.066,3.925,4.189
36,136,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,136,4.188,4.098,4.141,3.938,3.634,4.329,3.665,4.294
37,137,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,137,4.217,4.054,4.058,4.076,3.977,3.992,3.618,4.294
38,138,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,138,4.098,4.022,3.491,4.23,3.4,3.862,3.995,4.044
39,139,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,139,4.213,4.128,4.104,3.898,3.624,4.329,3.651,4.294
40,140,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,140,4.202,4.119,4.068,4.073,3.977,3.986,3.614,4.294
41,141,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,141,4.132,4.058,3.66,4.23,3.542,3.962,3.995,4.106
42,142,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,142,4.189,4.101,4.076,4.077,3.977,3.975,3.632,4.294
43,143,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,143,4.318,3.884,4.0,3.804,3.977,4.182,3.835,4.142
44,144,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,144,4.195,4.087,3.747,4.23,3.636,4.052,3.995,4.161
45,145,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,145,4.125,4.053,3.625,4.23,3.519,3.941,3.995,4.09
46,146,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,146,4.237,4.127,4.13,4.029,3.846,4.178,3.783,3.901
47,147,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,147,4.02,4.261,4.05,3.778,3.977,4.162,3.834,4.117
48,148,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,148,4.21,4.085,4.164,3.791,3.728,3.97,3.995,4.128
49,149,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,149,4.005,4.261,4.038,3.778,3.977,4.175,3.831,4.134
50,150,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,150,4.214,4.116,4.12,4.012,3.864,4.178,3.779,3.91
51,151,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,151,4.318,3.884,3.989,3.806,3.977,4.181,3.838,4.141
52,152,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,152,4.318,3.886,3.992,3.803,3.977,4.181,3.84,4.138
53,153,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,153,4.318,3.886,3.994,3.804,3.977,4.182,3.836,4.14
54,154,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,154,4.219,4.074,4.064,4.072,3.977,3.99,3.618,4.294
55,155,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,155,3.974,3.858,4.164,4.199,3.799,4.172,3.843,4.14
56,156,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,156,4.003,4.261,4.036,3.778,3.977,4.176,3.839,4.131
57,157,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,157,4.217,4.054,4.063,4.075,3.977,3.991,3.618,4.294
58,158,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,158,3.973,3.861,4.164,4.183,3.786,4.18,3.843,4.145
59,159,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,159,4.318,3.885,4.017,3.808,3.977,4.179,3.824,4.145
60,160,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,160,4.318,3.845,3.787,3.909,3.976,4.209,3.891,4.188
61,161,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,161,4.318,3.89,4.014,3.804,3.977,4.172,3.838,4.131
62,162,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,162,3.974,3.851,4.164,4.184,3.804,4.176,3.847,4.143
63,163,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,163,3.974,3.859,4.164,4.19,3.783,4.181,3.841,4.151
64,164,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,164,4.179,4.13,4.164,3.765,3.771,3.973,3.941,4.077
65,165,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,165,4.318,3.874,4.004,3.791,3.977,4.195,3.835,4.131
66,166,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,166,4.19,4.099,4.141,3.936,3.634,4.329,3.665,4.294
67,167,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,167,4.104,4.053,3.554,4.23,3.457,3.896,3.995,4.05
68,168,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,168,4.02,4.261,4.038,3.791,3.977,4.176,3.828,4.098
69,169,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,169,4.217,4.069,4.164,3.782,3.712,3.959,3.995,4.116
70,170,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,170,4.194,4.103,4.141,3.93,3.636,4.329,3.666,4.294
71,171,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,171,4.318,3.885,3.996,3.803,3.977,4.181,3.847,4.133
72,172,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,172,4.318,3.885,3.981,3.807,3.977,4.178,3.839,4.142
73,173,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,173,4.318,3.886,4.004,3.804,3.977,4.181,3.838,4.136
74,174,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,174,4.223,4.086,4.164,3.798,3.726,3.983,3.995,4.129
75,175,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,175,4.222,4.125,4.057,4.074,3.977,3.979,3.607,4.294
76,176,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,176,4.003,4.261,4.036,3.777,3.977,4.173,3.84,4.134
77,177,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,177,4.11,4.049,3.567,4.23,3.469,3.907,3.995,4.059
78,178,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,178,4.193,4.122,4.077,4.064,3.977,3.976,3.632,4.294
79,179,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,179,4.227,4.078,4.164,3.793,3.713,3.974,3.995,4.107
80,180,0,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,180,3.979,3.854,4.164,4.181,3.804,4.175,3.843,4.134
81,181,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,181,4.221,4.082,4.164,3.802,3.721,3.984,3.995,4.13
82,182,6,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,182,4.188,4.097,4.138,3.941,3.642,4.329,3.656,4.294
83,183,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,183,4.217,4.062,4.063,4.077,3.977,3.99,3.617,4.294
84,184,5,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,184,4.218,4.056,4.063,4.076,3.977,3.991,3.617,4.294
85,185,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,185,4.236,4.101,4.133,4.037,3.839,4.174,3.787,3.902
86,186,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,186,4.008,4.261,4.045,3.778,3.977,4.167,3.829,4.14
87,187,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,187,4.0,4.261,4.053,3.762,3.977,4.16,3.854,4.158
88,188,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,188,4.222,4.133,4.164,4.093,3.817,4.169,3.777,3.89
89,189,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,189,4.318,3.884,4.01,3.805,3.977,4.18,3.84,4.135
90,190,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,190,4.017,4.261,4.025,3.78,3.977,4.177,3.828,4.117
91,191,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,191,4.09,4.024,3.465,4.23,3.387,3.844,3.995,4.04
92,192,1,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,192,4.318,3.884,4.011,3.803,3.977,4.179,3.842,4.137
93,193,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,193,4.237,4.261,4.093,4.026,3.83,4.169,3.779,3.89
94,194,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,194,4.216,4.071,4.164,3.787,3.726,3.955,3.995,4.143
95,195,3,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,195,4.215,4.082,4.164,3.793,3.721,3.972,3.995,4.13
96,196,7,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,196,4.226,4.139,4.137,4.026,3.85,4.181,3.786,3.897
97,197,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,197,4.003,4.261,4.046,3.772,3.977,4.179,3.837,4.137
98,198,2,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,198,4.0,4.261,4.039,3.775,3.977,4.174,3.841,4.139
99,199,4,results\MNISTInputPassThroughTest\run_20260720_162747\closed_loop_input_final_voltage.csv,199,4.126,4.058,3.626,4.23,3.52,3.944,3.995,4.085
