local_sample_row,sample_index,label,active_input_channel,upload_voltage,component_output_power_sum,component_output_power_0,component_output_power_1,component_output_power_2,component_output_power_3,component_output_power_4,component_output_power_5,component_output_power_6,component_output_power_7
3,203,2,1,4.005,5.3203760839999996e-05,2.112418e-05,5.765498e-06,2.47663e-05,2.524137e-08,1.931227e-07,6.977764e-07,3.754877e-08,5.940936e-07
3,203,2,2,4.261,2.6364548e-06,7.550149e-07,1.432987e-07,3.515427e-07,4.820609e-08,9.326838e-08,6.396235e-07,2.256533e-08,5.829352e-07
3,203,2,3,4.04,5.976714e-06,1.084628e-07,9.839413e-07,6.1397e-07,1.109904e-06,1.737397e-06,7.288332e-07,7.77321e-08,6.164736e-07
3,203,2,4,3.777,7.51367411e-05,5.008235e-07,1.497652e-05,1.284494e-05,2.892005e-05,1.311661e-05,4.252692e-07,4.055144e-06,2.973844e-07
3,203,2,5,3.977,2.63474625e-06,7.531085e-07,1.434338e-07,3.518295e-07,4.816857e-08,9.323683e-08,6.401465e-07,2.262675e-08,5.821958e-07
3,203,2,6,4.181,9.3221846e-06,7.496257e-07,1.253028e-07,2.611454e-07,2.614674e-06,1.801497e-06,2.329834e-06,9.351116e-07,5.049941e-07
3,203,2,7,3.836,1.05322678e-05,7.965164e-07,1.469149e-07,4.056185e-07,1.828864e-06,3.618172e-07,1.74313e-06,4.417821e-06,8.315858e-07
3,203,2,8,4.125,9.562646579999998e-06,7.814447e-07,1.510991e-07,3.682639e-07,4.508028e-08,1.055246e-07,8.26515e-07,9.10725e-07,6.373994e-06
4,204,3,1,4.218,7.26965716e-06,1.118119e-06,1.071836e-06,3.720518e-06,3.559977e-08,5.819683e-08,6.527318e-07,2.713926e-08,5.855165e-07
4,204,3,2,4.071,2.6351688900000002e-06,7.535342e-07,1.432448e-07,3.520197e-07,4.818388e-08,9.312645e-08,6.397634e-07,2.276296e-08,5.825335e-07
4,204,3,3,4.164,2.63791278e-06,7.55396e-07,1.434097e-07,3.510812e-07,4.823148e-08,9.325672e-08,6.393614e-07,2.247348e-08,5.847028e-07
4,204,3,4,3.779,7.443937250000001e-05,4.918869e-07,1.484916e-05,1.269779e-05,2.863485e-05,1.301336e-05,4.270943e-07,4.02791e-06,2.973213e-07
4,204,3,5,3.717,3.0937361900000004e-05,1.399835e-06,1.234709e-06,2.423612e-06,4.441269e-06,1.021004e-05,1.554316e-06,9.554465e-06,1.191159e-07
4,204,3,6,3.959,5.258658042e-05,7.515354e-07,8.641452e-08,1.902635e-07,1.459574e-05,9.302656e-06,2.138114e-05,5.937364e-06,3.41467e-07
4,204,3,7,3.995,2.63582511e-06,7.556852e-07,1.432907e-07,3.519546e-07,4.815671e-08,9.310838e-08,6.386708e-07,2.253742e-08,5.824213e-07
4,204,3,8,4.12,1.004901748e-05,7.830314e-07,1.520142e-07,3.692875e-07,4.506108e-08,1.067595e-07,8.325454e-07,9.520284e-07,6.80829e-06
5,205,0,1,3.975,6.265983657e-05,2.564367e-05,6.619964e-06,2.880229e-05,2.68417e-08,2.334385e-07,7.001897e-07,3.896137e-08,5.944813e-07
5,205,0,2,3.857,0.00013489508737,0.0001074546,1.946552e-05,5.265776e-06,4.098713e-07,8.577503e-07,7.462604e-07,3.188677e-08,6.634226e-07
5,205,0,3,4.164,2.63710742e-06,7.548157e-07,1.429641e-07,3.520679e-07,4.812695e-08,9.312072e-08,6.403114e-07,2.265995e-08,5.830407e-07
5,205,0,4,4.183,2.70290205e-06,5.267705e-07,3.150301e-07,4.282037e-08,3.535067e-07,2.855478e-07,6.279747e-07,1.072608e-08,5.405258e-07
5,205,0,5,3.809,1.48111346e-05,1.125583e-06,6.207618e-07,1.470765e-06,1.723985e-06,4.746357e-06,9.961487e-07,3.884548e-06,2.429861e-07
5,205,0,6,4.166,1.1111656699999998e-05,7.504743e-07,1.231357e-07,2.527972e-07,3.153682e-06,2.143893e-06,3.042148e-06,1.151235e-06,4.942915e-07
5,205,0,7,3.838,1.02658536e-05,7.963147e-07,1.46954e-07,4.050395e-07,1.780622e-06,3.503444e-07,1.663583e-06,4.299838e-06,8.23158e-07
5,205,0,8,4.147,7.42736008e-06,7.772101e-07,1.50458e-07,3.660278e-07,4.489888e-08,1.045206e-07,7.894104e-07,7.306923e-07,4.464142e-06
6,206,4,1,4.14,1.885240882e-05,5.588341e-06,2.411896e-06,9.46413e-06,2.919515e-08,7.378209e-08,6.663361e-07,3.108978e-08,5.876387e-07
6,206,4,2,4.087,1.4476508090000003e-05,2.784769e-06,7.869652e-06,2.381916e-06,6.494643e-08,7.403299e-08,6.645975e-07,2.110337e-08,6.154908e-07
6,206,4,3,3.766,5.524554e-05,3.328836e-06,1.041535e-05,1.221269e-05,1.06474e-05,1.674088e-05,9.933365e-07,2.521375e-07,6.5491e-07
6,206,4,4,4.23,2.63948935e-06,7.560612e-07,1.43433e-07,3.511124e-07,4.834367e-08,9.319851e-08,6.399916e-07,2.268697e-08,5.84662e-07
6,206,4,5,3.604,5.711358116e-05,1.758867e-06,2.215867e-06,3.778579e-06,9.074201e-06,1.880022e-05,2.478389e-06,1.896014e-05,4.731816e-08
6,206,4,6,4.274,2.64065566e-06,7.535205e-07,1.37851e-07,3.157825e-07,3.790477e-07,3.490519e-07,5.621327e-08,9.173019e-08,5.574586e-07
6,206,4,7,3.792,1.59900067e-05,8.108973e-07,1.487451e-07,4.193927e-07,2.729818e-06,6.126756e-07,3.386022e-06,6.870249e-06,1.012207e-06
6,206,4,8,4.247,2.27436532e-06,7.634379e-07,1.453266e-07,3.559524e-07,4.673583e-08,9.700442e-08,6.686959e-07,1.464043e-07,5.080797e-08
7,207,4,1,4.146,1.767005618e-05,5.093574e-06,2.288191e-06,8.900428e-06,2.968786e-08,7.129583e-08,6.654432e-07,3.071649e-08,5.907198e-07
7,207,4,2,4.07,1.736346819e-05,3.566077e-06,9.496832e-06,2.83753e-06,7.590062e-08,8.046563e-08,6.676341e-07,2.070794e-08,6.183209e-07
7,207,4,3,3.664,8.212759009999999e-05,5.772322e-06,1.54688e-05,1.883661e-05,1.55454e-05,2.444759e-05,1.086741e-06,3.151623e-07,6.549648e-07
7,207,4,4,4.23,2.63735012e-06,7.559097e-07,1.432351e-07,3.509048e-07,4.826407e-08,9.321987e-08,6.395986e-07,2.270058e-08,5.835174e-07
7,207,4,5,3.564,6.7620721e-05,1.890232e-06,2.60714e-06,4.280599e-06,1.098584e-05,2.217962e-05,2.858389e-06,2.27752e-05,4.3701e-08
7,207,4,6,3.979,4.7393580150000006e-05,7.516722e-07,9.031215e-08,1.923099e-07,1.320041e-05,8.435187e-06,1.902379e-05,5.342731e-06,3.571679e-07
7,207,4,7,3.995,2.63757113e-06,7.551691e-07,1.430148e-07,3.51212e-07,4.833848e-08,9.323389e-08,6.398915e-07,2.266786e-08,5.840435e-07
7,207,4,8,4.11,1.118956512e-05,7.848828e-07,1.522012e-07,3.702134e-07,4.521052e-08,1.072298e-07,8.513654e-07,1.043944e-06,7.834518e-06
8,208,2,1,4.004,5.351662819e-05,2.125242e-05,5.785618e-06,2.493201e-05,2.544503e-08,1.931688e-07,6.962742e-07,3.768886e-08,5.940033e-07
8,208,2,2,4.261,2.63965359e-06,7.565852e-07,1.434526e-07,3.51989e-07,4.807296e-08,9.294759e-08,6.408628e-07,2.254924e-08,5.831942e-07
8,208,2,3,4.051,5.107426970000001e-06,1.086042e-07,8.079255e-07,4.416797e-07,9.129574e-07,1.429609e-06,7.20539e-07,7.175107e-08,6.143611e-07
8,208,2,4,3.769,7.73218799e-05,5.380672e-07,1.541142e-05,1.327357e-05,2.973534e-05,1.347171e-05,4.195852e-07,4.175291e-06,2.968965e-07
8,208,2,5,3.977,2.6426907599999996e-06,7.575167e-07,1.431388e-07,3.514897e-07,4.834501e-08,9.339047e-08,6.416638e-07,2.267168e-08,5.844746e-07
8,208,2,6,4.181,9.2994649e-06,7.533386e-07,1.254744e-07,2.610309e-07,2.606494e-06,1.797515e-06,2.314587e-06,9.367761e-07,5.042489e-07
8,208,2,7,3.844,9.6581636e-06,7.974469e-07,1.469478e-07,4.029323e-07,1.678436e-06,3.21755e-07,1.497553e-06,4.009698e-06,8.033946e-07
8,208,2,8,4.13,9.03889607e-06,7.840872e-07,1.518593e-07,3.671393e-07,4.518107e-08,1.059489e-07,8.176316e-07,8.684697e-07,5.898579e-06
9,209,4,1,4.161,1.501069297e-05,4.007778e-06,1.994319e-06,7.62815e-06,3.091118e-08,6.655467e-08,6.633185e-07,3.021102e-08,5.894506e-07
9,209,4,2,4.088,1.436861967e-05,2.751551e-06,7.811966e-06,2.364169e-06,6.491006e-08,7.389225e-08,6.656157e-07,2.133286e-08,6.151828e-07
9,209,4,3,3.711,6.95039272e-05,4.596524e-06,1.309886e-05,1.57026e-05,1.324894e-05,2.086881e-05,1.045098e-06,2.876978e-07,6.553974e-07
9,209,4,4,4.23,2.64149289e-06,7.57641e-07,1.434852e-07,3.521504e-07,4.847479e-08,9.312735e-08,6.411154e-07,2.293705e-08,5.825617e-07
9,209,4,5,3.604,5.715671577e-05,1.768801e-06,2.21928e-06,3.779611e-06,9.105643e-06,1.880483e-05,2.478965e-06,1.895227e-05,4.731577e-08
9,209,4,6,4.016,3.844140237e-05,7.522358e-07,9.639207e-08,1.981759e-07,1.080441e-05,6.930677e-06,1.49487e-05,4.325784e-06,3.850276e-07
9,209,4,7,3.995,2.6392633499999997e-06,7.564377e-07,1.431495e-07,3.516762e-07,4.828605e-08,9.308784e-08,6.403991e-07,2.261806e-08,5.836089e-07
9,209,4,8,4.138,8.238106030000001e-06,7.814265e-07,1.512652e-07,3.669831e-07,4.495583e-08,1.053799e-07,8.036742e-07,8.027073e-07,5.181714e-06
10,210,1,1,4.318,2.6396332000000003e-06,7.567264e-07,1.435808e-07,3.51642e-07,4.827475e-08,9.300337e-08,6.398608e-07,2.273828e-08,5.838068e-07
10,210,1,2,3.885,6.319313036e-05,1.715605e-05,3.425896e-05,9.916618e-06,2.752635e-07,2.257477e-07,6.91682e-07,1.817526e-08,6.506339e-07
10,210,1,3,4.0,9.9850124e-06,2.017239e-07,1.787624e-06,1.464357e-06,1.963833e-06,3.075184e-06,7.648192e-07,1.005493e-07,6.26922e-07
10,210,1,4,3.797,6.934370990000001e-05,4.167842e-07,1.389971e-05,1.171947e-05,2.670109e-05,1.214086e-05,4.360705e-07,3.728891e-06,3.008342e-07
10,210,1,5,3.977,2.64043585e-06,7.575408e-07,1.436286e-07,3.521234e-07,4.848538e-08,9.29839e-08,6.403342e-07,2.274957e-08,5.8259e-07
10,210,1,6,4.184,8.9741268e-06,7.538575e-07,1.258269e-07,2.625645e-07,2.512634e-06,1.731333e-06,2.184361e-06,8.977951e-07,5.057548e-07
10,210,1,7,3.837,1.0401937099999999e-05,7.979324e-07,1.469476e-07,4.046031e-07,1.805138e-06,3.550373e-07,1.709618e-06,4.354997e-06,8.276637e-07
10,210,1,8,4.146,1.52102044e-05,8.233584e-07,1.548617e-07,4.21722e-07,1.818723e-06,3.992743e-07,1.253752e-06,5.618101e-06,4.720412e-06
11,211,5,1,4.192,1.036657739e-05,2.203957e-06,1.460182e-06,5.336447e-06,3.332163e-08,6.020451e-08,6.57278e-07,2.858665e-08,5.866006e-07
11,211,5,2,4.057,2.8137923650000002e-05,1.859322e-05,7.042967e-06,9.263708e-07,8.883764e-08,1.452034e-07,6.91716e-07,2.574221e-08,6.238666e-07
11,211,5,3,4.027,7.112524849999999e-06,1.230514e-07,1.216874e-06,8.492209e-07,1.35687e-06,2.12262e-06,7.40986e-07,8.516455e-08,6.17738e-07
11,211,5,4,4.097,2.63963459e-06,7.570822e-07,1.433946e-07,3.523564e-07,4.850713e-08,9.29741e-08,6.408171e-07,2.289766e-08,5.816054e-07
11,211,5,5,3.977,2.64071393e-06,7.574933e-07,1.437266e-07,3.524453e-07,4.857515e-08,9.298183e-08,6.402987e-07,2.289095e-08,5.823021e-07
11,211,5,6,3.988,4.516219758e-05,7.529712e-07,9.172218e-08,1.937254e-07,1.260741e-05,8.063275e-06,1.800222e-05,5.087985e-06,3.628888e-07
11,211,5,7,3.616,4.79492023e-05,8.623413e-07,1.59085e-07,4.6772e-07,7.535871e-06,2.201206e-06,1.433482e-05,2.031002e-05,2.078139e-06
11,211,5,8,4.294,2.6408034e-06,7.586557e-07,1.434346e-07,3.511775e-07,4.838282e-08,9.31294e-08,6.402958e-07,2.274298e-08,5.829846e-07
12,212,7,1,4.235,5.6355598e-06,6.197425e-07,8.478222e-07,2.807807e-06,3.772555e-08,6.04447e-08,6.507659e-07,2.628585e-08,5.849661e-07
12,212,7,2,4.134,8.07175159e-06,1.153982e-06,4.171365e-06,1.352188e-06,4.393197e-08,6.375485e-08,6.582606e-07,2.169267e-08,6.065765e-07
12,212,7,3,4.13,2.10672404e-06,4.382447e-07,1.122791e-07,4.737105e-08,8.276918e-08,1.384609e-07,6.611733e-07,3.499121e-08,5.914346e-07
12,212,7,4,4.028,1.711251772e-05,8.989342e-08,3.589109e-06,1.995869e-06,6.512928e-06,3.155398e-06,5.68044e-07,7.899532e-07,4.113231e-07
12,212,7,5,3.838,1.0953988000000001e-05,1.050072e-06,4.752695e-07,1.208651e-06,1.109339e-06,3.38252e-06,8.673501e-07,2.567999e-06,2.927874e-07
12,212,7,6,4.179,9.5152443e-06,7.547481e-07,1.243052e-07,2.603095e-07,2.677436e-06,1.834272e-06,2.398921e-06,9.625531e-07,5.026994e-07
12,212,7,7,3.785,1.6976219e-05,8.131954e-07,1.493577e-07,4.223687e-07,2.884727e-06,6.579122e-07,3.700874e-06,7.306296e-06,1.041488e-06
12,212,7,8,3.902,4.5660495920000005e-05,8.215031e-07,1.605521e-07,3.922287e-07,5.548342e-08,1.158646e-07,1.295417e-06,3.459377e-06,3.936007e-05
13,213,7,1,4.231,4.898410863e-05,6.582036e-07,9.486301e-07,3.187572e-06,4.521933e-08,5.38076e-08,1.297772e-06,3.490484e-06,3.930242e-05
13,213,7,2,4.114,1.05632315e-05,1.765033e-06,5.630798e-06,1.756947e-06,5.161333e-08,6.70268e-08,6.603065e-07,2.176667e-08,6.097402e-07
13,213,7,3,4.135,2.11741236e-06,4.796642e-07,1.036776e-07,7.471093e-08,6.496165e-08,1.121105e-07,6.572459e-07,3.303138e-08,5.920102e-07
13,213,7,4,4.022,1.8041913420000003e-05,8.364332e-08,3.772464e-06,2.156302e-06,6.886209e-06,3.329832e-06,5.649077e-07,8.409892e-07,4.075662e-07
13,213,7,5,3.857,8.8450293e-06,1.000718e-06,3.938203e-07,1.054144e-06,7.802979e-07,2.628741e-06,7.96451e-07,1.863452e-06,3.274051e-07
13,213,7,6,4.178,9.6368764e-06,7.533797e-07,1.247101e-07,2.593036e-07,2.712811e-06,1.856791e-06,2.450254e-06,9.785797e-07,5.010473e-07
13,213,7,7,3.781,1.75407112e-05,8.136316e-07,1.494391e-07,4.234972e-07,2.977371e-06,6.835573e-07,3.891109e-06,7.542356e-06,1.05975e-06
13,213,7,8,3.903,4.5425327909999995e-05,8.203421e-07,1.59756e-07,3.920068e-07,5.554101e-08,1.15909e-07,1.294415e-06,3.438588e-06,3.914877e-05
14,214,2,1,3.998,5.536990732e-05,2.216537e-05,5.955552e-06,2.569899e-05,2.572063e-08,1.996325e-07,6.946959e-07,3.800659e-08,5.919397e-07
14,214,2,2,4.261,2.63632908e-06,7.561993e-07,1.435255e-07,3.513538e-07,4.812665e-08,9.300221e-08,6.394553e-07,2.282542e-08,5.818409e-07
14,214,2,3,4.066,4.08758596e-06,1.270727e-07,5.945577e-07,2.511622e-07,6.755369e-07,1.059016e-06,7.077484e-07,6.422056e-08,6.082715e-07
14,214,2,4,3.764,7.86291847e-05,5.570999e-07,1.566331e-05,1.353582e-05,3.021775e-05,1.369149e-05,4.148422e-07,4.252568e-06,2.963046e-07
14,214,2,5,3.977,2.6368907700000003e-06,7.561609e-07,1.435524e-07,3.5176e-07,4.834072e-08,9.272107e-08,6.394372e-07,2.268188e-08,5.822366e-07
14,214,2,6,4.182,9.180801200000001e-06,7.538198e-07,1.255096e-07,2.61232e-07,2.57401e-06,1.769615e-06,2.271089e-06,9.215696e-07,5.039562e-07
14,214,2,7,3.845,9.537603e-06,7.963787e-07,1.471005e-07,4.018144e-07,1.658662e-06,3.153709e-07,1.462813e-06,3.956962e-06,7.985015e-07
14,214,2,8,4.13,9.03251584e-06,7.844133e-07,1.519615e-07,3.675239e-07,4.511714e-08,1.054561e-07,8.180023e-07,8.677016e-07,5.89234e-06
15,215,2,1,4.004,5.3453844160000004e-05,2.122834e-05,5.785219e-06,2.489521e-05,2.609241e-08,1.922885e-07,6.944762e-07,3.772795e-08,5.944901e-07
15,215,2,2,4.261,2.64079193e-06,7.579474e-07,1.433403e-07,3.512185e-07,4.835924e-08,9.300317e-08,6.404757e-07,2.280722e-08,5.836404e-07
15,215,2,3,4.049,5.23534427e-06,1.088441e-07,8.352807e-07,4.671356e-07,9.418273e-07,1.474214e-06,7.200971e-07,7.317987e-08,6.147656e-07
15,215,2,4,3.773,7.604420660000001e-05,5.187473e-07,1.518705e-05,1.302281e-05,2.923894e-05,1.32527e-05,4.206885e-07,4.106168e-06,2.971028e-07
15,215,2,5,3.977,2.63599944e-06,7.560498e-07,1.433935e-07,3.511766e-07,4.825141e-08,9.302615e-08,6.391589e-07,2.274178e-08,5.822013e-07
15,215,2,6,4.174,1.01084637e-05,7.521853e-07,1.251119e-07,2.575957e-07,2.85341e-06,1.949846e-06,2.640736e-06,1.031684e-06,4.978948e-07
15,215,2,7,3.832,1.09635662e-05,7.996636e-07,1.474594e-07,4.063778e-07,1.905193e-06,3.801179e-07,1.868381e-06,4.612892e-06,8.434815e-07
15,215,2,8,4.143,7.79143581e-06,7.804529e-07,1.512613e-07,3.663825e-07,4.513201e-08,1.048104e-07,7.952187e-07,7.6283e-07,4.785348e-06
16,216,6,1,4.14,1.8824125539999997e-05,5.586662e-06,2.413539e-06,9.438029e-06,2.929247e-08,7.39814e-08,6.639076e-07,3.136067e-08,5.873534e-07
16,216,6,2,4.091,2.63471192e-06,7.561673e-07,1.438109e-07,3.510767e-07,4.834211e-08,9.313061e-08,6.377894e-07,2.27644e-08,5.816305e-07
16,216,6,3,4.164,2.63736313e-06,7.573482e-07,1.437794e-07,3.516219e-07,4.843929e-08,9.313649e-08,6.376958e-07,2.274695e-08,5.825951e-07
16,216,6,4,3.983,2.4793265550000003e-05,6.159725e-08,5.184888e-06,3.322071e-06,9.552126e-06,4.529832e-06,5.443634e-07,1.218126e-06,3.802619e-07
16,216,6,5,3.616,5.409537744000001e-05,1.722129e-06,2.108888e-06,3.623936e-06,8.543577e-06,1.782774e-05,2.36527e-06,1.785304e-05,5.079744e-08
16,216,6,6,4.329,2.63589281e-06,7.556189e-07,1.440626e-07,3.512412e-07,4.836541e-08,9.314072e-08,6.373463e-07,2.289408e-08,5.832236e-07
16,216,6,7,3.65,4.0761880299999993e-05,8.495356e-07,1.569994e-07,4.582063e-07,6.486845e-06,1.832618e-06,1.175946e-05,1.739064e-05,1.827576e-06
16,216,6,8,4.294,2.63572848e-06,7.566725e-07,1.438901e-07,3.508491e-07,4.843116e-08,9.315136e-08,6.382281e-07,2.282136e-08,5.816848e-07
17,217,5,1,4.193,1.0196968819999999e-05,2.143446e-06,1.443003e-06,5.247768e-06,3.371875e-08,5.984291e-08,6.543056e-07,2.863386e-08,5.862507e-07
17,217,5,2,4.129,8.65841205e-06,1.296103e-06,4.516019e-06,1.451373e-06,4.612638e-08,6.475477e-08,6.557374e-07,2.18592e-08,6.064393e-07
17,217,5,3,4.08,3.3310194100000003e-06,1.623387e-07,4.313878e-07,1.218012e-07,4.899918e-07,7.670276e-07,6.944024e-07,5.775241e-08,6.063175e-07
17,217,5,4,4.077,1.03395889e-05,1.707498e-07,2.141551e-06,9.060543e-07,3.768704e-06,1.903426e-06,5.863556e-07,4.139281e-07,4.488201e-07
17,217,5,5,3.977,2.63493423e-06,7.561424e-07,1.43466e-07,3.51265e-07,4.836993e-08,9.286984e-08,6.373332e-07,2.261866e-08,5.828692e-07
17,217,5,6,3.977,4.784475636e-05,7.526442e-07,9.047936e-08,1.919157e-07,1.333486e-05,8.506937e-06,1.92044e-05,5.411972e-06,3.515481e-07
17,217,5,7,3.626,4.57060168e-05,8.564684e-07,1.589807e-07,4.635607e-07,7.195835e-06,2.085999e-06,1.351968e-05,1.943059e-05,1.994903e-06
17,217,5,8,4.294,2.63243493e-06,7.551376e-07,1.436422e-07,3.515447e-07,4.86246e-08,9.31286e-08,6.359803e-07,2.284933e-08,5.815276e-07
18,218,7,1,4.236,5.55901566e-06,6.03139e-07,8.387093e-07,2.761969e-06,3.782116e-08,6.071325e-08,6.461155e-07,2.645405e-08,5.840944e-07
18,218,7,2,4.132,8.30343386e-06,1.211656e-06,4.303569e-06,1.396645e-06,4.486898e-08,6.459305e-08,6.545843e-07,2.188003e-08,6.056375e-07
18,218,7,3,4.137,2.1196153e-06,4.940872e-07,1.019643e-07,8.555104e-08,5.932301e-08,1.030802e-07,6.523567e-07,3.249965e-08,5.907532e-07
18,218,7,4,4.031,1.655486012e-05,9.242992e-08,3.466639e-06,1.906259e-06,6.288532e-06,3.063545e-06,5.657644e-07,7.581932e-07,4.134976e-07
18,218,7,5,3.836,1.1196287899999999e-05,1.052772e-06,4.849926e-07,1.223569e-06,1.151281e-06,3.46692e-06,8.696431e-07,2.658052e-06,2.890582e-07
18,218,7,6,4.178,9.624059599999999e-06,7.516191e-07,1.253242e-07,2.59099e-07,2.70508e-06,1.860258e-06,2.446362e-06,9.766854e-07,4.996319e-07
18,218,7,7,3.785,1.69368291e-05,8.118301e-07,1.500253e-07,4.208314e-07,2.875547e-06,6.551383e-07,3.697399e-06,7.290964e-06,1.035094e-06
18,218,7,8,3.902,4.559214905e-05,8.189508e-07,1.607834e-07,3.911068e-07,5.575955e-08,1.163025e-07,1.293742e-06,3.446164e-06,3.930934e-05
19,219,7,1,4.228,6.238962450000001e-06,7.962016e-07,9.351057e-07,3.150559e-06,3.734353e-08,5.95374e-08,6.472997e-07,2.719962e-08,5.857159e-07
19,219,7,2,4.138,7.601380210000001e-06,1.045697e-06,3.890858e-06,1.278079e-06,4.307771e-08,6.389637e-08,6.5299e-07,2.201433e-08,6.047678e-07
19,219,7,3,4.138,2.1251947e-06,5.037384e-07,1.015589e-07,9.320021e-08,5.620829e-08,9.856944e-08,6.506749e-07,3.219176e-08,5.890528e-07
19,219,7,4,4.026,1.736862629e-05,8.643779e-08,3.639473e-06,2.040183e-06,6.617198e-06,3.212337e-06,5.615159e-07,8.020297e-07,4.094519e-07
19,219,7,5,3.838,1.0938521899999999e-05,1.047995e-06,4.745997e-07,1.206505e-06,1.108672e-06,3.379831e-06,8.579028e-07,2.570778e-06,2.922384e-07
19,219,7,6,4.177,9.7491493e-06,7.506861e-07,1.249832e-07,2.582281e-07,2.746463e-06,1.875563e-06,2.502746e-06,9.925083e-07,4.979716e-07
19,219,7,7,3.783,1.72675748e-05,8.120574e-07,1.499244e-07,4.2089e-07,2.930518e-06,6.68398e-07,3.811821e-06,7.429259e-06,1.044707e-06
19,219,7,8,3.905,4.497781766e-05,8.182832e-07,1.614675e-07,3.915392e-07,5.495486e-08,1.160329e-07,1.286933e-06,3.403187e-06,3.874542e-05
20,220,1,1,4.318,2.6302791e-06,7.547146e-07,1.437353e-07,3.507993e-07,4.834372e-08,9.304299e-08,6.345389e-07,2.292809e-08,5.821762e-07
