mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,label,active_input_channel
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,77,277,3,5
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,77,277,3,5
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,77,277,3,5
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,77,277,3,5
5,44,3.704,7.160732469217142,,6.444659222295428,7.876805716138856,77,277,3,5
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,77,277,3,5
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,77,277,3,5
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,77,277,3,5
4,48,4.23,8.304996428072716,7.385881225395744,7.474496785265444,9.135496070879988,81,281,6,5
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,87,287,1,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,87,287,1,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,87,287,1,4
4,48,3.801,7.462716648488037,,6.716444983639233,8.20898831333684,87,287,1,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,87,287,1,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,87,287,1,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,87,287,1,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,87,287,1,4
1,43,4.198,8.242242340190113,,7.418018106171102,9.066466574209125,92,292,6,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,92,292,6,1
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,92,292,6,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,92,292,6,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,92,292,6,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,92,292,6,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,92,292,6,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,92,292,6,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,93,294,5,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,93,294,5,3
3,41,4.058,7.887609073337433,,7.09884816600369,8.676369980671177,93,294,5,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,93,294,5,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,93,294,5,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,93,294,5,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,93,294,5,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,93,294,5,3
1,43,4.235,8.3148871631027,,7.48339844679243,9.14637587941297,94,296,7,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,94,296,7,1
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,94,296,7,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,94,296,7,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,94,296,7,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,94,296,7,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,94,296,7,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,94,296,7,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,97,299,2,5
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,97,299,2,5
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,97,299,2,5
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,97,299,2,5
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,97,299,2,5
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,97,299,2,5
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,97,299,2,5
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,97,299,2,5
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,97,299,2,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,97,299,2,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,97,299,2,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,97,299,2,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,97,299,2,6
6,46,4.169,8.117117824304206,,7.305406041873785,8.928829606734626,97,299,2,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,97,299,2,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,97,299,2,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,101,303,6,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,101,303,6,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,101,303,6,4
4,48,3.935,7.725806369850151,,6.9532257328651355,8.498387006835166,101,303,6,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,101,303,6,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,101,303,6,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,101,303,6,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,101,303,6,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,101,303,6,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,101,303,6,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,101,303,6,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,101,303,6,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,101,303,6,6
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,101,303,6,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,101,303,6,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,101,303,6,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,105,307,7,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,105,307,7,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,105,307,7,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,105,307,7,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,105,307,7,6
6,46,4.179,8.136588003782029,,7.322929203403826,8.950246804160232,105,307,7,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,105,307,7,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,105,307,7,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,108,310,5,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,108,310,5,3
3,41,4.073,7.91676484862084,,7.125088363758756,8.708441333482924,108,310,5,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,108,310,5,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,108,310,5,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,108,310,5,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,108,310,5,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,108,310,5,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,109,311,4,2
2,45,4.055,7.961479916500931,,7.165331924850838,8.757627908151024,109,311,4,2
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,109,311,4,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,109,311,4,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,109,311,4,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,109,311,4,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,109,311,4,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,109,311,4,2
1,43,4.318,8.477847171257958,7.454617545242098,7.630062454132162,9.325631888383754,111,315,0,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,113,317,3,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,113,317,3,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,113,317,3,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,113,317,3,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,113,317,3,6
6,46,3.96,7.7101910732177155,,6.939171965895944,8.481210180539486,113,317,3,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,113,317,3,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,113,317,3,6
6,46,4.329,8.428640695949365,7.333510695988993,7.585776626354429,9.271504765544302,113,317,3,7
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,114,318,7,2
2,45,4.131,8.110696309510567,,7.299626678559511,8.921765940461624,114,318,7,2
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,114,318,7,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,114,318,7,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,114,318,7,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,114,318,7,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,114,318,7,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,114,318,7,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,115,319,6,2
2,45,4.102,8.053758475335838,,7.248382627802254,8.859134322869423,115,319,6,2
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,115,319,6,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,115,319,6,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,115,319,6,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,115,319,6,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,115,319,6,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,115,319,6,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,115,319,6,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,115,319,6,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,115,319,6,4
4,48,3.931,7.717952945331879,,6.946157650798691,8.489748239865067,115,319,6,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,115,319,6,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,115,319,6,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,115,319,6,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,115,319,6,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,115,319,6,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,115,319,6,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,115,319,6,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,115,319,6,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,115,319,6,6
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,115,319,6,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,115,319,6,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,115,319,6,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,118,324,2,5
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,118,324,2,5
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,118,324,2,5
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,118,324,2,5
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,118,324,2,5
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,118,324,2,5
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,118,324,2,5
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,118,324,2,5
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,118,324,2,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,118,324,2,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,118,324,2,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,118,324,2,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,118,324,2,6
6,46,4.172,8.122958878147552,,7.310662990332796,8.935254765962307,118,324,2,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,118,324,2,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,118,324,2,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,120,327,5,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,120,327,5,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,120,327,5,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,120,327,5,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,120,327,5,6
6,46,3.992,7.772495647546748,,6.9952460827920735,8.549745212301422,120,327,5,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,120,327,5,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,120,327,5,6
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,129,336,5,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,129,336,5,3
3,41,4.075,7.9206522853252945,,7.128587056792765,8.712717513857823,129,336,5,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,129,336,5,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,129,336,5,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,129,336,5,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,129,336,5,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,129,336,5,3
6,46,4.329,8.428640695949365,7.385881225395744,7.585776626354429,9.271504765544302,129,336,5,7
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,133,341,7,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,133,341,7,2
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,133,341,7,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,133,341,7,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,133,341,7,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,133,341,7,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,133,341,7,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,133,341,7,2
1,43,4.22,8.285436559219217,,7.4568929032972955,9.113980215141138,144,357,5,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,144,357,5,1
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,144,357,5,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,144,357,5,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,144,357,5,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,144,357,5,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,144,357,5,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,144,357,5,1
6,46,4.329,8.428640695949365,7.245135427615108,7.585776626354429,9.271504765544302,145,358,3,7
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,146,359,7,7
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,146,359,7,7
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,146,359,7,7
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,146,359,7,7
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,146,359,7,7
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,146,359,7,7
7,42,3.786,7.420975026756564,,6.678877524080908,8.16307252943222,146,359,7,7
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,146,359,7,7
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,146,359,7,8
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,146,359,7,8
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,146,359,7,8
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,146,359,7,8
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,146,359,7,8
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,146,359,7,8
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,146,359,7,8
8,49,3.899,7.576102777745996,,6.818492499971397,8.333713055520596,146,359,7,8
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,150,363,3,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,150,363,3,3
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,150,363,3,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,150,363,3,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,150,363,3,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,150,363,3,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,150,363,3,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,150,363,3,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,152,365,2,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,152,365,2,3
3,41,4.043,7.858453298054029,,7.072607968248627,8.644298627859433,152,365,2,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,152,365,2,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,152,365,2,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,152,365,2,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,152,365,2,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,152,365,2,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,162,379,6,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,162,379,6,6
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,162,379,6,6
