local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
7,207,4,4,4,48,4.23,sequential-input-sum
7,207,4,5,5,44,3.564,sequential-input-sum
7,207,4,6,6,46,3.979,sequential-input-sum
7,207,4,7,7,42,3.995,sequential-input-sum
7,207,4,8,8,49,4.11,sequential-input-sum
8,208,2,1,1,43,4.004,sequential-input-sum
8,208,2,2,2,45,4.261,sequential-input-sum
8,208,2,3,3,41,4.051,sequential-input-sum
8,208,2,4,4,48,3.769,sequential-input-sum
8,208,2,5,5,44,3.977,sequential-input-sum
8,208,2,6,6,46,4.181,sequential-input-sum
8,208,2,7,7,42,3.844,sequential-input-sum
8,208,2,8,8,49,4.13,sequential-input-sum
9,209,4,1,1,43,4.161,sequential-input-sum
9,209,4,2,2,45,4.088,sequential-input-sum
9,209,4,3,3,41,3.711,sequential-input-sum
9,209,4,4,4,48,4.23,sequential-input-sum
9,209,4,5,5,44,3.604,sequential-input-sum
9,209,4,6,6,46,4.016,sequential-input-sum
9,209,4,7,7,42,3.995,sequential-input-sum
9,209,4,8,8,49,4.138,sequential-input-sum
10,210,1,1,1,43,4.318,sequential-input-sum
10,210,1,2,2,45,3.885,sequential-input-sum
10,210,1,3,3,41,4.0,sequential-input-sum
10,210,1,4,4,48,3.797,sequential-input-sum
10,210,1,5,5,44,3.977,sequential-input-sum
10,210,1,6,6,46,4.184,sequential-input-sum
10,210,1,7,7,42,3.837,sequential-input-sum
10,210,1,8,8,49,4.146,sequential-input-sum
11,211,5,1,1,43,4.192,sequential-input-sum
11,211,5,2,2,45,4.057,sequential-input-sum
11,211,5,3,3,41,4.027,sequential-input-sum
11,211,5,4,4,48,4.097,sequential-input-sum
11,211,5,5,5,44,3.977,sequential-input-sum
11,211,5,6,6,46,3.988,sequential-input-sum
11,211,5,7,7,42,3.616,sequential-input-sum
11,211,5,8,8,49,4.294,sequential-input-sum
12,212,7,1,1,43,4.235,sequential-input-sum
12,212,7,2,2,45,4.134,sequential-input-sum
12,212,7,3,3,41,4.13,sequential-input-sum
12,212,7,4,4,48,4.028,sequential-input-sum
12,212,7,5,5,44,3.838,sequential-input-sum
12,212,7,6,6,46,4.179,sequential-input-sum
12,212,7,7,7,42,3.785,sequential-input-sum
12,212,7,8,8,49,3.902,sequential-input-sum
13,213,7,1,1,43,4.231,sequential-input-sum
13,213,7,2,2,45,4.114,sequential-input-sum
13,213,7,3,3,41,4.135,sequential-input-sum
13,213,7,4,4,48,4.022,sequential-input-sum
13,213,7,5,5,44,3.857,sequential-input-sum
13,213,7,6,6,46,4.178,sequential-input-sum
13,213,7,7,7,42,3.781,sequential-input-sum
13,213,7,8,8,49,3.903,sequential-input-sum
14,214,2,1,1,43,3.998,sequential-input-sum
14,214,2,2,2,45,4.261,sequential-input-sum
14,214,2,3,3,41,4.066,sequential-input-sum
14,214,2,4,4,48,3.764,sequential-input-sum
14,214,2,5,5,44,3.977,sequential-input-sum
14,214,2,6,6,46,4.182,sequential-input-sum
14,214,2,7,7,42,3.845,sequential-input-sum
14,214,2,8,8,49,4.13,sequential-input-sum
15,215,2,1,1,43,4.004,sequential-input-sum
15,215,2,2,2,45,4.261,sequential-input-sum
15,215,2,3,3,41,4.049,sequential-input-sum
15,215,2,4,4,48,3.773,sequential-input-sum
15,215,2,5,5,44,3.977,sequential-input-sum
15,215,2,6,6,46,4.174,sequential-input-sum
15,215,2,7,7,42,3.832,sequential-input-sum
15,215,2,8,8,49,4.143,sequential-input-sum
16,216,6,1,1,43,4.14,sequential-input-sum
16,216,6,2,2,45,4.091,sequential-input-sum
16,216,6,3,3,41,4.164,sequential-input-sum
16,216,6,4,4,48,3.983,sequential-input-sum
16,216,6,5,5,44,3.616,sequential-input-sum
16,216,6,6,6,46,4.329,sequential-input-sum
16,216,6,7,7,42,3.65,sequential-input-sum
16,216,6,8,8,49,4.294,sequential-input-sum
17,217,5,1,1,43,4.193,sequential-input-sum
17,217,5,2,2,45,4.129,sequential-input-sum
17,217,5,3,3,41,4.08,sequential-input-sum
17,217,5,4,4,48,4.077,sequential-input-sum
17,217,5,5,5,44,3.977,sequential-input-sum
17,217,5,6,6,46,3.977,sequential-input-sum
17,217,5,7,7,42,3.626,sequential-input-sum
17,217,5,8,8,49,4.294,sequential-input-sum
18,218,7,1,1,43,4.236,sequential-input-sum
18,218,7,2,2,45,4.132,sequential-input-sum
18,218,7,3,3,41,4.137,sequential-input-sum
18,218,7,4,4,48,4.031,sequential-input-sum
18,218,7,5,5,44,3.836,sequential-input-sum
18,218,7,6,6,46,4.178,sequential-input-sum
18,218,7,7,7,42,3.785,sequential-input-sum
18,218,7,8,8,49,3.902,sequential-input-sum
19,219,7,1,1,43,4.228,sequential-input-sum
19,219,7,2,2,45,4.138,sequential-input-sum
19,219,7,3,3,41,4.138,sequential-input-sum
19,219,7,4,4,48,4.026,sequential-input-sum
19,219,7,5,5,44,3.838,sequential-input-sum
19,219,7,6,6,46,4.177,sequential-input-sum
19,219,7,7,7,42,3.783,sequential-input-sum
19,219,7,8,8,49,3.905,sequential-input-sum
20,220,1,1,1,43,4.318,sequential-input-sum
20,220,1,2,2,45,3.898,sequential-input-sum
20,220,1,3,3,41,4.039,sequential-input-sum
20,220,1,4,4,48,3.787,sequential-input-sum
20,220,1,5,5,44,3.977,sequential-input-sum
20,220,1,6,6,46,4.18,sequential-input-sum
20,220,1,7,7,42,3.838,sequential-input-sum
20,220,1,8,8,49,4.121,sequential-input-sum
21,221,1,1,1,43,4.318,sequential-input-sum
21,221,1,2,2,45,3.887,sequential-input-sum
21,221,1,3,3,41,3.993,sequential-input-sum
21,221,1,4,4,48,3.801,sequential-input-sum
21,221,1,5,5,44,3.977,sequential-input-sum
21,221,1,6,6,46,4.183,sequential-input-sum
21,221,1,7,7,42,3.84,sequential-input-sum
21,221,1,8,8,49,4.138,sequential-input-sum
22,222,0,1,1,43,3.979,sequential-input-sum
22,222,0,2,2,45,3.859,sequential-input-sum
22,222,0,3,3,41,4.164,sequential-input-sum
22,222,0,4,4,48,4.182,sequential-input-sum
22,222,0,5,5,44,3.789,sequential-input-sum
22,222,0,6,6,46,4.176,sequential-input-sum
22,222,0,7,7,42,3.839,sequential-input-sum
22,222,0,8,8,49,4.14,sequential-input-sum
23,223,3,1,1,43,4.214,sequential-input-sum
23,223,3,2,2,45,4.071,sequential-input-sum
23,223,3,3,3,41,4.164,sequential-input-sum
23,223,3,4,4,48,3.773,sequential-input-sum
23,223,3,5,5,44,3.734,sequential-input-sum
23,223,3,6,6,46,3.945,sequential-input-sum
23,223,3,7,7,42,3.995,sequential-input-sum
23,223,3,8,8,49,4.146,sequential-input-sum
24,224,0,1,1,43,3.977,sequential-input-sum
24,224,0,2,2,45,3.853,sequential-input-sum
24,224,0,3,3,41,4.164,sequential-input-sum
24,224,0,4,4,48,4.186,sequential-input-sum
24,224,0,5,5,44,3.809,sequential-input-sum
24,224,0,6,6,46,4.172,sequential-input-sum
24,224,0,7,7,42,3.843,sequential-input-sum
24,224,0,8,8,49,4.138,sequential-input-sum
25,225,1,1,1,43,4.318,sequential-input-sum
25,225,1,2,2,45,3.888,sequential-input-sum
25,225,1,3,3,41,3.992,sequential-input-sum
25,225,1,4,4,48,3.801,sequential-input-sum
25,225,1,5,5,44,3.977,sequential-input-sum
25,225,1,6,6,46,4.182,sequential-input-sum
25,225,1,7,7,42,3.837,sequential-input-sum
25,225,1,8,8,49,4.14,sequential-input-sum
26,226,4,1,1,43,4.097,sequential-input-sum
26,226,4,2,2,45,4.032,sequential-input-sum
26,226,4,3,3,41,3.501,sequential-input-sum
26,226,4,4,4,48,4.23,sequential-input-sum
26,226,4,5,5,44,3.417,sequential-input-sum
26,226,4,6,6,46,3.871,sequential-input-sum
26,226,4,7,7,42,3.995,sequential-input-sum
26,226,4,8,8,49,4.042,sequential-input-sum
27,227,1,1,1,43,4.318,sequential-input-sum
27,227,1,2,2,45,3.889,sequential-input-sum
27,227,1,3,3,41,3.986,sequential-input-sum
27,227,1,4,4,48,3.802,sequential-input-sum
27,227,1,5,5,44,3.977,sequential-input-sum
27,227,1,6,6,46,4.18,sequential-input-sum
27,227,1,7,7,42,3.84,sequential-input-sum
27,227,1,8,8,49,4.138,sequential-input-sum
28,228,2,1,1,43,4.004,sequential-input-sum
28,228,2,2,2,45,4.261,sequential-input-sum
28,228,2,3,3,41,4.039,sequential-input-sum
28,228,2,4,4,48,3.779,sequential-input-sum
28,228,2,5,5,44,3.977,sequential-input-sum
28,228,2,6,6,46,4.172,sequential-input-sum
28,228,2,7,7,42,3.834,sequential-input-sum
28,228,2,8,8,49,4.136,sequential-input-sum
29,229,1,1,1,43,4.318,sequential-input-sum
29,229,1,2,2,45,3.875,sequential-input-sum
29,229,1,3,3,41,4.035,sequential-input-sum
29,229,1,4,4,48,3.773,sequential-input-sum
29,229,1,5,5,44,3.977,sequential-input-sum
29,229,1,6,6,46,4.176,sequential-input-sum
29,229,1,7,7,42,3.826,sequential-input-sum
29,229,1,8,8,49,4.131,sequential-input-sum
30,230,2,1,1,43,4.002,sequential-input-sum
30,230,2,2,2,45,4.261,sequential-input-sum
30,230,2,3,3,41,4.051,sequential-input-sum
30,230,2,4,4,48,3.768,sequential-input-sum
30,230,2,5,5,44,3.977,sequential-input-sum
30,230,2,6,6,46,4.177,sequential-input-sum
30,230,2,7,7,42,3.846,sequential-input-sum
30,230,2,8,8,49,4.136,sequential-input-sum
31,231,7,1,1,43,4.271,sequential-input-sum
31,231,7,2,2,45,4.032,sequential-input-sum
31,231,7,3,3,41,4.065,sequential-input-sum
31,231,7,4,4,48,3.978,sequential-input-sum
31,231,7,5,5,44,3.887,sequential-input-sum
31,231,7,6,6,46,4.165,sequential-input-sum
31,231,7,7,7,42,3.8,sequential-input-sum
31,231,7,8,8,49,3.919,sequential-input-sum
32,232,5,1,1,43,4.219,sequential-input-sum
32,232,5,2,2,45,4.06,sequential-input-sum
32,232,5,3,3,41,4.061,sequential-input-sum
32,232,5,4,4,48,4.078,sequential-input-sum
32,232,5,5,5,44,3.977,sequential-input-sum
32,232,5,6,6,46,3.99,sequential-input-sum
32,232,5,7,7,42,3.617,sequential-input-sum
32,232,5,8,8,49,4.294,sequential-input-sum
33,233,2,1,1,43,4.008,sequential-input-sum
33,233,2,2,2,45,4.261,sequential-input-sum
33,233,2,3,3,41,4.057,sequential-input-sum
33,233,2,4,4,48,3.772,sequential-input-sum
33,233,2,5,5,44,3.977,sequential-input-sum
33,233,2,6,6,46,4.177,sequential-input-sum
33,233,2,7,7,42,3.831,sequential-input-sum
33,233,2,8,8,49,4.134,sequential-input-sum
34,234,6,1,1,43,4.187,sequential-input-sum
34,234,6,2,2,45,4.098,sequential-input-sum
34,234,6,3,3,41,4.151,sequential-input-sum
34,234,6,4,4,48,3.938,sequential-input-sum
34,234,6,5,5,44,3.637,sequential-input-sum
34,234,6,6,6,46,4.329,sequential-input-sum
34,234,6,7,7,42,3.661,sequential-input-sum
34,234,6,8,8,49,4.294,sequential-input-sum
35,235,4,1,1,43,4.109,sequential-input-sum
35,235,4,2,2,45,4.038,sequential-input-sum
35,235,4,3,3,41,3.54,sequential-input-sum
35,235,4,4,4,48,4.23,sequential-input-sum
35,235,4,5,5,44,3.475,sequential-input-sum
35,235,4,6,6,46,3.898,sequential-input-sum
35,235,4,7,7,42,3.995,sequential-input-sum
35,235,4,8,8,49,4.058,sequential-input-sum
36,236,1,1,1,43,4.318,sequential-input-sum
36,236,1,2,2,45,3.888,sequential-input-sum
36,236,1,3,3,41,3.993,sequential-input-sum
36,236,1,4,4,48,3.802,sequential-input-sum
36,236,1,5,5,44,3.977,sequential-input-sum
36,236,1,6,6,46,4.181,sequential-input-sum
36,236,1,7,7,42,3.843,sequential-input-sum
36,236,1,8,8,49,4.135,sequential-input-sum
37,237,5,1,1,43,4.218,sequential-input-sum
37,237,5,2,2,45,4.07,sequential-input-sum
37,237,5,3,3,41,4.062,sequential-input-sum
37,237,5,4,4,48,4.075,sequential-input-sum
37,237,5,5,5,44,3.977,sequential-input-sum
37,237,5,6,6,46,3.992,sequential-input-sum
37,237,5,7,7,42,3.616,sequential-input-sum
37,237,5,8,8,49,4.294,sequential-input-sum
38,238,2,1,1,43,4.004,sequential-input-sum
38,238,2,2,2,45,4.261,sequential-input-sum
38,238,2,3,3,41,4.044,sequential-input-sum
38,238,2,4,4,48,3.773,sequential-input-sum
38,238,2,5,5,44,3.977,sequential-input-sum
38,238,2,6,6,46,4.174,sequential-input-sum
38,238,2,7,7,42,3.839,sequential-input-sum
38,238,2,8,8,49,4.138,sequential-input-sum
39,239,2,1,1,43,4.003,sequential-input-sum
39,239,2,2,2,45,4.261,sequential-input-sum
39,239,2,3,3,41,4.05,sequential-input-sum
39,239,2,4,4,48,3.77,sequential-input-sum
39,239,2,5,5,44,3.977,sequential-input-sum
39,239,2,6,6,46,4.173,sequential-input-sum
39,239,2,7,7,42,3.843,sequential-input-sum
39,239,2,8,8,49,4.139,sequential-input-sum
40,240,0,1,1,43,3.973,sequential-input-sum
40,240,0,2,2,45,3.855,sequential-input-sum
40,240,0,3,3,41,4.164,sequential-input-sum
40,240,0,4,4,48,4.182,sequential-input-sum
40,240,0,5,5,44,3.798,sequential-input-sum
40,240,0,6,6,46,4.169,sequential-input-sum
40,240,0,7,7,42,3.844,sequential-input-sum
40,240,0,8,8,49,4.153,sequential-input-sum
41,241,4,1,1,43,4.099,sequential-input-sum
41,241,4,2,2,45,4.015,sequential-input-sum
41,241,4,3,3,41,3.48,sequential-input-sum
41,241,4,4,4,48,4.23,sequential-input-sum
41,241,4,5,5,44,3.403,sequential-input-sum
41,241,4,6,6,46,3.853,sequential-input-sum
41,241,4,7,7,42,3.995,sequential-input-sum
41,241,4,8,8,49,4.06,sequential-input-sum
42,242,0,1,1,43,3.977,sequential-input-sum
42,242,0,2,2,45,3.859,sequential-input-sum
42,242,0,3,3,41,4.164,sequential-input-sum
42,242,0,4,4,48,4.196,sequential-input-sum
42,242,0,5,5,44,3.804,sequential-input-sum
42,242,0,6,6,46,4.17,sequential-input-sum
42,242,0,7,7,42,3.838,sequential-input-sum
42,242,0,8,8,49,4.135,sequential-input-sum
43,243,0,1,1,43,3.98,sequential-input-sum
43,243,0,2,2,45,3.861,sequential-input-sum
43,243,0,3,3,41,4.164,sequential-input-sum
43,243,0,4,4,48,4.174,sequential-input-sum
43,243,0,5,5,44,3.791,sequential-input-sum
43,243,0,6,6,46,4.174,sequential-input-sum
43,243,0,7,7,42,3.835,sequential-input-sum
43,243,0,8,8,49,4.141,sequential-input-sum
44,244,2,1,1,43,4.007,sequential-input-sum
44,244,2,2,2,45,4.261,sequential-input-sum
44,244,2,3,3,41,4.05,sequential-input-sum
44,244,2,4,4,48,3.765,sequential-input-sum
44,244,2,5,5,44,3.977,sequential-input-sum
44,244,2,6,6,46,4.163,sequential-input-sum
44,244,2,7,7,42,3.844,sequential-input-sum
44,244,2,8,8,49,4.152,sequential-input-sum
45,245,4,1,1,43,4.117,sequential-input-sum
45,245,4,2,2,45,4.058,sequential-input-sum
45,245,4,3,3,41,3.589,sequential-input-sum
45,245,4,4,4,48,4.23,sequential-input-sum
45,245,4,5,5,44,3.5,sequential-input-sum
45,245,4,6,6,46,3.925,sequential-input-sum
45,245,4,7,7,42,3.995,sequential-input-sum
45,245,4,8,8,49,4.089,sequential-input-sum
46,246,7,1,1,43,4.229,sequential-input-sum
46,246,7,2,2,45,4.112,sequential-input-sum
46,246,7,3,3,41,4.134,sequential-input-sum
46,246,7,4,4,48,4.031,sequential-input-sum
46,246,7,5,5,44,3.845,sequential-input-sum
46,246,7,6,6,46,4.188,sequential-input-sum
46,246,7,7,7,42,3.782,sequential-input-sum
46,246,7,8,8,49,3.898,sequential-input-sum
47,247,1,1,1,43,4.318,sequential-input-sum
47,247,1,2,2,45,3.885,sequential-input-sum
47,247,1,3,3,41,3.982,sequential-input-sum
47,247,1,4,4,48,3.802,sequential-input-sum
47,247,1,5,5,44,3.977,sequential-input-sum
47,247,1,6,6,46,4.182,sequential-input-sum
47,247,1,7,7,42,3.84,sequential-input-sum
47,247,1,8,8,49,4.144,sequential-input-sum
48,248,2,1,1,43,4.006,sequential-input-sum
48,248,2,2,2,45,4.261,sequential-input-sum
48,248,2,3,3,41,4.043,sequential-input-sum
48,248,2,4,4,48,3.779,sequential-input-sum
48,248,2,5,5,44,3.977,sequential-input-sum
48,248,2,6,6,46,4.174,sequential-input-sum
48,248,2,7,7,42,3.836,sequential-input-sum
48,248,2,8,8,49,4.128,sequential-input-sum
49,249,4,1,1,43,4.153,sequential-input-sum
49,249,4,2,2,45,4.087,sequential-input-sum
49,249,4,3,3,41,3.695,sequential-input-sum
49,249,4,4,4,48,4.23,sequential-input-sum
49,249,4,5,5,44,3.589,sequential-input-sum
49,249,4,6,6,46,4.002,sequential-input-sum
49,249,4,7,7,42,3.995,sequential-input-sum
49,249,4,8,8,49,4.121,sequential-input-sum
50,250,0,1,1,43,3.972,sequential-input-sum
50,250,0,2,2,45,3.86,sequential-input-sum
50,250,0,3,3,41,4.164,sequential-input-sum
50,250,0,4,4,48,4.184,sequential-input-sum
50,250,0,5,5,44,3.797,sequential-input-sum
50,250,0,6,6,46,4.169,sequential-input-sum
50,250,0,7,7,42,3.835,sequential-input-sum
50,250,0,8,8,49,4.155,sequential-input-sum
51,251,2,1,1,43,4.001,sequential-input-sum
51,251,2,2,2,45,4.261,sequential-input-sum
51,251,2,3,3,41,4.047,sequential-input-sum
51,251,2,4,4,48,3.77,sequential-input-sum
51,251,2,5,5,44,3.977,sequential-input-sum
51,251,2,6,6,46,4.174,sequential-input-sum
51,251,2,7,7,42,3.841,sequential-input-sum
51,251,2,8,8,49,4.143,sequential-input-sum
52,252,7,1,1,43,4.228,sequential-input-sum
52,252,7,2,2,45,4.114,sequential-input-sum
52,252,7,3,3,41,4.138,sequential-input-sum
52,252,7,4,4,48,4.029,sequential-input-sum
52,252,7,5,5,44,3.84,sequential-input-sum
52,252,7,6,6,46,4.182,sequential-input-sum
52,252,7,7,7,42,3.783,sequential-input-sum
52,252,7,8,8,49,3.902,sequential-input-sum
53,253,4,1,1,43,4.14,sequential-input-sum
53,253,4,2,2,45,4.063,sequential-input-sum
53,253,4,3,3,41,3.641,sequential-input-sum
53,253,4,4,4,48,4.23,sequential-input-sum
53,253,4,5,5,44,3.546,sequential-input-sum
53,253,4,6,6,46,3.961,sequential-input-sum
53,253,4,7,7,42,3.995,sequential-input-sum
53,253,4,8,8,49,4.099,sequential-input-sum
54,254,3,1,1,43,4.214,sequential-input-sum
54,254,3,2,2,45,4.086,sequential-input-sum
54,254,3,3,3,41,4.164,sequential-input-sum
54,254,3,4,4,48,3.779,sequential-input-sum
54,254,3,5,5,44,3.731,sequential-input-sum
54,254,3,6,6,46,3.959,sequential-input-sum
54,254,3,7,7,42,3.995,sequential-input-sum
54,254,3,8,8,49,4.147,sequential-input-sum
55,255,3,1,1,43,4.217,sequential-input-sum
55,255,3,2,2,45,4.08,sequential-input-sum
55,255,3,3,3,41,4.164,sequential-input-sum
55,255,3,4,4,48,3.781,sequential-input-sum
55,255,3,5,5,44,3.721,sequential-input-sum
55,255,3,6,6,46,3.968,sequential-input-sum
55,255,3,7,7,42,3.995,sequential-input-sum
55,255,3,8,8,49,4.127,sequential-input-sum
56,256,0,1,1,43,3.973,sequential-input-sum
56,256,0,2,2,45,3.855,sequential-input-sum
56,256,0,3,3,41,4.164,sequential-input-sum
56,256,0,4,4,48,4.196,sequential-input-sum
56,256,0,5,5,44,3.803,sequential-input-sum
56,256,0,6,6,46,4.174,sequential-input-sum
56,256,0,7,7,42,3.84,sequential-input-sum
56,256,0,8,8,49,4.146,sequential-input-sum
57,257,0,1,1,43,3.976,sequential-input-sum
57,257,0,2,2,45,3.85,sequential-input-sum
57,257,0,3,3,41,4.164,sequential-input-sum
57,257,0,4,4,48,4.183,sequential-input-sum
57,257,0,5,5,44,3.807,sequential-input-sum
57,257,0,6,6,46,4.178,sequential-input-sum
57,257,0,7,7,42,3.847,sequential-input-sum
57,257,0,8,8,49,4.138,sequential-input-sum
58,258,3,1,1,43,4.22,sequential-input-sum
58,258,3,2,2,45,4.082,sequential-input-sum
58,258,3,3,3,41,4.164,sequential-input-sum
58,258,3,4,4,48,3.787,sequential-input-sum
58,258,3,5,5,44,3.728,sequential-input-sum
58,258,3,6,6,46,3.966,sequential-input-sum
58,258,3,7,7,42,3.995,sequential-input-sum
58,258,3,8,8,49,4.145,sequential-input-sum
59,259,1,1,1,43,4.318,sequential-input-sum
59,259,1,2,2,45,3.887,sequential-input-sum
59,259,1,3,3,41,3.995,sequential-input-sum
59,259,1,4,4,48,3.8,sequential-input-sum
59,259,1,5,5,44,3.977,sequential-input-sum
59,259,1,6,6,46,4.181,sequential-input-sum
59,259,1,7,7,42,3.835,sequential-input-sum
59,259,1,8,8,49,4.145,sequential-input-sum
60,260,6,1,1,43,4.187,sequential-input-sum
60,260,6,2,2,45,4.097,sequential-input-sum
60,260,6,3,3,41,4.15,sequential-input-sum
60,260,6,4,4,48,3.934,sequential-input-sum
60,260,6,5,5,44,3.638,sequential-input-sum
60,260,6,6,6,46,4.329,sequential-input-sum
60,260,6,7,7,42,3.662,sequential-input-sum
60,260,6,8,8,49,4.294,sequential-input-sum
61,261,5,1,1,43,4.212,sequential-input-sum
61,261,5,2,2,45,4.104,sequential-input-sum
61,261,5,3,3,41,4.067,sequential-input-sum
61,261,5,4,4,48,4.066,sequential-input-sum
61,261,5,5,5,44,3.977,sequential-input-sum
61,261,5,6,6,46,3.983,sequential-input-sum
61,261,5,7,7,42,3.626,sequential-input-sum
61,261,5,8,8,49,4.294,sequential-input-sum
62,262,2,1,1,43,4.022,sequential-input-sum
62,262,2,2,2,45,4.261,sequential-input-sum
62,262,2,3,3,41,4.083,sequential-input-sum
62,262,2,4,4,48,3.773,sequential-input-sum
62,262,2,5,5,44,3.977,sequential-input-sum
62,262,2,6,6,46,4.171,sequential-input-sum
62,262,2,7,7,42,3.825,sequential-input-sum
62,262,2,8,8,49,4.111,sequential-input-sum
63,263,5,1,1,43,4.215,sequential-input-sum
63,263,5,2,2,45,4.05,sequential-input-sum
63,263,5,3,3,41,4.08,sequential-input-sum
63,263,5,4,4,48,4.075,sequential-input-sum
63,263,5,5,5,44,3.977,sequential-input-sum
63,263,5,6,6,46,3.988,sequential-input-sum
63,263,5,7,7,42,3.619,sequential-input-sum
63,263,5,8,8,49,4.294,sequential-input-sum
64,264,2,1,1,43,4.181,sequential-input-sum
64,264,2,2,2,45,4.2,sequential-input-sum
64,264,2,3,3,41,4.085,sequential-input-sum
64,264,2,4,4,48,3.943,sequential-input-sum
64,264,2,5,5,44,3.891,sequential-input-sum
64,264,2,6,6,46,4.165,sequential-input-sum
64,264,2,7,7,42,3.788,sequential-input-sum
64,264,2,8,8,49,3.941,sequential-input-sum
65,265,3,1,1,43,4.207,sequential-input-sum
65,265,3,2,2,45,4.066,sequential-input-sum
65,265,3,3,3,41,4.164,sequential-input-sum
65,265,3,4,4,48,3.767,sequential-input-sum
65,265,3,5,5,44,3.747,sequential-input-sum
65,265,3,6,6,46,3.934,sequential-input-sum
65,265,3,7,7,42,3.995,sequential-input-sum
65,265,3,8,8,49,4.169,sequential-input-sum
66,266,0,1,1,43,3.977,sequential-input-sum
66,266,0,2,2,45,3.858,sequential-input-sum
66,266,0,3,3,41,4.164,sequential-input-sum
66,266,0,4,4,48,4.14,sequential-input-sum
66,266,0,5,5,44,3.836,sequential-input-sum
66,266,0,6,6,46,4.156,sequential-input-sum
66,266,0,7,7,42,3.835,sequential-input-sum
66,266,0,8,8,49,4.14,sequential-input-sum
67,267,4,1,1,43,4.1,sequential-input-sum
67,267,4,2,2,45,4.05,sequential-input-sum
67,267,4,3,3,41,3.539,sequential-input-sum
67,267,4,4,4,48,4.23,sequential-input-sum
67,267,4,5,5,44,3.441,sequential-input-sum
67,267,4,6,6,46,3.889,sequential-input-sum
67,267,4,7,7,42,3.995,sequential-input-sum
67,267,4,8,8,49,4.07,sequential-input-sum
68,268,2,1,1,43,4.128,sequential-input-sum
68,268,2,2,2,45,4.261,sequential-input-sum
68,268,2,3,3,41,4.01,sequential-input-sum
68,268,2,4,4,48,3.716,sequential-input-sum
68,268,2,5,5,44,3.977,sequential-input-sum
68,268,2,6,6,46,4.213,sequential-input-sum
68,268,2,7,7,42,3.74,sequential-input-sum
68,268,2,8,8,49,4.189,sequential-input-sum
69,269,0,1,1,43,3.975,sequential-input-sum
69,269,0,2,2,45,3.854,sequential-input-sum
69,269,0,3,3,41,4.164,sequential-input-sum
69,269,0,4,4,48,4.183,sequential-input-sum
