sample_index,label,theory_vector,actual_vector_lstsq,actual_vector_diag,lstsq_error_vector,lstsq_mae,lstsq_max_abs_error,actual_lstsq_sum,theory_sum,output_power_mae_vs_csv_expected,output_power_max_abs_error_vs_csv_expected
10,0,"[0.3932, 0.3453, 0.0001, 0.0069, 0.0750, 0.0631, 0.0589, 0.0576]","[-1.3577, 599.2207, -2.8171, 1.9112, 1.9887, -2.2338, -1.4640, -1.9273]","[1.4449, 178.5301, 0.2551, 0.0681, 0.0157, 0.1542, 0.1234, 0.0380]","[-1.7509, +598.8754, -2.8172, +1.9043, +1.9137, -2.2969, -1.5229, -1.9848]",76.63326430622307,598.8753987964906,593.3206897825521,0.999999917418215,2.825889098109236e-05,0.0001526322476609
11,1,"[0.0000, 0.3435, 0.2601, 0.2190, 0.0001, 0.0575, 0.0692, 0.0506]","[1.3467, -161.1987, 0.8812, -0.4906, -0.5979, 0.6785, 0.5082, 0.5484]","[0.6149, 139.8102, 2.0199, 0.1178, 0.1232, 0.1293, 0.0472, 0.0282]","[+1.3467, -161.5423, +0.6211, -0.7096, -0.5980, +0.6210, +0.4390, +0.4978]",20.796934341953623,161.54226440633036,-158.3242265247177,0.9999999931602296,2.8717228859539355e-05,9.036870739943823e-05
12,5,"[0.0648, 0.0774, 0.0488, 0.0304, 0.0000, 0.3972, 0.3813, 0.0000]","[-0.4160, 226.3865, -0.8047, 0.2388, 0.4064, -0.0720, -0.2343, -0.7224]","[0.6676, 9.7200, 0.0938, 0.1010, 0.0605, 1.0518, 0.1687, 0.0300]","[-0.4809, +226.3091, -0.8535, +0.2084, +0.4064, -0.4692, -0.6156, -0.7224]",28.758195856980237,226.30907572344702,224.7823117015673,1.00000000102987,2.768862486116622e-05,8.557912405858013e-05
13,7,"[0.0483, 0.0490, 0.0491, 0.0603, 0.0749, 0.0794, 0.1619, 0.4770]","[-0.3682, 204.4802, -1.1028, 0.5571, 0.7461, -0.5017, -0.4515, -0.3142]","[0.5665, 11.5506, 0.0747, 0.0944, 0.0493, 0.3634, 0.2733, 0.3589]","[-0.4166, +204.4312, -1.1519, +0.4968, +0.6712, -0.5811, -0.6134, -0.7912]",26.144165763413945,204.4311535505039,203.0450214213092,1.0000000298018001,1.955004115774585e-05,7.295643338945217e-05
14,3,"[0.0433, 0.1105, 0.0001, 0.3109, 0.0934, 0.4093, 0.0140, 0.0185]","[-0.4243, 221.1220, -1.1246, 0.5243, 1.1599, -0.3003, -0.7140, -0.7026]","[0.5997, 26.6266, 0.0941, 0.3196, 0.5006, 0.4809, 0.4613, 0.0187]","[-0.4676, +221.0115, -1.1247, +0.2134, +1.0665, -0.7096, -0.7280, -0.7211]",28.25530509034168,221.01154416514763,219.54045423751063,0.9999998873749757,1.976576878618445e-05,7.839871516447052e-05
15,4,"[0.0850, 0.0598, 0.2940, 0.0000, 0.2912, 0.2106, 0.0000, 0.0594]","[-0.4616, 174.4146, -0.4690, 0.5499, 0.3583, -0.8163, 0.1980, -0.5496]","[0.4121, 133.4576, 0.2495, 0.1481, 0.0896, 0.3500, 0.3758, 0.0485]","[-0.5466, +174.3548, -0.7630, +0.5499, +0.0671, -1.0269, +0.1980, -0.6090]",22.26439476719675,174.35476141998936,173.22424917034903,1.0000000479953361,1.7610558474367255e-05,4.317510949760613e-05
16,6,"[0.0619, 0.0575, 0.0687, 0.1616, 0.3231, 0.0000, 0.3271, 0.0000]","[-0.4221, 252.2282, -1.9554, 1.2145, 1.5790, -0.6874, -0.8449, -0.8082]","[0.6606, 20.7294, 0.1188, 0.5852, 0.4296, 0.1957, 0.7504, 0.0170]","[-0.4840, +252.1707, -2.0241, +1.0529, +1.2559, -0.6874, -1.1721, -0.8082]",32.456907116786816,252.17071261450621,250.30378090037632,0.9999998851179639,1.7875762371221488e-05,8.321894662893022e-05
17,6,"[0.0581, 0.0576, 0.0782, 0.1660, 0.3217, 0.0000, 0.3184, 0.0000]","[-0.4123, 249.4414, -1.9271, 1.2054, 1.5619, -0.6748, -0.8449, -0.7993]","[0.6597, 24.4512, 0.1381, 0.5862, 0.4338, 0.1914, 0.7354, 0.0164]","[-0.4704, +249.3838, -2.0053, +1.0394, +1.2402, -0.6748, -1.1633, -0.7993]",32.09705570797029,249.38379795854834,247.55032473119036,0.9999999911890849,1.7684796897917197e-05,8.340286966518351e-05
18,5,"[0.0663, 0.0715, 0.0560, 0.0316, 0.0000, 0.3971, 0.3775, 0.0000]","[-0.4583, 224.6760, -0.9241, 0.3682, 0.5777, -0.2717, 0.1738, -0.7319]","[0.6066, 11.0999, 0.0190, 0.2700, 0.1719, 1.1729, 0.7137, 0.0346]","[-0.5246, +224.6045, -0.9802, +0.3366, +0.5777, -0.6688, -0.2037, -0.7319]",28.578496694457286,224.60448020929414,223.40957335592478,1.0000000308374946,2.4705221136138e-05,7.630855864442095e-05
19,4,"[0.0857, 0.0612, 0.2875, 0.0000, 0.2969, 0.2118, 0.0000, 0.0569]","[-0.5038, 282.9737, -2.1913, 1.5548, 1.3993, -0.8420, -0.7749, -0.9300]","[0.7121, 51.2573, 0.1702, 0.6694, 0.2066, 0.2517, 0.6238, 0.0006]","[-0.5894, +282.9125, -2.4788, +1.5548, +1.1025, -1.0538, -0.7749, -0.9870]",36.431695550340464,282.91246225037287,280.68579713035257,1.0000000038804806,2.5248354065714017e-05,8.301452473046631e-05
