source_run,sample_index,label,prediction,correct,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7,output_power_norm_0,output_power_norm_1,output_power_norm_2,output_power_norm_3,output_power_norm_4,output_power_norm_5,output_power_norm_6,output_power_norm_7,predicted_output_index,predicted_class,predicted_output_power,output_power_sum,inference_correct
run_20260720_193925,10,0,0,1,5.2513676200000016e-05,4.99893438e-05,4.507505745999999e-05,7.201414450000001e-06,8.31139638e-06,8.805113199999999e-06,9.961790231e-06,8.6474304e-06,0.2756547858128833,0.2624040603372495,0.2366079887897793,0.0378016642789245,0.0436281813562097,0.0462197996567642,0.0522914286552876,0.0453920911129016,0,0,5.2513676200000016e-05,0.000190505222121,True
run_20260720_193925,11,1,1,1,2.1841476e-05,5.105698719999999e-05,2.46306274e-05,3.455195897e-05,1.85309983e-05,8.748114499999998e-06,1.070312715e-05,8.944357699999999e-06,0.1220142063157607,0.2852223801212865,0.1375953920545585,0.1930194575851596,0.103520707566339,0.0488700602228941,0.0597914520201803,0.049966344113821,1,1,5.105698719999999e-05,0.00017900764722,True
run_20260720_193925,12,5,5,1,1.01311323e-05,1.6133396469999998e-05,1.02731101e-05,2.535003792e-05,1.315306137e-05,3.73955543e-05,2.651819352e-05,6.111590700000001e-06,0.0698380526437492,0.1112141228275478,0.0708167638852008,0.1747482147457495,0.0906694498880963,0.2577829024940857,0.1828007906941349,0.0421297028214356,5,5,3.73955543e-05,0.0001450660766799,True
run_20260720_193925,13,7,7,1,5.0324028e-06,7.3505008e-06,7.243429089999999e-06,1.348570142e-05,1.028676425e-05,1.12950284e-05,1.635377835e-05,4.59075429e-05,0.0430284847279207,0.0628488863044447,0.0619333925290801,0.1153066081267917,0.0879547794605881,0.096575726611318,0.1398294870149855,0.3925226352248707,7,7,4.59075429e-05,0.00011695514801,True
run_20260720_193925,14,3,3,1,1.11996761e-05,2.852751621e-05,2.09482735e-05,4.6568676750000005e-05,2.784017439e-05,3.2568767e-05,1.5491492290000002e-05,4.703443e-06,0.0596209432780388,0.1518648763261774,0.111517138081908,0.2479061367716767,0.1482058448241107,0.173378282782898,0.0824682227296079,0.0250385552055821,3,3,4.6568676750000005e-05,0.00018784801924,True
run_20260720_193925,15,4,4,1,2.3845245400000003e-05,3.687700965999999e-05,4.45994588e-05,4.854722175e-05,6.753668028e-05,3.30404837e-05,3.727949276e-05,1.495859734e-05,0.0777517922397729,0.120244247664921,0.1454247082155805,0.1582971127369562,0.2202157220698819,0.1077345517334874,0.121556617567024,0.0487752477723756,4,4,6.753668028e-05,0.00030668418969,True
run_20260720_193925,16,6,6,1,1.060924816e-05,1.7757981299999998e-05,1.90995212e-05,2.8069414e-05,2.5517913260000003e-05,1.76808565e-05,3.5219399180000005e-05,5.40073882e-06,0.0665761559948215,0.1114365613238632,0.119855119199851,0.1761438376182942,0.1601324192100041,0.1109525804952095,0.2210120998669871,0.0338912262909691,6,6,3.5219399180000005e-05,0.00015935507242,True
run_20260720_193925,17,6,6,1,9.15673012e-06,1.83344901e-05,1.75725395e-05,2.904191798e-05,2.612356546e-05,1.70912725e-05,3.491794072e-05,5.327390050000001e-06,0.0581136732830484,0.1163608136877889,0.1115250537990588,0.1843160725373447,0.1657945935105018,0.108470667262229,0.221608562459077,0.0338105634609511,6,6,3.491794072e-05,0.0001575658464299,True
run_20260720_193925,18,5,5,1,8.1862652e-06,1.421762876e-05,9.2677274e-06,2.60352743e-05,1.407544244e-05,3.74225782e-05,2.643947464e-05,6.1044976e-06,0.0577518828141634,0.1003015184559132,0.0653813055993363,0.1836718056004589,0.0992984324954905,0.2640061490813012,0.1865233294759772,0.0430655764773589,5,5,3.74225782e-05,0.00014174888854,True
run_20260720_193925,19,4,4,1,2.3354381000000003e-05,3.604801669e-05,4.343984410000001e-05,4.753003464999999e-05,6.619462778e-05,3.25337881e-05,3.684765091e-05,1.42021391e-05,0.0778089071145421,0.1200998126345406,0.1447268842041711,0.1583540172284086,0.220538135624991,0.1083915902698126,0.122763923695741,0.0473167292277927,4,4,6.619462778e-05,0.00030015048233,True
run_20260720_193925,20,0,0,1,5.12064637e-05,4.83285576e-05,4.443957361e-05,7.65718714e-06,9.25786762e-06,8.963516e-06,1.1410951184e-05,8.652307499999999e-06,0.2696263046978616,0.2544727648721768,0.2339954206760212,0.0403187200161644,0.0487470615113495,0.047197160701026,0.0600840670985372,0.0455585004268629,0,0,5.12064637e-05,0.000189916424354,True
run_20260720_193925,21,7,7,1,6.5979012e-06,1.04843888e-05,9.104200399999998e-06,1.3295142090000004e-05,9.41700714e-06,1.13193628e-05,1.554859707e-05,4.55132751e-05,0.0544022759073664,0.0864478862183783,0.075067693053172,0.1096236464116529,0.0776469069667062,0.0933325734161008,0.1282042640733403,0.3752747539532828,7,7,4.55132751e-05,0.0001212798746,True
run_20260720_193925,22,4,4,1,2.50228448e-05,3.807906444000001e-05,4.623368660000001e-05,5.01825215e-05,6.952486704e-05,3.4269976e-05,3.861654371e-05,1.481883923e-05,0.0789991339424947,0.1202186696254636,0.1459634677656126,0.1584302572004372,0.2194955980235748,0.1081930710064621,0.1219155349172166,0.0467842675187381,4,4,6.952486704e-05,0.00031674834332,True
run_20260720_193925,23,0,0,1,5.74479792e-05,5.13492846e-05,4.94796345e-05,8.050936419999999e-06,9.94051529e-06,9.420423e-06,1.20243248597e-05,8.7709743e-06,0.2782199062443232,0.2486839980460978,0.2396293039946195,0.0389905930050783,0.0481418018617452,0.0456230008494688,0.0582336677756807,0.0424777282229862,0,0,5.74479792e-05,0.0002064840721697,True
run_20260720_193925,24,1,1,1,2.370066540000001e-05,5.58477084e-05,2.7752280499999995e-05,3.797146806e-05,2.154490237e-05,8.9375023e-06,1.071495055e-05,1.11360733e-05,0.1199392693902243,0.2826221639589196,0.1404428184148183,0.1921579018954733,0.1090298439191294,0.0452290042470896,0.054223935017427,0.0563550631569181,1,1,5.58477084e-05,0.00019760555088,True
run_20260720_193925,25,3,3,1,9.9220359e-06,2.7025195300000005e-05,2.33414687e-05,4.911987897e-05,3.218860232e-05,3.08586149e-05,3.939387969e-05,1.09294434e-05,0.0445375488354599,0.1213093731561274,0.1047740415974114,0.2204869071697529,0.1444866217196612,0.138516639322319,0.1768293179136358,0.0490595502856319,3,3,4.911987897e-05,0.00022277911918,True
run_20260720_193925,26,1,1,1,2.20950095e-05,5.16682775e-05,2.50605559e-05,3.423386187e-05,1.911706615e-05,8.377042699999999e-06,1.00465821e-05,9.6407633e-06,0.1225871759507503,0.2866651053019322,0.1390405727382427,0.1899357612193546,0.1060649986048742,0.0464773734273274,0.0557402850447454,0.0534887277127731,1,1,5.16682775e-05,0.0001802391590199,True
run_20260720_193925,27,3,3,1,9.9293615e-06,2.788710386e-05,2.45820007e-05,5.330826734e-05,3.634254112999999e-05,2.9462172e-05,2.204910906e-05,1.04026897e-05,0.0464068559370653,0.1303359547673834,0.1148888944298924,0.2491468442056364,0.1698541311651087,0.1376973505896667,0.1030509190030055,0.0486190499022412,3,3,5.330826734e-05,0.00021396324529,True
run_20260720_193925,28,4,4,1,2.71648081e-05,3.9238199890000005e-05,4.7329339e-05,4.1355304130000006e-05,6.038671835e-05,2.38660449e-05,2.947981481e-05,6.221769080000001e-06,0.0987660367211295,0.1426625756729259,0.1720804069902775,0.1503599609936894,0.2195545361509329,0.0867723658604282,0.1071829574992122,0.0226211601114041,4,4,6.038671835e-05,0.00027504199826,True
run_20260720_193925,29,7,7,1,6.4514228e-06,1.055013331e-05,9.11290333e-06,1.425087184e-05,1.007563679e-05,1.27750442e-05,1.56458996e-05,4.44648653e-05,0.0523116142985478,0.0855461689026151,0.073892333353026,0.1155537521292384,0.0816986952972201,0.1035869459427308,0.1268653893260575,0.3605451007505639,7,7,4.44648653e-05,0.00012332677717,True
run_20260720_193925,30,2,2,1,2.67060238e-05,2.30398741e-05,4.16426275e-05,3.618695428e-05,1.8630396670000005e-05,8.3293153e-06,1.053924862e-05,9.7175275e-06,0.1527874772549109,0.13181311700957,0.2382410818487692,0.2070287024150709,0.1065861143832124,0.0476527348840201,0.0602959549827144,0.0555948172217318,2,2,4.16426275e-05,0.00017479196777,True
run_20260720_193925,31,7,7,1,5.915355309999999e-06,9.3373938e-06,8.858455599999998e-06,1.374301439e-05,9.76778928e-06,1.10316306e-05,1.544947413e-05,4.55209684e-05,0.0494495358738073,0.078056137879056,0.0740524440244874,0.114885014927794,0.0816540378551074,0.0922191456832862,0.1291502006534403,0.380533483103021,7,7,4.55209684e-05,0.00011962408151,True
run_20260720_193925,32,1,1,1,4.849572410000001e-05,7.21080855e-05,4.22816512e-05,3.308223701e-05,1.7691475199999996e-05,8.3469686e-06,1.013916894e-05,9.5506352e-06,0.200647652361376,0.2983421392371452,0.1749373621837014,0.1368754320944169,0.0731972360773453,0.0345349963322667,0.041950099363634,0.0395150823501142,1,1,7.21080855e-05,0.00024169594575,True
run_20260720_193925,33,2,2,1,2.55728461e-05,2.27377168e-05,4.04671817e-05,3.65636067e-05,1.826973356e-05,8.6594111e-06,1.120489997e-05,1.04700988e-05,0.1470164325882336,0.1307174804112846,0.2326428848462765,0.2102015160367011,0.1050313696733477,0.0497823247071804,0.0644161551145223,0.0601918366224534,2,2,4.04671817e-05,0.00017394549473,True
run_20260720_193925,34,1,1,1,2.20887855e-05,5.20538546e-05,2.55871513e-05,3.2603328050000006e-05,1.897213137e-05,7.1435718e-06,5.713930449999999e-06,9.2317946e-06,0.1273903118455535,0.3002046794404835,0.1475660661989026,0.1880297188585757,0.1094159627562642,0.0411983646313692,0.0329533455739023,0.0532415506949486,1,1,5.20538546e-05,0.00017339454767,True
run_20260720_193925,35,1,1,1,2.8390587299999995e-05,6.077749689999999e-05,3.1341862500000006e-05,2.894934023e-05,2.499036956000001e-05,6.2890387e-06,5.99006546e-06,6.0391376e-06,0.1472786058142333,0.3152884762024944,0.1625885989551686,0.1501771845458194,0.1296396847549278,0.0326249274754439,0.0310739781591201,0.0313285440927921,1,1,6.077749689999999e-05,0.00019276789825,True
run_20260720_193925,36,7,7,1,5.72929476e-06,9.8381496e-06,8.3886032e-06,1.377891059e-05,9.64701696e-06,1.12049167e-05,1.512007206e-05,4.5115925e-05,0.0482170970129183,0.0827967548471538,0.070597536213563,0.1159617538425196,0.0811882041561408,0.0942993122500069,0.1272488171579665,0.3796905245197309,7,7,4.5115925e-05,0.0001188228888699,True
run_20260720_193925,37,4,4,1,4.01036864e-05,6.945999587e-05,8.59479022e-05,8.649176064e-05,0.00012402111427,4.33795605e-05,4.937119661e-05,2.01715256e-05,0.0772790021544154,0.1338480237687929,0.1656198897286732,0.1666678940726443,0.2389862084315605,0.083591546071363,0.0951373091025931,0.0388701266699573,4,4,0.00012402111427,0.00051894674209,True
run_20260720_193925,38,2,2,1,2.74108137e-05,2.44426759e-05,4.35904451e-05,4.099259472e-05,1.960224346e-05,8.653876e-06,1.697751043e-05,1.08972902e-05,0.1423439619195692,0.126930464947196,0.2263645554371656,0.2128739557194543,0.1017941687958122,0.0449394537966843,0.0881639678626909,0.0565894715214271,2,2,4.35904451e-05,0.00019256744951,True
run_20260720_193925,39,3,3,1,8.672778699999999e-06,2.459243888e-05,2.11641014e-05,4.54852988e-05,3.174567017e-05,2.52172968e-05,1.936203261e-05,7.9620628e-06,0.0470830596792966,0.133508222393187,0.1148963537228139,0.2469320516538767,0.1723419142671516,0.1369004711471465,0.105113224771793,0.0432247023647343,3,3,4.54852988e-05,0.00018420168016,True
run_20260720_193925,40,5,5,1,8.771881300000001e-06,1.540050626e-05,9.7550326e-06,2.570968371e-05,1.398449374e-05,3.70956835e-05,2.65407245e-05,6.132714099999999e-06,0.0611746793498258,0.1074023918085263,0.0680311293487404,0.1792981007557284,0.0975271884281136,0.2587035170408798,0.1850937393554979,0.0427692539126875,5,5,3.70956835e-05,0.00014339071971,True
run_20260720_193925,41,1,1,1,2.2255268e-05,5.20409523e-05,2.54552109e-05,3.416968098000001e-05,1.905032986e-05,8.3787766e-06,1.003479328e-05,8.920695099999999e-06,0.1234307464129872,0.2886262069021891,0.1411780654129624,0.1895097029635885,0.1056557231318634,0.0464698358054224,0.0556543297816242,0.0494753895893627,1,1,5.20409523e-05,0.00018030570702,True
run_20260720_193925,42,2,2,1,2.6644725600000004e-05,2.28584316e-05,4.13434366e-05,3.584150432e-05,1.847481418e-05,8.5928194e-06,1.08341413e-05,9.9001763e-06,0.1527005448556544,0.1310013475937507,0.2369386493147148,0.2054071533808661,0.1058788982759488,0.0492453262204448,0.0620903102696298,0.0567377700889904,2,2,4.13434366e-05,0.0001744900492999,True
run_20260720_193925,43,4,4,1,1.97765681e-05,3.088351366e-05,3.77198552e-05,4.266946846e-05,5.926060500000001e-05,2.92653373e-05,3.267421846000001e-05,1.281797995e-05,0.0746095415630428,0.1165118631492271,0.1423028045142147,0.1609758308136037,0.2235679390600921,0.1104070933136683,0.1232675177970494,0.0483574097891015,4,4,5.926060500000001e-05,0.00026506754613,True
run_20260720_193925,44,4,4,1,2.06571716e-05,3.255195496999999e-05,3.87317896e-05,4.243613018e-05,5.940445473e-05,2.84790105e-05,3.2137064e-05,1.27293439e-05,0.0773309243419273,0.121859507957367,0.1449939589592724,0.1588613018209018,0.2223828839326231,0.1066122821145783,0.1203063474941398,0.0476527933791901,4,4,5.940445473e-05,0.0002671269194799,True
run_20260720_193925,45,6,6,1,1.150837617e-05,2.46493759e-05,1.99007123e-05,2.8424717069e-05,2.5419864272e-05,1.74444447e-05,3.511051288e-05,5.381140020000001e-06,0.0685678915119066,0.1468630941134248,0.1185701494145777,0.1693569003526787,0.1514537298662082,0.1039354965466909,0.2091914447808009,0.0320612934137118,6,6,3.511051288e-05,0.000167839143311,True
run_20260720_193925,46,3,3,1,9.2589865e-06,2.558880237e-05,2.11779962e-05,4.457809636e-05,3.155536219999999e-05,2.4734663800000004e-05,1.957565797e-05,9.0016333e-06,0.0499214248082605,0.1379664473479245,0.1141848241044446,0.2403505054825528,0.1701361851391322,0.1333612117319,0.1055455408020717,0.0485338605837133,3,3,4.457809636e-05,0.0001854711987,True
run_20260720_193925,47,5,5,1,8.7692747e-06,1.526677798e-05,9.422583800000002e-06,2.226688827e-05,1.416576821e-05,9.23365111e-05,1.4673932249999998e-05,7.6243359e-06,0.0475232285333647,0.082735072595192,0.0510636989513147,0.1206706889889205,0.0767683831360082,0.5003981821870482,0.0795222706160478,0.0413184749921036,5,5,9.23365111e-05,0.00018452607221,True
run_20260720_193925,48,5,5,1,9.1948631e-06,1.593066874e-05,9.8520409e-06,2.542048097e-05,1.3773253200000002e-05,3.72592573e-05,2.660561469e-05,6.1488157e-06,0.063771289970281,0.1104877021648132,0.0683291692546208,0.1763046219928908,0.0955248723226016,0.2584128633035992,0.1845241577586465,0.0426453232325467,5,5,3.72592573e-05,0.0001441849946,True
run_20260720_193925,49,6,6,1,8.63374346e-06,1.7243902900000003e-05,1.67962113e-05,2.831089392e-05,2.562287956e-05,1.7514931999999998e-05,3.54000458e-05,5.37295922e-06,0.0557391251574205,0.1113259927629939,0.1084357125224543,0.1827740732436976,0.1654203529795813,0.1130757465049476,0.2285413728779727,0.0346876239509317,6,6,3.54000458e-05,0.00015489556816,True
run_20260720_193925,50,0,0,1,5.248992709999999e-05,4.96626219e-05,4.508848727e-05,7.17306358e-06,8.084795e-06,8.749134499999998e-06,9.82807616e-06,8.6169813e-06,0.2767097524886336,0.2618051228706241,0.2376917790112269,0.0378140484749698,0.0426203987502078,0.0461225796212768,0.0518104076710184,0.0454259111120423,0,0,5.248992709999999e-05,0.0001896930868099,True
run_20260720_193925,51,4,4,1,3.08940063e-05,4.610958170999999e-05,5.53548943e-05,6.249794462000001e-05,8.548718543e-05,4.2250285e-05,4.807972007e-05,1.77389858e-05,0.079539144824572,0.1187128876008588,0.1425157006741652,0.160906067672041,0.2200937475228589,0.1087768127209335,0.1237851698687784,0.0456704691157917,4,4,8.548718543e-05,0.00038841260323,True
run_20260720_193925,52,1,1,1,5.4692735e-06,1.66680407e-05,1.54458315e-05,3.374599502e-05,1.869267966e-05,8.0902091e-06,9.91314988e-06,9.9682106e-06,0.0463523719579045,0.1412624953452943,0.1309042100174947,0.2859990295341117,0.1584214138295107,0.0685649348895103,0.0840144510074723,0.0844810934187012,3,3,3.374599502e-05,0.00011799338996,False
run_20260720_193925,53,5,5,1,8.2709241e-06,1.4517819699999997e-05,9.3790574e-06,2.553353985e-05,1.40418145e-05,3.70009894e-05,2.6617986790000003e-05,6.1476304e-06,0.0584477280925489,0.1025923546224116,0.0662785185853185,0.1804365964853991,0.0992285923433889,0.2614730520385849,0.1881000037556843,0.0434431540766633,5,5,3.70009894e-05,0.00014150976214,True
run_20260720_193925,54,7,7,1,6.2631661e-06,1.00135164e-05,8.516002610000001e-06,1.278892744e-05,9.21108041e-06,1.11554474e-05,1.546192505e-05,4.62813708e-05,0.0523276041989437,0.0836610931999443,0.0711496401050663,0.1068491434722337,0.0769568876576854,0.0932017172926861,0.1291815483178919,0.3866723657555483,7,7,4.62813708e-05,0.00011969143621,True
run_20260720_193925,55,3,3,1,9.9212834e-06,2.858062755e-05,2.4119162e-05,5.232279554e-05,3.5763542849999994e-05,2.96972123e-05,2.192187239e-05,1.01079318e-05,0.0467028037844199,0.1345385860566421,0.1135369734857726,0.2463009224751044,0.1683509740644282,0.1397947244396991,0.103193595378725,0.0475814203152082,3,3,5.232279554e-05,0.00021243442783,True
run_20260720_193925,56,7,7,1,5.661230999999999e-06,3.8258636e-06,6.0526819500000005e-06,7.68981404e-06,7.19403911e-06,1.18772035e-05,1.613401319e-05,5.15942561e-05,0.0514521237734763,0.0347713787845148,0.0550098275185885,0.069888909988145,0.0653830572748135,0.1079460182007706,0.1466340524904885,0.4689146319692024,7,7,5.15942561e-05,0.0001100291024899,True
run_20260720_193925,57,4,4,1,2.41367928e-05,3.69110012e-05,4.49803073e-05,5.050775636e-05,6.943305255000001e-05,3.45029252e-05,3.785510739e-05,1.408241514e-05,0.0772601466203058,0.1181494736373709,0.1439787450561539,0.1616717139750349,0.2222502328606143,0.1104413946736719,0.1211714899950925,0.0450768031817555,4,4,6.943305255000001e-05,0.00031240935794,True
run_20260720_193925,58,6,6,1,9.18789277e-06,1.84108109e-05,1.7720588e-05,2.887452773e-05,2.578391357e-05,1.7092493800000003e-05,3.4815533830000005e-05,5.34177453e-06,0.0584369192228524,0.1170966070591734,0.1127066450882673,0.1836480340808355,0.1639910817700039,0.1087118346405892,0.2214340751523807,0.0339748029858973,6,6,3.4815533830000005e-05,0.00015722753513,True
run_20260720_193925,59,4,4,1,1.96793161e-05,3.111548623e-05,3.701135579999999e-05,4.066037048e-05,5.695298191e-05,2.74285483e-05,3.079992691e-05,1.186055265e-05,0.0770201897156655,0.1217786553329349,0.1448536946540533,0.1591350752417075,0.2229005037213191,0.1073488521123604,0.1205436307736746,0.0464193984482844,4,4,5.695298191e-05,0.0002555085383799,True
run_20260720_193925,60,3,3,1,9.5097954e-06,2.662236843e-05,2.2335476600000004e-05,4.731725811e-05,3.312614214e-05,2.62061421e-05,2.057357248e-05,1.03035914e-05,0.0485207637978306,0.1358323282466049,0.1139598002729453,0.241421545653474,0.1690158043051383,0.1337086632680326,0.1049702342470616,0.0525708602089125,3,3,4.731725811e-05,0.00019599434666,True
run_20260720_193925,61,0,0,1,5.14659462e-05,4.88924977e-05,4.449318452e-05,7.5021016e-06,9.12230354e-06,8.6603536e-06,1.0975288373999998e-05,8.749729000000001e-06,0.2710711338427057,0.2575167808328545,0.2343455987234743,0.0395135684285772,0.0480471718956782,0.0456140816047166,0.0578068428437996,0.0460848218281937,0,0,5.14659462e-05,0.0001898614045339,True
run_20260720_193925,62,7,7,1,5.7233217e-06,8.740726600000002e-06,8.09622828e-06,9.826242929999998e-06,8.720019659999998e-06,8.0101799e-06,8.10768485e-06,4.58469998e-05,0.0555277360493485,0.0848026347224758,0.0785497042612703,0.0953343272271095,0.0846017357412584,0.0777148618423802,0.0786608560413617,0.4448081441147952,7,7,4.58469998e-05,0.00010307140372,True
run_20260720_193925,63,0,0,1,5.104662400000001e-05,4.80978805e-05,4.424036823e-05,7.41245931e-06,8.582482219999998e-06,9.0310931e-06,1.0808633039e-05,9.6547242e-06,0.2702677578037292,0.2546555540645883,0.2342318490236187,0.0392454701318754,0.0454401886790744,0.0478153713486268,0.0572266055513061,0.0511172033971806,0,0,5.104662400000001e-05,0.000188874264599,True
run_20260720_193925,64,2,2,1,2.63116164e-05,2.26571287e-05,4.0944087700000006e-05,3.579730193000001e-05,1.8340632750000003e-05,8.6279612e-06,1.090404083e-05,9.9929554e-06,0.151585807368183,0.1305316668661349,0.2358860245073425,0.2062344947633726,0.1056635814686052,0.0497071880556664,0.0628200794532404,0.0575711575174547,2,2,4.0944087700000006e-05,0.00017357572491,True
run_20260720_193925,65,1,1,1,2.19877574e-05,5.14532884e-05,2.52891073e-05,3.41077909e-05,1.8990199270000003e-05,8.314670099999998e-06,1.013758974e-05,9.4437855e-06,0.1223416701449867,0.2862902806680809,0.1407106494433932,0.1897785220998472,0.1056630129581977,0.0462635005577505,0.0564063736684797,0.0525459904592638,1,1,5.14532884e-05,0.00017972418861,True
run_20260720_193925,66,7,7,1,6.898343100000001e-06,1.13220655e-05,9.050609709999998e-06,1.284577742e-05,9.44156024e-06,1.10755973e-05,1.570358269e-05,4.5685809900000005e-05,0.0565329777788147,0.0927860600789462,0.0741711321404344,0.1052731125299435,0.0773750315847961,0.0907662154478805,0.1286932642218896,0.3744022062172948,7,7,4.5685809900000005e-05,0.00012202334586,True
run_20260720_193925,67,3,3,1,9.5647809e-06,2.68025703e-05,2.30914534e-05,4.870728733e-05,3.371023417000001e-05,2.7152411500000003e-05,2.071566403e-05,9.728612e-06,0.0479502501413128,0.1343668991220825,0.1157622927522018,0.2441798338713954,0.1689964650182139,0.1361207263372712,0.1038519629949804,0.0487715697625418,3,3,4.870728733e-05,0.00019947301363,True
run_20260720_193925,68,2,2,1,2.4528082800000004e-05,2.29231681e-05,3.99066348e-05,3.617452594e-05,1.895197675e-05,8.1333827e-06,1.106358015e-05,1.21772409e-05,0.1410806477729252,0.131849498019293,0.2295350164107224,0.2080686694556366,0.1090079961923243,0.0467815976184287,0.0636355098348606,0.0700410646958089,2,2,3.99066348e-05,0.00017385859214,True
run_20260720_193925,69,7,7,1,5.6262202e-06,5.361305099999999e-06,7.450470839999999e-06,1.329867001e-05,9.67116023e-06,1.1181955e-05,1.571346971e-05,4.53956664e-05,0.0494834983850645,0.047153528092926,0.0655280718979165,0.1169639105066205,0.085059387050458,0.0983470665055669,0.1382024566010667,0.3992620809603804,7,7,4.53956664e-05,0.00011369891749,True
run_20260720_193925,70,7,7,1,6.038166000000001e-06,9.8423713e-06,8.0792718e-06,1.343143468e-05,9.595475190000002e-06,1.13843523e-05,1.569448874e-05,4.56404659e-05,0.0504416210804604,0.082221184983619,0.0674926073151433,0.1122034966735786,0.0801586646708519,0.0951025832948395,0.1311085939132235,0.3812712480682836,7,7,4.56404659e-05,0.00011970602591,True
run_20260720_193925,71,6,6,1,9.0542455e-06,2.0339364900000003e-05,1.85716357e-05,3.3941937960000006e-05,3.0699597749999995e-05,1.98792153e-05,4.1922477270000006e-05,5.539702839999999e-06,0.0503158500401508,0.113029013209362,0.1032054671901166,0.1886206266957818,0.1706024380145149,0.1104718903359392,0.2329697244932171,0.0307849900209175,6,6,4.1922477270000006e-05,0.00017994817722,True
