local_measurement_index,sample_index,output_power_sum_w,output_power_sum_uw,switch_current_failure_count,upload_attempts,target_input_power_uw,output_power_limit_uw,output_power_limit_exceeded,repair_reason,feature_0,input_voltage_0,output_power_w_0,output_power_uw_0,feature_1,input_voltage_1,output_power_w_1,output_power_uw_1,feature_2,input_voltage_2,output_power_w_2,output_power_uw_2,feature_3,input_voltage_3,output_power_w_3,output_power_uw_3,feature_4,input_voltage_4,output_power_w_4,output_power_uw_4,feature_5,input_voltage_5,output_power_w_5,output_power_uw_5,feature_6,input_voltage_6,output_power_w_6,output_power_uw_6,feature_7,input_voltage_7,output_power_w_7,output_power_uw_7
10,451,0.00010640516190000001,106.4051619,0,1,39.52941176470588,,False,explicit_power_anomaly_remeasure,0.0,4.318,1.136542e-06,1.136542,0.3294117647058823,3.853,5.501591e-05,55.01591,0.0,4.164,2.736278e-06,2.736278,0.0,4.23,2.707485e-05,27.07485,0.0,3.977,1.866418e-06,1.866418,0.0,4.329,1.702455e-05,17.024549999999998,0.0,3.995,4.077969e-07,0.4077969,0.0,4.294,1.142817e-06,1.142817
11,470,4.01813999e-05,40.1813999,0,1,33.411764705882355,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.25465e-07,0.225465,0.0,4.261,1.684951e-07,0.16849509999999998,0.0,4.164,1.301566e-05,13.01566,0.0,4.23,2.08602e-08,0.0208602,0.2784313725490196,3.744,1.181899e-05,11.818990000000001,0.0,4.329,3.750069e-06,3.750069,0.0,3.995,1.030916e-05,10.30916,0.0,4.294,8.727006e-07,0.8727005999999999
12,472,9.87178079e-05,98.7178079,0,1,115.76470588235294,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.565072e-07,0.3565072,0.0,4.261,5.292133e-07,0.5292133,0.9647058823529412,3.739,4.232368e-05,42.32368,0.0,4.23,4.918384e-07,0.49183839999999995,0.0,3.977,2.291197e-05,22.91197,0.0,4.329,1.616043e-06,1.616043,0.0,3.995,2.900812e-05,29.008119999999998,0.0,4.294,1.480436e-06,1.480436
13,475,0.0002149392711,214.93927109999998,0,1,98.82352941176468,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.839849e-07,0.28398490000000004,0.0,4.261,0.0001187224,118.7224,0.0,4.164,2.233352e-06,2.233352,0.8235294117647057,3.559,5.230743e-05,52.307430000000004,0.0,3.977,1.856817e-06,1.856817,0.0,4.329,3.76579e-05,37.6579,0.0,3.995,6.090982e-07,0.6090981999999999,0.0,4.294,1.268289e-06,1.268289
14,498,4.3458651119999995e-05,43.45865112,0,1,21.647058823529413,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.286485e-07,0.2286485,0.0,4.261,1.713496e-07,0.1713496,0.0,4.164,1.443241e-05,14.432409999999999,0.0,4.23,2.747072e-08,0.027470719999999997,0.1803921568627451,3.733,1.283555e-05,12.83555,0.0,4.329,3.828485e-06,3.8284849999999997,0.0,3.995,1.106911e-05,11.06911,0.0,4.294,8.656273e-07,0.8656273
15,503,3.7496695499999994e-05,37.4966955,0,1,39.05882352941176,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.597978e-07,0.2597978,0.0,4.261,2.208162e-05,22.08162,0.0,4.164,1.906514e-06,1.906514,0.3254901960784313,3.995,7.912771e-06,7.912771,0.0,3.977,1.335405e-06,1.3354050000000002,0.0,4.329,2.64264e-06,2.64264,0.0,3.995,2.434897e-07,0.24348969999999998,0.0,4.294,1.114458e-06,1.114458
16,531,3.86050502e-05,38.6050502,0,1,42.35294117647059,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.600714e-07,0.2600714,0.0,4.261,2.275328e-05,22.75328,0.0,4.164,1.913165e-06,1.9131649999999998,0.3529411764705882,3.991,8.189032e-06,8.189032,0.0,3.977,1.340977e-06,1.3409769999999999,0.0,4.329,2.798873e-06,2.798873,0.0,3.995,2.433378e-07,0.24333780000000002,0.0,4.294,1.106314e-06,1.106314
17,535,4.86643023e-05,48.6643023,0,1,48.0,,False,explicit_power_anomaly_remeasure,0.0,4.318,7.052816e-07,0.7052816,0.4,3.997,2.491896e-05,24.918960000000002,0.0,4.164,2.382005e-06,2.3820050000000004,0.0,4.23,1.15623e-05,11.562299999999999,0.0,3.977,1.365254e-06,1.3652540000000002,0.0,4.329,6.285842e-06,6.285842,0.0,3.995,3.424397e-07,0.3424397,0.0,4.294,1.10222e-06,1.10222
18,564,5.7592597199999996e-05,57.5925972,0,1,66.35294117647058,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.011963e-07,0.3011963,0.0,4.261,3.83759e-07,0.383759,0.5529411764705882,3.846,2.293585e-05,22.935850000000002,0.0,4.23,1.874169e-07,0.1874169,0.0,3.977,1.332516e-05,13.32516,0.0,4.329,1.773355e-06,1.773355,0.0,3.995,1.731882e-05,17.31882,0.0,4.294,1.36704e-06,1.36704
19,655,8.128038540000001e-05,81.2803854,0,1,87.99999999999997,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.920747e-07,0.2920747,0.0,4.261,4.730014e-05,47.30014,0.0,4.164,2.127115e-06,2.1271150000000003,0.7333333333333331,3.867,1.879702e-05,18.79702,0.0,3.977,1.552728e-06,1.5527279999999999,0.0,4.329,9.742483e-06,9.742483,0.0,3.995,3.089417e-07,0.3089417,0.0,4.294,1.159883e-06,1.159883
20,858,3.85223889e-05,38.5223889,0,1,44.23529411764706,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.696784e-07,0.2696784,0.0,4.261,3.105695e-07,0.3105695,0.3686274509803922,3.905,1.412518e-05,14.12518,0.0,4.23,7.9154e-08,0.079154,0.0,3.977,8.861448e-06,8.861448,0.0,4.329,1.830549e-06,1.830549,0.0,3.995,1.17475e-05,11.7475,0.0,4.294,1.29831e-06,1.29831
21,870,2.1783884659999998e-05,21.78388466,0,1,17.882352941176464,,False,explicit_power_anomaly_remeasure,0.0,4.318,2.013741e-07,0.2013741,0.0,4.261,1.473034e-07,0.1473034,0.0,4.164,5.448617e-06,5.448617,0.0,4.23,1.989916e-08,0.01989916,0.1490196078431372,3.816,6.108896e-06,6.108896,0.0,4.329,3.125786e-06,3.1257859999999997,0.0,3.995,5.800508e-06,5.800508,0.0,4.294,9.31501e-07,0.931501
22,908,6.69072683e-05,66.9072683,0,1,76.70588235294117,,False,explicit_power_anomaly_remeasure,0.0,4.318,3.141882e-07,0.31418820000000003,0.0,4.261,4.192575e-07,0.4192575,0.6392156862745098,3.82,2.721463e-05,27.21463,0.0,4.23,2.484756e-07,0.2484756,0.0,3.977,1.552809e-05,15.52809,0.0,4.329,1.73704e-06,1.7370400000000001,0.0,3.995,2.004088e-05,20.040879999999998,0.0,4.294,1.404707e-06,1.4047070000000001
