local_sample_row,sample_index,label,active_input_channel,upload_voltage,component_output_power_sum,component_output_power_0,component_output_power_1,component_output_power_2,component_output_power_3,component_output_power_4,component_output_power_5,component_output_power_6,component_output_power_7
3,3,0,7,3.832,1.1330802399999999e-05,8.235107e-07,1.51739e-07,4.243491e-07,1.960483e-06,3.947249e-07,1.944509e-06,4.756394e-06,8.750927e-07
3,3,0,8,4.14,8.283190729999999e-06,8.034709e-07,1.555429e-07,3.826764e-07,4.362333e-08,1.052901e-07,8.266406e-07,8.111975e-07,5.154749e-06
4,4,4,1,4.137,1.9910597310000002e-05,5.937024e-06,2.51345e-06,1.001865e-05,2.840533e-08,7.548869e-08,6.869031e-07,3.245059e-08,6.182256e-07
4,4,4,2,4.068,1.8170933839999998e-05,3.730267e-06,9.97414e-06,2.958444e-06,7.176624e-08,7.609253e-08,6.886714e-07,2.183067e-08,6.49722e-07
4,4,4,3,3.655,8.72404267e-05,6.16751e-06,1.709027e-05,2.06286e-05,1.587509e-05,2.533592e-05,1.131726e-06,3.275546e-07,6.837561e-07
4,4,4,4,4.23,2.73220622e-06,7.805604e-07,1.478767e-07,3.690429e-07,4.770389e-08,9.215096e-08,6.601171e-07,2.307667e-08,6.116776e-07
4,4,4,5,3.541,7.568686194e-05,1.982472e-06,2.786044e-06,4.587398e-06,1.232038e-05,2.514296e-05,3.145327e-06,2.566977e-05,5.251094e-08
4,4,4,6,3.965,5.255668521e-05,7.759392e-07,9.361131e-08,1.965589e-07,1.464805e-05,9.234438e-06,2.131716e-05,5.931422e-06,3.595058e-07
4,4,4,7,3.995,2.73418889e-06,7.810641e-07,1.478114e-07,3.688259e-07,4.748507e-08,9.215706e-08,6.613968e-07,2.299836e-08,6.124502e-07
4,4,4,8,4.095,1.331056087e-05,8.097792e-07,1.577067e-07,3.862115e-07,4.392287e-08,1.087968e-07,9.078168e-07,1.220696e-06,9.675631e-06
5,5,1,1,4.318,2.71627156e-06,7.757606e-07,1.477149e-07,3.667608e-07,4.68377e-08,9.21316e-08,6.563582e-07,2.260956e-08,6.080982e-07
5,5,1,2,3.885,6.479647701e-05,1.751514e-05,3.527896e-05,1.013234e-05,2.59516e-07,2.083758e-07,7.020937e-07,1.895291e-08,6.810986e-07
5,5,1,3,3.989,1.16587122e-05,2.54459e-07,2.203063e-06,1.873102e-06,2.230398e-06,3.539282e-06,7.940145e-07,1.099413e-07,6.544524e-07
5,5,1,4,3.804,6.93529186e-05,3.744411e-07,1.344528e-05,1.125832e-05,2.714742e-05,1.265172e-05,4.418468e-07,3.716441e-06,3.174497e-07
5,5,1,5,3.977,2.71757286e-06,7.768573e-07,1.47846e-07,3.669872e-07,4.698701e-08,9.19836e-08,6.556504e-07,2.259875e-08,6.086626e-07
5,5,1,6,4.181,9.611862799999999e-06,7.727978e-07,1.308906e-07,2.716517e-07,2.707295e-06,1.834229e-06,2.401518e-06,9.663421e-07,5.271386e-07
5,5,1,7,3.847,9.6496892e-06,8.175319e-07,1.509974e-07,4.192255e-07,1.668646e-06,3.194133e-07,1.465983e-06,3.985987e-06,8.219051e-07
5,5,1,8,4.133,8.961208079999999e-06,8.064619e-07,1.566408e-07,3.830667e-07,4.337508e-08,1.058945e-07,8.432953e-07,8.662888e-07,5.756185e-06
6,6,4,1,4.099,2.828362861e-05,9.564435e-06,3.363683e-06,1.389276e-05,2.589274e-08,9.742476e-08,6.891123e-07,3.379631e-08,6.165245e-07
6,6,4,2,4.014,2.93292787e-05,6.887902e-06,1.617946e-05,4.682505e-06,1.139852e-07,1.022019e-07,6.886321e-07,2.01876e-08,6.544049e-07
6,6,4,3,3.478,0.0001375621343,1.134453e-05,2.681098e-05,3.351574e-05,2.443305e-05,3.912653e-05,1.262348e-06,4.078898e-07,6.610665e-07
6,6,4,4,4.23,2.7171677900000003e-06,7.752658e-07,1.476349e-07,3.680715e-07,4.738306e-08,9.222507e-08,6.561137e-07,2.237676e-08,6.08097e-07
6,6,4,5,3.408,0.0001132201397,2.378024e-06,4.103035e-06,6.203974e-06,1.921543e-05,3.718336e-05,4.489602e-06,3.950753e-05,1.391847e-07
6,6,4,6,3.85,8.556958518e-05,7.834134e-07,7.274708e-08,2.036717e-07,2.332301e-05,1.459668e-05,3.667022e-05,9.652595e-06,2.67248e-07
6,6,4,7,3.995,2.7315555299999997e-06,7.788125e-07,1.48042e-07,3.688949e-07,4.751289e-08,9.192525e-08,6.616626e-07,2.258079e-08,6.121246e-07
6,6,4,8,4.053,1.9080634819999997e-05,8.178338e-07,1.598565e-07,3.911763e-07,4.500412e-08,1.113316e-07,9.947435e-07,1.656139e-06,1.490455e-05
7,7,5,1,4.202,9.296916640000002e-06,1.756073e-06,1.323806e-06,4.806026e-06,3.325307e-08,5.832231e-08,6.767294e-07,2.832496e-08,6.143819e-07
7,7,5,2,4.096,1.3483149130000002e-05,2.467186e-06,7.323274e-06,2.218125e-06,5.633414e-08,6.752773e-08,6.841886e-07,2.264656e-08,6.438671e-07
7,7,5,3,4.052,5.1821629e-06,1.092071e-07,8.502548e-07,4.547251e-07,8.925534e-07,1.418462e-06,7.407971e-07,7.36252e-08,6.425382e-07
7,7,5,4,4.049,1.44019059e-05,1.274161e-07,2.91433e-06,1.454529e-06,5.496412e-06,2.741508e-06,5.891192e-07,6.298031e-07,4.487885e-07
7,7,5,5,3.977,2.72422847e-06,7.77831e-07,1.476411e-07,3.687586e-07,4.735497e-08,9.235508e-08,6.582706e-07,2.273472e-08,6.092824e-07
7,7,5,6,3.99,4.601119948e-05,7.738457e-07,9.797728e-08,2.002404e-07,1.288438e-05,8.142005e-06,1.836413e-05,5.166857e-06,3.817641e-07
7,7,5,7,3.632,4.59822851e-05,8.79427e-07,1.627103e-07,4.828078e-07,7.25805e-06,2.090045e-06,1.356331e-05,1.953151e-05,2.014425e-06
7,7,5,8,4.294,2.72820232e-06,7.801205e-07,1.478869e-07,3.678456e-07,4.779065e-08,9.200054e-08,6.591062e-07,2.303813e-08,6.104138e-07
8,8,0,1,3.977,6.372536119e-05,2.593879e-05,6.668514e-06,2.949051e-05,2.489188e-08,2.275142e-07,7.159733e-07,3.918391e-08,6.199839e-07
8,8,0,2,3.859,7.306530611e-05,2.00761e-05,3.965877e-05,1.139355e-05,2.953466e-07,2.356541e-07,7.046698e-07,1.786031e-08,6.833553e-07
8,8,0,3,4.164,2.71914208e-06,7.771808e-07,1.479213e-07,3.661685e-07,4.660411e-08,9.207281e-08,6.57505e-07,2.245556e-08,6.09234e-07
8,8,0,4,4.182,2.81877047e-06,5.396465e-07,3.296075e-07,4.620675e-08,3.838396e-07,3.00555e-07,6.438574e-07,1.237522e-08,5.626825e-07
8,8,0,5,3.799,1.6671497e-05,1.171637e-06,6.665034e-07,1.575978e-06,2.006247e-06,5.424782e-06,1.068121e-06,4.520023e-06,2.382056e-07
8,8,0,6,4.169,1.1072274600000001e-05,7.733926e-07,1.286442e-07,2.641945e-07,3.148398e-06,2.107639e-06,2.991135e-06,1.141083e-06,5.177883e-07
8,8,0,7,3.835,1.0976000400000001e-05,8.174151e-07,1.514142e-07,4.218514e-07,1.896113e-06,3.794921e-07,1.848925e-06,4.598325e-06,8.624646e-07
8,8,0,8,4.146,7.68819537e-06,8.014363e-07,1.555481e-07,3.816596e-07,4.331777e-08,1.046272e-07,8.176214e-07,7.58047e-07,4.625938e-06
9,9,6,1,4.197,9.95298449e-06,1.986566e-06,1.402647e-06,5.149437e-06,3.330009e-08,5.880213e-08,6.76709e-07,2.921637e-08,6.163069e-07
9,9,6,2,4.091,1.4279052519999998e-05,2.673294e-06,7.78568e-06,2.342374e-06,5.949207e-08,6.898523e-08,6.818054e-07,2.234192e-08,6.450799e-07
9,9,6,3,4.149,2.34917734e-06,6.202768e-07,1.083308e-07,1.893057e-07,3.93719e-08,7.515795e-08,6.706866e-07,2.849429e-08,6.175533e-07
9,9,6,4,3.929,3.704429645e-05,8.470625e-08,7.387014e-06,5.288266e-06,1.457015e-05,6.925567e-06,5.232537e-07,1.894871e-06,3.704685e-07
9,9,6,5,3.635,5.071986821e-05,1.681536e-06,1.897315e-06,3.41005e-06,7.870575e-06,1.694935e-05,2.262325e-06,1.658322e-05,6.549721e-08
9,9,6,6,4.329,2.7340309e-06,7.794354e-07,1.479692e-07,3.699107e-07,4.76873e-08,9.195576e-08,6.60633e-07,2.315514e-08,6.132844e-07
9,9,6,7,3.656,4.0784512699999996e-05,8.753502e-07,1.60764e-07,4.764635e-07,6.507914e-06,1.826777e-06,1.171368e-05,1.738477e-05,1.838794e-06
9,9,6,8,4.294,2.73510828e-06,7.824448e-07,1.476648e-07,3.698856e-07,4.729847e-08,9.20225e-08,6.605043e-07,2.311581e-08,6.12172e-07
10,10,0,1,3.971,6.572638311e-05,2.689215e-05,6.838009e-06,3.035306e-05,2.494887e-08,2.37146e-07,7.184251e-07,4.001264e-08,6.226315e-07
10,10,0,2,3.849,7.622828048e-05,2.105284e-05,4.129411e-05,1.190344e-05,3.112947e-07,2.477094e-07,7.096738e-07,1.837838e-08,6.908342e-07
10,10,0,3,4.164,2.7282688699999997e-06,7.800506e-07,1.477556e-07,3.68561e-07,4.730928e-08,9.224861e-08,6.591782e-07,2.299658e-08,6.10169e-07
10,10,0,4,4.186,2.736435456e-06,5.615584e-07,2.988774e-07,5.670481e-08,3.231123e-07,2.696e-07,6.491973e-07,7.747046e-09,5.696382e-07
10,10,0,5,3.808,1.5244845700000001e-05,1.150577e-06,6.167686e-07,1.493272e-06,1.77351e-06,4.928156e-06,1.022236e-06,4.003351e-06,2.569751e-07
10,10,0,6,4.175,1.0307548e-05,7.794158e-07,1.305139e-07,2.700618e-07,2.915863e-06,1.964836e-06,2.671456e-06,1.048144e-06,5.272575e-07
10,10,0,7,3.849,9.4215422e-06,8.202246e-07,1.512224e-07,4.195528e-07,1.630713e-06,3.090897e-07,1.395499e-06,3.87489e-06,8.203507e-07
10,10,0,8,4.148,7.51585217e-06,8.052797e-07,1.550882e-07,3.819368e-07,4.364847e-08,1.04717e-07,8.172885e-07,7.438175e-07,4.464076e-06
11,11,1,1,4.318,2.7378475299999997e-06,7.82981e-07,1.47873e-07,3.685599e-07,4.720037e-08,9.204433e-08,6.634564e-07,2.281613e-08,6.129164e-07
11,11,1,2,3.887,6.418686143e-05,1.729584e-05,3.492368e-05,1.009248e-05,2.541831e-07,2.069333e-07,7.092488e-07,1.932373e-08,6.851725e-07
11,11,1,3,4.006,9.595844399999999e-06,1.796042e-07,1.778407e-06,1.403551e-06,1.814794e-06,2.880573e-06,7.840128e-07,1.004115e-07,6.544909e-07
11,11,1,4,3.803,6.96044351e-05,3.761643e-07,1.349101e-05,1.128239e-05,2.72673e-05,1.269487e-05,4.422816e-07,3.727885e-06,3.225342e-07
11,11,1,5,3.977,2.7380461400000004e-06,7.826859e-07,1.479714e-07,3.684795e-07,4.774423e-08,9.201833e-08,6.629364e-07,2.327088e-08,6.129395e-07
11,11,1,6,4.179,9.8187585e-06,7.782358e-07,1.309074e-07,2.719842e-07,2.770668e-06,1.86881e-06,2.478062e-06,9.921339e-07,5.279572e-07
11,11,1,7,3.827,1.18788902e-05,8.259197e-07,1.522743e-07,4.258727e-07,2.048945e-06,4.191491e-07,2.110034e-06,5.002588e-06,8.941074e-07
11,11,1,8,4.147,7.62994099e-06,8.035834e-07,1.550359e-07,3.815972e-07,4.330279e-08,1.046411e-07,8.192233e-07,7.511883e-07,4.571369e-06
12,12,5,1,4.217,7.5376699400000005e-06,1.157174e-06,1.100452e-06,3.872562e-06,3.523834e-08,5.831887e-08,6.727113e-07,2.805093e-08,6.131625e-07
12,12,5,2,4.049,2.1797089900000003e-05,4.726816e-06,1.201409e-05,3.528058e-06,8.536195e-08,8.427682e-08,6.877667e-07,2.115843e-08,6.49562e-07
12,12,5,3,4.084,3.2506391e-06,1.779832e-07,4.201919e-07,1.013319e-07,4.442416e-07,7.079461e-07,7.121961e-07,5.61203e-08,6.30628e-07
12,12,5,4,4.072,1.12756689e-05,1.707836e-07,2.264022e-06,9.795673e-07,4.195068e-06,2.137323e-06,6.015514e-07,4.612816e-07,4.66072e-07
12,12,5,5,3.977,1.1267721700000001e-05,1.715374e-07,2.26384e-06,9.796473e-07,4.188629e-06,2.13371e-06,6.012591e-07,4.623575e-07,4.667414e-07
12,12,5,6,3.987,4.665783951e-05,7.724732e-07,9.623481e-08,1.993622e-07,1.30835e-05,8.260982e-06,1.860917e-05,5.256617e-06,3.795003e-07
12,12,5,7,3.619,4.878794809999999e-05,8.810112e-07,1.632066e-07,4.847583e-07,7.660469e-06,2.234057e-06,1.458126e-05,2.067313e-05,2.110056e-06
12,12,5,8,4.294,2.7188219399999997e-06,7.775076e-07,1.474356e-07,3.667096e-07,4.665906e-08,9.215892e-08,6.576715e-07,2.247896e-08,6.082007e-07
13,13,7,1,4.234,5.88706703e-06,6.582197e-07,8.779855e-07,2.949413e-06,3.615773e-08,5.955529e-08,6.67144e-07,2.710731e-08,6.114845e-07
13,13,7,2,4.14,7.622948680000001e-06,1.020029e-06,3.902563e-06,1.271403e-06,3.981567e-08,6.106674e-08,6.731651e-07,2.251187e-08,6.323943e-07
13,13,7,3,4.133,2.18150636e-06,4.726734e-07,1.125886e-07,6.366203e-08,7.272698e-08,1.251682e-07,6.786216e-07,3.468725e-08,6.213783e-07
13,13,7,4,4.042,1.54284166e-05,1.164836e-07,3.123546e-06,1.610147e-06,5.918938e-06,2.939908e-06,5.877229e-07,6.863731e-07,4.45298e-07
13,13,7,5,3.837,1.13684082e-05,1.070557e-06,4.759478e-07,1.235728e-06,1.154874e-06,3.551408e-06,8.888588e-07,2.683824e-06,3.072106e-07
13,13,7,6,4.179,9.815077899999998e-06,7.758878e-07,1.297983e-07,2.705242e-07,2.76936e-06,1.872213e-06,2.482434e-06,9.904824e-07,5.243782e-07
13,13,7,7,3.785,1.7527557899999998e-05,8.336959e-07,1.539202e-07,4.383076e-07,2.971992e-06,6.806412e-07,3.854538e-06,7.517891e-06,1.076572e-06
13,13,7,8,3.897,4.801575274e-05,8.420365e-07,1.651754e-07,4.08e-07,5.466934e-08,1.185795e-07,1.346623e-06,3.622699e-06,4.145797e-05
14,14,3,1,4.215,7.789929959999999e-06,1.236355e-06,1.131219e-06,4.01003e-06,3.47069e-08,5.832512e-08,6.749341e-07,2.822604e-08,6.161338e-07
14,14,3,2,4.029,2.598752869e-05,5.913774e-06,1.432546e-05,4.18568e-06,1.001269e-07,9.407861e-08,6.902774e-07,2.203928e-08,6.560925e-07
14,14,3,3,4.164,2.73040286e-06,7.793454e-07,1.473638e-07,3.694364e-07,4.79941e-08,9.191859e-08,6.594857e-07,2.304327e-08,6.118156e-07
14,14,3,4,3.796,7.1588703e-05,3.991581e-07,1.38805e-05,1.166463e-05,2.800101e-05,1.304377e-05,4.379561e-07,3.842821e-06,3.188578e-07
14,14,3,5,3.835,1.16329242e-05,1.080581e-06,4.846618e-07,1.254306e-06,1.197267e-06,3.642378e-06,9.023713e-07,2.767187e-06,3.041721e-07
14,14,3,6,3.893,7.256826980999999e-05,7.837895e-07,8.072331e-08,1.97769e-07,1.997024e-05,1.248189e-05,3.056309e-05,8.186131e-06,3.04637e-07
14,14,3,7,3.91,4.429262900000001e-06,8.040757e-07,1.493196e-07,3.986572e-07,6.879598e-07,1.041158e-07,1.990094e-07,1.423623e-06,6.625024e-07
14,14,3,8,4.244,2.38787447e-06,7.892884e-07,1.505125e-07,3.750341e-07,4.543002e-08,9.632041e-08,6.973636e-07,1.603407e-07,7.358474e-08
15,15,4,1,4.195,1.0253812650000002e-05,2.090385e-06,1.43985e-06,5.305418e-06,3.256127e-08,5.91354e-08,6.8037e-07,2.920458e-08,6.168884e-07
15,15,4,2,4.089,1.458590344e-05,2.755315e-06,7.970245e-06,2.380512e-06,6.033294e-08,6.951877e-08,6.829281e-07,2.264193e-08,6.444097e-07
15,15,4,3,3.747,2.73860021e-06,7.812873e-07,1.47546e-07,3.692978e-07,4.782393e-08,9.193439e-08,6.632631e-07,2.321109e-08,6.142366e-07
15,15,4,4,4.23,2.73608064e-06,7.809974e-07,1.476967e-07,3.684017e-07,4.766772e-08,9.20726e-08,6.618653e-07,2.341282e-08,6.139664e-07
15,15,4,5,3.636,2.7324790999999997e-06,7.800205e-07,1.477536e-07,3.690427e-07,4.807915e-08,9.176301e-08,6.603907e-07,2.314864e-08,6.122808e-07
15,15,4,6,4.051,3.16499428e-05,7.789207e-07,1.089123e-07,2.161414e-07,8.996381e-06,5.733501e-06,1.18535e-05,3.528392e-06,4.341944e-07
15,15,4,7,3.995,2.73856811e-06,7.827373e-07,1.477333e-07,3.694214e-07,4.843974e-08,9.195706e-08,6.615229e-07,2.355591e-08,6.132005e-07
15,15,4,8,4.16,6.487405220000001e-06,8.028274e-07,1.548786e-07,3.813345e-07,4.373972e-08,1.038043e-07,7.971375e-07,6.514062e-07,3.552277e-06
16,16,6,1,4.201,9.436271309999998e-06,1.804533e-06,1.342166e-06,4.879034e-06,3.347009e-08,5.854697e-08,6.75724e-07,2.916715e-08,6.136301e-07
16,16,6,2,4.097,1.331997158e-05,2.417507e-06,7.239069e-06,2.18687e-06,5.630965e-08,6.717216e-08,6.850319e-07,2.283897e-08,6.451729e-07
16,16,6,3,4.146,2.3097481899999998e-06,5.958725e-07,1.054336e-07,1.62656e-07,4.218995e-08,7.876787e-08,6.739533e-07,2.979607e-08,6.210789e-07
16,16,6,4,3.931,3.65566715e-05,8.21432e-08,7.295943e-06,5.197627e-06,1.436877e-05,6.847961e-06,5.265337e-07,1.866741e-06,3.709526e-07
16,16,6,5,3.637,5.0185433100000004e-05,1.676828e-06,1.879691e-06,3.389292e-06,7.757036e-06,1.677723e-05,2.232837e-06,1.640702e-05,6.54991e-08
16,16,6,6,4.329,2.7388998000000003e-06,7.837303e-07,1.476386e-07,3.712353e-07,4.807617e-08,9.18747e-08,6.625948e-07,2.303683e-08,6.107131e-07
16,16,6,7,3.654,4.1232431900000004e-05,8.788459e-07,1.61407e-07,4.78298e-07,6.581972e-06,1.848869e-06,1.187552e-05,1.754768e-05,1.85984e-06
16,16,6,8,4.294,2.74751181e-06,7.845733e-07,1.480139e-07,3.716378e-07,4.818864e-08,9.179529e-08,6.659674e-07,2.317428e-08,6.141612e-07
17,17,6,1,4.195,1.0249396860000001e-05,2.089538e-06,1.435345e-06,5.302913e-06,3.337949e-08,5.944689e-08,6.813214e-07,2.976948e-08,6.176836e-07
17,17,6,2,4.101,1.2700988709999999e-05,2.252639e-06,6.88512e-06,2.088348e-06,5.381339e-08,6.639281e-08,6.884128e-07,2.258881e-08,6.436739e-07
17,17,6,3,4.141,2.24997362e-06,5.504958e-07,1.043921e-07,1.190871e-07,5.121912e-08,9.084771e-08,6.804195e-07,3.173419e-08,6.217781e-07
17,17,6,4,3.926,3.770891011e-05,8.647161e-08,7.516717e-06,5.411823e-06,1.481574e-05,7.059594e-06,5.225697e-07,1.926362e-06,3.696328e-07
17,17,6,5,3.637,5.016010275999999e-05,1.680064e-06,1.879035e-06,3.396542e-06,7.754526e-06,1.676262e-05,2.233398e-06,1.638761e-05,6.630776e-08
17,17,6,6,4.329,2.74769718e-06,7.839884e-07,1.48126e-07,3.70409e-07,4.806546e-08,9.188142e-08,6.662965e-07,2.33815e-08,6.155489e-07
17,17,6,7,3.668,3.8358547899999995e-05,8.750806e-07,1.602271e-07,4.745442e-07,6.156672e-06,1.702282e-06,1.088077e-05,1.634858e-05,1.760392e-06
17,17,6,8,4.294,2.74431944e-06,7.84255e-07,1.479303e-07,3.702924e-07,4.80956e-08,9.195836e-08,6.656181e-07,2.292098e-08,6.132487e-07
18,18,5,1,4.219,7.34969501e-06,1.087087e-06,1.075178e-06,3.769247e-06,3.517757e-08,5.841116e-08,6.778867e-07,2.831938e-08,6.183882e-07
18,18,5,2,4.071,1.7642263690000002e-05,3.573204e-06,9.685125e-06,2.875491e-06,7.0422e-08,7.549553e-08,6.902779e-07,2.250986e-08,6.497384e-07
18,18,5,3,4.074,3.7619257800000003e-06,1.489849e-07,5.354912e-07,1.813955e-07,5.670934e-07,8.991634e-07,7.276216e-07,6.232008e-08,6.398557e-07
18,18,5,4,4.069,1.17063243e-05,1.660907e-07,2.355252e-06,1.039961e-06,4.37182e-06,2.227592e-06,6.010486e-07,4.799279e-07,4.646321e-07
18,18,5,5,3.977,2.72672064e-06,7.801083e-07,1.475531e-07,3.6792e-07,4.696307e-08,9.236364e-08,6.58855e-07,2.288213e-08,6.100754e-07
18,18,5,6,3.986,4.698491464e-05,7.746788e-07,9.640744e-08,1.999872e-07,1.316845e-05,8.302743e-06,1.876652e-05,5.299545e-06,3.765832e-07
18,18,5,7,3.621,4.83256608e-05,8.807605e-07,1.63363e-07,4.850063e-07,7.588239e-06,2.214559e-06,1.439617e-05,2.050328e-05,2.094283e-06
18,18,5,8,4.294,2.71641318e-06,7.759322e-07,1.476399e-07,3.6584e-07,4.657075e-08,9.212533e-08,6.569531e-07,2.25506e-08,6.088013e-07
19,19,4,1,4.125,2.2376670660000002e-05,6.99884e-06,2.766054e-06,1.117362e-05,2.722528e-08,8.103021e-08,6.84468e-07,3.221487e-08,6.132183e-07
19,19,4,2,4.058,2.0077926389999997e-05,4.256552e-06,1.105567e-05,3.254636e-06,7.881437e-08,8.002822e-08,6.843339e-07,2.16909e-08,6.46201e-07
19,19,4,3,3.628,9.49430098e-05,6.915011e-06,1.855447e-05,2.260518e-05,1.721072e-05,2.74803e-05,1.152491e-06,3.418391e-07,6.829987e-07
19,19,4,4,4.23,2.72816774e-06,7.778111e-07,1.475649e-07,3.688828e-07,4.764416e-08,9.213702e-08,6.606645e-07,2.314596e-08,6.103173e-07
19,19,4,5,3.514,8.321957158000001e-05,2.067305e-06,3.051893e-06,4.920385e-06,1.369776e-05,2.757242e-05,3.414295e-06,2.843474e-05,6.077358e-08
19,19,4,6,3.941,5.8940438929999993e-05,7.772215e-07,8.821503e-08,1.960143e-07,1.635666e-05,1.028191e-05,2.424567e-05,6.6552e-06,3.395481e-07
19,19,4,7,3.995,2.72202423e-06,7.783354e-07,1.478022e-07,3.672824e-07,4.671441e-08,9.214062e-08,6.587196e-07,2.25847e-08,6.084449e-07
19,19,4,8,4.087,1.428631944e-05,8.114573e-07,1.583168e-07,3.866444e-07,4.391324e-08,1.090631e-07,9.231956e-07,1.295699e-06,1.055803e-05
