local_sample_row,sample_index,label,input_channel,switch_mzi,port,upload_voltage,mode
5,5,1,8,8,49,4.133,sequential-input-sum
6,6,4,1,1,43,4.099,sequential-input-sum
6,6,4,2,2,45,4.014,sequential-input-sum
6,6,4,3,3,41,3.478,sequential-input-sum
6,6,4,4,4,48,4.23,sequential-input-sum
6,6,4,5,5,44,3.408,sequential-input-sum
6,6,4,6,6,46,3.85,sequential-input-sum
6,6,4,7,7,42,3.995,sequential-input-sum
6,6,4,8,8,49,4.053,sequential-input-sum
7,7,5,1,1,43,4.202,sequential-input-sum
7,7,5,2,2,45,4.096,sequential-input-sum
7,7,5,3,3,41,4.052,sequential-input-sum
7,7,5,4,4,48,4.049,sequential-input-sum
7,7,5,5,5,44,3.977,sequential-input-sum
7,7,5,6,6,46,3.99,sequential-input-sum
7,7,5,7,7,42,3.632,sequential-input-sum
7,7,5,8,8,49,4.294,sequential-input-sum
8,8,0,1,1,43,3.977,sequential-input-sum
8,8,0,2,2,45,3.859,sequential-input-sum
8,8,0,3,3,41,4.164,sequential-input-sum
8,8,0,4,4,48,4.182,sequential-input-sum
8,8,0,5,5,44,3.799,sequential-input-sum
8,8,0,6,6,46,4.169,sequential-input-sum
8,8,0,7,7,42,3.835,sequential-input-sum
8,8,0,8,8,49,4.146,sequential-input-sum
9,9,6,1,1,43,4.197,sequential-input-sum
9,9,6,2,2,45,4.091,sequential-input-sum
9,9,6,3,3,41,4.149,sequential-input-sum
9,9,6,4,4,48,3.929,sequential-input-sum
9,9,6,5,5,44,3.635,sequential-input-sum
9,9,6,6,6,46,4.329,sequential-input-sum
9,9,6,7,7,42,3.656,sequential-input-sum
9,9,6,8,8,49,4.294,sequential-input-sum
10,10,0,1,1,43,3.971,sequential-input-sum
10,10,0,2,2,45,3.849,sequential-input-sum
10,10,0,3,3,41,4.164,sequential-input-sum
10,10,0,4,4,48,4.186,sequential-input-sum
10,10,0,5,5,44,3.808,sequential-input-sum
10,10,0,6,6,46,4.175,sequential-input-sum
10,10,0,7,7,42,3.849,sequential-input-sum
10,10,0,8,8,49,4.148,sequential-input-sum
11,11,1,1,1,43,4.318,sequential-input-sum
11,11,1,2,2,45,3.887,sequential-input-sum
11,11,1,3,3,41,4.006,sequential-input-sum
11,11,1,4,4,48,3.803,sequential-input-sum
11,11,1,5,5,44,3.977,sequential-input-sum
11,11,1,6,6,46,4.179,sequential-input-sum
11,11,1,7,7,42,3.827,sequential-input-sum
11,11,1,8,8,49,4.147,sequential-input-sum
12,12,5,1,1,43,4.217,sequential-input-sum
12,12,5,2,2,45,4.049,sequential-input-sum
12,12,5,3,3,41,4.084,sequential-input-sum
12,12,5,4,4,48,4.072,sequential-input-sum
12,12,5,5,5,44,3.977,sequential-input-sum
12,12,5,6,6,46,3.987,sequential-input-sum
12,12,5,7,7,42,3.619,sequential-input-sum
12,12,5,8,8,49,4.294,sequential-input-sum
13,13,7,1,1,43,4.234,sequential-input-sum
13,13,7,2,2,45,4.14,sequential-input-sum
13,13,7,3,3,41,4.133,sequential-input-sum
13,13,7,4,4,48,4.042,sequential-input-sum
13,13,7,5,5,44,3.837,sequential-input-sum
13,13,7,6,6,46,4.179,sequential-input-sum
13,13,7,7,7,42,3.785,sequential-input-sum
13,13,7,8,8,49,3.897,sequential-input-sum
14,14,3,1,1,43,4.215,sequential-input-sum
14,14,3,2,2,45,4.029,sequential-input-sum
14,14,3,3,3,41,4.164,sequential-input-sum
14,14,3,4,4,48,3.796,sequential-input-sum
14,14,3,5,5,44,3.835,sequential-input-sum
14,14,3,6,6,46,3.893,sequential-input-sum
14,14,3,7,7,42,3.91,sequential-input-sum
14,14,3,8,8,49,4.244,sequential-input-sum
15,15,4,1,1,43,4.195,sequential-input-sum
15,15,4,2,2,45,4.089,sequential-input-sum
15,15,4,3,3,41,3.747,sequential-input-sum
15,15,4,4,4,48,4.23,sequential-input-sum
15,15,4,5,5,44,3.636,sequential-input-sum
15,15,4,6,6,46,4.051,sequential-input-sum
15,15,4,7,7,42,3.995,sequential-input-sum
15,15,4,8,8,49,4.16,sequential-input-sum
16,16,6,1,1,43,4.201,sequential-input-sum
16,16,6,2,2,45,4.097,sequential-input-sum
16,16,6,3,3,41,4.146,sequential-input-sum
16,16,6,4,4,48,3.931,sequential-input-sum
16,16,6,5,5,44,3.637,sequential-input-sum
16,16,6,6,6,46,4.329,sequential-input-sum
16,16,6,7,7,42,3.654,sequential-input-sum
16,16,6,8,8,49,4.294,sequential-input-sum
17,17,6,1,1,43,4.195,sequential-input-sum
17,17,6,2,2,45,4.101,sequential-input-sum
17,17,6,3,3,41,4.141,sequential-input-sum
17,17,6,4,4,48,3.926,sequential-input-sum
17,17,6,5,5,44,3.637,sequential-input-sum
17,17,6,6,6,46,4.329,sequential-input-sum
17,17,6,7,7,42,3.668,sequential-input-sum
17,17,6,8,8,49,4.294,sequential-input-sum
18,18,5,1,1,43,4.219,sequential-input-sum
18,18,5,2,2,45,4.071,sequential-input-sum
18,18,5,3,3,41,4.074,sequential-input-sum
18,18,5,4,4,48,4.069,sequential-input-sum
18,18,5,5,5,44,3.977,sequential-input-sum
18,18,5,6,6,46,3.986,sequential-input-sum
18,18,5,7,7,42,3.621,sequential-input-sum
18,18,5,8,8,49,4.294,sequential-input-sum
19,19,4,1,1,43,4.125,sequential-input-sum
19,19,4,2,2,45,4.058,sequential-input-sum
19,19,4,3,3,41,3.628,sequential-input-sum
19,19,4,4,4,48,4.23,sequential-input-sum
19,19,4,5,5,44,3.514,sequential-input-sum
19,19,4,6,6,46,3.941,sequential-input-sum
19,19,4,7,7,42,3.995,sequential-input-sum
19,19,4,8,8,49,4.087,sequential-input-sum
